"stage2/step","Group: VaDE_Simple_gauss - stage2/mcc_pearson","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: Danru_Simple_gauss - stage2/mcc_pearson","Group: Danru_Simple_gauss - stage2/mcc_pearson__MIN","Group: Danru_Simple_gauss - stage2/mcc_pearson__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX","Group: Ours_Simple_gauss - stage2/mcc_pearson","Group: Ours_Simple_gauss - stage2/mcc_pearson__MIN","Group: Ours_Simple_gauss - stage2/mcc_pearson__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX"
"31001","0.3107871661580271","0","0.5817504326914816","41419","41419","41419","0.871848074595292","0.6023290180369557","0.9832817488138293","51420","51420","51420","0.9667440105068831","0.8757733455821922","0.9950121763560812","51420","51420","51420"
"31251","0.2776085855259436","0","0.568818670945095","41672","41672","41672","0.868394529355583","0.6086341207535201","0.9843467021464974","51673","51673","51673","0.9672418823170256","0.8809862920877546","0.9943665102020964","51673","51673","51673"
"31501","0.2804499251624262","0","0.6098710112325579","41925","41925","41925","0.87153208411306","0.5909861159552263","0.9865393674420123","51926","51926","51926","0.9667282751489044","0.8800786398814301","0.9949974362334114","51926","51926","51926"
"31751","0.3023996371463589","0","0.5400164632590597","42178","42178","42178","0.8718786927577806","0.5854285169194515","0.9878673293743078","52179","52179","52179","0.9664859298677309","0.8796511773755634","0.994675478799027","52179","52179","52179"
"32001","0.28503122198415315","0","0.6026441841632386","42431","42431","42431","0.8700134148001825","0.5988910088337452","0.9810246765942076","52432","52432","52432","0.9656594265003118","0.8679502036689879","0.9943352852566162","52432","52432","52432"
"32251","0.3360731221402783","0","0.6088769725221881","42684","42684","42684","0.8730979125996103","0.5974160937466647","0.9806629241820826","52685","52685","52685","0.9663975409251172","0.8727726330257176","0.9945982139925681","52685","52685","52685"
"32501","0.2643448215444314","0","0.5673360516134384","42937","42937","42937","0.8735864980718878","0.5969772027802169","0.9811339571801628","52938","52938","52938","0.9668139341808724","0.877832515102481","0.9950048228981637","52938","52938","52938"
"32751","0.2844785959779773","0","0.5611976033002184","43190","43190","43190","0.8719569759439383","0.5860613429342089","0.9796310523100308","53191","53191","53191","0.9671431851513284","0.8765103157384107","0.9953475025177115","53191","53191","53191"
"33001","0.31075605920684357","0","0.5860504544627846","43443","43443","43443","0.8720877001474794","0.5840029643660894","0.9849248250215618","53444","53444","53444","0.9654799506361135","0.8705231208510641","0.9946114693176797","53444","53444","53444"
"33251","0.288160106667451","0","0.66753430331389","43696","43696","43696","0.8644399543037924","0.5115675999210069","0.9820953607736156","53697","53697","53697","0.9660155986256319","0.8719453105720838","0.9946519837016484","53697","53697","53697"
"33501","0.2788724371712448","0","0.5555632064840439","43949","43949","43949","0.8575413239431828","0.4575306835238902","0.9863891284919434","53950","53950","53950","0.967009165670264","0.8773153818442664","0.9950696736267411","53950","53950","53950"
"33751","0.2849102890598015","0","0.5990484639714598","44202","44202","44202","0.8592750046133686","0.4869570875928712","0.9874637033382371","54203","54203","54203","0.9663951016657316","0.8739995669397959","0.9948609050848353","54203","54203","54203"
"34001","0.2830549223255495","0","0.5754575531939436","44455","44455","44455","0.8614023175053956","0.4889298617358784","0.9877758983970377","54456","54456","54456","0.9659208242094982","0.8718288198933958","0.9947543713268953","54456","54456","54456"
"34251","0.28478327044383817","0","0.5858638547280872","44708","44708","44708","0.8630971985916668","0.49587882451086407","0.9891268358086432","54709","54709","54709","0.9662442338662455","0.8748068308174162","0.9950789181651691","54709","54709","54709"
"34501","0.27438016645344565","0","0.5520489176962978","44961","44961","44961","0.8602369002376522","0.4797358937726049","0.9910627254610337","54962","54962","54962","0.966057357286202","0.8736857266862709","0.9947603984806573","54962","54962","54962"
"34751","0.2919024322532554","0","0.5765036291793866","45214","45214","45214","0.8613318720324136","0.5074044057868473","0.9909856995778416","55215","55215","55215","0.9675347478275835","0.883143566420591","0.9952101362700336","55215","55215","55215"
"35001","0.2770454080115056","0","0.5591301315275587","45467","45467","45467","0.861744377838073","0.5202775077280879","0.9914179638966294","55468","55468","55468","0.9662654397916874","0.8744038672425535","0.9948062753958465","55468","55468","55468"
"35251","0.28802805090867306","0","0.612314388089071","45720","45720","45720","0.8637881964240666","0.5390317466118401","0.9917911480506616","55721","55721","55721","0.966120727451167","0.8725615359546337","0.9950951999971333","55721","55721","55721"
"35501","0.29473029190126127","0","0.6210679898051502","45973","45973","45973","0.8631066283781669","0.5370287060764721","0.991629214080996","55974","55974","55974","0.9668285553875771","0.879766424388999","0.9947646282229559","55974","55974","55974"
"35751","0.2959370930251004","0","0.5249707250059658","46226","46226","46226","0.8635707679098681","0.5344682735018415","0.9921311038563195","56227","56227","56227","0.966492651495142","0.8804554170264062","0.9951009230454909","56227","56227","56227"
"36001","0.29995801034521385","0","0.639122917603807","46479","46479","46479","0.8694670982279747","0.570256110290342","0.9918983582277473","56480","56480","56480","0.9669413061039261","0.8729745852790002","0.9949097748162633","56480","56480","56480"
"36251","0.3113680630858549","0","0.6108419837227398","46732","46732","46732","0.8651914957043984","0.565440685453081","0.9675743281647757","56733","56733","56733","0.9665146683812994","0.876612545288876","0.9947745798744402","56733","56733","56733"
"36501","0.2687401379650822","0","0.5947556902265507","46985","46985","46985","0.8678958983557787","0.5947479826749156","0.9692213247846547","56986","56986","56986","0.9659520537383177","0.8731235393798107","0.9945474155071069","56986","56986","56986"
"36751","0.29640592263927834","0","0.6128461936836219","47238","47238","47238","0.8651316751135416","0.5711313791768121","0.9725882692778053","57239","57239","57239","0.967275311327356","0.8778885866704617","0.9948722864809585","57239","57239","57239"
"37001","0.29262933311669764","0","0.6199480634735915","47491","47491","47491","0.8680722517612127","0.5916234588414929","0.9747245269272949","57492","57492","57492","0.9661213848893425","0.8687824231935185","0.9954932077235293","57492","57492","57492"
"37251","0.277181298748705","0","0.5852545701222709","47744","47744","47744","0.8680970026806349","0.5925029541490594","0.9785467201400501","57745","57745","57745","0.9674917295652655","0.880501414404995","0.9948916817180629","57745","57745","57745"
"37501","0.2499178081774617","0","0.5260054518826545","47997","47997","47997","0.8656674233676842","0.5809154539863967","0.981316742823957","57998","57998","57998","0.9661050329268417","0.8716080278193906","0.9949882734046637","57998","57998","57998"
"37751","0.2567015578693995","0","0.560822409599526","48250","48250","48250","0.8669658917183547","0.5912866215662087","0.98444388542074","58251","58251","58251","0.9675704794085174","0.882142477421076","0.9949491762465382","58251","58251","58251"
"38001","0.282110828687224","0","0.6709860114124938","48503","48503","48503","0.8630415755504215","0.5709626246500238","0.9875111412679773","58504","58504","58504","0.9659180348016865","0.8690752610876878","0.995145119810498","58504","58504","58504"
"38251","0.2698129813428837","0","0.5654816754994784","48756","48756","48756","0.8607026024449036","0.5753340547403804","0.9889344985582532","58757","58757","58757","0.9659961693589221","0.8701061992464655","0.9946815414319943","58757","58757","58757"
"38501","0.3019910089197328","0","0.6248262213272157","49009","49009","49009","0.8615572250709091","0.5859280065277528","0.9915924686149816","59010","59010","59010","0.9672794987332731","0.8797069439226775","0.9954137276104859","59010","59010","59010"
"38751","0.3300440267242785","0","0.7460087842658226","49262","49262","49262","0.8613455187973491","0.5706321935646722","0.9931926922454838","59263","59263","59263","0.9661358416350717","0.8727520037177611","0.9952259245001122","59263","59263","59263"
"39001","0.2964074323720044","0","0.648918562022594","49515","49515","49515","0.8590880094529231","0.5747572278705505","0.994448135578674","59516","59516","59516","0.9671669563165679","0.8837448909572139","0.9947161251353579","59516","59516","59516"
"39251","0.310720145144699","0","0.6278646956781593","49768","49768","49768","0.8606667209980596","0.5981207394936813","0.9937300499713041","59769","59769","59769","0.9670050529106957","0.8824646967579256","0.9947296267999092","59769","59769","59769"
"39501","0.25863081931940685","0","0.5373496785642632","50021","50021","50021","0.8585248356452958","0.5710906706072548","0.9942768445449599","60022","60022","60022","0.9660877835355276","0.8709493369308611","0.9948882080552729","60022","60022","60022"
"39751","0.2778800699527207","0","0.5798040298719949","50274","50274","50274","0.8589694147722795","0.6057701270123919","0.9942052921188771","60275","60275","60275","0.9674453609256723","0.8800450751951493","0.9953380311932434","60275","60275","60275"
"40001","0.2936949690156747","0","0.6569425545994569","50527","50527","50527","0.8618089513896635","0.6028860352375619","0.9944362474825336","60528","60528","60528","0.9675129468322045","0.8784206302765117","0.9951233045861483","60528","60528","60528"
"40251","0.25231968217313516","0","0.6937350135529314","50780","50780","50780","0.8569915637033569","0.6058300120740655","0.9815296682207649","60781","60781","60781","0.9667636620336719","0.8767038015530934","0.9952447077493402","60781","60781","60781"
"40501","0.2776768974183287","0","0.5924067358760179","51033","51033","51033","0.856249095581331","0.5966556576819072","0.9839015954064059","61034","61034","61034","0.9659677214975513","0.8718371353236352","0.9947852421459298","61034","61034","61034"
"40751","0.2836858909257424","0","0.6101423418299242","51286","51286","51286","0.8539233908112955","0.5959224085538368","0.9851583395573428","61287","61287","61287","0.9663565112760187","0.8745817001267148","0.9946217847700961","61287","61287","61287"
"41001","0.2899777972641504","0","0.5626477103222788","51539","51539","51539","0.8532959108416506","0.5899621003355542","0.9878087217391186","61540","61540","61540","0.9658720282338393","0.8748197758499302","0.9947374749443446","61540","61540","61540"
"41251","0.29153725981343726","0","0.6029782377159761","51792","51792","51792","0.8511280814114558","0.5812390612881702","0.9889068122556418","61793","61793","61793","0.965906123737976","0.869716967288516","0.9950170362945284","61793","61793","61793"
"41501","0.31131958241968144","0","0.6160770295583569","52045","52045","52045","0.8536100091860787","0.6078278893909577","0.9914959985904682","62046","62046","62046","0.9656894628773458","0.8701020669318064","0.995148759249218","62046","62046","62046"
"41751","0.2992913637504413","0","0.686084297312985","52298","52298","52298","0.8518943512815647","0.6102721920809554","0.9928470330231405","62299","62299","62299","0.9661334280492342","0.8734385017685297","0.9944264088801537","62299","62299","62299"
"42001","0.31645140621011203","0","0.6448745415681898","52551","52551","52551","0.8512564812060663","0.6234928969910313","0.99348956582346","62552","62552","62552","0.9664827824968096","0.8819743545736168","0.9943899996287128","62552","62552","62552"
"42251","0.2824969670889601","0","0.57469030343728","52804","52804","52804","0.8466374425403773","0.6012326614201631","0.993903089468243","62805","62805","62805","0.9666194531459128","0.8712819118605716","0.9954306262321388","62805","62805","62805"
"42501","0.2711148635121704","0","0.6106059179748125","53057","53057","53057","0.8461536606210698","0.6142972002722697","0.9939865597266544","63058","63058","63058","0.9667803126088087","0.8769087027301827","0.9954751704452046","63058","63058","63058"
"42751","0.2905085887762459","0","0.5033897225794676","53310","53310","53310","0.8451219110035588","0.6069453400847431","0.9937125733908537","63311","63311","63311","0.9670345149666717","0.8806716283355577","0.9951054202999557","63311","63311","63311"
"43001","0.271729035865756","0","0.7188077607891573","53563","53563","53563","0.8441988944174359","0.6153743527209569","0.9947506815077728","63564","63564","63564","0.9662269585469305","0.8761693763985773","0.9948810504622235","63564","63564","63564"
"43251","0.3114773602453325","0","0.6181900211174237","53816","53816","53816","0.8439938569465937","0.6139000850244584","0.9953358862599749","63817","63817","63817","0.9668893396987668","0.8760248510018463","0.9947718877869978","63817","63817","63817"
"43501","0.29046873178407356","0","0.63086779991457","54069","54069","54069","0.8399910435314654","0.6076618487567528","0.9953223546620293","64070","64070","64070","0.9666199690136011","0.8695001714579225","0.9950101945991175","64070","64070","64070"
"43751","0.2668255896240031","0","0.6402178712012739","54322","54322","54322","0.837415721874643","0.6060449845997854","0.995350406200323","64323","64323","64323","0.9675554429463672","0.883668694526115","0.9948937135852273","64323","64323","64323"
"44001","0.3120340752607973","0","0.6454211950480552","54575","54575","54575","0.8370158483713828","0.6262105159889539","0.9929154907320626","64576","64576","64576","0.9663122974071772","0.8763071705208162","0.9949126029684813","64576","64576","64576"
"44251","0.29669051939472485","0","0.5988526598987164","54828","54828","54828","0.8359493271155649","0.6077595582157586","0.9935496985944458","64829","64829","64829","0.967888895024252","0.8823460523583101","0.9949324896039059","64829","64829","64829"
"44501","0.28614138750743434","0","0.5234994302581965","55081","55081","55081","0.8335260233702748","0.5952150104150102","0.9935053782152666","65082","65082","65082","0.9659542597963966","0.8684134457059253","0.9941644909832889","65082","65082","65082"
"44751","0.2591404666872036","0","0.5825045218747976","55334","55334","55334","0.8324540322176859","0.593792851399252","0.993033937759808","65335","65335","65335","0.9663684902115424","0.8745524652643285","0.9950372244963086","65335","65335","65335"
"45001","0.2943612379779873","0","0.5845971729567928","55587","55587","55587","0.8252074268032399","0.5955952203910964","0.9937060568847453","65588","65588","65588","0.9662557586381633","0.8706107272519609","0.9949324332092119","65588","65588","65588"
"45251","0.2687565294579158","0","0.6618966614516962","55840","55840","55840","0.8263371833119242","0.5903380330989614","0.9941660348065229","65841","65841","65841","0.966631466785581","0.8793551345843437","0.9946864976771743","65841","65841","65841"
"45501","0.2473587241869788","0","0.6267574954728812","56093","56093","56093","0.8271855093526556","0.6026352037177601","0.9948531919658242","66094","66094","66094","0.9671455198832376","0.8815814556361703","0.9950853947467362","66094","66094","66094"
"45751","0.26321058368526423","0","0.5811248862355688","56346","56346","56346","0.822951439501401","0.5855451276268419","0.9952958102970667","66347","66347","66347","0.9661726034738448","0.8700812574386326","0.9950628271630033","66347","66347","66347"
"46001","0.30170516538121955","0","0.7630450120900027","56599","56599","56599","0.8230680624306143","0.5886195071266633","0.9950805523007022","66600","66600","66600","0.9664273058740338","0.8720680309864135","0.9949256242185629","66600","66600","66600"
"46251","0.28330328795898874","0","0.5688393639813273","56852","56852","56852","0.8274729873343686","0.6415657391663863","0.995375110182569","66853","66853","66853","0.9665683123901427","0.8728000137182602","0.9943453247085069","66853","66853","66853"
"46501","0.3301351828043762","0","0.7330593269103741","57105","57105","57105","0.8212528577502965","0.6302889081091978","0.9954223174194295","67106","67106","67106","0.9671168860837979","0.8800053112077678","0.9949190842902714","67106","67106","67106"
"46751","0.2864703396953144","0","0.6336245759905741","57358","57358","57358","0.8214194732429698","0.6229169268651201","0.995630652274901","67359","67359","67359","0.967149351880462","0.8803590859205267","0.9950221308273594","67359","67359","67359"
"47001","0.2881179329307282","0","0.6194730561557727","57611","57611","57611","0.8194692741603348","0.643545934964088","0.995116592612423","67612","67612","67612","0.9666358487048081","0.876482379423086","0.9941218920436333","67612","67612","67612"
"47251","0.2676317912840418","0","0.4655728809210851","57864","57864","57864","0.8169196146983646","0.62490334192641","0.9953117958379059","67865","67865","67865","0.9665882922250052","0.8743571600633401","0.9951671613012779","67865","67865","67865"
"47501","0.3227428741655484","0","0.6144923778264851","58117","58117","58117","0.8164996358840787","0.6198854014039908","0.9951426758204542","68118","68118","68118","0.9670008388451846","0.876371215459648","0.994942635070628","68118","68118","68118"
"47751","0.3263663569343541","0","0.6295980879241676","58370","58370","58370","0.8100276792696762","0.6041316380396179","0.9640974251714187","68371","68371","68371","0.9671461954133174","0.8788403653756655","0.9950328169696969","68371","68371","68371"
"48001","0.3226369978408883","0","0.7050337021392853","58623","58623","58623","0.8067289160070926","0.5954452210216622","0.9662251751313162","68624","68624","68624","0.9664635255567674","0.8782334755335349","0.9948130764198863","68624","68624","68624"
"48251","0.31692359558448074","0","0.5983070375087586","58876","58876","58876","0.810164995533998","0.6134509303789312","0.9717020890443306","68877","68877","68877","0.9663612262655882","0.8802704355904382","0.9948821299711851","68877","68877","68877"
"48501","0.27412128575230194","0","0.5595225398246151","59129","59129","59129","0.8066782952536661","0.6108916906045506","0.9745678108632888","69130","69130","69130","0.9664133745630377","0.8798962108537847","0.9948338618736868","69130","69130","69130"
"48751","0.2721978809239708","0","0.6299146511819143","59382","59382","59382","0.806667766285436","0.5955222690300824","0.9764861830754562","69383","69383","69383","0.9668675684540574","0.875976437967224","0.9946134469002951","69383","69383","69383"
"49001","0.30510782467860564","0","0.6745401543544176","59635","59635","59635","0.8080745807304724","0.5941311766024412","0.9802748846360546","69636","69636","69636","0.9666939089794842","0.8786228052415241","0.9947800418174017","69636","69636","69636"
"49251","0.28566533879909284","0","0.6463790035481599","59888","59888","59888","0.8056716708609514","0.5918388842894244","0.9847066034625587","69889","69889","69889","0.9659070714952218","0.8732657674259628","0.9941915878640867","69889","69889","69889"
"49501","0.2887481896019129","0","0.641217908043169","60141","60141","60141","0.8041504679947107","0.5954707525797728","0.9855785483599212","70142","70142","70142","0.9665177585814236","0.8756151487677205","0.9950273084793483","70142","70142","70142"
"49751","0.2882716757395007","0","0.6615084799103172","60394","60394","60394","0.8046196624119885","0.5888889331215855","0.991136604212258","70395","70395","70395","0.9664697204807723","0.8738678236126614","0.9949833029207401","70395","70395","70395"
"50001","0.3048488606757024","0","0.6476211393568669","60647","60647","60647","0.8043901610729114","0.5958739893381613","0.9904589835528732","70648","70648","70648","0.9669458754634688","0.8740529329866104","0.9953599004482365","70648","70648","70648"
"50251","0.3143763744707961","0","0.7148555651360485","60900","60900","60900","0.8042011674977447","0.6296004687242381","0.9933118125959819","70901","70901","70901","0.9665971752573952","0.8728231324424499","0.9950878884447455","70901","70901","70901"
"50501","0.31162302354998417","0","0.634557536807408","61153","61153","61153","0.8040290816660354","0.6192078722195585","0.9934322494649427","71154","71154","71154","0.9658821107575571","0.8691426111126712","0.9948305630476112","71154","71154","71154"
"50751","0.3177537713940649","0","0.7069109974879941","61406","61406","61406","0.8015660245130178","0.6130302811590659","0.9940529701520133","71407","71407","71407","0.9665118062678877","0.8687822941718878","0.9949927862056217","71407","71407","71407"
"51001","0.2857523062289974","0","0.6041246398368959","61659","61659","61659","0.8021797100308538","0.6161514739862946","0.9946456819536985","71660","71660","71660","0.9665628029657721","0.8767862364870553","0.9942002075017898","71660","71660","71660"
"51251","0.28316472902217754","0","0.5704783769127891","61912","61912","61912","0.8005375784065304","0.6203735249843018","0.9935966867592727","71913","71913","71913","0.9660148421171229","0.87437824806459","0.9953196894332555","71913","71913","71913"
"51501","0.3223328194999481","0","0.6458511223663614","62165","62165","62165","0.8004612290047678","0.6067814221491868","0.994441595514122","72166","72166","72166","0.9666312728235639","0.8758535902036719","0.9948028418368707","72166","72166","72166"
"51751","0.30189624078622634","0","0.5942831889512642","62418","62418","62418","0.8005405546162901","0.6179023482762195","0.9949138800978026","72419","72419","72419","0.9669301259813906","0.8807780414154586","0.9948448636874762","72419","72419","72419"
"52001","0.2992239840662532","0","0.655399808937155","62671","62671","62671","0.7973272789594065","0.6240567652997064","0.9921597591283556","72672","72672","72672","0.9676999592625494","0.8844416220594121","0.995204320649942","72672","72672","72672"
"52251","0.3246362305197885","0","0.6425441637339778","62924","62924","62924","0.7962457976335304","0.5987354036719049","0.9921191931274497","72925","72925","72925","0.9667369693743074","0.8741093728651105","0.9949754250414343","72925","72925","72925"
"52501","0.32151291357953093","0","0.6283349108479243","63177","63177","63177","0.7942167597937237","0.5903495709937215","0.9931203255472253","73178","73178","73178","0.9658108778576521","0.8716012990812079","0.9950934466252832","73178","73178","73178"
"52751","0.28668860668143636","0","0.6331746039570761","63430","63430","63430","0.7955816222881561","0.5914852775232738","0.9939645159183782","73431","73431","73431","0.966430756826915","0.872524444912831","0.9953334520814554","73431","73431","73431"
"53001","0.294357652297956","0","0.6280498301990461","63683","63683","63683","0.7911179881118098","0.5976675070078468","0.9937836750534724","73684","73684","73684","0.9682216662624041","0.8879665657861159","0.9951624170158678","73684","73684","73684"
"53251","0.3133247709741637","0","0.7155094435820976","63936","63936","63936","0.7889302237026776","0.5931532571483374","0.9944716984073699","73937","73937","73937","0.9668385215376677","0.8763739328579141","0.9950964319355974","73937","73937","73937"
"53501","0.31886350138182834","0","0.6515374127472827","64189","64189","64189","0.7871706904047432","0.601752610849406","0.9946616179088794","74190","74190","74190","0.9668969439542268","0.8764411566899817","0.9952788421429487","74190","74190","74190"
"53751","0.2775754879245328","0","0.6033781533372916","64442","64442","64442","0.7840553056525303","0.5812665970802869","0.9951611562117281","74443","74443","74443","0.966975411920389","0.8779054904281525","0.9947362337766467","74443","74443","74443"
"54001","0.31284251893115356","0","0.7089873837952939","64695","64695","64695","0.7842303153442851","0.5815169647488819","0.9951303676785713","74696","74696","74696","0.9662000758467435","0.8713168724924137","0.9953648794377541","74696","74696","74696"
"54251","0.2987796779212374","0","0.6477071427132935","64948","64948","64948","0.7846067967113164","0.5865813880970853","0.9952268556219463","74949","74949","74949","0.9668458815816443","0.8765564289901063","0.9944734497564324","74949","74949","74949"
"54501","0.2713448647951343","0","0.6367688141895841","65201","65201","65201","0.7824848597318923","0.5826445261218595","0.9906158153314966","75202","75202","75202","0.9665033064440622","0.875299162550089","0.9949457428924179","75202","75202","75202"
"54751","0.32408313176206066","0","0.6863687577278665","65454","65454","65454","0.7809802103842738","0.5817481582871579","0.9909462200082929","75455","75455","75455","0.9668827316973738","0.877830518881253","0.9949281558506003","75455","75455","75455"
"55001","0.2629871202695963","0","0.5592782623274714","65707","65707","65707","0.7753298433872885","0.5887592956315926","0.9906759669718954","75708","75708","75708","0.9675554752089084","0.8808951254550214","0.9951349182595476","75708","75708","75708"
"55251","0.2838802960107222","0","0.6207622268067091","65960","65960","65960","0.7786831832735446","0.5964785823968816","0.9919055416421649","75961","75961","75961","0.9665236059098895","0.8753323888498606","0.995316525272966","75961","75961","75961"
"55501","0.3089483654489956","0","0.5173993785093499","66213","66213","66213","0.7818629178763004","0.6078015193656315","0.9925802770446239","76214","76214","76214","0.9684217163405769","0.887554881523481","0.9951467630442429","76214","76214","76214"
"55751","0.28354637719945863","0","0.647463582798307","66466","66466","66466","0.7804325136638891","0.6006060731976323","0.9930769155790481","76467","76467","76467","0.9673559933733491","0.878054130180678","0.9947247766900332","76467","76467","76467"
"56001","0.2644732215357288","0","0.5665289896414779","66719","66719","66719","0.7811627300633568","0.5956894564522744","0.9934705270986318","76720","76720","76720","0.9667696352292989","0.8755231725389593","0.9951045041575504","76720","76720","76720"
"56251","0.3327667049786834","0","0.6515070525944487","66972","66972","66972","0.7777397503110899","0.6020692244902985","0.9938167727922235","76973","76973","76973","0.9666432275652583","0.874758924207862","0.995198617844456","76973","76973","76973"
"56501","0.2783756632758727","0","0.59817656149362","67225","67225","67225","0.7767120384937671","0.5885653889280803","0.994379473677191","77226","77226","77226","0.9684257767809299","0.8865704173267582","0.9950357092758435","77226","77226","77226"
"56751","0.28798524313425494","0","0.6049392826205245","67478","67478","67478","0.7770765206204615","0.5816904736703183","0.9948412474574728","77479","77479","77479","0.9663693630380168","0.8773062282074756","0.9948596680893919","77479","77479","77479"
"57001","0.2890366611386961","0","0.5989008884296195","67731","67731","67731","0.7765066430606123","0.5888811265194724","0.9949789906008496","77732","77732","77732","0.9665047512337976","0.8719584798053136","0.9951627647197888","77732","77732","77732"
"57251","0.3078532360776817","0","0.6036243528907473","67984","67984","67984","0.7787422768186425","0.5883957834049616","0.9954453618358691","77985","77985","77985","0.9666048452377309","0.8715172313321853","0.9950451016133465","77985","77985","77985"
"57501","0.28571553832108815","0","0.6192070246614357","68237","68237","68237","0.7778319485034345","0.58146006254648","0.9949649671108755","78238","78238","78238","0.9672251211842562","0.8807689699196993","0.9948938472447318","78238","78238","78238"
"57751","0.2613395080184219","0","0.5076403376531962","68490","68490","68490","0.7758161142043816","0.5888459907802931","0.9828268564222461","78491","78491","78491","0.9666977699942361","0.8773129511212997","0.9946954915079255","78491","78491","78491"
"58001","0.30094465425036565","0","0.6053853312437507","68743","68743","68743","0.7817720350475111","0.6308304404053567","0.9844831411226109","78744","78744","78744","0.9655962957977987","0.8675258717003876","0.9948650380897242","78744","78744","78744"
"58251","0.26662837752819574","0","0.7054469630528498","68996","68996","68996","0.7835891683232443","0.649117705273726","0.9865445145378352","78997","78997","78997","0.9664176454086068","0.8728094172568833","0.994916032030519","78997","78997","78997"
"58501","0.28656203030833904","0","0.6149887174481509","69249","69249","69249","0.7807945500332515","0.6451066225947758","0.9873175816840803","79250","79250","79250","0.9674380417812669","0.8824135863295459","0.9951961418175596","79250","79250","79250"
"58751","0.2930729705577767","0","0.6106509362916235","69502","69502","69502","0.7808825793627733","0.6455455854327088","0.9879458623302182","79503","79503","79503","0.9674076015832721","0.8813785310305287","0.9949036062650306","79503","79503","79503"
"59001","0.29209101775260227","0","0.6048431163438551","69755","69755","69755","0.7797971416468802","0.6334133548655893","0.9898384151012745","79756","79756","79756","0.9665699628252516","0.8755683913197618","0.9945231155745429","79756","79756","79756"
"59251","0.2726919044912203","0","0.5909894040034739","70008","70008","70008","0.7808065168786856","0.6459162445245467","0.9907281906784676","80009","80009","80009","0.9671017918028865","0.8821272545030361","0.9946855502715345","80009","80009","80009"
"59501","0.316240739741822","0","0.708114911552248","70261","70261","70261","0.7794717450279731","0.6183130668561075","0.9921334455673131","80262","80262","80262","0.9671273332143429","0.8793843574192097","0.9946439191701536","80262","80262","80262"
"59751","0.26678189534562635","0","0.5335714397721688","70514","70514","70514","0.7772221170296072","0.6126467303176663","0.9921262721547136","80515","80515","80515","0.9662740965308432","0.8722113219297533","0.995156176474317","80515","80515","80515"
"60001","0.3206407331990436","0","0.6228179465944743","70767","70767","70767","0.7788882019555834","0.620654317505842","0.9932345286312341","80768","80768","80768","0.9674628301480427","0.8791224287934281","0.9952030006874742","80768","80768","80768"
"60251","0.3027229638053283","0","0.6292137973410236","71020","71020","71020","0.7761785698792567","0.6169522175734529","0.9938353218286705","81021","81021","81021","0.9672127470374214","0.8800845197140775","0.9947507344313844","81021","81021","81021"
"60501","0.28589977552251755","0","0.5880591611192041","71273","71273","71273","0.7772687620134924","0.615138744945122","0.9946633239316989","81274","81274","81274","0.966779022064434","0.8787605411826028","0.9947590911978771","81274","81274","81274"
"60751","0.3521985861878011","0","0.6457061443900467","71526","71526","71526","0.7763744299829586","0.5907912820673081","0.9947278704397697","81527","81527","81527","0.9661174722406372","0.8706906729262216","0.9954678349872097","81527","81527","81527"
"61001","0.2593593401351025","0","0.5808343842616299","71779","71779","71779","0.7797048579323647","0.6172737429886536","0.9950235440462704","81780","81780","81780","0.9670842268317914","0.8839863220098715","0.995082695331886","81780","81780","81780"
"61251","0.30716378719219684","0","0.6368847879706901","72032","72032","72032","0.7774404886172814","0.5987681511935512","0.9948944088639994","82033","82033","82033","0.9674428330679572","0.8809357081255484","0.9945441777872878","82033","82033","82033"
"61501","0.2515211920759589","0","0.599916211298204","72285","72285","72285","0.7776967214171642","0.6108766332965075","0.9935646401255219","82286","82286","82286","0.9678166343634841","0.8773156552297773","0.9947295028973219","82286","82286","82286"
"61751","0.286211819316026","0","0.6959003519530943","72538","72538","72538","0.7760224961503754","0.5971301238145478","0.9930977523174711","82539","82539","82539","0.9663500180317144","0.8712442506623517","0.9951542171161089","82539","82539","82539"
"62001","0.2774387689165423","0","0.558335859914029","72791","72791","72791","0.7665735976259318","0.5380047880505892","0.9936350399253312","82792","82792","82792","0.9670491132998482","0.879149339574863","0.9952395362180645","82792","82792","82792"
"62251","0.33887163594825165","0","0.67143747196014","73044","73044","73044","0.7691376127971654","0.5480091377042475","0.9945072739570398","83045","83045","83045","0.9668294859855155","0.8752264361519361","0.9946948467295494","83045","83045","83045"
"62501","0.3477320069197628","0","0.6883083045601329","73297","73297","73297","0.7623356701769012","0.5500152329399587","0.9949637144591614","83298","83298","83298","0.9671340044120795","0.8804377973416818","0.9950717033577949","83298","83298","83298"
"62751","0.2703277104954891","0","0.5461703357391271","73550","73550","73550","0.7628692494359789","0.5477008031580585","0.9957861694746888","83551","83551","83551","0.9669488829236933","0.874678158808086","0.9948300329770187","83551","83551","83551"
