"Step","Group: VaDE_Complicate_gauss - stage1/eval_r2","Group: VaDE_Complicate_gauss - stage1/eval_r2__MIN","Group: VaDE_Complicate_gauss - stage1/eval_r2__MAX","Group: VaDE_Complicate_gumbel - stage1/eval_r2","Group: VaDE_Complicate_gumbel - stage1/eval_r2__MIN","Group: VaDE_Complicate_gumbel - stage1/eval_r2__MAX","Group: VaDE_Complicate_cauchy - stage1/eval_r2","Group: VaDE_Complicate_cauchy - stage1/eval_r2__MIN","Group: VaDE_Complicate_cauchy - stage1/eval_r2__MAX","Group: VaDE_Simple_gauss - stage1/eval_r2","Group: VaDE_Simple_gauss - stage1/eval_r2__MIN","Group: VaDE_Simple_gauss - stage1/eval_r2__MAX","Group: VaDE_Simple_gumbel - stage1/eval_r2","Group: VaDE_Simple_gumbel - stage1/eval_r2__MIN","Group: VaDE_Simple_gumbel - stage1/eval_r2__MAX","Group: VaDE_Simple_cauchy - stage1/eval_r2","Group: VaDE_Simple_cauchy - stage1/eval_r2__MIN","Group: VaDE_Simple_cauchy - stage1/eval_r2__MAX"
"10043","0.32298311301897153","0.28437976823002215","0.411263268434667","0.33736305311820847","0.28567722257631845","0.4061803944147025","0.10814192246561771","0.040604985899505626","0.24231844103256367","0.6905485263722468","0.5287695008236614","0.8976747566773208","0.5953457069823613","0.4331960987417341","0.6888906119922923","0.20673982313059555","0.02987649142683324","0.47021540133887224"
