"stage2/step","Group: VaDE_Complicate_gauss - stage2/mcc_spearman","Group: VaDE_Complicate_gauss - stage2/mcc_spearman__MIN","Group: VaDE_Complicate_gauss - stage2/mcc_spearman__MAX","Group: VaDE_Complicate_gauss - _step","Group: VaDE_Complicate_gauss - _step__MIN","Group: VaDE_Complicate_gauss - _step__MAX","Group: VaDE_Complicate_gumbel - stage2/mcc_spearman","Group: VaDE_Complicate_gumbel - stage2/mcc_spearman__MIN","Group: VaDE_Complicate_gumbel - stage2/mcc_spearman__MAX","Group: VaDE_Complicate_gumbel - _step","Group: VaDE_Complicate_gumbel - _step__MIN","Group: VaDE_Complicate_gumbel - _step__MAX","Group: VaDE_Complicate_cauchy - stage2/mcc_spearman","Group: VaDE_Complicate_cauchy - stage2/mcc_spearman__MIN","Group: VaDE_Complicate_cauchy - stage2/mcc_spearman__MAX","Group: VaDE_Complicate_cauchy - _step","Group: VaDE_Complicate_cauchy - _step__MIN","Group: VaDE_Complicate_cauchy - _step__MAX","Group: VaDE_Simple_gauss - stage2/mcc_spearman","Group: VaDE_Simple_gauss - stage2/mcc_spearman__MIN","Group: VaDE_Simple_gauss - stage2/mcc_spearman__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: VaDE_Simple_gumbel - stage2/mcc_spearman","Group: VaDE_Simple_gumbel - stage2/mcc_spearman__MIN","Group: VaDE_Simple_gumbel - stage2/mcc_spearman__MAX","Group: VaDE_Simple_gumbel - _step","Group: VaDE_Simple_gumbel - _step__MIN","Group: VaDE_Simple_gumbel - _step__MAX","Group: VaDE_Simple_cauchy - stage2/mcc_spearman","Group: VaDE_Simple_cauchy - stage2/mcc_spearman__MIN","Group: VaDE_Simple_cauchy - stage2/mcc_spearman__MAX","Group: VaDE_Simple_cauchy - _step","Group: VaDE_Simple_cauchy - _step__MIN","Group: VaDE_Simple_cauchy - _step__MAX"
"5751","0.34033815737529327","0.29071269504172503","0.3979962209019704","15866","15866","15866","0.3101597332871965","0.2453641009603496","0.39891254638683277","15866","15866","15866","0.06838581678820507","0","0.24623174037962592","15866","15866","15866","0.4429033690794969","0","0.6185978503902181","15866","15866","15866","0.5251144542864655","0.3954702804502705","0.6450538004483369","15866","15866","15866","0.09409198081372891","0","0.5022539671728293","15866","15866","15866"
"6001","0.34508996692194005","0.3029471169622256","0.37226577749466583","16119","16119","16119","0.31428229255864487","0.209482191145789","0.41976614978468313","16119","16119","16119","0.06945040028402945","0","0.24327971922337027","16119","16119","16119","0.44596451211398713","0","0.6440602477321269","16119","16119","16119","0.521535687361028","0.32503454661586134","0.631715312203859","16119","16119","16119","0.1109591675340718","0","0.5591204516092318","16119","16119","16119"
"6251","0.3453505639032251","0.29885478218171324","0.39236495222176837","16372","16372","16372","0.3160807879155328","0.24193562132144386","0.40248749122383326","16372","16372","16372","0.06835239037936192","0","0.231591623254302","16372","16372","16372","0.4588721550835828","0","0.6863066313607448","16372","16372","16372","0.505279428091702","0.36178819104255894","0.6109998295668267","16372","16372","16372","0.09922890123125654","0","0.4963662040294121","16372","16372","16372"
"6501","0.3384547299858968","0.22922085352848337","0.40508740729916326","16625","16625","16625","0.31304085544087523","0.25000008828061915","0.3901593230697236","16625","16625","16625","0.06963122616167647","0","0.2331854363370785","16625","16625","16625","0.43612854419915886","0","0.6548140978871761","16625","16625","16625","0.5567216626525009","0.48320909069836554","0.6752037933607505","16625","16625","16625","0.10186021076937321","0","0.5361894221785722","16625","16625","16625"
"6751","0.3450692017561195","0.2999869452374889","0.4002759696722256","16878","16878","16878","0.3060669569259045","0.23842846189855468","0.3429614717482648","16878","16878","16878","0.06972203907749164","0","0.23509506990066642","16878","16878","16878","0.41580767992464834","0","0.5783317248741128","16878","16878","16878","0.5352456776820299","0.4431252497650005","0.6239781181945819","16878","16878","16878","0.08743451493637937","0","0.49428656882553446","16878","16878","16878"
"7001","0.3463276459420139","0.3052196338210367","0.3988027069585974","17131","17131","17131","0.31311395140535914","0.24116458357116438","0.3754027265866211","17131","17131","17131","0.060778264813324344","0","0.22314910728339296","17131","17131","17131","0.44127324553692865","0","0.6543369625943848","17131","17131","17131","0.5292489370984861","0.42817202819215733","0.6325678003421459","17131","17131","17131","0.09106493382892222","0","0.5109581507338258","17131","17131","17131"
"7251","0.3286917841111427","0.27406835022445514","0.36708319214542123","17384","17384","17384","0.30146146733207096","0.25441448885080103","0.409309852966704","17384","17384","17384","0.07045619276302104","0","0.24935411980885447","17384","17384","17384","0.4511000659664628","0","0.6358234877732736","17384","17384","17384","0.5212551095466034","0.3490128952539986","0.7042666061308198","17384","17384","17384","0.048863211016737476","0","0.4886321101673748","17384","17384","17384"
"7501","0.321371593620002","0.2823277091158668","0.35516556444202646","17637","17637","17637","0.3113019148222691","0.25897851743201883","0.4071828250978241","17637","17637","17637","0.06901137846749825","0","0.23585133130927555","17637","17637","17637","0.4538474390890087","0","0.6371947477035019","17637","17637","17637","0.516507831008732","0.3984603431134243","0.662362865891482","17637","17637","17637","0.04945895109810656","0","0.49458951098106557","17637","17637","17637"
"7751","0.3330951506331422","0.2913748738206651","0.39145419283359717","17890","17890","17890","0.30630149261157086","0.24173897183093765","0.39753023541519134","17890","17890","17890","0.0715808205209856","0","0.25126149164488015","17890","17890","17890","0.41898723698017787","0","0.5809436688618984","17890","17890","17890","0.5365394389933434","0.36479933897630396","0.6494493432698868","17890","17890","17890","0.053953236476050784","0","0.5395323647605078","17890","17890","17890"
"8001","0.33612899793409484","0.2981901515526395","0.3903781604797617","18143","18143","18143","0.30091652274487285","0.21843953260164156","0.39711169204653596","18143","18143","18143","0.07024605507116702","0","0.2354800283950061","18143","18143","18143","0.4278198465494033","0","0.654884053608344","18143","18143","18143","0.5665251593294096","0.47352120896584077","0.6746706728770446","18143","18143","18143","0.05412119447661654","0","0.5412119447661654","18143","18143","18143"
"8251","0.32204883162916204","0.2709225776600946","0.3787679197598072","18396","18396","18396","0.30477526478812555","0.25240713446020163","0.3690511118346028","18396","18396","18396","0.07054972950006722","0","0.24958698172767918","18396","18396","18396","0.42922429400720696","0","0.5838210492682537","18396","18396","18396","0.5268037131854542","0.37857745964211215","0.6329311358207633","18396","18396","18396","0.055479119708141636","0","0.5547911970814163","18396","18396","18396"
"8501","0.33681351950890087","0.27828787881272676","0.4243390373511109","18649","18649","18649","0.3032823161621688","0.21770034512794978","0.40038018391674524","18649","18649","18649","0.06793549335068481","0","0.2493482605359981","18649","18649","18649","0.4479491103668073","0","0.724203207937097","18649","18649","18649","0.5516217779906987","0.47803399322608514","0.678516108761079","18649","18649","18649","0.052874776118441616","0","0.5287477611844161","18649","18649","18649"
"8751","0.3344406407828574","0.2928085775155213","0.40585590780951575","18902","18902","18902","0.30906528086060786","0.27459264362941904","0.34928421659199493","18902","18902","18902","0.06786941098677976","0","0.2546799603427333","18902","18902","18902","0.4210337919925717","0","0.5946577699267325","18902","18902","18902","0.5473771965635987","0.44052437183604365","0.637222257306679","18902","18902","18902","0.05296193289880983","0","0.5296193289880983","18902","18902","18902"
"9001","0.33342668169232886","0.2604919857233851","0.3829570582108815","19155","19155","19155","0.2905866601173274","0.2145328551440262","0.3450118919397477","19155","19155","19155","0.07068046891221802","0","0.25646887173456523","19155","19155","19155","0.41310288891513214","0","0.5738769522670331","19155","19155","19155","0.5541679768602088","0.44699250982589184","0.7317100449322281","19155","19155","19155","0.051592214286651714","0","0.5159221428665172","19155","19155","19155"
"9251","0.32313079280695717","0.25622194546985366","0.38201775172395136","19408","19408","19408","0.29498665896729986","0.25465636899796645","0.3490614831775765","19408","19408","19408","0.07064742929917991","0","0.256123158442047","19408","19408","19408","0.4447808248940235","0","0.6335569587131383","19408","19408","19408","0.5160978935049061","0.269711666157603","0.599786351844371","19408","19408","19408","0.049942916685529255","0","0.49942916685529254","19408","19408","19408"
"9501","0.3363292766059623","0.28540543426345244","0.42173931620146304","19661","19661","19661","0.29956095887475453","0.2347700877953645","0.348435708891638","19661","19661","19661","0.06758497828790458","0","0.22930537032990211","19661","19661","19661","0.41638616037106646","0","0.6402663312474905","19661","19661","19661","0.5426461057770167","0.39506366183926334","0.6482644506718098","19661","19661","19661","0.04201667540191758","0","0.4201667540191758","19661","19661","19661"
"9751","0.3354009224513027","0.2742123731366536","0.39599318978390435","19914","19914","19914","0.2900265372548353","0.2238494868646065","0.35608596097255296","19914","19914","19914","0.07064539192900128","0","0.2517848812696918","19914","19914","19914","0.45081735081853463","0","0.6816205065076661","19914","19914","19914","0.4723747592998958","0.25707117375385496","0.5873409056585683","19914","19914","19914","0.03495724614757953","0","0.3495724614757953","19914","19914","19914"
"10001","0.3246474367193214","0.26560644301080855","0.39078157216908893","20167","20167","20167","0.29265263877269704","0.2524314354733369","0.35596705659646455","20167","20167","20167","0.06739875637245325","0","0.22801615952202936","20167","20167","20167","0.40429655215429144","0","0.6150227601045327","20167","20167","20167","0.4959147812733888","0.36416478837734406","0.6228839256058364","20167","20167","20167","0.03546593696376223","0","0.35465936963762235","20167","20167","20167"
"10251","0.30592238622437506","0.24590369169160575","0.35561608977538317","20420","20420","20420","0.28887500988176373","0.23545337949487988","0.3672855674326728","20420","20420","20420","0.06468651294898974","0","0.22884955629287318","20420","20420","20420","0.4217321197867913","0","0.6245796411702442","20420","20420","20420","0.5368436625550629","0.4218554922024044","0.6326580434834767","20420","20420","20420","0.024560347457418138","0","0.24560347457418139","20420","20420","20420"
"10501","0.31276261899396324","0.24318432395084505","0.3540969135948092","20673","20673","20673","0.29517164643737537","0.23798255043074237","0.36693758787221725","20673","20673","20673","0.06082766996352309","0","0.2216759075372488","20673","20673","20673","0.427043294732634","0","0.5972868652947375","20673","20673","20673","0.5352993470850593","0.432292844402795","0.6377550095357774","20673","20673","20673","0.0273522197956954","0","0.273522197956954","20673","20673","20673"
"10751","0.3123273594608857","0.2680173115059473","0.3856491121438819","20926","20926","20926","0.27994569913165557","0.23029801405718428","0.3180292045609201","20926","20926","20926","0.06583643124308738","0","0.22904337442151043","20926","20926","20926","0.42259437219721574","0","0.6065658570675225","20926","20926","20926","0.573477076678306","0.4248235438074473","0.7194611377474623","20926","20926","20926","0.02845158383696264","0","0.2845158383696264","20926","20926","20926"
"11001","0.29484865149992634","0.2460478301412011","0.35575648333673493","21179","21179","21179","0.28164353179113233","0.18810556168050016","0.37285699604833455","21179","21179","21179","0.06596253168355774","0","0.22710522399261618","21179","21179","21179","0.4202804940339363","0","0.6077495233377661","21179","21179","21179","0.4884424338012723","0.25499227080845976","0.6656698561292355","21179","21179","21179","0.028788765420380287","0","0.28788765420380286","21179","21179","21179"
"11251","0.32022514645904626","0.2495048318229324","0.39908155875485","21432","21432","21432","0.28553974325006576","0.23943349030614666","0.32357201193640467","21432","21432","21432","0.06519351199209933","0","0.23447825407871462","21432","21432","21432","0.4132024909126909","0","0.707444513451303","21432","21432","21432","0.5570137701777333","0.485094366594844","0.6178206516724524","21432","21432","21432","0.0187131219453734","0","0.187131219453734","21432","21432","21432"
"11501","0.3028008464475498","0.2265698383864104","0.3405948803269006","21685","21685","21685","0.2832745527564492","0.24841039248511784","0.3336592354498978","21685","21685","21685","0.06670147916620667","0","0.22942710854632212","21685","21685","21685","0.43238638211488356","0","0.6737051415007717","21685","21685","21685","0.4991570493998032","0.3943957882522969","0.6394412307791104","21685","21685","21685","0.035701733124832206","0","0.3570173312483221","21685","21685","21685"
"11751","0.3086978126332022","0.269248937182184","0.36268441122927086","21938","21938","21938","0.28346208135419637","0.2579268028287882","0.3165498999747958","21938","21938","21938","0.044874661703302274","0","0.23612447685846463","21938","21938","21938","0.4021963961653311","0","0.5855408007494729","21938","21938","21938","0.5059158371498889","0.3743087321142446","0.651260551585263","21938","21938","21938","0.035083760828270985","0","0.3508376082827098","21938","21938","21938"
"12001","0.3160801479007685","0.25193211015998224","0.3639758870486963","22191","22191","22191","0.2774957164173629","0.24621489124960189","0.31560840197270257","22191","22191","22191","0.040745582493844947","0","0.23062801338552927","22191","22191","22191","0.4334372715628893","0","0.6473153113673846","22191","22191","22191","0.512103654013446","0.3453547141840176","0.6325681192421654","22191","22191","22191","0.052166012909490064","0","0.5216601290949007","22191","22191","22191"
"12251","0.30357852084565795","0.25231350132947006","0.37788170184200653","22444","22444","22444","0.2668319125334414","0.20520319562132613","0.32626044997537695","22444","22444","22444","0.048449399428130153","0","0.2570981291320674","22444","22444","22444","0.4221546360626946","0","0.6239259330202764","22444","22444","22444","0.5180945860528886","0.37702383430294323","0.6897695478319168","22444","22444","22444","0.04730416036135225","0","0.47304160361352254","22444","22444","22444"
"12501","0.3082847203989919","0.2690866100490664","0.353241512962016","22697","22697","22697","0.26089034322123156","0.21312281224621316","0.29269920541790084","22697","22697","22697","0.04611386719713105","0","0.236735841968352","22697","22697","22697","0.4130862746265695","0","0.6380039731194865","22697","22697","22697","0.537220289534014","0.46016871469381226","0.6571964990897122","22697","22697","22697","0","0","0","22697","22697","22697"
"12751","0.3016498438592227","0.2526513079508807","0.3860373753290033","22950","22950","22950","0.26958491751887453","0.23771994873620592","0.32639734181890045","22950","22950","22950","0.023646714580785294","0","0.23646714580785294","22950","22950","22950","0.38409611058283777","0","0.6313676561009659","22950","22950","22950","0.5145933543105207","0.34880154179314005","0.618380358629515","22950","22950","22950","0","0","0","22950","22950","22950"
"13001","0.28837261739739767","0.24849034466680786","0.3343229045315076","23203","23203","23203","0.25829210142294035","0.20314484607374989","0.3463787849520438","23203","23203","23203","0","0","0","23203","23203","23203","0.3999646716121046","0","0.6261444587707926","23203","23203","23203","0.4816588737325044","0.27302861134616474","0.570703346344753","23203","23203","23203","0","0","0","23203","23203","23203"
"13251","0.284029473670133","0.24223279457569333","0.3264610486285092","23456","23456","23456","0.26028805446031533","0.2291206330968051","0.2971273073823194","23456","23456","23456","0","0","0","23456","23456","23456","0.40279764992416345","0","0.6072002931091042","23456","23456","23456","0.4860538786140795","0.3151684729085282","0.6436477608310901","23456","23456","23456","0","0","0","23456","23456","23456"
"13501","0.2870397503812366","0.24924158116115244","0.33124921984481503","23709","23709","23709","0.26728342650498943","0.23343131342113752","0.324700645419086","23709","23709","23709","0","0","0","23709","23709","23709","0.3790373310138773","0","0.533225802743069","23709","23709","23709","0.49057224129971555","0.4009196171700758","0.6028069345191948","23709","23709","23709","0","0","0","23709","23709","23709"
"13751","0.26159505277423156","0.18084448829094818","0.31710685011252837","23962","23962","23962","0.256227276449388","0.2049945543840675","0.31869830343935324","23962","23962","23962","0","0","0","23962","23962","23962","0.4002745696358919","0","0.5930424380887165","23962","23962","23962","0.48609258938940403","0.39039109377873443","0.5761370934202908","23962","23962","23962","0","0","0","23962","23962","23962"
"14001","0.27411517274531805","0.2177233952196799","0.3625676360824267","24215","24215","24215","0.2632561406635244","0.22306201850853347","0.3453880737296748","24215","24215","24215","0","0","0","24215","24215","24215","0.38893083549739427","0","0.5886382994561397","24215","24215","24215","0.4917179967677293","0.3155327289025212","0.6490707235624154","24215","24215","24215","0","0","0","24215","24215","24215"
"14251","0.2630190847850728","0.20759716079546803","0.3284454635355136","24468","24468","24468","0.26565268136039444","0.2239908683587918","0.3542525894506122","24468","24468","24468","0","0","0","24468","24468","24468","0.38442048174985455","0","0.6489987298016144","24468","24468","24468","0.5105129282587934","0.42177037667703604","0.6208555217032944","24468","24468","24468","0","0","0","24468","24468","24468"
"14501","0.26487102757604125","0.19662792469886742","0.3222131912100949","24721","24721","24721","0.25847350562087823","0.2313252791904093","0.30231521333157185","24721","24721","24721","0","0","0","24721","24721","24721","0.42242267674744427","0","0.6601818375125029","24721","24721","24721","0.4602826956767162","0.24123256589911957","0.6125453899795071","24721","24721","24721","0","0","0","24721","24721","24721"
"14751","0.27290239648855275","0.1887794016255731","0.3287720595528039","24974","24974","24974","0.2526612632455689","0.21942405507187326","0.3134175942326973","24974","24974","24974","0","0","0","24974","24974","24974","0.36089504850568355","0","0.583729523861673","24974","24974","24974","0.5187890199835345","0.41388207250306025","0.6399293829557525","24974","24974","24974","0","0","0","24974","24974","24974"
"15001","0.25533274253049293","0.19707346837266404","0.3331139196639086","25227","25227","25227","0.25678329288408547","0.2085840081965642","0.28259555038407763","25227","25227","25227","0","0","0","25227","25227","25227","0.4272606293728568","0","0.6733000641492407","25227","25227","25227","0.5088127970958598","0.3518721438731003","0.6601511976315795","25227","25227","25227","0","0","0","25227","25227","25227"
