"stage2/step","Group: Danru_Complicate_cauchy - stage2/mcc_spearman","Group: Danru_Complicate_cauchy - stage2/mcc_spearman__MIN","Group: Danru_Complicate_cauchy - stage2/mcc_spearman__MAX","Group: Danru_Complicate_cauchy - _step","Group: Danru_Complicate_cauchy - _step__MIN","Group: Danru_Complicate_cauchy - _step__MAX","Group: Danru_Complicate_gumbel - stage2/mcc_spearman","Group: Danru_Complicate_gumbel - stage2/mcc_spearman__MIN","Group: Danru_Complicate_gumbel - stage2/mcc_spearman__MAX","Group: Danru_Complicate_gumbel - _step","Group: Danru_Complicate_gumbel - _step__MIN","Group: Danru_Complicate_gumbel - _step__MAX","Group: Danru_Complicate_gauss - stage2/mcc_spearman","Group: Danru_Complicate_gauss - stage2/mcc_spearman__MIN","Group: Danru_Complicate_gauss - stage2/mcc_spearman__MAX","Group: Danru_Complicate_gauss - _step","Group: Danru_Complicate_gauss - _step__MIN","Group: Danru_Complicate_gauss - _step__MAX","Group: Danru_Simple_cauchy - stage2/mcc_spearman","Group: Danru_Simple_cauchy - stage2/mcc_spearman__MIN","Group: Danru_Simple_cauchy - stage2/mcc_spearman__MAX","Group: Danru_Simple_cauchy - _step","Group: Danru_Simple_cauchy - _step__MIN","Group: Danru_Simple_cauchy - _step__MAX","Group: Danru_Simple_gumbel - stage2/mcc_spearman","Group: Danru_Simple_gumbel - stage2/mcc_spearman__MIN","Group: Danru_Simple_gumbel - stage2/mcc_spearman__MAX","Group: Danru_Simple_gumbel - _step","Group: Danru_Simple_gumbel - _step__MIN","Group: Danru_Simple_gumbel - _step__MAX","Group: Danru_Simple_gauss - stage2/mcc_spearman","Group: Danru_Simple_gauss - stage2/mcc_spearman__MIN","Group: Danru_Simple_gauss - stage2/mcc_spearman__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX"
"23251","0.23284263836786678","0.1478780273563368","0.2837304548863418","43576.2","43575","43577","0.6284976494880354","0.5274468445748451","0.7129507824342066","43576.4","43575","43577","0.5731357043113017","0.5024035464177248","0.7614626992779839","43576.4","43575","43577","0.44064483953601774","0.2572044013630632","0.5607873600357451","43577","43577","43577","0.7349374673736073","0.4912513715947502","0.7996733973973177","43577","43577","43577","0.7514894493691435","0.6025488516827174","0.8132316411696262","43577","43577","43577"
"23501","0.2419933157040423","0.17950355728875594","0.30241022958286756","43829.2","43828","43830","0.6286479437166238","0.530582390517256","0.7136486398396504","43829.4","43828","43830","0.5701029795391372","0.49976723862161443","0.7647593766408568","43829.4","43828","43830","0.4054769845935402","0.2069567241637237","0.5144179674219417","43830","43830","43830","0.7355647088900018","0.48670223174352817","0.8027036647453842","43830","43830","43830","0.7526089777107836","0.6011091807157777","0.8130036733691856","43830","43830","43830"
"23751","0.23941031246728112","0.17498451446871924","0.3122909496834397","44082.2","44081","44083","0.6316416618898916","0.5333807392081534","0.7179412924343379","44082.4","44081","44083","0.5746318638584895","0.5076868535881809","0.768606340203779","44082.4","44081","44083","0.4173915252364823","0.2654643508267613","0.5856624021986311","44083","44083","44083","0.7367174873143523","0.4910398228134148","0.8002167887143802","44083","44083","44083","0.7476216821215136","0.5811836508390179","0.8142491293868622","44083","44083","44083"
"24001","0.24250536966346106","0.1802899413263157","0.28608080643011535","44335.2","44334","44336","0.6352185841067322","0.5408400117500625","0.7219340512830928","44335.4","44334","44336","0.5755519650540901","0.5054493371770472","0.7698696883280054","44335.4","44334","44336","0.3848212166154087","0.2626577364327059","0.5198724417558355","44336","44336","44336","0.7368318704019081","0.4783350971537366","0.804335765442302","44336","44336","44336","0.7492708438008441","0.5951083676467893","0.8109137927583543","44336","44336","44336"
"24251","0.24086379980482917","0.180392512025422","0.2933429710005256","44588.2","44587","44589","0.6361973822153255","0.5451330281246266","0.7185147607300238","44588.4","44587","44589","0.5703250711056559","0.5104946995801593","0.7724582235632271","44588.4","44587","44589","0.4173205369312603","0.2752508841144472","0.5826808423739537","44589","44589","44589","0.738831815065946","0.48342918909558924","0.8080007328908846","44589","44589","44589","0.7479988158954665","0.5792828830057019","0.814048455446651","44589","44589","44589"
"24501","0.24496733368798865","0.17726866127472368","0.3025839700564551","44841.2","44840","44842","0.6397617045940048","0.5476677183411585","0.7209890502543231","44841.4","44840","44842","0.5744280242067994","0.5123894254366671","0.774337454692767","44841.4","44840","44842","0.4039153795847855","0.3293843312980715","0.6078890245474893","44842","44842","44842","0.7379801517280276","0.4714634811649407","0.8053145526185945","44842","44842","44842","0.7477484879453195","0.5672640868287625","0.8120876208731902","44842","44842","44842"
"24751","0.24154156314374076","0.14248447909998102","0.32640274008127257","45094.2","45093","45095","0.6320282785104196","0.4706936784955282","0.7236914341096217","45094.4","45093","45095","0.5699109205497784","0.5036173038062611","0.778623358397444","45094.4","45093","45095","0.41385833178439074","0.2662620800103562","0.5531286870482552","45095","45095","45095","0.737318751686062","0.465489739670621","0.8069795096349685","45095","45095","45095","0.7478725940839677","0.571758882595635","0.8105532245974105","45095","45095","45095"
"25001","0.2429277596052956","0.17493106204173064","0.29682590602686265","45347.2","45346","45348","0.6336010881412155","0.4768842807814945","0.7251126266871394","45347.4","45346","45348","0.5655175451454971","0.510115274666799","0.7803217957861267","45347.4","45346","45348","0.3874279770258601","0.2608149522446029","0.5368041883717475","45348","45348","45348","0.7380156617695888","0.4595970559760623","0.8057137772152044","45348","45348","45348","0.7434445405967882","0.5241694681628611","0.8110544417913718","45348","45348","45348"
"25251","0.2388231523902352","0.16074875619732035","0.3005688371441799","45600.2","45599","45601","0.633512797196719","0.4720470211188239","0.7191536612492143","45600.4","45599","45601","0.5626184159630396","0.47532064821462683","0.7830266178880767","45600.4","45599","45601","0.38101908915001165","0.25719083805933013","0.5354704940241333","45601","45601","45601","0.7369939946635113","0.4562999711141809","0.8066678334950991","45601","45601","45601","0.7434428362663554","0.5381838740732912","0.8106174467778539","45601","45601","45601"
"25501","0.24562457291479478","0.17417935869088588","0.29498321481417905","45853.2","45852","45854","0.6356295076767767","0.46861884114092456","0.7252831037813834","45853.4","45852","45854","0.5627799522121878","0.4751297877533459","0.7879260262509501","45853.4","45852","45854","0.4124507674380107","0.251961514411621","0.5418022146271037","45854","45854","45854","0.7390203323414208","0.47532947999211156","0.8085406397498573","45854","45854","45854","0.7526683179289291","0.6166811575761666","0.8124332846661657","45854","45854","45854"
"25751","0.24509538543983073","0.16947035503242097","0.2920672139413293","46106.2","46105","46107","0.6354971067245356","0.4776444326532351","0.7192375181718592","46106.4","46105","46107","0.5679293134171444","0.4796773270256229","0.784866091774439","46106.4","46105","46107","0.4046050402151338","0.23028427184467626","0.5427218568107555","46107","46107","46107","0.7377360518810075","0.4590850086732699","0.8090518945176114","46107","46107","46107","0.7526646354764731","0.6180053560372739","0.8123343661747665","46107","46107","46107"
"26001","0.24980874176148826","0.18029324400734167","0.31179906533333257","46359.2","46358","46360","0.6273584989016484","0.47550729777844636","0.7222160241898723","46359.4","46358","46360","0.5661209482363229","0.47577553501763337","0.7879680187914296","46359.4","46358","46360","0.38784917120408846","0.27285846139545383","0.49971357137034245","46360","46360","46360","0.7399141693282564","0.4826787304171723","0.80928054190453","46360","46360","46360","0.7535453556438398","0.6154536047209413","0.8131137565536438","46360","46360","46360"
"26251","0.24468185327453829","0.1762892065179529","0.2989858845463586","46612.2","46611","46613","0.6206359543067101","0.46206246269619744","0.7202941199981068","46612.4","46611","46613","0.5710173167645938","0.4823900439907026","0.7895858624626407","46612.4","46611","46613","0.4366486752677695","0.25486626029905035","0.5694412877088824","46613","46613","46613","0.7380950291887416","0.4698412140259469","0.8075645751682045","46613","46613","46613","0.7545505454640627","0.6267800107502918","0.8122834810925156","46613","46613","46613"
"26501","0.2423313946023859","0.1742413349372735","0.2908123441832719","46865.2","46864","46866","0.6212365607590284","0.4707354458200018","0.7161495462113348","46865.4","46864","46866","0.5751736488937218","0.48847741652168153","0.7929080812430451","46865.4","46864","46866","0.4339947368977205","0.32450486574593596","0.5466784124507081","46866","46866","46866","0.73822661608844","0.45729231050280594","0.8092853801936717","46866","46866","46866","0.7518366150885039","0.6179205078683151","0.8111236115479227","46866","46866","46866"
"26751","0.2321404173243314","0.15552937597201283","0.28836178599285145","47118.2","47117","47119","0.6219719705896598","0.4700763632359554","0.7135142673045698","47118.4","47117","47119","0.5784005649776451","0.48657295115332433","0.7959484293128926","47118.4","47117","47119","0.41552690932182346","0.33285730744541864","0.5069342667940339","47119","47119","47119","0.7394102845179932","0.47351794249149576","0.8074591352828139","47119","47119","47119","0.7519604932845054","0.6197274308678516","0.8112986867147048","47119","47119","47119"
"27001","0.2285955737748208","0.11543689797031857","0.3222945421017533","47371.2","47370","47372","0.6209531142963156","0.4764036408112268","0.7084784106791282","47371.4","47370","47372","0.5788899663166476","0.4814626696119988","0.79526566820879","47371.4","47370","47372","0.4291809768093929","0.2824751403885572","0.571117143336369","47372","47372","47372","0.7411664876871062","0.4716998889053233","0.809415573673571","47372","47372","47372","0.7532988125368449","0.6172472943505639","0.8118271127562909","47372","47372","47372"
"27251","0.2372795969683701","0.14650563653995521","0.3122515815281682","47624.2","47623","47625","0.6219069137655661","0.480161487726037","0.7090053906215735","47624.4","47623","47625","0.5861405248801761","0.4974317975396523","0.7946273936197387","47624.4","47623","47625","0.4305428053757493","0.30523511538784676","0.5722146170951766","47625","47625","47625","0.7394835811296001","0.4695761355075902","0.8107113381338368","47625","47625","47625","0.7522966581855579","0.6091379221981391","0.8093736012965654","47625","47625","47625"
"27501","0.23607170683496795","0.16093570329555879","0.2895016316603618","47877.2","47876","47878","0.6209677374951961","0.46776047803969345","0.7060447563491076","47877.4","47876","47878","0.5889325469616302","0.488364459558834","0.7946675712986799","47877.4","47876","47878","0.4221182906681273","0.16541652895985315","0.5753112344045954","47878","47878","47878","0.7388683379503659","0.4685192255429403","0.8089550956589865","47878","47878","47878","0.7549153274954308","0.6341673781286875","0.8099508794276803","47878","47878","47878"
"27751","0.2297936617790477","0.14339512604790056","0.2764360435999945","48130.2","48129","48131","0.6211115683271065","0.489257517483997","0.706576917805304","48130.4","48129","48131","0.5739532575642865","0.4929903494122412","0.7989177798972454","48130.4","48129","48131","0.40011884578966883","0.27353213446317043","0.5540015809697046","48131","48131","48131","0.7411131846677596","0.47807911684487675","0.8080044677501824","48131","48131","48131","0.7519650833629752","0.6039996677301799","0.8124013473437288","48131","48131","48131"
"28001","0.23277745494348706","0.13265964392394242","0.298324881652963","48383.2","48382","48384","0.6185903178533884","0.47742850021730243","0.6966392807450751","48383.4","48382","48384","0.5771255957855737","0.4979668441589288","0.7999243627435406","48383.4","48382","48384","0.4624578981113131","0.206898226653598","0.5963530656260434","48384","48384","48384","0.7417112608534949","0.4807306755648509","0.8108551407022079","48384","48384","48384","0.7518081068929704","0.6122296885551808","0.8087847135750444","48384","48384","48384"
"28251","0.23605188690094994","0.15648364275583232","0.29815809045069264","48636.2","48635","48637","0.6177190989359744","0.4854446646050826","0.689175713884062","48636.4","48635","48637","0.5843707616185709","0.5050927046407507","0.8013823488753113","48636.4","48635","48637","0.4340768380285865","0.2852972035432874","0.5617921376328782","48637","48637","48637","0.7426259545157856","0.48432016434989045","0.8110770287523469","48637","48637","48637","0.7534332356496374","0.6153035147293134","0.8065048419895025","48637","48637","48637"
"28501","0.2285915014839272","0.13767370496781267","0.2799580519113263","48889.2","48888","48890","0.6199229342800537","0.4790846508003396","0.6897189621192827","48889.4","48888","48890","0.5866180255301678","0.515628414138876","0.8003482114099107","48889.4","48888","48890","0.43577354471337204","0.2852975123444899","0.5533417282714166","48890","48890","48890","0.7391650456588079","0.4703574260119397","0.808292063745016","48890","48890","48890","0.7505228915804539","0.5903921140343803","0.8086215297288866","48890","48890","48890"
"28751","0.24136432573769132","0.17911353921635312","0.2752393593835635","49142.2","49141","49143","0.6207395709092042","0.4962632199665363","0.6841560399599964","49142.4","49141","49143","0.5904893624133043","0.5154816469243853","0.8042311240386555","49142.4","49141","49143","0.40718028354984137","0.27480096985766195","0.5509474030881124","49143","49143","49143","0.7397479893666885","0.48275392734069406","0.8085526380285466","49143","49143","49143","0.7482885874086669","0.5911311001948413","0.8088113570732515","49143","49143","49143"
"29001","0.2311492003599108","0.17531476298522747","0.27954618318741414","49395.2","49394","49396","0.6210601277356061","0.5006948542928475","0.6818375825885334","49395.4","49394","49396","0.5902846162497565","0.5229523909484929","0.7995039765058165","49395.4","49394","49396","0.41502674709631604","0.289123895972114","0.550899444693721","49396","49396","49396","0.739440398147462","0.48001049394593354","0.8108780408827796","49396","49396","49396","0.745393617823493","0.5649989013957467","0.8092046244408131","49396","49396","49396"
"29251","0.22743349214088077","0.14228725545887308","0.280635206009647","49648.2","49647","49649","0.6197643190574488","0.508247991330015","0.6777781948663778","49648.4","49647","49649","0.5896837128971871","0.5230521974381496","0.8014100613314896","49648.4","49647","49649","0.4352047197741441","0.2660802098994936","0.5424340281257511","49649","49649","49649","0.740215625200901","0.4879804645719243","0.8112299162540761","49649","49649","49649","0.7468678537472758","0.5702631226300378","0.8054159582284348","49649","49649","49649"
"29501","0.23083892289029212","0.13175882946469683","0.2980818159042092","49901.2","49900","49902","0.6206655593928855","0.5064205757632138","0.6844425646481428","49901.4","49900","49902","0.5924467160029037","0.5200659157974185","0.7991818766075928","49901.4","49900","49902","0.4184052963130142","0.27910987885337374","0.5881313096833424","49902","49902","49902","0.7405251801721277","0.49091670506256174","0.8100821592164625","49902","49902","49902","0.7474186524301256","0.5689360121411424","0.8038864863709603","49902","49902","49902"
"29751","0.24678836414227828","0.18441684564202715","0.30510651125625043","50154.2","50153","50155","0.6203514849710128","0.5132036159886725","0.6977526465727315","50154.4","50153","50155","0.5928973143766342","0.5276739656750788","0.8003255048164938","50154.4","50153","50155","0.4140624113177006","0.23574395452858213","0.5841906908503329","50155","50155","50155","0.7395032833343959","0.4778284304113884","0.8089086474569408","50155","50155","50155","0.7460879482605545","0.553557661541116","0.808362138557828","50155","50155","50155"
"30001","0.2508717014863645","0.17905204783264575","0.29579371785448194","50407.2","50406","50408","0.6123993178152234","0.5108429325242735","0.6663418977619929","50407.4","50406","50408","0.5935108506193012","0.5154795705825524","0.7971372549320712","50407.4","50406","50408","0.4432838937666902","0.27363573563746835","0.5402426875355976","50408","50408","50408","0.7400504258986926","0.48615071272298976","0.8091248923935875","50408","50408","50408","0.7541395925448916","0.6165163049700775","0.8050501727810234","50408","50408","50408"
"30251","0.2359789697605522","0.17206645335258303","0.30512991132610673","50660.2","50659","50661","0.6097404056483244","0.5029216900277194","0.6635490940807681","50660.4","50659","50661","0.5811691919418154","0.45186590594489173","0.7950242690942827","50660.4","50659","50661","0.4392540373424846","0.3451155085211166","0.5898020240501836","50661","50661","50661","0.7412172184223401","0.48426722190933574","0.8098913860259697","50661","50661","50661","0.7510540227817533","0.5994378632810368","0.8060909536726563","50661","50661","50661"
"30501","0.2419876512610301","0.1779365599496368","0.29779547608908885","50913.2","50912","50914","0.6105535435772758","0.5132948760451461","0.6593188436155777","50913.4","50912","50914","0.5830524408519387","0.5075591774438535","0.7962445077912289","50913.4","50912","50914","0.436216234330395","0.3224993507857018","0.5182104686695562","50914","50914","50914","0.7416606755438434","0.48572981749414906","0.8083527082076559","50914","50914","50914","0.7531448187554731","0.6219805770701051","0.8055765083443043","50914","50914","50914"
"30751","0.2477807321489543","0.18247883422803848","0.3122309533234422","51166.2","51165","51167","0.6081969232981939","0.5128849784446261","0.65745468311626","51166.4","51165","51167","0.5872828671752046","0.5174874576874811","0.7952805155796032","51166.4","51165","51167","0.42623150372939583","0.2804050995438722","0.5566779454342721","51167","51167","51167","0.7409239166477093","0.4847225713209153","0.8119967453471642","51167","51167","51167","0.748882330875362","0.5689396595901546","0.8062780560701265","51167","51167","51167"
"31001","0.2413129214477559","0.17349566905258493","0.3111392461154081","51419.2","51418","51420","0.5947272490600561","0.5205744394705174","0.65441212598032","51419.4","51418","51420","0.5860815789493518","0.512113914776049","0.7956947045458024","51419.4","51418","51420","0.444837491195006","0.2499087636764081","0.5441737031434147","51420","51420","51420","0.7408858417946788","0.4858348845086131","0.8097428797038485","51420","51420","51420","0.748875757051777","0.5741466070266856","0.8075820101519064","51420","51420","51420"
"31251","0.23617618851785238","0.16821554098613","0.28981195850380775","51672.2","51671","51673","0.5950061619224916","0.5075499812738685","0.6578728354122283","51672.4","51671","51673","0.5877818830451552","0.5126461349701732","0.7927808753477781","51672.4","51671","51673","0.43086376921513514","0.29447362646443853","0.5502852236257266","51673","51673","51673","0.7413852510613009","0.4876677027431095","0.8101061656548856","51673","51673","51673","0.7398654780086612","0.5387044832799156","0.8099548219260254","51673","51673","51673"
"31501","0.23726060194585225","0.15731684608053156","0.2893926367298421","51925.2","51924","51926","0.5944732570832274","0.5122241475893541","0.6574850104109498","51925.4","51924","51926","0.5900278727967726","0.5140981086055401","0.7916785391502257","51925.4","51924","51926","0.4136981378378791","0.25619736636769225","0.5388406400342179","51926","51926","51926","0.7411640877748906","0.48677302240508996","0.8086775902694875","51926","51926","51926","0.7379520100553176","0.4968389308313957","0.8107377042835759","51926","51926","51926"
"31751","0.23367799174609077","0.17135134794987064","0.3003725755858354","52178.2","52177","52179","0.5929487545053233","0.5186867707514502","0.6641017287036943","52178.4","52177","52179","0.5963120197869036","0.5204689969077128","0.7894309597083468","52178.4","52177","52179","0.469251787934822","0.25852223955235204","0.6101023198624761","52179","52179","52179","0.741561951399836","0.48634389276236334","0.8102800681535526","52179","52179","52179","0.737468200154616","0.48424495104067783","0.8121394245101827","52179","52179","52179"
"32001","0.24381319179497338","0.17748868589179037","0.2936743020060956","52431.2","52430","52432","0.5951202865362079","0.5191507675051911","0.6780418945426694","52431.4","52430","52432","0.5891855777845456","0.5296106875123128","0.7851665477135004","52431.4","52430","52432","0.3997421201161513","0.2593709609205915","0.5434242801344836","52432","52432","52432","0.7403356914205348","0.48120416672936983","0.8077667120355608","52432","52432","52432","0.7357960627995294","0.5327438610465777","0.8015313504387037","52432","52432","52432"
"32251","0.23783175250471428","0.1666052383722752","0.3030132040471035","52684.2","52683","52685","0.5936270256466428","0.5273738918519271","0.6839743415889926","52684.4","52683","52685","0.595972492993604","0.5361090117639193","0.7863499603233292","52684.4","52683","52685","0.4037810372274925","0.250216510921343","0.5403562674171442","52685","52685","52685","0.7406283644451128","0.4940641739675162","0.8083336145988573","52685","52685","52685","0.738456689600419","0.507840530739935","0.8028465503807682","52685","52685","52685"
"32501","0.24569855332680035","0.183946925030639","0.30341800976266203","52937.2","52936","52938","0.5912308393521418","0.5260991455178603","0.6939600578970042","52937.4","52936","52938","0.5897652204872014","0.5260866264053854","0.7839235233179598","52937.4","52936","52938","0.4149440949382487","0.2607597546294215","0.5218990161842095","52938","52938","52938","0.741296808246322","0.4911509612847908","0.8078889655843012","52938","52938","52938","0.7378843890409942","0.49024621908413074","0.7999844515102924","52938","52938","52938"
"32751","0.24504498130435048","0.1713384353126195","0.3044225830062683","53190.2","53189","53191","0.5947587778990088","0.5268782480152735","0.7028122410350537","53190.4","53189","53191","0.5941053079571077","0.5287999827615094","0.7821974242245758","53190.4","53189","53191","0.4245440164953543","0.27788793149420404","0.5426542008094356","53191","53191","53191","0.7409065839095434","0.4836027804004083","0.8073244555520392","53191","53191","53191","0.7364370970461532","0.4919109910588309","0.7990642498976649","53191","53191","53191"
"33001","0.23990714523960413","0.17914814181553834","0.3071467836404803","53443.2","53442","53444","0.5942354823943173","0.5211376539934091","0.7079401815657214","53443.4","53442","53444","0.5958557515472187","0.5279074141192819","0.7781697294224539","53443.4","53442","53444","0.4449186420515153","0.2608809643027822","0.540128496602387","53444","53444","53444","0.741018721152812","0.49583875531962945","0.8076321820370594","53444","53444","53444","0.7394788744710037","0.5127996565985875","0.8058146872502672","53444","53444","53444"
"33251","0.24489194037433312","0.1868835148899226","0.2969867252574795","53696.2","53695","53697","0.5980588790097301","0.5180177976267919","0.7179848696331715","53696.4","53695","53697","0.5997101380371522","0.535353606787141","0.7825945115314014","53696.4","53695","53697","0.39861993112311456","0.26744878481579976","0.4972229792536697","53697","53697","53697","0.7399659488401055","0.4910003717939289","0.8075108293194514","53697","53697","53697","0.7221765056003457","0.3615662420072217","0.8012437818001242","53697","53697","53697"
"33501","0.24569804006063234","0.18138381404053033","0.29481549171677274","53949.2","53948","53950","0.5941412459000105","0.5137450215308994","0.7281015352963729","53949.4","53948","53950","0.6036685228887481","0.5381740423874342","0.7760564738502742","53949.4","53948","53950","0.43964565187918225","0.2823361408988207","0.545727734254135","53950","53950","53950","0.740643346666057","0.4908360868960227","0.8071024767137418","53950","53950","53950","0.7206367255971492","0.348367820782396","0.8073791605025372","53950","53950","53950"
"33751","0.252509749870699","0.18297696692978738","0.2973075463665512","54202.2","54201","54203","0.5752249820200422","0.5118555454770577","0.6272666290157572","54202.4","54201","54203","0.5988973335401441","0.5332397189422567","0.7736322513529466","54202.4","54201","54203","0.4048070491371506","0.2720745721728081","0.5930627838052199","54203","54203","54203","0.7395785053133616","0.49538179380979824","0.8054567948639204","54203","54203","54203","0.7228700666078327","0.3623355628963169","0.8080893312608337","54203","54203","54203"
"34001","0.24327760993466097","0.16576029121176222","0.30407366415060133","54455.2","54454","54456","0.5754265028663741","0.5105336080471429","0.6293229465738798","54455.4","54454","54456","0.5911668592810593","0.49840465168806425","0.7709053256859336","54455.4","54454","54456","0.43151415603448895","0.28471194015697376","0.5599437337649887","54456","54456","54456","0.7400321036559854","0.4944359158500853","0.8078921737903838","54456","54456","54456","0.7232256756291197","0.3711961207028662","0.8123507551357413","54456","54456","54456"
"34251","0.24313093089370227","0.16169348993514693","0.29058992936899813","54708.2","54707","54709","0.5715327756793357","0.4885467785092296","0.6259513316524641","54708.4","54707","54709","0.594062291888611","0.49721973165143485","0.7703660077104153","54708.4","54707","54709","0.3963921192659572","0.2698622176627719","0.5455504697486361","54709","54709","54709","0.7394204732952621","0.49019692093443945","0.8052391094486874","54709","54709","54709","0.7247540255131494","0.36690700108635416","0.8114745117135974","54709","54709","54709"
"34501","0.23883373314170683","0.16317164981912669","0.2968306263150088","54961.2","54960","54962","0.574376981753804","0.5010387889395103","0.6273778059487087","54961.4","54960","54962","0.5943353115395614","0.4885180791538068","0.7678009077478929","54961.4","54960","54962","0.4307629807601244","0.25883932281628524","0.5866616444984311","54962","54962","54962","0.7389619363932722","0.4905625905865108","0.8024089628832828","54962","54962","54962","0.7253443707762954","0.37046791320652406","0.8148785190440396","54962","54962","54962"
"34751","0.24279829422040583","0.17034202904219048","0.27942404147596284","55214.2","55213","55215","0.5735069214718931","0.5098703188050103","0.6284424308548994","55214.4","55213","55215","0.592457737221235","0.4913592906060373","0.7662468661744315","55214.4","55213","55215","0.4142657037028453","0.2815330761524212","0.5727607076686719","55215","55215","55215","0.7383726470702382","0.4937454645369976","0.8025420745103146","55215","55215","55215","0.7237280666103858","0.3776377641343774","0.8150915103226919","55215","55215","55215"
"35001","0.22208503486945022","0.1342524085492914","0.2744219763621793","55467.2","55466","55468","0.5713065550395184","0.49621201325770714","0.6369021397490962","55467.4","55466","55468","0.5919331884388622","0.5091713012539467","0.7676508456690153","55467.4","55466","55468","0.41703204212992906","0.27132369987661525","0.5585874436565259","55468","55468","55468","0.738481301499553","0.49658933657978926","0.8003278795401408","55468","55468","55468","0.7271371209225881","0.393407904755627","0.8161640265934434","55468","55468","55468"
"35251","0.23056411396533721","0.1288760373240296","0.28527112796751053","55720.2","55719","55721","0.5679911347785707","0.49505449480635866","0.620378072868739","55720.4","55719","55721","0.5797758495517854","0.5078499776791723","0.7633859351836045","55720.4","55719","55721","0.4070408832261731","0.24701098539591135","0.5729795166443461","55721","55721","55721","0.7387849890620066","0.5016155349329616","0.8038825770224539","55721","55721","55721","0.7249467326699419","0.3815075392585214","0.8171289846394808","55721","55721","55721"
"35501","0.2367597333232052","0.16405949441602613","0.29939719785792585","55973.2","55972","55974","0.5658864251299415","0.4943842169724248","0.6172072858350884","55973.4","55972","55974","0.5842982239653469","0.5069122858855731","0.7609164711638648","55973.4","55972","55974","0.4279341728157459","0.2682843755774792","0.5683663404621825","55974","55974","55974","0.7388575054911966","0.5020364905741377","0.7996262427095778","55974","55974","55974","0.7277422695463966","0.3977103257391768","0.8196901442961231","55974","55974","55974"
"35751","0.2352917692127531","0.11921538472367184","0.2958879666892157","56226.2","56225","56227","0.5643458227501443","0.4902816577763799","0.6167018698679597","56226.4","56225","56227","0.5797775045957565","0.5116187947636258","0.7619516988589341","56226.4","56225","56227","0.44910166045591016","0.3452714163239668","0.5889949395126824","56227","56227","56227","0.7363951378109823","0.4940611854267309","0.798499219107161","56227","56227","56227","0.7271331200284535","0.39169448942485663","0.8169281291888097","56227","56227","56227"
"36001","0.22845495679364322","0.1124775963221982","0.28361743840452913","56479.2","56478","56480","0.5615399008491404","0.48910628096852077","0.6204376235901605","56479.4","56478","56480","0.5840123246657423","0.5083096321785397","0.7571474327159711","56479.4","56478","56480","0.43314291519499404","0.23556773432942682","0.5697228665020749","56480","56480","56480","0.736157600689816","0.49852258993478005","0.7983110012231021","56480","56480","56480","0.7310934547436282","0.4291123150377203","0.8193835030728861","56480","56480","56480"
"36251","0.23282193583123786","0.14722417516552416","0.28584651695064045","56732.2","56731","56733","0.5624358583440063","0.4845429167973253","0.6227862273972951","56732.4","56731","56733","0.5828788766938328","0.5141276022609103","0.753539045553973","56732.4","56731","56733","0.4270694796289504","0.29118955776349775","0.5847425009109384","56733","56733","56733","0.7353009411746688","0.49565985350154307","0.7949894997856418","56733","56733","56733","0.7291795293104024","0.4267209936767022","0.7955946749885014","56733","56733","56733"
"36501","0.2396557004375365","0.18937777273321324","0.295975594852891","56985.2","56984","56986","0.5621222991166022","0.48260764746008344","0.6384304075803121","56985.4","56984","56986","0.5821861653718919","0.5171590438632566","0.7523763779315121","56985.4","56984","56986","0.413202530738511","0.2192579478741964","0.5581957891796283","56986","56986","56986","0.7321818569587575","0.5058362595381882","0.7959323440254918","56986","56986","56986","0.7331359166865089","0.4697719164109724","0.794393782030761","56986","56986","56986"
"36751","0.25094715152714125","0.18038583279367187","0.31465758545947453","57238.2","57237","57239","0.5634387590363635","0.484803367781762","0.6437089913858046","57238.4","57237","57239","0.5888492848671059","0.5269136969826324","0.7493166086111296","57238.4","57237","57239","0.4121359389560171","0.2654987830096182","0.5342281693232152","57239","57239","57239","0.7312138490046016","0.4975444011407615","0.7941057397344772","57239","57239","57239","0.7311438062559764","0.45262529446180017","0.7973879476772385","57239","57239","57239"
"37001","0.23157915131114862","0.12415211742205878","0.29381630841411405","57491.2","57490","57492","0.5611453565577874","0.47409017153233063","0.6565410111048922","57491.4","57490","57492","0.5895045208972547","0.5243762982915654","0.7455212360243554","57491.4","57490","57492","0.3819066176600328","0.23863404899855747","0.521170184353631","57492","57492","57492","0.7311370664829375","0.49817640359567156","0.7924050963787579","57492","57492","57492","0.7321912424043439","0.4558825238233321","0.8009779796745903","57492","57492","57492"
"37251","0.23667571485631633","0.1522628010807927","0.29562039594131606","57744.2","57743","57745","0.5652658366138027","0.47894619670534533","0.6689640870120689","57744.4","57743","57745","0.5827421237549122","0.526684053504151","0.7454232806128704","57744.4","57743","57745","0.42379981356182006","0.28692837481782535","0.54821664004283","57745","57745","57745","0.7303444674486179","0.5058003979815398","0.7891367065314325","57745","57745","57745","0.7332933688329527","0.4756110406975254","0.8040429733605098","57745","57745","57745"
