"stage1/step","Group: Danru_Complicate_cauchy - stage1/mcc_pearson","Group: Danru_Complicate_cauchy - stage1/mcc_pearson__MIN","Group: Danru_Complicate_cauchy - stage1/mcc_pearson__MAX","Group: Danru_Complicate_cauchy - _step","Group: Danru_Complicate_cauchy - _step__MIN","Group: Danru_Complicate_cauchy - _step__MAX","Group: Danru_Complicate_gumbel - stage1/mcc_pearson","Group: Danru_Complicate_gumbel - stage1/mcc_pearson__MIN","Group: Danru_Complicate_gumbel - stage1/mcc_pearson__MAX","Group: Danru_Complicate_gumbel - _step","Group: Danru_Complicate_gumbel - _step__MIN","Group: Danru_Complicate_gumbel - _step__MAX","Group: Danru_Complicate_gauss - stage1/mcc_pearson","Group: Danru_Complicate_gauss - stage1/mcc_pearson__MIN","Group: Danru_Complicate_gauss - stage1/mcc_pearson__MAX","Group: Danru_Complicate_gauss - _step","Group: Danru_Complicate_gauss - _step__MIN","Group: Danru_Complicate_gauss - _step__MAX","Group: Danru_Simple_cauchy - stage1/mcc_pearson","Group: Danru_Simple_cauchy - stage1/mcc_pearson__MIN","Group: Danru_Simple_cauchy - stage1/mcc_pearson__MAX","Group: Danru_Simple_cauchy - _step","Group: Danru_Simple_cauchy - _step__MIN","Group: Danru_Simple_cauchy - _step__MAX","Group: Danru_Simple_gumbel - stage1/mcc_pearson","Group: Danru_Simple_gumbel - stage1/mcc_pearson__MIN","Group: Danru_Simple_gumbel - stage1/mcc_pearson__MAX","Group: Danru_Simple_gumbel - _step","Group: Danru_Simple_gumbel - _step__MIN","Group: Danru_Simple_gumbel - _step__MAX","Group: Danru_Simple_gauss - stage1/mcc_pearson","Group: Danru_Simple_gauss - stage1/mcc_pearson__MIN","Group: Danru_Simple_gauss - stage1/mcc_pearson__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX"
"3001","0.23372117340220794","0.14859376982355127","0.3024744531563158","6016","6016","6016","0.5637909840814734","0.4953282967613175","0.660738709758613","6016","6016","6016","0.5645164879589688","0.5150109565948129","0.5957927617922436","6016","6016","6016","0.43069554354578055","0.21552058911141703","0.6622954622716185","6016","6016","6016","0.7355015001765807","0.5802791760192682","0.8304543388723321","6016","6016","6016","0.7437475398162519","0.488674312304137","0.8581024609318778","6016","6016","6016"
"3251","0.25532774080017595","0.1881222936680972","0.3141541673486269","6517","6517","6517","0.5616192855503684","0.4949333450500951","0.6596613272854878","6517","6517","6517","0.5641875116377505","0.5145020194898876","0.6050600792323989","6517","6517","6517","0.41075885030005754","0.23989564360848184","0.6276073509874155","6517","6517","6517","0.7317342481305289","0.5626346563705631","0.8378381335559277","6517","6517","6517","0.7432757172155766","0.5017821286549027","0.8601249573635812","6517","6517","6517"
"3501","0.23397215939959842","0.11616498545602531","0.38759070639400306","7018","7018","7018","0.5602969005259462","0.5003734597217057","0.6572896645648963","7018","7018","7018","0.56389609674039","0.5123053326956787","0.598147121523416","7018","7018","7018","0.3740374622273285","0.3113280393564304","0.44520328712897816","7018","7018","7018","0.7277653436902697","0.5532338194773231","0.8235838887667916","7018","7018","7018","0.7404605432141093","0.4897576543285546","0.8510001084266098","7018","7018","7018"
"3751","0.18908567224953865","0.10552899996908849","0.2604673049866306","7519","7519","7519","0.5592160143486884","0.49288129186268054","0.6604533417946622","7519","7519","7519","0.5639733684600756","0.518364689018364","0.5948480720704217","7519","7519","7519","0.44491968804974097","0.3566031649225197","0.5564683879486659","7519","7519","7519","0.724788694406183","0.5460389937961343","0.827041349038808","7519","7519","7519","0.7378754098573528","0.48965247951635965","0.8491760698888055","7519","7519","7519"
"4001","0.2622119740661897","0.18439329114076145","0.40700104041685103","8020","8020","8020","0.559893839942532","0.4950993059516457","0.6549153526348778","8020","8020","8020","0.56298394043201","0.5191399625407259","0.6003502003153058","8020","8020","8020","0.4018920409110295","0.29755929351558547","0.5477432820053372","8020","8020","8020","0.7250948325066258","0.5575115901229138","0.8214773374749226","8020","8020","8020","0.7382960982914104","0.5014492501149359","0.8457041365500534","8020","8020","8020"
"4251","0.24681607359807445","0.10694175735351023","0.37093097348360693","8521","8521","8521","0.5594519794451394","0.5001433743059667","0.6558905470306906","8521","8521","8521","0.562796646025507","0.5155398383709451","0.5942110119233857","8521","8521","8521","0.4133958598867669","0.2267396788199688","0.580726824106187","8521","8521","8521","0.7201664730163814","0.5409518436763476","0.8110858036333767","8521","8521","8521","0.7345318881897274","0.4883959295982567","0.8429587877823894","8521","8521","8521"
"4501","0.22558323394992832","0.1364399928366415","0.32900669561339513","9022","9022","9022","0.5578992512768136","0.4945654876728141","0.6525057024020009","9022","9022","9022","0.5636790172920156","0.5134130430897642","0.5958564002589706","9022","9022","9022","0.44112753176765834","0.24464989826002717","0.7936395593581747","9022","9022","9022","0.7191413097057577","0.5465844877880143","0.810223826674183","9022","9022","9022","0.7335892614509453","0.48278162667429975","0.8403903798577065","9022","9022","9022"
"4751","0.1894902775069847","0.11046612815804913","0.3580418440483122","9523","9523","9523","0.5575789377446007","0.4981764080402241","0.6523933592870053","9523","9523","9523","0.56169490093565","0.511386534654909","0.5971544709240825","9523","9523","9523","0.39686986294957677","0.15941932157649613","0.6528429206122779","9523","9523","9523","0.7212594101771664","0.5667244105346065","0.814910071391516","9523","9523","9523","0.7324069882236739","0.47984187960081864","0.8381526787364978","9523","9523","9523"
"5001","0.21954263760791343","0.11744221362615288","0.3732691690918927","10024","10024","10024","0.5558416094918882","0.4951301343096118","0.6501279956524909","10024","10024","10024","0.5612593189670159","0.509705451612391","0.5988395255377483","10024","10024","10024","0.40893878093323427","0.3193913303285893","0.5347390099114088","10024","10024","10024","0.7175879627912428","0.5522203969032845","0.8070791542180965","10024","10024","10024","0.7313747603465923","0.49420834351368814","0.8379497167222159","10024","10024","10024"
"5251","0.23607849589186736","0.1327629495910344","0.4260335629583721","10525","10525","10525","0.5577801030579657","0.4958181150149682","0.6521258093921951","10525","10525","10525","0.5612575784211711","0.5161626344735043","0.5932760165169694","10525","10525","10525","0.35250458111659944","0.15386200117565313","0.6270811594999578","10525","10525","10525","0.714816436207574","0.5439553118879455","0.8025043981671308","10525","10525","10525","0.7316966927307141","0.5002727759323364","0.836317129851619","10525","10525","10525"
"5501","0.19810990570519021","0.14743584582584845","0.2925095672304481","11026","11026","11026","0.5537241995495521","0.49415578692440015","0.649478168187214","11026","11026","11026","0.5584179724874911","0.5192956423413396","0.5891900780298891","11026","11026","11026","0.4129394484412773","0.28076808570747874","0.5357801367962544","11026","11026","11026","0.7135717800732648","0.5576276748350611","0.7944853332587454","11026","11026","11026","0.7279789948498572","0.4781876662844344","0.8376744877583766","11026","11026","11026"
"5751","0.19042115640833207","0.07759374862309709","0.33327296548900115","11527","11527","11527","0.5546332913376882","0.4982304183143074","0.6490606686787064","11527","11527","11527","0.5585303848936931","0.5158445775976885","0.5879035605431413","11527","11527","11527","0.43059989616144173","0.2257485294994017","0.6009758821329833","11527","11527","11527","0.7108118649713212","0.5399243087373017","0.7969936161543331","11527","11527","11527","0.7281821256753469","0.48970323353075185","0.8305978226222696","11527","11527","11527"
"6001","0.21103321986503137","0.1358896152337605","0.31439179086708","12028","12028","12028","0.5520421224999594","0.490874092248567","0.6478728453248563","12028","12028","12028","0.5580402651537992","0.5102572211720361","0.5861082663998372","12028","12028","12028","0.40817644503673794","0.2168051382236248","0.659592901019798","12028","12028","12028","0.7138440683782749","0.5616576396334375","0.7978771740293288","12028","12028","12028","0.727230988546834","0.48988493088583596","0.8323696546526999","12028","12028","12028"
"6251","0.22286035915206331","0.12665454188156675","0.30740131413597294","12529","12529","12529","0.5526915567528359","0.4934476886259568","0.645864099237083","12529","12529","12529","0.5583220409005574","0.5162730275945633","0.5926504296843009","12529","12529","12529","0.3767549470475223","0.29568569611920054","0.5448763611095733","12529","12529","12529","0.7089142464304554","0.5336332730404593","0.7877622237911116","12529","12529","12529","0.7256772324338219","0.4891950639614464","0.8330778666729429","12529","12529","12529"
"6501","0.201891511945183","0.07834894862197836","0.30027335919819764","13030","13030","13030","0.5529205287924516","0.49394670705073873","0.64785342497634","13030","13030","13030","0.5575339927783398","0.5134017785982052","0.5923068956451413","13030","13030","13030","0.4349931481624155","0.255990812478812","0.6222619048566463","13030","13030","13030","0.7079608229536047","0.549545799343255","0.7848162523639832","13030","13030","13030","0.7264623368629535","0.5028156853946889","0.8281163324656905","13030","13030","13030"
"6751","0.20750486388915496","0.12747949606228606","0.30597951098773113","13531","13531","13531","0.5527560001696804","0.49236876978359384","0.6472730760215271","13531","13531","13531","0.5578044740264548","0.5107295175557692","0.5922998510100959","13531","13531","13531","0.42025661669313036","0.24035451410613826","0.5999969135704877","13531","13531","13531","0.7043566805335651","0.5266243311018317","0.7806283261894933","13531","13531","13531","0.7242213058506475","0.4917693872869693","0.8275671650145684","13531","13531","13531"
"7001","0.1954342998687649","0.1313164526273288","0.3123573048375681","14032","14032","14032","0.5509423391320104","0.4916246469561174","0.6467243267278927","14032","14032","14032","0.5561189244873394","0.5084062434570273","0.5895410937114434","14032","14032","14032","0.4662806810375759","0.20050481152859767","0.7214373528973602","14032","14032","14032","0.7038624567744108","0.5337138468384844","0.7838547655120118","14032","14032","14032","0.7223772561322742","0.4937957517757951","0.8210203518033663","14032","14032","14032"
"7251","0.26304180607798694","0.20728688543905188","0.4016912673767192","14533","14533","14533","0.5507573672061967","0.491181492945233","0.6440185770769074","14533","14533","14533","0.5561536363893753","0.5085414445662687","0.5919541340639839","14533","14533","14533","0.37513008540071224","0.1441193720901641","0.48510762163486953","14533","14533","14533","0.7040234503394509","0.521898559120301","0.7761324244112767","14533","14533","14533","0.7210679908063566","0.4986568410609517","0.8180205525684231","14533","14533","14533"
"7501","0.193989561778099","0.12571812378148153","0.3926474400081841","15034","15034","15034","0.5498354610789258","0.49385463858792605","0.6386154238235328","15034","15034","15034","0.5543088470835474","0.5050664911166428","0.5822756277941719","15034","15034","15034","0.38541029902213725","0.1431560933990527","0.5662797355573009","15034","15034","15034","0.7056529566774106","0.5407700094450782","0.7772937204676115","15034","15034","15034","0.7196465204067937","0.48667122097639776","0.8168689061984623","15034","15034","15034"
"7751","0.23235400460153674","0.11515741289368335","0.34766422067056324","15535","15535","15535","0.5496527867260859","0.48672710890313164","0.6440014155907504","15535","15535","15535","0.5539723439466471","0.5067145887259088","0.5836751158662121","15535","15535","15535","0.38009111863079215","0.183068615652874","0.6106112414498427","15535","15535","15535","0.7002741609966456","0.5273061300477222","0.7716159339178668","15535","15535","15535","0.7177618865056541","0.4812712236404737","0.8182786920686348","15535","15535","15535"
"8001","0.22700310980606142","0.1209941690284507","0.32666132468817305","16036","16036","16036","0.5488079595076355","0.4877097567431476","0.6403691337519343","16036","16036","16036","0.5541911548642549","0.5054098778352499","0.5878455828409004","16036","16036","16036","0.38434047649346553","0.15406424990385148","0.6600081351283231","16036","16036","16036","0.7009753873537096","0.5241634363490401","0.7692345389055856","16036","16036","16036","0.7178375867660465","0.48364110226715634","0.8176835766655067","16036","16036","16036"
"8251","0.22598024741812908","0.1253246854366705","0.3453524105487474","16537","16537","16537","0.5486922851833571","0.49615913840172327","0.6392779686561425","16537","16537","16537","0.5533459185947922","0.5067267514895646","0.5825601512331311","16537","16537","16537","0.30618496650432475","0.06282838906021736","0.5271448623281105","16537","16537","16537","0.6987743641772672","0.5194476182766398","0.770893793283585","16537","16537","16537","0.7180684845970792","0.4861215421970793","0.8182341354262257","16537","16537","16537"
"8501","0.20542784075801243","0.13204876450241693","0.3319140736542724","17038","17038","17038","0.5503001667399261","0.49095266296225243","0.6425348543786701","17038","17038","17038","0.5519351826575327","0.5019691902518495","0.5862175492783624","17038","17038","17038","0.3454091206643056","0.08929063396215557","0.5893026956251907","17038","17038","17038","0.6993434623830856","0.5261493784222461","0.7700736385817804","17038","17038","17038","0.715864523523086","0.479023539816884","0.8119479818013867","17038","17038","17038"
"8751","0.22334085801157885","0.13475891450983812","0.2870013665752615","17539","17539","17539","0.5470832347445351","0.49011503285127345","0.637441316258396","17539","17539","17539","0.5531567731015495","0.5064066126074204","0.5830111703733503","17539","17539","17539","0.34743479033513813","0.2274787322375246","0.5289197188334384","17539","17539","17539","0.6998888339768788","0.5346244144480298","0.7654714525447277","17539","17539","17539","0.7160398086789759","0.4848577371814666","0.8133390591308576","17539","17539","17539"
"9001","0.16951829795074586","0.08714233394998737","0.2645985399713666","18040","18040","18040","0.5465507218448408","0.4874217057084119","0.6334000808081838","18040","18040","18040","0.5523231577766966","0.5002183836146453","0.5817432178826774","18040","18040","18040","0.344684908772832","0.26320799359631764","0.5115739225910447","18040","18040","18040","0.6993023456142516","0.5298001366629682","0.7669522252994209","18040","18040","18040","0.7133544388199148","0.47982663158392286","0.8122019545744054","18040","18040","18040"
"9251","0.21744746682795055","0.13455357083474084","0.3836519222251892","18541","18541","18541","0.546934442252176","0.4870122650450009","0.63369510233734","18541","18541","18541","0.5521036955712749","0.5008206981614929","0.5813215046070362","18541","18541","18541","0.33569228078738067","0.1448623293488314","0.5370672682000502","18541","18541","18541","0.6957977980855106","0.5189045107566447","0.7605406712120241","18541","18541","18541","0.7141270642886137","0.4785965932206655","0.8132238103190917","18541","18541","18541"
"9501","0.20579616566223385","0.07702990801486666","0.29479489925494085","19042","19042","19042","0.5464517165035166","0.49458464491216575","0.6364941988686699","19042","19042","19042","0.5506032513624002","0.4984278678300466","0.582399678850428","19042","19042","19042","0.39367688273638957","0.2397795898539754","0.6825717234744223","19042","19042","19042","0.6977280278803304","0.5250376310413762","0.7583718019809723","19042","19042","19042","0.7125651549443229","0.4735091367730704","0.8059848180107473","19042","19042","19042"
"9751","0.23882912317853217","0.1589487157586267","0.3547811682053636","19543","19543","19543","0.5462791603731268","0.48938934723316024","0.6343256053805579","19543","19543","19543","0.5504961936041342","0.4986138565480571","0.58187933086116","19543","19543","19543","0.3376759137729953","0.0927391890427991","0.6063793754054408","19543","19543","19543","0.6978988175784646","0.5380729669491378","0.7572274566486056","19543","19543","19543","0.7139663553962731","0.49108249826273714","0.8117136697996963","19543","19543","19543"
