"stage2/step","Group: VaDE_Simple_cauchy - stage2/mcc_spearman","Group: VaDE_Simple_cauchy - stage2/mcc_spearman__MIN","Group: VaDE_Simple_cauchy - stage2/mcc_spearman__MAX","Group: VaDE_Simple_cauchy - _step","Group: VaDE_Simple_cauchy - _step__MIN","Group: VaDE_Simple_cauchy - _step__MAX","Group: Danru_Simple_cauchy - stage2/mcc_spearman","Group: Danru_Simple_cauchy - stage2/mcc_spearman__MIN","Group: Danru_Simple_cauchy - stage2/mcc_spearman__MAX","Group: Danru_Simple_cauchy - _step","Group: Danru_Simple_cauchy - _step__MIN","Group: Danru_Simple_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_spearman","Group: Ours_Simple_cauchy - stage2/mcc_spearman__MIN","Group: Ours_Simple_cauchy - stage2/mcc_spearman__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX"
"27001","0","0","0","37371","37371","37371","0.4291809768093929","0.2824751403885572","0.571117143336369","47372","47372","47372","0.7071986703600175","0.6246179050532269","0.7694471522091555","47372","47372","47372"
"27251","0","0","0","37624","37624","37624","0.4305428053757493","0.30523511538784676","0.5722146170951766","47625","47625","47625","0.7076713921505587","0.6259074828652097","0.7693690378268844","47625","47625","47625"
"27501","0","0","0","37877","37877","37877","0.4221182906681273","0.16541652895985315","0.5753112344045954","47878","47878","47878","0.7070042523615452","0.6270006122205443","0.7660578391498928","47878","47878","47878"
"27751","0","0","0","38130","38130","38130","0.40011884578966883","0.27353213446317043","0.5540015809697046","48131","48131","48131","0.7081287436915663","0.6262741012604002","0.7708520973751171","48131","48131","48131"
"28001","0","0","0","38383","38383","38383","0.4624578981113131","0.206898226653598","0.5963530656260434","48384","48384","48384","0.7078310358394969","0.6265356131216628","0.7703644857532076","48384","48384","48384"
"28251","0","0","0","38636","38636","38636","0.4340768380285865","0.2852972035432874","0.5617921376328782","48637","48637","48637","0.7082422871338198","0.6254114258302322","0.7671561257154048","48637","48637","48637"
"28501","0","0","0","38889","38889","38889","0.43577354471337204","0.2852975123444899","0.5533417282714166","48890","48890","48890","0.708134707639908","0.6282093470812514","0.7722266620399848","48890","48890","48890"
"28751","0","0","0","39142","39142","39142","0.40718028354984137","0.27480096985766195","0.5509474030881124","49143","49143","49143","0.7087933387629471","0.6255867147952445","0.7701733766687587","49143","49143","49143"
"29001","0","0","0","39395","39395","39395","0.41502674709631604","0.289123895972114","0.550899444693721","49396","49396","49396","0.7091077991087091","0.6241053568083706","0.771961571035764","49396","49396","49396"
"29251","0","0","0","39648","39648","39648","0.4352047197741441","0.2660802098994936","0.5424340281257511","49649","49649","49649","0.7089787332835249","0.6269118747261667","0.7704718091783613","49649","49649","49649"
"29501","0","0","0","39901","39901","39901","0.4184052963130142","0.27910987885337374","0.5881313096833424","49902","49902","49902","0.7084031953173582","0.6270528680927439","0.7647872398176871","49902","49902","49902"
"29751","0","0","0","40154","40154","40154","0.4140624113177006","0.23574395452858213","0.5841906908503329","50155","50155","50155","0.7094498788915695","0.6323973811958319","0.767644308319939","50155","50155","50155"
"30001","0","0","0","40407","40407","40407","0.4432838937666902","0.27363573563746835","0.5402426875355976","50408","50408","50408","0.7097806316483195","0.623680281574341","0.7713307624316393","50408","50408","50408"
"30251","0","0","0","40660","40660","40660","0.4392540373424846","0.3451155085211166","0.5898020240501836","50661","50661","50661","0.7100837331847434","0.6302300856033799","0.7705228177796105","50661","50661","50661"
"30501","0","0","0","40913","40913","40913","0.436216234330395","0.3224993507857018","0.5182104686695562","50914","50914","50914","0.7102172717592806","0.6233834915678012","0.7699638761349924","50914","50914","50914"
"30751","0","0","0","41166","41166","41166","0.42623150372939583","0.2804050995438722","0.5566779454342721","51167","51167","51167","0.7092006812201609","0.6245302194168022","0.7684122242745742","51167","51167","51167"
"31001","0","0","0","41419","41419","41419","0.444837491195006","0.2499087636764081","0.5441737031434147","51420","51420","51420","0.7093275229924579","0.6278152704674027","0.7690867506577589","51420","51420","51420"
"31251","0","0","0","41672","41672","41672","0.43086376921513514","0.29447362646443853","0.5502852236257266","51673","51673","51673","0.7088720611072576","0.6246427905333797","0.7682976007853717","51673","51673","51673"
"31501","0","0","0","41925","41925","41925","0.4136981378378791","0.25619736636769225","0.5388406400342179","51926","51926","51926","0.7092932161225939","0.6267754365280122","0.7692788842438909","51926","51926","51926"
"31751","0","0","0","42178","42178","42178","0.469251787934822","0.25852223955235204","0.6101023198624761","52179","52179","52179","0.7104714832801592","0.6258922765118315","0.7719229281283826","52179","52179","52179"
"32001","0","0","0","42431","42431","42431","0.3997421201161513","0.2593709609205915","0.5434242801344836","52432","52432","52432","0.7099849773625425","0.6265155597102693","0.7677089356493162","52432","52432","52432"
"32251","0","0","0","42684","42684","42684","0.4037810372274925","0.250216510921343","0.5403562674171442","52685","52685","52685","0.7091026236132557","0.6245961549923834","0.7685484393600602","52685","52685","52685"
"32501","0","0","0","42937","42937","42937","0.4149440949382487","0.2607597546294215","0.5218990161842095","52938","52938","52938","0.7097234622443416","0.6283237656225277","0.7678217745390626","52938","52938","52938"
"32751","0","0","0","43190","43190","43190","0.4245440164953543","0.27788793149420404","0.5426542008094356","53191","53191","53191","0.7100383195114418","0.6262849517425771","0.7662978493452585","53191","53191","53191"
"33001","0","0","0","43443","43443","43443","0.4449186420515153","0.2608809643027822","0.540128496602387","53444","53444","53444","0.7093915919550176","0.6291008017264342","0.7701209248490213","53444","53444","53444"
"33251","0","0","0","43696","43696","43696","0.39861993112311456","0.26744878481579976","0.4972229792536697","53697","53697","53697","0.7096166147225414","0.6291163907217353","0.7703395954770214","53697","53697","53697"
"33501","0","0","0","43949","43949","43949","0.43964565187918225","0.2823361408988207","0.545727734254135","53950","53950","53950","0.7104072259685846","0.6282759709887924","0.7723763614689351","53950","53950","53950"
"33751","0","0","0","44202","44202","44202","0.4048070491371506","0.2720745721728081","0.5930627838052199","54203","54203","54203","0.7113679757456921","0.6269845965916768","0.7681088084198356","54203","54203","54203"
"34001","0","0","0","44455","44455","44455","0.43151415603448895","0.28471194015697376","0.5599437337649887","54456","54456","54456","0.7095146861027667","0.6250163962533896","0.7680463606566784","54456","54456","54456"
"34251","0","0","0","44708","44708","44708","0.3963921192659572","0.2698622176627719","0.5455504697486361","54709","54709","54709","0.7106390918435583","0.6241595877057112","0.7673364966909803","54709","54709","54709"
"34501","0","0","0","44961","44961","44961","0.4307629807601244","0.25883932281628524","0.5866616444984311","54962","54962","54962","0.710928055018522","0.631024290893888","0.7687377311200878","54962","54962","54962"
"34751","0","0","0","45214","45214","45214","0.4142657037028453","0.2815330761524212","0.5727607076686719","55215","55215","55215","0.7098613052622194","0.6252711223427859","0.7662088194161837","55215","55215","55215"
"35001","0","0","0","45467","45467","45467","0.41703204212992906","0.27132369987661525","0.5585874436565259","55468","55468","55468","0.7107238476269893","0.6294211712787385","0.772279167989697","55468","55468","55468"
"35251","0","0","0","45720","45720","45720","0.4070408832261731","0.24701098539591135","0.5729795166443461","55721","55721","55721","0.7111312238988486","0.6277452482142741","0.7691566388972243","55721","55721","55721"
"35501","0","0","0","45973","45973","45973","0.4279341728157459","0.2682843755774792","0.5683663404621825","55974","55974","55974","0.709531712236101","0.6288762121692547","0.7691220495358744","55974","55974","55974"
"35751","0","0","0","46226","46226","46226","0.44910166045591016","0.3452714163239668","0.5889949395126824","56227","56227","56227","0.711150785104861","0.6278157333375148","0.7710308510288743","56227","56227","56227"
"36001","0","0","0","46479","46479","46479","0.43314291519499404","0.23556773432942682","0.5697228665020749","56480","56480","56480","0.7101688151849731","0.6240530609173576","0.7682307859363452","56480","56480","56480"
"36251","0","0","0","46732","46732","46732","0.4270694796289504","0.29118955776349775","0.5847425009109384","56733","56733","56733","0.7110526928239531","0.6291170197685523","0.7715902736127722","56733","56733","56733"
"36501","0","0","0","46985","46985","46985","0.413202530738511","0.2192579478741964","0.5581957891796283","56986","56986","56986","0.7111939908129339","0.6292636496015465","0.7693353930869168","56986","56986","56986"
"36751","0","0","0","47238","47238","47238","0.4121359389560171","0.2654987830096182","0.5342281693232152","57239","57239","57239","0.7101255710162439","0.6233932109163293","0.7691378857191618","57239","57239","57239"
"37001","0","0","0","47491","47491","47491","0.3819066176600328","0.23863404899855747","0.521170184353631","57492","57492","57492","0.7105324908028274","0.6245024728279454","0.7694026175888483","57492","57492","57492"
"37251","0","0","0","47744","47744","47744","0.42379981356182006","0.28692837481782535","0.54821664004283","57745","57745","57745","0.7097937921632994","0.6248580327366078","0.7705144538087293","57745","57745","57745"
"37501","0","0","0","47997","47997","47997","0.40341576065870466","0.2719990862796445","0.5732724071639609","57998","57998","57998","0.7122333391416363","0.6269562564777805","0.7705089426687722","57998","57998","57998"
"37751","0","0","0","48250","48250","48250","0.38395977486937316","0.2663965903163416","0.5307682122218712","58251","58251","58251","0.7115211440714975","0.6284903637383293","0.768034221116543","58251","58251","58251"
"38001","0","0","0","48503","48503","48503","0.39333451407917697","0.27475112180919875","0.5176339904357876","58504","58504","58504","0.7116626088484528","0.6265087273156885","0.7727525260775246","58504","58504","58504"
"38251","0","0","0","48756","48756","48756","0.4008026240587762","0.24853756046145925","0.5158613472023074","58757","58757","58757","0.7107348792695648","0.629321355304331","0.767483626547048","58757","58757","58757"
"38501","0","0","0","49009","49009","49009","0.4290065292562077","0.27632531513608","0.57746104587182","59010","59010","59010","0.7103811469032353","0.6237154733974019","0.7674204230100651","59010","59010","59010"
"38751","0","0","0","49262","49262","49262","0.41331211990724565","0.27348921707331086","0.5256755414499091","59263","59263","59263","0.7109828895345455","0.626095132425744","0.7651782364903855","59263","59263","59263"
"39001","0","0","0","49515","49515","49515","0.421666465335259","0.28176789121214535","0.5242786607564955","59516","59516","59516","0.7107483972509769","0.6274398118467505","0.7672628835872182","59516","59516","59516"
"39251","0","0","0","49768","49768","49768","0.4466795555025581","0.3045511628066619","0.5266924562307193","59769","59769","59769","0.7106725551730583","0.626702160924446","0.7690825608524325","59769","59769","59769"
"39501","0","0","0","50021","50021","50021","0.4289588352705591","0.27898970748567004","0.5206163560296259","60022","60022","60022","0.7103895446971127","0.6249449581300244","0.7690618032998366","60022","60022","60022"
"39751","0","0","0","50274","50274","50274","0.44780117018789145","0.27000289932900684","0.5404754252831381","60275","60275","60275","0.7109074526636002","0.6245068617507602","0.7703215406533216","60275","60275","60275"
"40001","0","0","0","50527","50527","50527","0.39915836800613425","0.2737130442306228","0.5260032867127123","60528","60528","60528","0.712490862410817","0.6275596533876987","0.7679532357695659","60528","60528","60528"
"40251","0","0","0","50780","50780","50780","0.41231321323545844","0.25326799896615704","0.5769353266117939","60781","60781","60781","0.7126724052894648","0.6266632810615551","0.7717418128408896","60781","60781","60781"
"40501","0","0","0","51033","51033","51033","0.41682430317494285","0.25637239687508284","0.5432668233339942","61034","61034","61034","0.7104528909590071","0.6276546358779757","0.7681997398415631","61034","61034","61034"
"40751","0","0","0","51286","51286","51286","0.42401295219447227","0.31497604113374494","0.5603503499079547","61287","61287","61287","0.71092681219916","0.6241011789905663","0.7685692503993361","61287","61287","61287"
"41001","0","0","0","51539","51539","51539","0.4363879263933231","0.2650274981178746","0.5923474620825819","61540","61540","61540","0.7088605467405878","0.624225330846219","0.7696515335843026","61540","61540","61540"
"41251","0","0","0","51792","51792","51792","0.4380734165725199","0.3028787872002492","0.5852502211820325","61793","61793","61793","0.7101526093550854","0.6266479273410677","0.7699463158578773","61793","61793","61793"
"41501","0","0","0","52045","52045","52045","0.43797236362430747","0.31496588236851963","0.5319309973303626","62046","62046","62046","0.7107363261097158","0.6241185314229191","0.7680980461633512","62046","62046","62046"
"41751","0","0","0","52298","52298","52298","0.45483532122123604","0.3422929253117985","0.561235934323914","62299","62299","62299","0.7107958850403729","0.6257798802941777","0.7686377593768284","62299","62299","62299"
"42001","0","0","0","52551","52551","52551","0.4434731729929971","0.3447412452832011","0.5406435075881517","62552","62552","62552","0.7093845086646441","0.6211047838639003","0.7687232499491299","62552","62552","62552"
"42251","0","0","0","52804","52804","52804","0.44663591460620555","0.2916536611479761","0.5770372048140876","62805","62805","62805","0.7112376668656722","0.6229694127654878","0.7703136079811029","62805","62805","62805"
"42501","0","0","0","53057","53057","53057","0.41892077798142147","0.26708978027213776","0.5379818365783583","63058","63058","63058","0.7110372640216583","0.6266745064268461","0.7683351801534123","63058","63058","63058"
"42751","0","0","0","53310","53310","53310","0.4429157253594738","0.3199336635810576","0.5666112104264546","63311","63311","63311","0.7118298426375266","0.6280377613444744","0.7695879090063974","63311","63311","63311"
"43001","0","0","0","53563","53563","53563","0.4411141766770947","0.30428183297175165","0.6031189652614151","63564","63564","63564","0.710164318388613","0.6262001598424466","0.766509928990407","63564","63564","63564"
"43251","0","0","0","53816","53816","53816","0.41034198960228246","0.26535089261736355","0.5629848603859865","63817","63817","63817","0.7111323425035233","0.6297141038422214","0.7683632501089722","63817","63817","63817"
"43501","0","0","0","54069","54069","54069","0.43891009964494454","0.32795635413548146","0.5562308923056772","64070","64070","64070","0.7101500096011037","0.6259267280138338","0.766946100414991","64070","64070","64070"
"43751","0","0","0","54322","54322","54322","0.4466603657536849","0.33645882556468454","0.533063313949921","64323","64323","64323","0.7105773044084566","0.6266906105751435","0.7663322545689356","64323","64323","64323"
"44001","0","0","0","54575","54575","54575","0.4289181266459769","0.2599257065167421","0.5798161492071637","64576","64576","64576","0.7122317292795379","0.6257436223745096","0.7723019770915512","64576","64576","64576"
"44251","0","0","0","54828","54828","54828","0.44684943249941866","0.2634959799461534","0.5859368585787443","64829","64829","64829","0.7115278208166237","0.6306472705579202","0.7705838123512336","64829","64829","64829"
"44501","0","0","0","55081","55081","55081","0.45613531145647224","0.23387792369153124","0.618330270108146","65082","65082","65082","0.7111176665210672","0.6220488798681583","0.766832976995815","65082","65082","65082"
"44751","0","0","0","55334","55334","55334","0.44136911006232327","0.340825960669392","0.6179827287905925","65335","65335","65335","0.7098081032158161","0.6274398914184499","0.7686596360634829","65335","65335","65335"
"45001","0","0","0","55587","55587","55587","0.4428410527304857","0.32308377795059723","0.5177086935189528","65588","65588","65588","0.7109516677013128","0.6274916776193327","0.7690314252511747","65588","65588","65588"
"45251","0","0","0","55840","55840","55840","0.4288873788830023","0.2762136768037336","0.5577221157102903","65841","65841","65841","0.7118166400364764","0.6277868072142746","0.7712545748955378","65841","65841","65841"
"45501","0","0","0","56093","56093","56093","0.4458156272315327","0.2662046371031874","0.5544481335977928","66094","66094","66094","0.7118488221057352","0.6222828663746114","0.7685829289259677","66094","66094","66094"
"45751","0","0","0","56346","56346","56346","0.4534757539306026","0.3285761839346207","0.5359553216510741","66347","66347","66347","0.7120180776986007","0.6260174788338987","0.7692893727304386","66347","66347","66347"
"46001","0","0","0","56599","56599","56599","0.45832462529093315","0.28810121558760066","0.5560598545933807","66600","66600","66600","0.7118442778623837","0.6270894554008212","0.769338099243504","66600","66600","66600"
"46251","0","0","0","56852","56852","56852","0.4522826792431777","0.2416648267013275","0.5964854454105476","66853","66853","66853","0.7100528928254434","0.626349719736292","0.7650583472816986","66853","66853","66853"
"46501","0","0","0","57105","57105","57105","0.42581799734797016","0.31023822918351723","0.5712607151903332","67106","67106","67106","0.7110281841632349","0.6273902972984066","0.7675790973219173","67106","67106","67106"
"46751","0","0","0","57358","57358","57358","0.4603465817810891","0.30125197426224976","0.5708350477870098","67359","67359","67359","0.710848364751007","0.6276052324766027","0.7671571556069189","67359","67359","67359"
"47001","0","0","0","57611","57611","57611","0.45787243547847895","0.28102331154864757","0.5443575206574209","67612","67612","67612","0.7108542469097057","0.6283627665043064","0.7701695731294427","67612","67612","67612"
"47251","0","0","0","57864","57864","57864","0.41819219001578756","0.24968739411769258","0.557249449416313","67865","67865","67865","0.7113692626357887","0.6310064790600868","0.7703690373174324","67865","67865","67865"
"47501","0","0","0","58117","58117","58117","0.472184745014988","0.3093503469947779","0.5447609210579523","68118","68118","68118","0.7115083098077056","0.6307564374556623","0.7649978062257915","68118","68118","68118"
"47751","0","0","0","58370","58370","58370","0.4464908151115374","0.2378062555925741","0.5696389637396991","68371","68371","68371","0.70924693277802","0.6273749363218938","0.769997417009288","68371","68371","68371"
"48001","0","0","0","58623","58623","58623","0.45783575842432384","0.30059891037384934","0.5332400566556238","68624","68624","68624","0.7115469823031051","0.6308964902439752","0.7715209565414506","68624","68624","68624"
"48251","0","0","0","58876","58876","58876","0.4704067085052242","0.26635850052169796","0.5766099837332962","68877","68877","68877","0.7113606574772364","0.6303163578887366","0.7691903707719393","68877","68877","68877"
"48501","0","0","0","59129","59129","59129","0.4267609133835446","0.23666960875638673","0.5312525924946587","69130","69130","69130","0.7100177176662485","0.625923507159741","0.7683901528622638","69130","69130","69130"
"48751","0","0","0","59382","59382","59382","0.4305943997966738","0.25866568708224846","0.5284123544586983","69383","69383","69383","0.7112125227553527","0.6294454814714224","0.7697992913794054","69383","69383","69383"
"49001","0","0","0","59635","59635","59635","0.4566870325991565","0.23081199447048528","0.5482676595788124","69636","69636","69636","0.7116812949691913","0.6308338112290732","0.7691259772010781","69636","69636","69636"
"49251","0","0","0","59888","59888","59888","0.4641027385123321","0.32352251708011176","0.5687206858103429","69889","69889","69889","0.711106363704259","0.6298134352115604","0.7655837951042108","69889","69889","69889"
"49501","0","0","0","60141","60141","60141","0.4333206132031845","0.2985425530823151","0.5569258510191606","70142","70142","70142","0.7114761641082105","0.6264014622844128","0.7684948608807609","70142","70142","70142"
"49751","0","0","0","60394","60394","60394","0.4553381398274203","0.2986164799795003","0.541023529003441","70395","70395","70395","0.7102906125547572","0.6261270930887978","0.7664361684453559","70395","70395","70395"
"50001","0","0","0","60647","60647","60647","0.41123022967110334","0.2887397444082298","0.5348866172127776","70648","70648","70648","0.70890181804652","0.6299267176524884","0.7673909184714836","70648","70648","70648"
"50251","0","0","0","60900","60900","60900","0.4132912160523098","0.27373401665868063","0.5933002001436146","70901","70901","70901","0.7091890466504497","0.6264256803216725","0.7683270666130984","70901","70901","70901"
"50501","0","0","0","61153","61153","61153","0.41921186279030004","0.26049321484269444","0.5713338182063213","71154","71154","71154","0.7093323612641809","0.6294687623376845","0.7652123168448913","71154","71154","71154"
"50751","0","0","0","61406","61406","61406","0.4109543580488218","0.2933026444063503","0.5470154124088014","71407","71407","71407","0.7110372921495758","0.6238842686201181","0.7669729861712149","71407","71407","71407"
"51001","0","0","0","61659","61659","61659","0.4575846183156478","0.3333959390787992","0.5457540322319594","71660","71660","71660","0.710033258864318","0.6274449926163644","0.7660253235101905","71660","71660","71660"
"51251","0","0","0","61912","61912","61912","0.46714575667069813","0.3195764763429823","0.580309171689329","71913","71913","71913","0.7108620828766505","0.6262469685319588","0.7698508817590305","71913","71913","71913"
"51501","0","0","0","62165","62165","62165","0.42555673752064543","0.2711684266469106","0.5588125823693608","72166","72166","72166","0.7110683049292785","0.6297058239453244","0.768625374415155","72166","72166","72166"
"51751","0","0","0","62418","62418","62418","0.4063562068723492","0.2738159730100205","0.5357220447806877","72419","72419","72419","0.7113048451678219","0.6253779874578727","0.7701480870124168","72419","72419","72419"
"52001","0","0","0","62671","62671","62671","0.4460807564021801","0.2950142193169746","0.5767547060887124","72672","72672","72672","0.7120951595266343","0.6261702809616633","0.7701103319596427","72672","72672","72672"
"52251","0","0","0","62924","62924","62924","0.45932879540691574","0.3089971828941768","0.5459656884638748","72925","72925","72925","0.7114229874980815","0.6278315444713171","0.765733655635008","72925","72925","72925"
"52501","0","0","0","63177","63177","63177","0.4280104212588968","0.3023053090609909","0.5557985957137164","73178","73178","73178","0.7121509042593916","0.6290678736695144","0.7666719758556831","73178","73178","73178"
"52751","0","0","0","63430","63430","63430","0.4189626517284649","0.26562753816733015","0.5365322813041508","73431","73431","73431","0.7116454336086541","0.626177589634072","0.7695456664734239","73431","73431","73431"
"53001","0","0","0","63683","63683","63683","0.4393315999070763","0.2668774130563705","0.567854025285183","73684","73684","73684","0.7111724369828776","0.6281095953286506","0.7685355700081886","73684","73684","73684"
"53251","0","0","0","63936","63936","63936","0.417721432158553","0.2981686157066929","0.5324499575471603","73937","73937","73937","0.7115306728822927","0.6318597877539888","0.7656939106103985","73937","73937","73937"
"53501","0","0","0","64189","64189","64189","0.4136544716195319","0.24205746815249307","0.5355256029327625","74190","74190","74190","0.7126218268189775","0.62830470596609","0.7667103036810877","74190","74190","74190"
"53751","0","0","0","64442","64442","64442","0.42555560929114994","0.2883831307339146","0.5546045817977353","74443","74443","74443","0.7122181195366586","0.6355985083331138","0.7673808763517717","74443","74443","74443"
"54001","0","0","0","64695","64695","64695","0.41085795711742074","0.24614198937338636","0.5457269790025601","74696","74696","74696","0.7113845730571349","0.6324968885403586","0.7685889015770094","74696","74696","74696"
"54251","0","0","0","64948","64948","64948","0.42195061834286013","0.31185362715765247","0.5299213009653926","74949","74949","74949","0.7118226755276547","0.6319459379900972","0.7717870588843289","74949","74949","74949"
"54501","0","0","0","65201","65201","65201","0.4030714779447825","0.2619732729069124","0.514818980165031","75202","75202","75202","0.7121837905932185","0.6322045902503369","0.7669380754826309","75202","75202","75202"
"54751","0","0","0","65454","65454","65454","0.41517077232238575","0.34639492315200315","0.5523371079471479","75455","75455","75455","0.7136504968423033","0.6336654035701893","0.7662409373583169","75455","75455","75455"
"55001","0","0","0","65707","65707","65707","0.3833851956859438","0.30568024356016843","0.5249387799760284","75708","75708","75708","0.7142217944838053","0.6374020799836978","0.765410897680402","75708","75708","75708"
"55251","0","0","0","65960","65960","65960","0.4313698336481145","0.362771222438883","0.5086684824943453","75961","75961","75961","0.7131833489118949","0.6324278830313649","0.7661881060155534","75961","75961","75961"
"55501","0","0","0","66213","66213","66213","0.417476783720404","0.34098797819627746","0.5062486720108725","76214","76214","76214","0.7130427152370462","0.632685176530834","0.7686010434806794","76214","76214","76214"
"55751","0","0","0","66466","66466","66466","0.41847050070712993","0.2831041006369486","0.520200490539304","76467","76467","76467","0.7129430368535596","0.6300300358181353","0.7675193518021118","76467","76467","76467"
"56001","0","0","0","66719","66719","66719","0.40930632290557956","0.29932021182634266","0.5146542148349468","76720","76720","76720","0.714247595378597","0.6373571274903022","0.7644483867491351","76720","76720","76720"
"56251","0","0","0","66972","66972","66972","0.4263625648026291","0.2842701404437737","0.5245943999506677","76973","76973","76973","0.7130258480692113","0.6332221474209984","0.7657751431188952","76973","76973","76973"
"56501","0","0","0","67225","67225","67225","0.42453119898008795","0.30203390627973703","0.5590989655356583","77226","77226","77226","0.7129308158054812","0.6315286865280133","0.7661014941334647","77226","77226","77226"
"56751","0","0","0","67478","67478","67478","0.4115123205594668","0.28923109062640834","0.5580530179846078","77479","77479","77479","0.7140252572986096","0.6329562076322424","0.7688178964736153","77479","77479","77479"
"57001","0","0","0","67731","67731","67731","0.41832555811538275","0.3085557151245983","0.5251834312289305","77732","77732","77732","0.7138744362040492","0.6320236012772202","0.7678811751082056","77732","77732","77732"
"57251","0","0","0","67984","67984","67984","0.38371976331664626","0.30444323886930896","0.5217757203347729","77985","77985","77985","0.713323074675599","0.6349125710927085","0.7656552715955077","77985","77985","77985"
"57501","0","0","0","68237","68237","68237","0.4055452362823074","0.29141203373315666","0.5449686999055533","78238","78238","78238","0.7138143156815491","0.6329516104964865","0.7637237152244886","78238","78238","78238"
"57751","0","0","0","68490","68490","68490","0.4392318971099793","0.2836782293582915","0.5514049098199041","78491","78491","78491","0.7148790232689315","0.6320328223868196","0.7698426153322989","78491","78491","78491"
"58001","0","0","0","68743","68743","68743","0.41354133026035333","0.2731683308534713","0.5428194766105469","78744","78744","78744","0.7133216269485311","0.6329172454848151","0.7688166996423375","78744","78744","78744"
"58251","0","0","0","68996","68996","68996","0.4223457812010837","0.28704488241843285","0.512799209220553","78997","78997","78997","0.7137770195140943","0.6340356184847106","0.7654584636837723","78997","78997","78997"
"58501","0","0","0","69249","69249","69249","0.4124227078782102","0.2776943687447365","0.5178089417628717","79250","79250","79250","0.7137735562668441","0.6314540254442025","0.7650636438640728","79250","79250","79250"
"58751","0","0","0","69502","69502","69502","0.41547484208317276","0.2984399084346217","0.5658813528151024","79503","79503","79503","0.7130701617467208","0.6357289349863673","0.7646815769777099","79503","79503","79503"
"59001","0","0","0","69755","69755","69755","0.43691965476305505","0.2953094279934941","0.5666729088214167","79756","79756","79756","0.714469794555442","0.6338700576747985","0.7659222371516448","79756","79756","79756"
"59251","0","0","0","70008","70008","70008","0.4120672547099183","0.30769509899282826","0.5726397838265033","80009","80009","80009","0.712563574711288","0.6314743465553382","0.7614973958399477","80009","80009","80009"
"59501","0","0","0","70261","70261","70261","0.40600914024192863","0.27131011161016033","0.5949136010559187","80262","80262","80262","0.7147641592155644","0.6318830249661972","0.7679564189739573","80262","80262","80262"
"59751","0","0","0","70514","70514","70514","0.429116386663718","0.31815590056721915","0.5664829228171344","80515","80515","80515","0.7135543589664619","0.633018801056486","0.7701475001225465","80515","80515","80515"
"60001","0","0","0","70767","70767","70767","0.37278961195133004","0.3051259042953738","0.4178864931437234","80768","80768","80768","0.7128507520261517","0.6299414011842136","0.771755454687295","80768","80768","80768"
"60251","0","0","0","71020","71020","71020","0.4109779403635329","0.2340803527576324","0.5350917371655705","81021","81021","81021","0.7137445251345131","0.6311194913309298","0.7685292265075151","81021","81021","81021"
"60501","0","0","0","71273","71273","71273","0.39583167273138475","0.2723473134503878","0.5056376109161784","81274","81274","81274","0.71346434204349","0.6281664307043012","0.7651791237409569","81274","81274","81274"
"60751","0","0","0","71526","71526","71526","0.3979110092252322","0.25098376207614687","0.5591980150089058","81527","81527","81527","0.7126264281231748","0.6343190100016985","0.7686903085919331","81527","81527","81527"
"61001","0","0","0","71779","71779","71779","0.4046905718322318","0.2123316192197903","0.56198562239313","81780","81780","81780","0.7129298927521136","0.6291310012064607","0.7688131464429245","81780","81780","81780"
"61251","0","0","0","72032","72032","72032","0.4361007103016963","0.27271777636275457","0.5177712040991246","82033","82033","82033","0.7128418820068851","0.6294481821430553","0.767562121072021","82033","82033","82033"
"61501","0","0","0","72285","72285","72285","0.430309728899761","0.2943724951245757","0.5038584664129043","82286","82286","82286","0.7120132763823793","0.6276224684138648","0.7665973675977146","82286","82286","82286"
"61751","0","0","0","72538","72538","72538","0.434601695185282","0.2990611209339068","0.5912944516328873","82539","82539","82539","0.7121951504026351","0.6332756570777026","0.7673968575700449","82539","82539","82539"
"62001","0","0","0","72791","72791","72791","0.43222447686591037","0.28812830183017735","0.5134954075747377","82792","82792","82792","0.7115827888481306","0.6336470321989661","0.7690802703732523","82792","82792","82792"
"62251","0","0","0","73044","73044","73044","0.42379685537579503","0.2840186244086191","0.6075468051789583","83045","83045","83045","0.7143154800557098","0.629318061281355","0.7682577635056754","83045","83045","83045"
"62501","0","0","0","73297","73297","73297","0.3847007917991985","0.28655884910852475","0.5916997271186458","83298","83298","83298","0.7126999212872802","0.6276364300096021","0.7667809646104266","83298","83298","83298"
"62751","0","0","0","73550","73550","73550","0.38845611182399353","0.2332851471769376","0.5310123384132752","83551","83551","83551","0.7141077300686405","0.6311762383538353","0.7670759008794604","83551","83551","83551"
"63001","0","0","0","73803","73803","73803","0.3818901752436926","0.2259802042043834","0.5472851403997008","83804","83804","83804","0.7137959710247241","0.6301514577567812","0.7704408373101174","83804","83804","83804"
"63251","0","0","0","74056","74056","74056","0.4093814134644398","0.2983574759769803","0.5879461989949816","84057","84057","84057","0.7128769883573933","0.6266260916090781","0.769977981519599","84057","84057","84057"
"63501","0","0","0","74309","74309","74309","0.4266573340758777","0.3402826870633275","0.5629855972961798","84310","84310","84310","0.7133555194681611","0.62987871291319","0.7660514534235947","84310","84310","84310"
