"stage2/step","Group: Ours_MSE_Simple_cauchy - stage2/mcc_pearson","Group: Ours_MSE_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_MSE_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_MSE_Simple_cauchy - _step","Group: Ours_MSE_Simple_cauchy - _step__MIN","Group: Ours_MSE_Simple_cauchy - _step__MAX","Group: Ours_MSE_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_MSE_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_MSE_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_MSE_Complicate_cauchy - _step","Group: Ours_MSE_Complicate_cauchy - _step__MIN","Group: Ours_MSE_Complicate_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_pearson","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX"
"4501","0.5032388184090946","0.3700669736305123","0.6262677549221508","24602","24602","24602","0.26359512064191565","0.11215620348185487","0.37857128169130894","24601.2","24600","24602","0.609089916570207","0.42441323427243205","0.6954652493314549","24602","24602","24602","0.4494681553135426","0.26906790411040205","0.5566384175082342","24601.2","24600","24602"
"4751","0.46323597510126824","0.3437133934363534","0.7450915599334027","24855","24855","24855","0.3037710489347635","0.11978226253027953","0.5689468845115043","24854.2","24853","24855","0.5876245725916649","0.3906671614989805","0.9675977467153701","24855","24855","24855","0.5387843378466683","0.23374624305745817","0.6577811307048378","24854.2","24853","24855"
"5001","0.5050620536561423","0.40618487407753157","0.6914164581119953","25108","25108","25108","0.26823238485849754","0.10024527375950232","0.4201616870617496","25107.2","25106","25108","0.6542055321693727","0.3720583777024132","0.8688216610184555","25108","25108","25108","0.45637564628780397","0.17777805500333985","0.6860152519435019","25107.2","25106","25108"
"5251","0.4846094864711666","0.37169993927575223","0.5909310922198233","25361","25361","25361","0.30965953754674047","0.1549994284955911","0.42282418290963786","25360.2","25359","25361","0.6446867144970603","0.5347684330023769","0.9201310497386895","25361","25361","25361","0.5339009160756447","0.416025005809286","0.6932105809637543","25360.2","25359","25361"
"5501","0.5070905991046424","0.38418081732357545","0.6324214235421409","25614","25614","25614","0.2622738121305591","0.14618324904825483","0.43627688840327783","25613.2","25612","25614","0.6469271685959007","0.40044928937347307","0.887025306017371","25614","25614","25614","0.5482770155926759","0.3337298669698641","0.6269392486774045","25613.2","25612","25614"
"5751","0.5586853956130102","0.4141271848125991","0.7616695024829276","25867","25867","25867","0.26657045579840954","0.13441444666369215","0.38915887464653387","25866.2","25865","25867","0.6900009327440845","0.4109809052717277","0.9403821698557717","25867","25867","25867","0.5078916616946095","0.3101262632514977","0.7361359370781145","25866.2","25865","25867"
"6001","0.4868508731856627","0.366163253812023","0.6717186884251719","26120","26120","26120","0.2986407124407039","0.17213885119496647","0.4798843430645217","26119.2","26118","26120","0.6821712036405949","0.391760031287139","0.9006406913597353","26120","26120","26120","0.5448141534842292","0.4106281739566951","0.6851485045653798","26119.2","26118","26120"
"6251","0.4854625216590353","0.35734390497032487","0.7905938671570887","26373","26373","26373","0.31617059208303255","0.1676290815180726","0.42475882655043484","26372.2","26371","26373","0.6507022811822827","0.4385511631248817","0.9757011845295397","26373","26373","26373","0.5352712261691763","0.38223576308293705","0.6798829545451014","26372.2","26371","26373"
"6501","0.4938933203844339","0.3625402026462325","0.6522173616556118","26626","26626","26626","0.25444493144617397","0.125431352234952","0.39506432693128624","26625.2","26624","26626","0.6952969384733547","0.46857920223899274","0.8883330971115683","26626","26626","26626","0.5325293752364909","0.3334097060236247","0.750190426543014","26625.2","26624","26626"
"6751","0.5354243650154028","0.41331915686974413","0.6981420563131359","26879","26879","26879","0.3046693796022871","0.11725605874438591","0.4317915572398297","26878.2","26877","26879","0.7508237765624097","0.40423840335989203","0.9615710190145185","26879","26879","26879","0.5381252450799837","0.3880164819590082","0.6536836240633287","26878.2","26877","26879"
"7001","0.49802019984683","0.33856161179379346","0.7630035494330022","27132","27132","27132","0.2688984261086624","0.10574104503800814","0.4928951046375619","27131.2","27130","27132","0.7133675898057608","0.39045413902203446","0.9841796115436418","27132","27132","27132","0.49804839636949483","0.15105176157517422","0.6633955099839777","27131.2","27130","27132"
"7251","0.5271047090259247","0.37796778019486094","0.6510944817497466","27385","27385","27385","0.2686669325079968","0.13726251160752087","0.384390710936137","27384.2","27383","27385","0.6883262911586845","0.4180494368077476","0.8533008977013212","27385","27385","27385","0.5423185070372929","0.3499742764571014","0.660343235437173","27384.2","27383","27385"
"7501","0.4953060782092507","0.34832145433042544","0.6566702803360713","27638","27638","27638","0.266812972935032","0.11454179739165064","0.4218351768696194","27637.2","27636","27638","0.644990214580307","0.45541573700260646","0.7948235956615339","27638","27638","27638","0.5143037444092435","0.2870826633931913","0.6518123831110603","27637.2","27636","27638"
"7751","0.5446162576120887","0.3388118922879553","0.7283508392507038","27891","27891","27891","0.2903215164127507","0.2129922338297332","0.482483155447514","27890.2","27889","27891","0.7146275639618223","0.48528008296379427","0.9413091916910759","27891","27891","27891","0.5512813326302949","0.34345226481481833","0.6438902347484088","27890.2","27889","27891"
"8001","0.5292962221364477","0.33982714516386103","0.6821923483034505","28144","28144","28144","0.2556416910413465","0.1390493738545825","0.3157913834517487","28143.2","28142","28144","0.6723205030064955","0.5359139869134392","0.9398217250037111","28144","28144","28144","0.5462858800607171","0.3793274512589845","0.6151308384649428","28143.2","28142","28144"
"8251","0.5308254604714373","0.42826211267925923","0.7380036728840628","28397","28397","28397","0.24192532346376266","0.1277454002258228","0.4028864270805488","28396.2","28395","28397","0.7746049621130437","0.5099060109328138","0.9711885811232156","28397","28397","28397","0.5663672922816155","0.31588185888616727","0.7982336383788478","28396.2","28395","28397"
"8501","0.5334551640870735","0.33756265218371334","0.6781464907845586","28650","28650","28650","0.2601707385138994","0.13370406272256868","0.5072262486893757","28649.2","28648","28650","0.6473180362026139","0.3468707081961661","0.9261368314771322","28650","28650","28650","0.48979578070872104","0.2883569619624756","0.649451368616177","28649.2","28648","28650"
"8751","0.5377749306217756","0.35045035487556825","0.7622555718369942","28903","28903","28903","0.2953004170952683","0.20280095939282988","0.4473606307496902","28902.2","28901","28903","0.7190232641289704","0.38520139055278557","0.955969519967648","28903","28903","28903","0.48830250524112745","0.2925220976930777","0.7151330007340351","28902.2","28901","28903"
"9001","0.527841530238437","0.3838978386743468","0.6993563821460094","29156","29156","29156","0.277813918702121","0.1993029348710381","0.335256460377033","29155.2","29154","29156","0.6928417987759335","0.5231615201064438","0.8931392408028418","29156","29156","29156","0.5092456518798387","0.18000196205572705","0.6276902298159213","29155.2","29154","29156"
"9251","0.5561334858338478","0.35168821436413783","0.6520918657467916","29409","29409","29409","0.2771054130302869","0.21847573328807063","0.31736974709474264","29408.2","29407","29409","0.636441938456345","0.48187264725405415","0.8529182595904388","29409","29409","29409","0.5573496768231434","0.48524492866659746","0.6808325629321498","29408.2","29407","29409"
"9501","0.5486705189558128","0.42012264384126513","0.7380610517544616","29662","29662","29662","0.24747939087157111","0.11394422631813492","0.4482216480184296","29661.2","29660","29662","0.7047696792624965","0.4701760556825206","0.9771547131787838","29662","29662","29662","0.5385545931623501","0.23540455657055182","0.6863403996096605","29661.2","29660","29662"
"9751","0.49520213141346403","0.3354757841392177","0.6813026214161773","29915","29915","29915","0.24293188909026425","0.14337349218015727","0.41913653851654525","29914.2","29913","29915","0.6924961700611219","0.3353629214625525","0.9090290003896535","29915","29915","29915","0.5071820922652456","0.3282481688297074","0.6369291414953588","29914.2","29913","29915"
"10001","0.5504788780197076","0.3581465587308655","0.7137462701473329","30168","30168","30168","0.25826825934257774","0.14272824993518857","0.310393312980809","30167.2","30166","30168","0.7453977407949817","0.4554332284272022","0.9607071523002874","30168","30168","30168","0.5346006449145909","0.31027907533312366","0.6835897311472984","30167.2","30166","30168"
"10251","0.5437727031381767","0.42115009125866726","0.7189652110913515","30421","30421","30421","0.25991972900884885","0.11774431252541465","0.3717860598295539","30420.2","30419","30421","0.766803116510425","0.5534237664951762","0.9499871911533955","30421","30421","30421","0.5236798728633323","0.40309320716992464","0.6180925288722647","30420.2","30419","30421"
"10501","0.4796145321546093","0.3553519254067563","0.7256802169051023","30674","30674","30674","0.2943174237865146","0.13540674395704227","0.48306734621783837","30673.2","30672","30674","0.6762671666640232","0.35318434124451975","0.9459786179663717","30674","30674","30674","0.5565116381225104","0.4410592107568435","0.6440400347580297","30673.2","30672","30674"
"10751","0.5343837500175637","0.3576606526686516","0.6472051570427644","30927","30927","30927","0.2502301332036324","0.17532250596123805","0.3317010102559707","30926.2","30925","30927","0.7260960763883121","0.4325378159650586","0.955397240891683","30927","30927","30927","0.5178795775482373","0.36695859968188616","0.662129330533678","30926.2","30925","30927"
"11001","0.5931838892982066","0.49180242258177925","0.7559826115028468","31180","31180","31180","0.29655416924399997","0.10757929915503217","0.48960991892142525","31179.2","31178","31180","0.7639440682474278","0.39037661200249757","0.9845358230060666","31180","31180","31180","0.5195554514858414","0.38014992314366447","0.6349403164125098","31179.2","31178","31180"
"11251","0.5332836972620669","0.3676041881609767","0.6710752554588838","31433","31433","31433","0.3065746984799768","0.21173470359826196","0.4975510400322743","31432.2","31431","31433","0.7664477865499636","0.4610514506067305","0.9538248665742444","31433","31433","31433","0.5519136500869386","0.4179601432379288","0.6904714158733493","31432.2","31431","31433"
"11501","0.5410149082574278","0.48457754596249875","0.65662924142018","31686","31686","31686","0.278918344266974","0.13082869704962222","0.40949648900137586","31685.2","31684","31686","0.7545956051442109","0.5188718464996391","0.9709319720860391","31686","31686","31686","0.5203628266744814","0.38129887486921277","0.7405278027377165","31685.2","31684","31686"
"11751","0.4832721568448456","0.42990415409879895","0.6202439686040616","31939","31939","31939","0.27147818069731083","0.13282952735261228","0.3846123669177009","31938.2","31937","31939","0.6848558770554745","0.41552874516432103","0.8928539678937528","31939","31939","31939","0.5124738692054722","0.3275123445816471","0.6103388232105735","31938.2","31937","31939"
"12001","0.5440057046399156","0.41151424247736906","0.6919828137833025","32192","32192","32192","0.24299559037601468","0.17616774694468865","0.33541750188246955","32191.2","32190","32192","0.7402569986302227","0.5005145698431988","0.9573717590624881","32192","32192","32192","0.5548866063311573","0.4076318151318866","0.6695486647861852","32191.2","32190","32192"
"12251","0.5516586933461758","0.3758747031808465","0.6826204628257849","32445","32445","32445","0.28716348740523223","0.202236369371791","0.40294291716611896","32444.2","32443","32445","0.7455301471645827","0.4968975015928058","0.9087458966590044","32445","32445","32445","0.5621563680568017","0.37109075168808126","0.6814550529212504","32444.2","32443","32445"
"12501","0.4986009035281401","0.3946846201004659","0.6501490325327617","32698","32698","32698","0.2947751127035374","0.21208202082571487","0.4318829330750802","32697.2","32696","32698","0.7193182988410665","0.5774217025527643","0.924199276681197","32698","32698","32698","0.5612693654429662","0.2783287941323536","0.6828544531020815","32697.2","32696","32698"
"12751","0.531440219392015","0.42226378596191366","0.7650199932496516","32951","32951","32951","0.33410292135120856","0.18751866909219003","0.43012748801043565","32950.2","32949","32951","0.7429616978437191","0.42607012585300746","0.9743706125991318","32951","32951","32951","0.5289135704036254","0.4185988299922331","0.7427892428265442","32950.2","32949","32951"
"13001","0.537415703200258","0.44954239113430955","0.6866443819474514","33204","33204","33204","0.3178627679332547","0.20506764695247784","0.41249786919582226","33203.2","33202","33204","0.7391372799361402","0.6329794296232364","0.8641869466101184","33204","33204","33204","0.4986528496699649","0.19278008199791166","0.7520748536456296","33203.2","33202","33204"
"13251","0.46844943745066703","0.36602850531605946","0.6376617095152425","33457","33457","33457","0.26549357712057076","0.13097312520663557","0.35146125613653156","33456.2","33455","33457","0.6759015155934213","0.42641041179867495","0.8951635193650547","33457","33457","33457","0.5086809090392606","0.36544293663627564","0.6262607380133329","33456.2","33455","33457"
"13501","0.5509927837937297","0.38582533212279096","0.7007364648317451","33710","33710","33710","0.2597156867499582","0.10293335957192022","0.4240510259884589","33709.2","33708","33710","0.7499624507494121","0.37363065668335027","0.9653026716137368","33710","33710","33710","0.5128940726469302","0.2695576517302394","0.6856689679785251","33709.2","33708","33710"
"13751","0.5424604464380891","0.35647802288307556","0.711421422921272","33963","33963","33963","0.33090354051508075","0.24439963994799455","0.4809270949448388","33962.2","33961","33963","0.7309420577111451","0.5793672333004167","0.9211641891772296","33963","33963","33963","0.5667969275613507","0.3495639612897391","0.6823617302008943","33962.2","33961","33963"
"14001","0.5484054443034472","0.33492933114856177","0.7714301278224404","34216","34216","34216","0.2721900633196018","0.1398523632873455","0.3646984769874825","34215.2","34214","34216","0.7324152769338009","0.34338896323735235","0.9930222991137146","34216","34216","34216","0.5159001576838456","0.3224893343260705","0.6720534681197554","34215.2","34214","34216"
"14251","0.5100750068725985","0.3418664923234991","0.7821383138516945","34469","34469","34469","0.32453410507808395","0.26367837536141564","0.4080974497361328","34468.2","34467","34469","0.6686746512179874","0.4348932404559198","0.970933148231767","34469","34469","34469","0.5698663477181322","0.220615565665164","0.7265557810152063","34468.2","34467","34469"
"14501","0.5544626453284118","0.47128323757021434","0.7412759806119267","34722","34722","34722","0.25858629711701","0.12886550329094235","0.4549072505105628","34721.2","34720","34722","0.737012805597816","0.5100308929588938","0.9557642707724368","34722","34722","34722","0.5201006426536268","0.22923488770825076","0.7110332038469072","34721.2","34720","34722"
"14751","0.5309316494547838","0.41961655168369294","0.7193721168552175","34975","34975","34975","0.2833585782142169","0.15743160572670306","0.402146190225581","34974.2","34973","34975","0.7554141323979502","0.5083017514927993","0.921226934974285","34975","34975","34975","0.4913874018218607","0.1765286788975033","0.7330124361073586","34974.2","34973","34975"
"15001","0.48492314138269227","0.3505687980462649","0.6007644744877146","35228","35228","35228","0.2964064933581094","0.1734542898187594","0.42759958410904375","35227.2","35226","35228","0.6343101268587998","0.3603653337331305","0.8845074123285701","35228","35228","35228","0.5531854688415185","0.3783402588155707","0.6572537132385944","35227.2","35226","35228"
"15251","0.546786149474688","0.39118967271186844","0.6861136232907835","35481","35481","35481","0.31500796189259894","0.243246288602999","0.4552324738336355","35480.2","35479","35481","0.7626179540611815","0.6451666082211849","0.9219225976479462","35481","35481","35481","0.5684445151802623","0.46919908620813944","0.7224465295411583","35480.2","35479","35481"
"15501","0.5298038398843855","0.3598452551817144","0.687071691717903","35734","35734","35734","0.3070471917638436","0.2516896600620221","0.4037805206945181","35733.2","35732","35734","0.7368118327890344","0.4320450364505888","0.9131691444741931","35734","35734","35734","0.4951775399224007","0.30586996385635745","0.6724740583670303","35733.2","35732","35734"
"15751","0.5075077990572603","0.3427049498055192","0.6728595784045658","35987","35987","35987","0.3367210763999022","0.17353314248341395","0.4912258221534557","35986.2","35985","35987","0.688988798370314","0.38892336382890086","0.8942451495860403","35987","35987","35987","0.504716895994908","0.362130577265926","0.5925727222325797","35986.2","35985","35987"
"16001","0.578519939523713","0.4677043220602292","0.735371542584342","36240","36240","36240","0.28741455399800214","0.14065491330386273","0.4449880216407117","36239.2","36238","36240","0.7330757591547681","0.4616026753872957","0.9221075729374073","36240","36240","36240","0.5641985431893406","0.37310943405693636","0.7487845699196988","36239.2","36238","36240"
"16251","0.5342482469762995","0.37532343970825294","0.6274128806567952","36493","36493","36493","0.32900678948886836","0.213426221158171","0.4501927750955355","36492.2","36491","36493","0.7808532232168549","0.6914834811867322","0.9239436566239291","36493","36493","36493","0.5587544176898168","0.3458227934603808","0.6686621010379218","36492.2","36491","36493"
"16501","0.5075958062918583","0.3740061568314678","0.6168263468932668","36746","36746","36746","0.31399455231904555","0.17449535223545332","0.458764853654022","36745.2","36744","36746","0.7343462284371318","0.5931327494961741","0.9037202104836718","36746","36746","36746","0.5063191353639158","0.33141613559781713","0.6187846124707502","36745.2","36744","36746"
"16751","0.5457631854482262","0.3509802361848586","0.7512712388535424","36999","36999","36999","0.3145937412290507","0.20601852832478307","0.494076999922554","36998.2","36997","36999","0.7055419801901353","0.3811347938943946","0.9773283223673834","36999","36999","36999","0.5241434963154303","0.35609659677122985","0.69785637328302","36998.2","36997","36999"
"17001","0.5528663289018152","0.4468986198420984","0.7313675858909866","37252","37252","37252","0.325728090915963","0.16833250592352975","0.44387221452243564","37251.2","37250","37252","0.6538649567511271","0.4480335491283247","0.964769453985553","37252","37252","37252","0.5336501230462412","0.3404735495142913","0.6952805726288371","37251.2","37250","37252"
"17251","0.5236239151562742","0.38784452882823733","0.6520364859849318","37505","37505","37505","0.273969224705929","0.14354710422823522","0.3837165117449583","37504.2","37503","37505","0.7714878462905","0.47733185900088665","0.9528869479004823","37505","37505","37505","0.5424952598452516","0.3051404162512551","0.7160798578504084","37504.2","37503","37505"
"17501","0.5179061547186603","0.3527796404380734","0.6869458052660802","37758","37758","37758","0.23389570630678702","0.14932930386096624","0.37597950104888134","37757.2","37756","37758","0.7631291092487794","0.5901970419848417","0.9182895922797001","37758","37758","37758","0.49436914917415764","0.2591640705421797","0.7363216574025457","37757.2","37756","37758"
"17751","0.5577687943092049","0.441887107769608","0.6879943286153333","38011","38011","38011","0.26539242259592793","0.18847284272599582","0.3509139860573183","38010.2","38009","38011","0.7597294986167956","0.45858555496532466","0.9398688803775284","38011","38011","38011","0.517534336232028","0.42185249310484824","0.5999396199443721","38010.2","38009","38011"
"18001","0.5204586083144733","0.3921934358932728","0.6178743301261892","38264","38264","38264","0.2837235417743029","0.1841112448354228","0.39957083830521267","38263.2","38262","38264","0.7369513820428004","0.5474175686424397","0.944141866216207","38264","38264","38264","0.4812246980574602","0.27847286127286647","0.7156157358028308","38263.2","38262","38264"
"18251","0.5435400883727167","0.35465625118392424","0.8177038928347686","38517","38517","38517","0.2868336964171959","0.1628918266444334","0.42389283456016696","38516.2","38515","38517","0.7106218697384818","0.36397943811698047","0.962473029021656","38517","38517","38517","0.5794698090545686","0.45705495936319035","0.6853643106872369","38516.2","38515","38517"
"18501","0.5087896769422249","0.3533022398516629","0.6836849767606643","38770","38770","38770","0.2953244150380047","0.12355684610310605","0.41410944921444975","38769.2","38768","38770","0.6755797163708623","0.47828077548246384","0.904312939791487","38770","38770","38770","0.5664679219007653","0.329996885624681","0.7280851895145546","38769.2","38768","38770"
"18751","0.5631579795631213","0.42632176151412615","0.6973916819491568","39023","39023","39023","0.2679114427002573","0.11621347939005564","0.3667280758445627","39022.2","39021","39023","0.6758876758831618","0.38931366868962164","0.9665453306818975","39023","39023","39023","0.530954529127268","0.4720579788128244","0.6279265461459406","39022.2","39021","39023"
"19001","0.48918121237670514","0.3762532069443398","0.6255843894331358","39276","39276","39276","0.26104775807066655","0.11066097248458803","0.34876339354287716","39275.2","39274","39276","0.7091881734072765","0.3795591200474437","0.9727985703355758","39276","39276","39276","0.5550877385371744","0.2754137028640387","0.6931560254233259","39275.2","39274","39276"
"19251","0.4774802744658344","0.33669420342170286","0.572965647584486","39529","39529","39529","0.2971001184454766","0.15943177101371644","0.5565976810649134","39528.2","39527","39529","0.7253462346952191","0.3483846130441612","0.9247769126629378","39529","39529","39529","0.5081285697839963","0.226659754142731","0.6991846778532829","39528.2","39527","39529"
"19501","0.5596152519422928","0.4319618064837259","0.659534438893807","39782","39782","39782","0.24941573300484016","0.16268121101613062","0.48053225674211364","39781.2","39780","39782","0.6915257154426467","0.429820074911963","0.9391869530079154","39782","39782","39782","0.5844614993404409","0.40058700605558667","0.7750945539798182","39781.2","39780","39782"
"19751","0.528598846171383","0.3344861532360979","0.7795871725825165","40035","40035","40035","0.3005145524996732","0.19651534435387602","0.4077383031672066","40034.2","40033","40035","0.6918667445521522","0.335996731472805","0.9473409405902319","40035","40035","40035","0.549471745885381","0.3806193056769619","0.712280815487013","40034.2","40033","40035"
"20001","0.5202616174047552","0.3566848430977477","0.7980259125084795","40288","40288","40288","0.2923201866128773","0.11729720366158683","0.465018399197722","40287.2","40286","40288","0.7934808676377634","0.513780687501982","0.9674809200908209","40288","40288","40288","0.5509087458645081","0.48733943395301527","0.6268104768811116","40287.2","40286","40288"
"20251","0.544312187802926","0.408710372458057","0.753101861936525","40541","40541","40541","0.2730396147404354","0.20285502278730577","0.3845845892978632","40540.2","40539","40541","0.7555836785050738","0.449565421916168","0.9409051944025425","40541","40541","40541","0.5548576669581139","0.352509816727033","0.7494028343588888","40540.2","40539","40541"
