"stage2/step","Group: Ours_BN_Simple_cauchy - stage2/mcc_pearson","Group: Ours_BN_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_BN_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_BN_Simple_cauchy - _step","Group: Ours_BN_Simple_cauchy - _step__MIN","Group: Ours_BN_Simple_cauchy - _step__MAX","Group: Ours_BN_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_BN_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_BN_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_BN_Complicate_cauchy - _step","Group: Ours_BN_Complicate_cauchy - _step__MIN","Group: Ours_BN_Complicate_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_pearson","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX"
"17751","0.5297006449789456","0.37367362812720534","0.7181129002131478","38011","38011","38011","0.1330078158183401","0.05972124017258037","0.22532259478832167","38010.2","38009","38011","0.7597294986167956","0.45858555496532466","0.9398688803775284","38011","38011","38011","0.517534336232028","0.42185249310484824","0.5999396199443721","38010.2","38009","38011"
"18001","0.49672565793230977","0.34534151115162004","0.6397053386550869","38264","38264","38264","0.14424432286716338","0.06031770616091252","0.30343210798004405","38263.2","38262","38264","0.7369513820428004","0.5474175686424397","0.944141866216207","38264","38264","38264","0.4812246980574602","0.27847286127286647","0.7156157358028308","38263.2","38262","38264"
"18251","0.517946066628773","0.35266618296838","0.7224681901080435","38517","38517","38517","0.13829946014194788","0.0575343624949126","0.29980589307767086","38516.2","38515","38517","0.7106218697384818","0.36397943811698047","0.962473029021656","38517","38517","38517","0.5794698090545686","0.45705495936319035","0.6853643106872369","38516.2","38515","38517"
"18501","0.47772331626462883","0.3202296964047803","0.6400706418733857","38770","38770","38770","0.1256510850052999","0.0581503899866581","0.39258710111824524","38769.2","38768","38770","0.6755797163708623","0.47828077548246384","0.904312939791487","38770","38770","38770","0.5664679219007653","0.329996885624681","0.7280851895145546","38769.2","38768","38770"
"18751","0.5151255935284337","0.3478809168539648","0.62079218682625","39023","39023","39023","0.11444603175577772","0.04301341301156174","0.2139621312605112","39022.2","39021","39023","0.6758876758831618","0.38931366868962164","0.9665453306818975","39023","39023","39023","0.530954529127268","0.4720579788128244","0.6279265461459406","39022.2","39021","39023"
"19001","0.5263052430529115","0.3368790892976626","0.6897190698320527","39276","39276","39276","0.13065848131542387","0.05479632413980608","0.25089253910977083","39275.2","39274","39276","0.7091881734072765","0.3795591200474437","0.9727985703355758","39276","39276","39276","0.5550877385371744","0.2754137028640387","0.6931560254233259","39275.2","39274","39276"
"19251","0.5098079512914556","0.35777974095869847","0.7504242811306384","39529","39529","39529","0.11962735909118179","0.051397229455440195","0.2078034797851581","39528.2","39527","39529","0.7253462346952191","0.3483846130441612","0.9247769126629378","39529","39529","39529","0.5081285697839963","0.226659754142731","0.6991846778532829","39528.2","39527","39529"
"19501","0.5340710402474449","0.4355607289793282","0.6687760650612687","39782","39782","39782","0.1318863967254311","0.04781743247471367","0.3417842996902021","39781.2","39780","39782","0.6915257154426467","0.429820074911963","0.9391869530079154","39782","39782","39782","0.5844614993404409","0.40058700605558667","0.7750945539798182","39781.2","39780","39782"
"19751","0.5120007550287424","0.33341630370682096","0.8222738516866871","40035","40035","40035","0.12692547034780421","0.05226792807760344","0.3132794241598048","40034.2","40033","40035","0.6918667445521522","0.335996731472805","0.9473409405902319","40035","40035","40035","0.549471745885381","0.3806193056769619","0.712280815487013","40034.2","40033","40035"
"20001","0.5256382920175272","0.39817172639733417","0.800469753501285","40288","40288","40288","0.1632173751622626","0.07258917180313172","0.3371192596490348","40287.2","40286","40288","0.7934808676377634","0.513780687501982","0.9674809200908209","40288","40288","40288","0.5509087458645081","0.48733943395301527","0.6268104768811116","40287.2","40286","40288"
"20251","0.512724259137149","0.3478359659398998","0.6489747014661449","40541","40541","40541","0.12260178390195065","0.06330994015445016","0.23391338806218295","40540.2","40539","40541","0.7555836785050738","0.449565421916168","0.9409051944025425","40541","40541","40541","0.5548576669581139","0.352509816727033","0.7494028343588888","40540.2","40539","40541"
"20501","0.5550580644269414","0.38926861785688427","0.7224506927953143","40794","40794","40794","0.14789884400160622","0.07495813827706602","0.4103690178703082","40793.2","40792","40794","0.7434525090766924","0.4435669492518899","0.9106165581002598","40794","40794","40794","0.528111418759911","0.24939521226486194","0.7507963187783275","40793.2","40792","40794"
"20751","0.5406775381411986","0.36171862534007476","0.6928394388624852","41047","41047","41047","0.15806306746404672","0.05867856537370303","0.3197404020463256","41046.2","41045","41047","0.7741498305972974","0.557676411344825","0.9283193236572561","41047","41047","41047","0.5076959959242769","0.3005157766337268","0.7231319693122014","41046.2","41045","41047"
"21001","0.4784555091061099","0.3384978321045618","0.6005936929773973","41300","41300","41300","0.1395048416783214","0.05147862874792268","0.31250645082844836","41299.2","41298","41300","0.7176131115490486","0.49302560147736596","0.9633201869544158","41300","41300","41300","0.5140733504937135","0.10332069336482122","0.7274920831911761","41299.2","41298","41300"
"21251","0.5451570305973986","0.3799354003331443","0.6632455270035299","41553","41553","41553","0.11123564822818288","0.06512385480752243","0.14928284335288766","41552.2","41551","41553","0.7190675518640777","0.5069990628665134","0.9831717187910365","41553","41553","41553","0.5025060247137654","0.2786242124430209","0.6969440096399057","41552.2","41551","41553"
"21501","0.5393649402129975","0.40398346711061217","0.6971148913546598","41806","41806","41806","0.11159322066143866","0.06523052264724644","0.20752986388469505","41805.2","41804","41806","0.7890197882017527","0.6318127570338069","0.9751219181721407","41806","41806","41806","0.49771881493165593","0.1290080440745941","0.6523870286078679","41805.2","41804","41806"
"21751","0.5406046559764277","0.2864819772476494","0.6618655575762712","42059","42059","42059","0.1191508188397546","0.05801455488145172","0.23747269540328286","42058.2","42057","42059","0.763407648941429","0.666358277169699","0.9915630194171885","42059","42059","42059","0.4831200110589203","0.1643076816766316","0.7030767852112967","42058.2","42057","42059"
"22001","0.5382167943258757","0.33726484392556905","0.7275528491364338","42312","42312","42312","0.15008517048488043","0.059048289633646014","0.2626447929589064","42311.2","42310","42312","0.6918463178868727","0.38258898374182465","0.957355733220114","42312","42312","42312","0.5042773946908456","0.40586692424769977","0.6823956780938003","42311.2","42310","42312"
"22251","0.5482641166589237","0.37477329000831466","0.678589306978711","42565","42565","42565","0.12927691574860173","0.06803568862029294","0.23004819547969993","42564.2","42563","42565","0.6899777827311625","0.3712505110906443","0.9317296805979378","42565","42565","42565","0.5691571486180054","0.34506885825643435","0.7551571498651171","42564.2","42563","42565"
"22501","0.4852631302661866","0.4162232363939758","0.629445543065205","42818","42818","42818","0.12285115383813885","0.045634892881817726","0.266211838581992","42817.2","42816","42818","0.7341243598747533","0.38739089582341263","0.9641734648606252","42818","42818","42818","0.5063231660714335","0.19759542225891058","0.7065818155213145","42817.2","42816","42818"
"22751","0.5294476381116641","0.3836418405191724","0.7451736508239094","43071","43071","43071","0.13154783052144128","0.05161393196847412","0.32135209658167907","43070.2","43069","43071","0.7355429716268056","0.5401641784603021","0.9265740314066386","43071","43071","43071","0.5473327551061696","0.4606237164290013","0.6347218724802287","43070.2","43069","43071"
"23001","0.5086716161813885","0.36621644674994047","0.6037096194285173","43324","43324","43324","0.14047763828097168","0.0689422190474099","0.31407656203461787","43323.2","43322","43324","0.8046745573153598","0.5422263829871984","0.9740806454607543","43324","43324","43324","0.5580014841658997","0.30247395811293176","0.6947326909246354","43323.2","43322","43324"
"23251","0.5306085343997646","0.30195183593353025","0.7409269172430379","43577","43577","43577","0.12709435179652515","0.05055336273032131","0.26072983700226365","43576.2","43575","43577","0.7548873219706838","0.49668418189179836","0.9727935694883844","43577","43577","43577","0.5611936390061446","0.4108907583209908","0.7694494765490292","43576.2","43575","43577"
"23501","0.5289910132231797","0.3925528265248946","0.7141724444002647","43830","43830","43830","0.1378297329564399","0.06373479735744945","0.21890457859913037","43829.2","43828","43830","0.7761198397977215","0.5574899086313053","0.9612549806248728","43830","43830","43830","0.5011212510354179","0.2091286351014447","0.6423057281221645","43829.2","43828","43830"
"23751","0.5256029548488876","0.4423702581917082","0.645302071028678","44083","44083","44083","0.15548436142624936","0.0511193031372163","0.31509542146851344","44082.2","44081","44083","0.6838118239004405","0.37709683147068535","0.9616907692853314","44083","44083","44083","0.47393916964588867","0.2862053785160409","0.683853176963792","44082.2","44081","44083"
"24001","0.5100861537726995","0.3700493280002585","0.727065826895629","44336","44336","44336","0.10629991248665042","0.06089389766597508","0.18208938701913152","44335.2","44334","44336","0.7579486503724273","0.46985194851880535","0.9824209973254394","44336","44336","44336","0.606366486843896","0.45178819392717456","0.6778970875397656","44335.2","44334","44336"
"24251","0.5421982233290031","0.3360819920069568","0.7542214134802165","44589","44589","44589","0.1217471029717849","0.052531733776918624","0.38501935147265204","44588.2","44587","44589","0.7581838633404535","0.5898546608776633","0.9454564756416343","44589","44589","44589","0.5324014620372081","0.3101304090903153","0.7595269077753569","44588.2","44587","44589"
"24501","0.5051182575701735","0.41909696032663124","0.6372325632461021","44842","44842","44842","0.13702533024765368","0.05945258280986625","0.21039215945428263","44841.2","44840","44842","0.7558157023471523","0.45549388052335127","0.9767281687745166","44842","44842","44842","0.4821036457315303","0.24912056531731133","0.6207263143370685","44841.2","44840","44842"
"24751","0.5187842087734769","0.3094333120682005","0.7327974895834339","45095","45095","45095","0.12941481397571147","0.05810402476161138","0.2341987490642961","45094.2","45093","45095","0.7360876629397048","0.3795597795300541","0.9803617036880571","45095","45095","45095","0.5244507790246815","0.28008916408886936","0.6675381203369886","45094.2","45093","45095"
"25001","0.5307487102836914","0.3959955814915353","0.7300188138319553","45348","45348","45348","0.1509698798376404","0.04639596130963504","0.3355811021373461","45347.2","45346","45348","0.7834384662449089","0.5298347379630468","0.9787762460156456","45348","45348","45348","0.5074281323475964","0.34082774329796234","0.6567124650668635","45347.2","45346","45348"
"25251","0.5410342522633541","0.3967587088824079","0.7754402014148325","45601","45601","45601","0.1476039031737531","0.06982653389151675","0.26205492213782905","45600.2","45599","45601","0.8214241296044174","0.6168447542812835","0.9761409712802752","45601","45601","45601","0.4589935563160223","0.20078825158606423","0.6575696567998554","45600.2","45599","45601"
"25501","0.5315667353560585","0.29496910724305797","0.740279462409823","45854","45854","45854","0.13947117441526327","0.06677216966735411","0.3272904285969783","45853.2","45852","45854","0.7742355262045113","0.5511132482358372","0.9891184138228538","45854","45854","45854","0.4889914724593253","0.3498142060957879","0.6587168250737024","45853.2","45852","45854"
"25751","0.490700677317908","0.33774209889912116","0.792607278316539","46107","46107","46107","0.13945916738080205","0.0486697596985127","0.27111931069830786","46106.2","46105","46107","0.7389150384579984","0.3399558346434401","0.9461601149926452","46107","46107","46107","0.5093158323842915","0.26726505099060893","0.7983887286552017","46106.2","46105","46107"
"26001","0.5343565525912769","0.38912925243285107","0.6858167374650918","46360","46360","46360","0.10394609202142306","0.04062083169924313","0.16605253088285604","46359.2","46358","46360","0.7273894313756336","0.3914334491689156","0.9632553839618367","46360","46360","46360","0.4768943034786967","0.22158500961346234","0.7293136672021397","46359.2","46358","46360"
"26251","0.543922652480178","0.3863113495340731","0.6940897503092106","46613","46613","46613","0.12656175912465148","0.06915848532762855","0.3164720337703259","46612.2","46611","46613","0.7757108846847489","0.619632789810625","0.9342057384498085","46613","46613","46613","0.5583310432504369","0.30380658993674253","0.7997317519456215","46612.2","46611","46613"
"26501","0.5545686593789669","0.3350382946914767","0.8598720150653053","46866","46866","46866","0.14996519411185544","0.05882495063219233","0.37634496939233075","46865.2","46864","46866","0.7410522763032494","0.3601111834800858","0.966726631298814","46866","46866","46866","0.5475016685758971","0.3971572516511922","0.6820646163517587","46865.2","46864","46866"
"26751","0.5304962604045511","0.33894025818806245","0.8003045435013404","47119","47119","47119","0.1163768724959825","0.05710797097992968","0.16741543321114039","47118.2","47117","47119","0.7640067749324981","0.4863873052541849","0.9845313927432945","47119","47119","47119","0.5425850577926526","0.30350324653890576","0.7591848851499605","47118.2","47117","47119"
"27001","0.4864067550301952","0.3233151741613947","0.7891978534791718","47372","47372","47372","0.11928968703112226","0.054277566692848764","0.24241732863101229","47371.2","47370","47372","0.7747399530220056","0.41584794495098265","0.9636864550888958","47372","47372","47372","0.5657702177082371","0.4098387045065378","0.7319233660438016","47371.2","47370","47372"
"27251","0.5492709401511789","0.33829302275201517","0.7691255947131336","47625","47625","47625","0.13916060766356347","0.055727903128522806","0.2502452092388381","47624.2","47623","47625","0.7939313013991643","0.48481034044853294","0.9638860151077804","47625","47625","47625","0.5369977363728767","0.3548202746263392","0.7663516833374087","47624.2","47623","47625"
"27501","0.5113537453287942","0.38532988344418806","0.7209741770073017","47878","47878","47878","0.13675686502017542","0.06237388042532357","0.29269122628158617","47877.2","47876","47878","0.774697471445816","0.6354569233939236","0.9504887966063912","47878","47878","47878","0.5464360566840529","0.14276683456549638","0.7120732967898528","47877.2","47876","47878"
"27751","0.5238465137059138","0.34948742020688073","0.7414816909868565","48131","48131","48131","0.1774388684730329","0.050039405313815975","0.29359384683546236","48130.2","48129","48131","0.7081056904724913","0.3469960790326045","0.9201165503561418","48131","48131","48131","0.497531257190061","0.2395212987999334","0.6985617132986032","48130.2","48129","48131"
"28001","0.5275062233672085","0.34425923885262977","0.6307691654794306","48384","48384","48384","0.11646031631589912","0.05399322728033632","0.2289982351600221","48383.2","48382","48384","0.7544028533990568","0.4230713869253717","0.9563439979466395","48384","48384","48384","0.5104308367180052","0.19441015495732986","0.6346053077968222","48383.2","48382","48384"
"28251","0.5570459278481055","0.3711475557064239","0.8248836808946182","48637","48637","48637","0.1334256647844857","0.05937648940338404","0.21935053160168239","48636.2","48635","48637","0.7104389071767669","0.42807406338266846","0.9746204128784003","48637","48637","48637","0.5087513473274068","0.12842428550800156","0.7584024917092042","48636.2","48635","48637"
"28501","0.5604068483336375","0.4761317405023589","0.6609091889156192","48890","48890","48890","0.1327348435130991","0.05789277284494412","0.2517749869066625","48889.2","48888","48890","0.7483404892071377","0.49475695733124253","0.9525096720231246","48890","48890","48890","0.5360573860650225","0.127536060156137","0.6878221838992643","48889.2","48888","48890"
"28751","0.5502756962545241","0.3280938497879538","0.9061254808782112","49143","49143","49143","0.13368470987376052","0.05802630787353423","0.34251945435873865","49142.2","49141","49143","0.7218288733875813","0.48515777195134685","0.9822977236456958","49143","49143","49143","0.5977107077626124","0.44873049107376384","0.6568627597270156","49142.2","49141","49143"
"29001","0.4994490395975354","0.3470278997421266","0.6715544707628781","49396","49396","49396","0.13231781327444042","0.0562938819422897","0.25894075172487024","49395.2","49394","49396","0.7502437280729499","0.3874560086669117","0.9782040131982966","49396","49396","49396","0.5495947562325293","0.36125061138458914","0.7566671385203219","49395.2","49394","49396"
"29251","0.5339726318802578","0.37886945052070686","0.6842851111524473","49649","49649","49649","0.11731404115167739","0.05460544755942394","0.18812767636948108","49648.2","49647","49649","0.7536527503677147","0.44579323829734935","0.99385150657652","49649","49649","49649","0.5740096603066798","0.4901803426240332","0.6501558555504164","49648.2","49647","49649"
"29501","0.5295433511009137","0.300353319411768","0.7104559441521697","49902","49902","49902","0.16619738200282777","0.06178370063370821","0.3268844215931246","49901.2","49900","49902","0.8145648244180457","0.5898720767337524","0.9786431255068462","49902","49902","49902","0.4859678992298334","0.24295072258470624","0.6403091435038881","49901.2","49900","49902"
"29751","0.5438252607836251","0.3665119241004029","0.7316010222903294","50155","50155","50155","0.13008384606032722","0.052752900132872094","0.2815901122652048","50154.2","50153","50155","0.7981997342018528","0.5248203071921319","0.94991481106511","50155","50155","50155","0.576218922611295","0.42209315171119766","0.734689993989507","50154.2","50153","50155"
"30001","0.5022341574211342","0.34208112752199665","0.815699761766639","50408","50408","50408","0.17399669583170163","0.04778347971382596","0.325437564229624","50407.2","50406","50408","0.692331031664047","0.4458986496988415","0.8899039196384533","50408","50408","50408","0.5303347031945074","0.3087212351690352","0.6790528259186239","50407.2","50406","50408"
"30251","0.5396041170905156","0.3945601214341479","0.8031508364044608","50661","50661","50661","0.16079267088646285","0.05818641707892105","0.3526498786648679","50660.2","50659","50661","0.8200110003308477","0.5663877089661387","0.9619094442723348","50661","50661","50661","0.556600094574302","0.42150658440368743","0.7529903661585295","50660.2","50659","50661"
"30501","0.5398763058225103","0.373068769383849","0.8699685914076921","50914","50914","50914","0.11454191516059989","0.05634519474852562","0.18554908201589126","50913.2","50912","50914","0.8162874389698436","0.6433264712231728","0.9734008286567858","50914","50914","50914","0.5864105752476696","0.5056636435104154","0.7142202100110897","50913.2","50912","50914"
"30751","0.5650819932961044","0.38790969989045165","0.6675716004132305","51167","51167","51167","0.13353266167221328","0.06792910498732481","0.2531886985072934","51166.2","51165","51167","0.7886723373581597","0.5810562304049105","0.9844650994247951","51167","51167","51167","0.550885690833451","0.3039203725485269","0.7564142555692726","51166.2","51165","51167"
"31001","0.4664170697753559","0.30935826877701933","0.6024651753681175","51420","51420","51420","0.1427828764472414","0.06329386041598366","0.41653701766943885","51419.2","51418","51420","0.6883434274287552","0.33632084328139267","0.9783018230306951","51420","51420","51420","0.5163685925777486","0.3665377742080465","0.6301342608983751","51419.2","51418","51420"
"31251","0.5184534887726049","0.32499352956488514","0.7786418140493496","51673","51673","51673","0.1601486274379963","0.08029412793750071","0.3394680098243358","51672.2","51671","51673","0.8127588465341548","0.39346521324714717","0.9674077464450063","51673","51673","51673","0.46592459979093837","0.11054544004750384","0.6785594947021625","51672.2","51671","51673"
"31501","0.5134751818595942","0.33290778295894924","0.677059081624673","51926","51926","51926","0.12766873926653685","0.05238600031562923","0.2423816836841582","51925.2","51924","51926","0.7377057604024235","0.35915971284839704","0.9474976883997482","51926","51926","51926","0.5896371440237016","0.2889156708403945","0.7814502942185731","51925.2","51924","51926"
"31751","0.47598721657800686","0.34579401982419117","0.6358911587539333","52179","52179","52179","0.16338318038862465","0.06432422224501037","0.5783424325358465","52178.2","52177","52179","0.7593393775875075","0.4547743496505942","0.9809545956386385","52179","52179","52179","0.47039466386310097","0.2329089646536011","0.7652488498732247","52178.2","52177","52179"
"32001","0.5350183995128677","0.3459165058085046","0.7272940720854212","52432","52432","52432","0.15361240049226357","0.0572216625939181","0.2823768334084713","52431.2","52430","52432","0.7127229611395889","0.43647146505021633","0.9296803530604274","52432","52432","52432","0.590148455897107","0.4352627394988189","0.7672063366051026","52431.2","52430","52432"
"32251","0.5738574378121608","0.4027275953998401","0.7204474675113562","52685","52685","52685","0.15435164639736734","0.05618544611522882","0.24211189171958086","52684.2","52683","52685","0.7860116605678431","0.49104377813065964","0.9256705456249069","52685","52685","52685","0.4925469756015343","0.29182981601467733","0.7010569631159508","52684.2","52683","52685"
"32501","0.5333560372559385","0.33853579351360247","0.7149005831071861","52938","52938","52938","0.14251065537099122","0.05620312808925957","0.26849000341232004","52937.2","52936","52938","0.7768849243078179","0.5633498743800879","0.9891297564012543","52938","52938","52938","0.557974698745907","0.34118781037961876","0.7619642744974787","52937.2","52936","52938"
"32751","0.48689933363920784","0.37773008592109475","0.6014993977331281","53191","53191","53191","0.11963449433501516","0.07246365395230181","0.20476592330145102","53190.2","53189","53191","0.7151049883084425","0.3755617510272662","0.9564109242686971","53191","53191","53191","0.5308782115400806","0.4036978389719031","0.6915521122495468","53190.2","53189","53191"
"33001","0.535927662600697","0.3234750047990407","0.8857636224158224","53444","53444","53444","0.12413076023656293","0.061284640129441535","0.24789110435978823","53443.2","53442","53444","0.8038412590572312","0.4921415081012342","0.9799707861177311","53444","53444","53444","0.5620827506560463","0.41134032707439144","0.6755999633221139","53443.2","53442","53444"
"33251","0.4988832081962983","0.31832268244791","0.6601484744158789","53697","53697","53697","0.12531895997971138","0.05364425441407199","0.2413358318899849","53696.2","53695","53697","0.7757978805980252","0.4057534681671531","0.982305723483166","53697","53697","53697","0.48604554936732897","0.2876222152961434","0.60120585732399","53696.2","53695","53697"
"33501","0.5416067065586683","0.32974390046930563","0.7467626858946356","53950","53950","53950","0.13223895155046","0.06811588259584692","0.26213196319208754","53949.2","53948","53950","0.7751402011701966","0.44402131884607937","0.9587166607845582","53950","53950","53950","0.5619248054856238","0.4431892735754784","0.7478451650791419","53949.2","53948","53950"
"33751","0.5266343949506707","0.41268127978330743","0.7197200372544502","54203","54203","54203","0.13552580540954243","0.06392319366461235","0.32558701129340195","54202.2","54201","54203","0.7787858498055483","0.6224038282546935","0.9825058714090381","54203","54203","54203","0.6219576327922833","0.49067257745007903","0.764951569064787","54202.2","54201","54203"
"34001","0.5356565349779375","0.3670151440136098","0.6657434273359429","54456","54456","54456","0.15790626688527803","0.049300898864872864","0.31587823593361775","54455.2","54454","54456","0.7147788805879626","0.39977175531962","0.9716159236433789","54456","54456","54456","0.5135945557026393","0.3163908759023374","0.7324924403867171","54455.2","54454","54456"
"34251","0.507074835575305","0.3779801577131326","0.6553562871263363","54709","54709","54709","0.11224379897195114","0.04867561378262127","0.3497111701029725","54708.2","54707","54709","0.7254949404033109","0.4042952791672983","0.9559584884008947","54709","54709","54709","0.6220525608988627","0.5373134501085076","0.7884908960699668","54708.2","54707","54709"
"34501","0.48021417879428335","0.36586419766204353","0.7065322293135928","54962","54962","54962","0.1490044843760875","0.056777213521023384","0.28266541767504016","54961.2","54960","54962","0.7560918191875643","0.4878005932358593","0.9795418622454521","54962","54962","54962","0.4895896209949835","0.24938852902134392","0.6591340284672931","54961.2","54960","54962"
"34751","0.5437475378221565","0.30152802964673786","0.7904821875340028","55215","55215","55215","0.12165706888735277","0.07748862283921584","0.2168982511053439","55214.2","55213","55215","0.7626298891365435","0.5033148269340867","0.9649594242598298","55215","55215","55215","0.5124431120049904","0.2581800532940428","0.6544291722820665","55214.2","55213","55215"
"35001","0.4965174800475941","0.11322490460648978","0.6753154424746052","55468","55468","55468","0.14858148738680263","0.05871898254993692","0.3090583490432866","55467.2","55466","55468","0.7260123892086447","0.35437495359551135","0.9351033058013568","55468","55468","55468","0.5034297166833439","0.10975352207470002","0.7233926634337532","55467.2","55466","55468"
"35251","0.5426873386577256","0.3718688577470626","0.7320435849529318","55721","55721","55721","0.147306150393246","0.06811595335468285","0.5018960252757013","55720.2","55719","55721","0.7320020007450273","0.4357732889568861","0.9642129319208763","55721","55721","55721","0.5380215125313708","0.3935608545770793","0.7471990900147508","55720.2","55719","55721"
"35501","0.4728020259090555","0.2956197953645607","0.6286045043994749","55974","55974","55974","0.12126622661025524","0.06424836093076139","0.19905507905934428","55973.2","55972","55974","0.8103917274780235","0.5620231572235999","0.9799444563514368","55974","55974","55974","0.55416535001321","0.4271710233709924","0.6693853100376305","55973.2","55972","55974"
"35751","0.49522789766210007","0.3366071558021322","0.6789963296776699","56227","56227","56227","0.16435371645133662","0.06428206570882862","0.3927533870882912","56226.2","56225","56227","0.8028039842551482","0.5507586546854712","0.9787746675091661","56227","56227","56227","0.5135956219161861","0.26262313803607695","0.626798670104957","56226.2","56225","56227"
"36001","0.5345024182050733","0.3437269140685597","0.708791247566805","56480","56480","56480","0.11688245206890804","0.05123363442133912","0.2346451686505054","56479.2","56478","56480","0.7769294127613594","0.4938545367518847","0.9690733138045559","56480","56480","56480","0.60666711781456","0.4451171233528964","0.7456874006144656","56479.2","56478","56480"
"36251","0.5204471539255068","0.28094548835465677","0.7025074843889366","56733","56733","56733","0.1322322038100259","0.048775878280307","0.35653626824830476","56732.2","56731","56733","0.8026249544056945","0.5938352397994809","0.9807736026815056","56733","56733","56733","0.5349973656542318","0.4393789088168867","0.6100102404016663","56732.2","56731","56733"
"36501","0.5138001274309303","0.3492355095551046","0.6869829445978791","56986","56986","56986","0.13637953681666698","0.05377707913317418","0.3075207157033839","56985.2","56984","56986","0.7041007300400766","0.48848998581666203","0.9666525423192353","56986","56986","56986","0.560764717117727","0.37323598018269716","0.6960761193519583","56985.2","56984","56986"
"36751","0.483421319172823","0.316173809318783","0.6469460411229443","57239","57239","57239","0.21137796388392607","0.06714919529035866","0.4990470481019818","57238.2","57237","57239","0.7115216406510606","0.389757525989273","0.9359205816120107","57239","57239","57239","0.542893175883753","0.12377869351481958","0.7037257275325051","57238.2","57237","57239"
"37001","0.5383663349817847","0.32762518036933974","0.7571458422864056","57492","57492","57492","0.15904471849189172","0.06594919386229511","0.31669427459827404","57491.2","57490","57492","0.7300192584577972","0.4500197366554757","0.9182404416144471","57492","57492","57492","0.5159101977658573","0.35389753863001855","0.7002068470549757","57491.2","57490","57492"
"37251","0.4731978801050893","0.3412905599287481","0.5942543891659801","57745","57745","57745","0.14733116631872284","0.062310016771387366","0.422563659391726","57744.2","57743","57745","0.7311136285077278","0.43996624453246397","0.955727434409416","57745","57745","57745","0.4992369501402704","0.24738622144162664","0.6859336247957653","57744.2","57743","57745"
"37501","0.5185013000935903","0.34707492035667903","0.6408128089484079","57998","57998","57998","0.14320270303068738","0.059383247195418244","0.4376262953044437","57997.2","57996","57998","0.7408018787463857","0.3958521603738925","0.9589231765308837","57998","57998","57998","0.5167448360911746","0.3318514848777915","0.703570844033051","57997.2","57996","57998"
"37751","0.5470748808135005","0.37525671422792634","0.8184478406464785","58251","58251","58251","0.12310569070457919","0.060980935128270485","0.22195512869752876","58250.2","58249","58251","0.7417755261343676","0.43368776272173054","0.9602266243631871","58251","58251","58251","0.559550446017075","0.42002912050250407","0.6591430468280575","58250.2","58249","58251"
"38001","0.5435917157269627","0.3331847522938362","0.7176404566872175","58504","58504","58504","0.16959572788200486","0.05243173305836418","0.403059183146029","58503.2","58502","58504","0.7852823233115829","0.4790188833750273","0.9583376146261015","58504","58504","58504","0.5650372743834271","0.4202325073118275","0.7542679739190032","58503.2","58502","58504"
"38251","0.5058567686656337","0.35867199319763876","0.641788589580154","58757","58757","58757","0.12866142774237735","0.06491247131942557","0.28960097814054125","58756.2","58755","58757","0.7667206604070348","0.5707652272323551","0.9859064133712906","58757","58757","58757","0.5947226653106992","0.35719188455142675","0.7413200056141317","58756.2","58755","58757"
"38501","0.5081065696348068","0.3311642533054166","0.6704826151070752","59010","59010","59010","0.143691692843008","0.047635039020448564","0.3555485519913107","59009.2","59008","59010","0.740230670555143","0.6115119856204483","0.9842915222860159","59010","59010","59010","0.6133350421166175","0.4133998451312374","0.7593594482551953","59009.2","59008","59010"
"38751","0.5258296866475733","0.3572911653257867","0.7440300865429327","59263","59263","59263","0.12979764337224847","0.055967375597721816","0.20499701516371854","59262.2","59261","59263","0.6641318933635015","0.3569467842110358","0.9344604527729499","59263","59263","59263","0.530595134038318","0.30014297735620354","0.6453098881542463","59262.2","59261","59263"
"39001","0.4702600146684984","0.37228308162898444","0.5981116313314448","59516","59516","59516","0.13094736518351777","0.06847752599803644","0.2270491041623836","59515.2","59514","59516","0.7203376217338001","0.5221601564685988","0.9646244556053395","59516","59516","59516","0.534133833078023","0.27090106523009894","0.7757709457722701","59515.2","59514","59516"
"39251","0.4608523532426811","0.31951790793687634","0.5885743730577778","59769","59769","59769","0.125667830746091","0.05181620640874747","0.3599794626001096","59768.2","59767","59769","0.7290041748986312","0.33755557895690697","0.9707779006526733","59769","59769","59769","0.6080844846635799","0.3938653391328453","0.7012981253944544","59768.2","59767","59769"
