"Step","Group: Danru_Complicate_cauchy - stage1/eval_r2_standard","Group: Danru_Complicate_cauchy - stage1/eval_r2_standard__MIN","Group: Danru_Complicate_cauchy - stage1/eval_r2_standard__MAX","Group: Danru_Complicate_gumbel - stage1/eval_r2_standard","Group: Danru_Complicate_gumbel - stage1/eval_r2_standard__MIN","Group: Danru_Complicate_gumbel - stage1/eval_r2_standard__MAX","Group: Danru_Complicate_gauss - stage1/eval_r2_standard","Group: Danru_Complicate_gauss - stage1/eval_r2_standard__MIN","Group: Danru_Complicate_gauss - stage1/eval_r2_standard__MAX","Group: Danru_Simple_cauchy - stage1/eval_r2_standard","Group: Danru_Simple_cauchy - stage1/eval_r2_standard__MIN","Group: Danru_Simple_cauchy - stage1/eval_r2_standard__MAX","Group: Danru_Simple_gumbel - stage1/eval_r2_standard","Group: Danru_Simple_gumbel - stage1/eval_r2_standard__MIN","Group: Danru_Simple_gumbel - stage1/eval_r2_standard__MAX","Group: Danru_Simple_gauss - stage1/eval_r2_standard","Group: Danru_Simple_gauss - stage1/eval_r2_standard__MIN","Group: Danru_Simple_gauss - stage1/eval_r2_standard__MAX"
"20042","-0.3175873309935642","-1.2578160834095082","0.2980188015275514","0.9258059091126348","0.9133933651067505","0.9502770560157563","0.9591351650369303","0.9477848746342306","0.9653914488257452","","","","","","","","",""
"20044","-0.3650324654311144","-1.7504689078367348","0.5852323531732558","0.9329274163231224","0.9151435678490923","0.9412124762142687","0.9426747227266745","0.9181243985818097","0.9724355615058491","0.14887816653634198","-0.9017684329249344","0.8104647154488148","0.8415095196999667","0.6162438780122739","0.9457908595709913","0.8883553568520866","0.6536993192678033","0.9936743830824154"
