"stage2/step","Group: VaDE_Simple_gumbel - stage2/mcc_pearson","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gumbel - _step","Group: VaDE_Simple_gumbel - _step__MIN","Group: VaDE_Simple_gumbel - _step__MAX","Group: Danru_Simple_gumbel - stage2/mcc_pearson","Group: Danru_Simple_gumbel - stage2/mcc_pearson__MIN","Group: Danru_Simple_gumbel - stage2/mcc_pearson__MAX","Group: Danru_Simple_gumbel - _step","Group: Danru_Simple_gumbel - _step__MIN","Group: Danru_Simple_gumbel - _step__MAX","Group: Ours_Simple_gumbel - stage2/mcc_pearson","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MIN","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MAX","Group: Ours_Simple_gumbel - _step","Group: Ours_Simple_gumbel - _step__MIN","Group: Ours_Simple_gumbel - _step__MAX"
"11251","0.5236376947037508","0.3804154644327535","0.676919642516082","21432","21432","21432","0.5276726340989117","0.2617418224240596","0.8559749511079128","31433","31433","31433","0.957491893101456","0.8016692067362227","0.9895135509796896","31433","31433","31433"
"11501","0.47875393863193966","0.3886367910321271","0.720595251827064","21685","21685","21685","0.5340514037253711","0.2342333544503168","0.8579230377742372","31686","31686","31686","0.9576197416214598","0.7966085093418253","0.989448410221078","31686","31686","31686"
"11751","0.4841426094514942","0.2812396129614594","0.722953455182768","21938","21938","21938","0.5423901181311985","0.2705122689324572","0.8726250716550821","31939","31939","31939","0.9577060642002031","0.8041899908017882","0.9884303142499032","31939","31939","31939"
"12001","0.4593643612288136","0.3701577865408798","0.5828865391729584","22191","22191","22191","0.5511128489605209","0.2595469934733285","0.8745982847937018","32192","32192","32192","0.957898845504852","0.8024367563801414","0.990253487846605","32192","32192","32192"
"12251","0.4867396696522207","0.27175673778002657","0.6517302252539917","22444","22444","22444","0.5532763362482657","0.25719575296945074","0.8814089629122369","32445","32445","32445","0.9576952642623168","0.8052538386252518","0.9888316295597117","32445","32445","32445"
"12501","0.5002239844078805","0.33858197308238297","0.6515082709313533","22697","22697","22697","0.5634608844361888","0.258450790652177","0.8908402936542138","32698","32698","32698","0.9583230193718946","0.802652780018602","0.9894869992267461","32698","32698","32698"
"12751","0.4597768492479715","0.326850973245914","0.6534575477541632","22950","22950","22950","0.5748733186842372","0.27184050586000613","0.8928413341866991","32951","32951","32951","0.9570700008138686","0.7946634488812219","0.9889321925710742","32951","32951","32951"
"13001","0.4574637578325332","0.31842938984324465","0.5854588504857446","23203","23203","23203","0.5864518268017113","0.27255869435537594","0.8927114622453632","33204","33204","33204","0.9580252531669349","0.802602110613889","0.9893367541534944","33204","33204","33204"
"13251","0.4512100063740296","0.37083781354949963","0.616643242114077","23456","23456","23456","0.5957391167950146","0.26679510274610235","0.9043195031239554","33457","33457","33457","0.9580181255030886","0.8107781848913028","0.9893420346877181","33457","33457","33457"
"13501","0.49494252126470306","0.3973031793477661","0.6491056537365189","23709","23709","23709","0.6018481163288422","0.2797274140572173","0.886602385255116","33710","33710","33710","0.9584018051244326","0.8093267548816653","0.9895452105308181","33710","33710","33710"
"13751","0.49322396700042664","0.40749286334099616","0.609693758742853","23962","23962","23962","0.6089041897335433","0.28805157693366384","0.8867853099729203","33963","33963","33963","0.9577545852626319","0.8050716761315484","0.989252132914246","33963","33963","33963"
"14001","0.443528312192411","0.16205381046730244","0.6838059756657363","24215","24215","24215","0.6180923671394518","0.3058461051485825","0.8922811733146335","34216","34216","34216","0.9581547629492772","0.8130807211720231","0.9889177373909974","34216","34216","34216"
"14251","0.4895747851172582","0.3660686446625929","0.5725921198865521","24468","24468","24468","0.6251124618268695","0.2982812782086973","0.893037391017674","34469","34469","34469","0.9575542278811954","0.8067336657386989","0.9881971241008866","34469","34469","34469"
"14501","0.4659486173863491","0.30355256688073995","0.6426330217111219","24721","24721","24721","0.6363210302484449","0.3215667333260776","0.899227054682187","34722","34722","34722","0.9579995710119196","0.8146941866598688","0.988771085555217","34722","34722","34722"
"14751","0.46666869695972296","0.338798017869363","0.6033849223857505","24974","24974","24974","0.6453993199906295","0.3259675467168012","0.8980364290716857","34975","34975","34975","0.958918660960857","0.816134836831479","0.9888651932973856","34975","34975","34975"
"15001","0.4971431583492912","0.37134900110645147","0.6771041404294476","25227","25227","25227","0.6545783729581205","0.3425580282628773","0.8963551608905543","35228","35228","35228","0.9595019861602456","0.8233170496080119","0.9886541658337017","35228","35228","35228"
"15251","0.47201871846504206","0.2950727266521521","0.7144290734951945","25480","25480","25480","0.6657113906059575","0.3476672099527649","0.8977675117958098","35481","35481","35481","0.9594431454610037","0.8199898379591549","0.9887029825955737","35481","35481","35481"
"15501","0.47496050097250875","0.34352377781934096","0.6464019918132778","25733","25733","25733","0.6785108105376179","0.35864553084540823","0.8952501082705","35734","35734","35734","0.9591708273627011","0.8241691009808685","0.9885814422149332","35734","35734","35734"
"15751","0.4920914908842894","0.35702405876540144","0.6377565837451648","25986","25986","25986","0.6901765236166215","0.3471858856123666","0.8955321992562553","35987","35987","35987","0.9599661151392773","0.8260545276475225","0.9887716891958269","35987","35987","35987"
"16001","0.49713408390955466","0.35434923958578196","0.5878235406705404","26239","26239","26239","0.703914555879275","0.3760115469021767","0.8931091652974223","36240","36240","36240","0.9589655884513706","0.820945980572431","0.9883153772935035","36240","36240","36240"
"16251","0.46326235570659235","0.2778570928520471","0.5700860457081552","26492","26492","26492","0.7180610497533119","0.36163855186161936","0.8935988749704173","36493","36493","36493","0.9585998496144296","0.8242126564388018","0.9890784788129534","36493","36493","36493"
"16501","0.41752534148463544","0.26274275747671805","0.5329815306833958","26745","26745","26745","0.7278813460129101","0.3893635706095693","0.8806634431532464","36746","36746","36746","0.9586294751659669","0.818381279201213","0.9884313111912771","36746","36746","36746"
"16751","0.5279872984979818","0.346442433361076","0.6173054980706865","26998","26998","26998","0.7388415343995798","0.3892274110160066","0.8875117550666153","36999","36999","36999","0.9582652182119803","0.8177674172931989","0.9893052450238317","36999","36999","36999"
"17001","0.42485594472368904","0.32309970555097406","0.6027928289232171","27251","27251","27251","0.7489987607363131","0.39985549935264997","0.892967253468965","37252","37252","37252","0.9596240286978522","0.8314889746912645","0.9889631718405578","37252","37252","37252"
"17251","0.4725846483061762","0.3218175898693298","0.5920973678931576","27504","27504","27504","0.7574875594074543","0.40939434626371224","0.8947406724163361","37505","37505","37505","0.9600332254894883","0.8322616095054062","0.9892146883577584","37505","37505","37505"
"17501","0.4666811743304768","0.3037718189278598","0.7003732234709141","27757","27757","27757","0.767696643795145","0.4281451258219578","0.8973505912942913","37758","37758","37758","0.9601241058439275","0.8350800802065638","0.9896465608308033","37758","37758","37758"
"17751","0.5074622514358056","0.34992048819052185","0.5925651023603374","28010","28010","28010","0.7776487503139135","0.44036296360398947","0.9013708227294059","38011","38011","38011","0.9594632841921085","0.8285903905564836","0.9895197656845399","38011","38011","38011"
"18001","0.4741098973328953","0.273890043019056","0.5984513162755737","28263","28263","28263","0.7795709437428201","0.44622573416175554","0.8966380561038697","38264","38264","38264","0.9600157325046752","0.8371033283333794","0.9885829991462979","38264","38264","38264"
"18251","0.4934594895270058","0.3453886319567279","0.626574667751869","28516","28516","28516","0.7843526990395858","0.4363247668500756","0.8989854848437719","38517","38517","38517","0.9600492989757651","0.8350964149939218","0.9888007591013159","38517","38517","38517"
"18501","0.42143654117951723","0.28805459706519193","0.5526814502255539","28769","28769","28769","0.7904779895931806","0.45027581202091344","0.896396422644151","38770","38770","38770","0.9605491017167225","0.8367244060772396","0.9892332609100011","38770","38770","38770"
"18751","0.46195544055571836","0.2661300394358943","0.6037454187965111","29022","29022","29022","0.7942071948226166","0.44801298565528186","0.8934703601509925","39023","39023","39023","0.9606394669533508","0.8398605782886217","0.9899211948440755","39023","39023","39023"
"19001","0.46599665203541585","0.2591215769977547","0.5884304314835568","29275","29275","29275","0.8001181370384925","0.4504675475075983","0.9010419154323516","39276","39276","39276","0.9616416360636155","0.8536113363371064","0.9891690064331001","39276","39276","39276"
"19251","0.488252423886952","0.36416828274941665","0.646659320305499","29528","29528","29528","0.8034449389607641","0.4589781923233707","0.9094378483411419","39529","39529","39529","0.9600226208867252","0.8369328600303851","0.9887068888389127","39529","39529","39529"
"19501","0.45482585027921135","0.26206972318054583","0.6332255183338646","29781","29781","29781","0.8082862806220688","0.46936637497162703","0.9194962674799706","39782","39782","39782","0.9618374435919282","0.8521437749334925","0.9887781954758964","39782","39782","39782"
"19751","0.4461164047600805","0.2810811565048943","0.5691737237594104","30034","30034","30034","0.8116855706566571","0.4875131596175115","0.9283634153376893","40035","40035","40035","0.9617502178005705","0.8524839775437901","0.9893174175677647","40035","40035","40035"
"20001","0.4586628003411188","0.3393015102264425","0.5671293945208323","30287","30287","30287","0.8175343868022018","0.48962701670495967","0.9304612817932526","40288","40288","40288","0.9618524649204655","0.850066402134703","0.9884834553716982","40288","40288","40288"
"20251","0.46903212222770413","0.2751576100610373","0.6373900596692474","30540","30540","30540","0.8217891506497349","0.5132265906368844","0.9362625856194896","40541","40541","40541","0.9625844582231569","0.8583349845527234","0.9892167956482498","40541","40541","40541"
"20501","0.4942001816618758","0.2857437333674681","0.7010243477665735","30793","30793","30793","0.8194629243472857","0.5226887270129071","0.9366451604579883","40794","40794","40794","0.9636800789089595","0.8645375610555878","0.9882989047025404","40794","40794","40794"
"20751","0.4983631653446885","0.23570656213650643","0.6686405144018069","31046","31046","31046","0.8242262778858418","0.5190399159589575","0.9442341370348176","41047","41047","41047","0.9631840368388216","0.8676204155177972","0.9891247476431184","41047","41047","41047"
"21001","0.487791279139106","0.3235831440740115","0.6458214004916907","31299","31299","31299","0.8258668504799698","0.5085163849424351","0.9486949095876254","41300","41300","41300","0.9623688804795238","0.8569020462349802","0.9888911859637503","41300","41300","41300"
"21251","0.4589511927419311","0.2576061111083234","0.6152118910945142","31552","31552","31552","0.830625650644375","0.5373881850713963","0.9516167462614303","41553","41553","41553","0.9634073851391717","0.8681292924951376","0.9890753279500277","41553","41553","41553"
"21501","0.47430199193342143","0.2620196748333081","0.6531950551860208","31805","31805","31805","0.8345137493585388","0.5392034881425244","0.9560747260975596","41806","41806","41806","0.9637574032685251","0.8672520696378223","0.989154716901111","41806","41806","41806"
"21751","0.48914614720919314","0.32419086610621084","0.6745233303905912","32058","32058","32058","0.8340553807953561","0.5404256042994074","0.9579475789751598","42059","42059","42059","0.9629396767466257","0.8663772888466951","0.9888878893444929","42059","42059","42059"
"22001","0.4987851538117856","0.3592238494140236","0.6074207650023954","32311","32311","32311","0.838442188654158","0.5303736109192951","0.9620059391171999","42312","42312","42312","0.9644883538081906","0.8763937573890622","0.9894029000267258","42312","42312","42312"
"22251","0.48661924486478847","0.26602570704445816","0.6094070850799379","32564","32564","32564","0.8389589288728834","0.5288677392206869","0.9626190052363092","42565","42565","42565","0.9647025228322634","0.8788349999616303","0.9893464410872452","42565","42565","42565"
"22501","0.4595026497212597","0.2508676333869732","0.6229594420810972","32817","32817","32817","0.839591807087141","0.5325629209098138","0.9656375182051241","42818","42818","42818","0.9635555329849549","0.8719283467608365","0.9893008329141305","42818","42818","42818"
"22751","0.470850098133803","0.27412598262931753","0.6004822632444923","33070","33070","33070","0.8415645862857968","0.5380797956449085","0.9668233389982923","43071","43071","43071","0.9643027481075974","0.875603881151036","0.9892063618702137","43071","43071","43071"
"23001","0.459651190153032","0.2689730796235869","0.6112539235516025","33323","33323","33323","0.8436545423527522","0.5333916729319941","0.9683425231310238","43324","43324","43324","0.963973944462212","0.8746498628028841","0.9895397847807782","43324","43324","43324"
"23251","0.4542556276256701","0.23242949601914695","0.6123578873872461","33576","33576","33576","0.8447056294397827","0.5282071580887695","0.9690880290417206","43577","43577","43577","0.9642813078474648","0.8801340841261024","0.9895279899150977","43577","43577","43577"
"23501","0.45250092891670424","0.31010978685633495","0.5944244691922417","33829","33829","33829","0.8479310385398632","0.5253847019966129","0.9721764699499126","43830","43830","43830","0.964703725622096","0.8792378462245171","0.9893733998618028","43830","43830","43830"
"23751","0.4947459514626152","0.20602439685180476","0.6338740485275133","34082","34082","34082","0.8472401563715692","0.5505248483916149","0.9715491216825337","44083","44083","44083","0.9651020836374148","0.8891303808379813","0.9893014546238907","44083","44083","44083"
"24001","0.4624970110446681","0.3475578908397164","0.5946756143575734","34335","34335","34335","0.8513635417871402","0.5540476789692174","0.9721947383903521","44336","44336","44336","0.9643384158077687","0.8826979849398023","0.9889309226537052","44336","44336","44336"
"24251","0.4517409797596108","0.31868295631032767","0.6685108657004216","34588","34588","34588","0.8490395781346274","0.5344940088680668","0.9739958257682663","44589","44589","44589","0.9666649936736043","0.8921556289560874","0.988824603853052","44589","44589","44589"
"24501","0.5013338074004249","0.17684570333761887","0.7013555398686835","34841","34841","34841","0.8497349877030294","0.5426195985849991","0.9726487264467908","44842","44842","44842","0.9655562402000122","0.8905111295386422","0.9893531144132175","44842","44842","44842"
"24751","0.46874840256894174","0.28513641133736606","0.6951137418785317","35094","35094","35094","0.8500629596750482","0.5203659019755721","0.9733721965926541","45095","45095","45095","0.9662402783977605","0.8979861481290746","0.9892363537667194","45095","45095","45095"
"25001","0.5089875314455105","0.3240378845948743","0.6814033502935355","35347","35347","35347","0.8523385856583477","0.5029555953922257","0.9741220481467785","45348","45348","45348","0.9673597025966675","0.9052845268204064","0.9891912492041154","45348","45348","45348"
"25251","0.5044727773159848","0.33643750023783614","0.6536922471171327","35600","35600","35600","0.8524439887081579","0.5103169189438227","0.9733523724417085","45601","45601","45601","0.9666976289932052","0.9055809129621061","0.9893456128373108","45601","45601","45601"
"25501","0.4457495521953597","0.16286581111961151","0.6292617250629281","35853","35853","35853","0.8517414591698665","0.502841927923649","0.9724689232152177","45854","45854","45854","0.9665295255670451","0.899719567528875","0.9893626007448967","45854","45854","45854"
"25751","0.4762734778507178","0.24934703530066746","0.5856638339966556","36106","36106","36106","0.8509453291819726","0.5028101577375538","0.9717615661525677","46107","46107","46107","0.967453573001616","0.9072232031003181","0.9899485222893912","46107","46107","46107"
"26001","0.49655154128579443","0.3094538186062343","0.6087843555542589","36359","36359","36359","0.8508579719946319","0.49412742472689913","0.9733538988156987","46360","46360","46360","0.9674478461757104","0.907448168700414","0.9900433487076863","46360","46360","46360"
"26251","0.4739117273826435","0.25380179565886846","0.6616443847944514","36612","36612","36612","0.8530579145122792","0.5097286284129853","0.9729872584920107","46613","46613","46613","0.9679161144793618","0.9137186149762514","0.9890360365122898","46613","46613","46613"
"26501","0.47694995189681383","0.2765786213037878","0.6286654365451734","36865","36865","36865","0.8520536167393884","0.5004288252226101","0.9726639575620751","46866","46866","46866","0.9687768704559199","0.9228922553180082","0.9894392073912553","46866","46866","46866"
"26751","0.5042050407821315","0.3961536009204467","0.675442825856365","37118","37118","37118","0.8515797317052399","0.48873532134375636","0.9720244534418438","47119","47119","47119","0.9692914008291602","0.926068089555689","0.990107199206466","47119","47119","47119"
"27001","0.47774552589839636","0.25991060146129724","0.5725227168163458","37371","37371","37371","0.8555285813056613","0.5027326387698717","0.9721632457436039","47372","47372","47372","0.970056714280917","0.9280136055577239","0.9895117465861718","47372","47372","47372"
"27251","0.5366573529187911","0.37386712790863813","0.6451479431655968","37624","37624","37624","0.8536867013293395","0.4968628595988074","0.9713303214380179","47625","47625","47625","0.9695342140548965","0.9285060276024963","0.9892887016288578","47625","47625","47625"
"27501","0.47457190753226053","0.33475054385892483","0.6084067270520251","37877","37877","37877","0.8522760465977719","0.4984397703979617","0.9719512428247638","47878","47878","47878","0.9690262140323949","0.9300392157895709","0.9894598312107199","47878","47878","47878"
"27751","0.47054319234786907","0.21654238454390065","0.6277234398628481","38130","38130","38130","0.8542352590510335","0.5031121190758587","0.9714272092517081","48131","48131","48131","0.9699121577816443","0.9339303114560645","0.9900493434032094","48131","48131","48131"
"28001","0.5172206959943132","0.24396074182419994","0.6134641301421221","38383","38383","38383","0.8561203781593514","0.50475181660812","0.9711087923328107","48384","48384","48384","0.9699514392483859","0.9374033068593891","0.9892874920483644","48384","48384","48384"
"28251","0.4961518838724174","0.2888627692646723","0.6939803263790781","38636","38636","38636","0.8576847825239943","0.5167189433383029","0.9718553493618693","48637","48637","48637","0.9702786790573519","0.9393636130781199","0.9894661603884197","48637","48637","48637"
"28501","0.47007093606052586","0.24522467220187483","0.6068916304780224","38889","38889","38889","0.8548209095183246","0.5124330543559944","0.9709211733659494","48890","48890","48890","0.9703849092622907","0.9390524451716148","0.9893678762836989","48890","48890","48890"
"28751","0.44033763747699234","0.23617583588106209","0.605817265281278","39142","39142","39142","0.8564812806542589","0.5222595286230186","0.970300554830925","49143","49143","49143","0.9708176875345336","0.940607022933984","0.9893444517481074","49143","49143","49143"
