"stage2/step","Group: VaDE_Simple_gumbel - stage2/mcc_pearson","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gumbel - _step","Group: VaDE_Simple_gumbel - _step__MIN","Group: VaDE_Simple_gumbel - _step__MAX","Group: Danru_Simple_gumbel - stage2/mcc_pearson","Group: Danru_Simple_gumbel - stage2/mcc_pearson__MIN","Group: Danru_Simple_gumbel - stage2/mcc_pearson__MAX","Group: Danru_Simple_gumbel - _step","Group: Danru_Simple_gumbel - _step__MIN","Group: Danru_Simple_gumbel - _step__MAX","Group: Ours_Simple_gumbel - stage2/mcc_pearson","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MIN","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MAX","Group: Ours_Simple_gumbel - _step","Group: Ours_Simple_gumbel - _step__MIN","Group: Ours_Simple_gumbel - _step__MAX"
"29001","0.46814431898165376","0.18440036542674254","0.7170878016613552","39395","39395","39395","0.8541297118679066","0.5106985290109608","0.9728631575430037","49396","49396","49396","0.9709910530137236","0.9411020290235949","0.9889795934423459","49396","49396","49396"
"29251","0.47959499046600607","0.34809238238935186","0.627306685045364","39648","39648","39648","0.85318803243784","0.505882316040104","0.9729780673793084","49649","49649","49649","0.97052530978881","0.939342963267196","0.9898123885206213","49649","49649","49649"
"29501","0.5210443594648952","0.34412173068750956","0.6406481266136627","39901","39901","39901","0.8535179347337458","0.5227898483059014","0.9720664249026679","49902","49902","49902","0.9715281206359586","0.943962520692498","0.9892905182301336","49902","49902","49902"
"29751","0.45430880054082917","0.21970757551244371","0.5497596007970674","40154","40154","40154","0.8541535825098434","0.5040924584438488","0.9709179683468894","50155","50155","50155","0.9727351847635253","0.9438486197853021","0.9891964061363309","50155","50155","50155"
"30001","0.4848012494983232","0.31615445886269505","0.6435022540839057","40407","40407","40407","0.8520961228433638","0.5110991760940028","0.9706574745099968","50408","50408","50408","0.9716064598316239","0.9430585570620608","0.9891981752381495","50408","50408","50408"
"30251","0.48965959429971323","0.30878809186374995","0.5848772294411783","40660","40660","40660","0.8564308541875765","0.5223246650476495","0.971795663326121","50661","50661","50661","0.9732585275885597","0.9482698279763883","0.9899756648498678","50661","50661","50661"
"30501","0.4808707233762294","0.33770960726273147","0.6143757044570058","40913","40913","40913","0.8561363020266892","0.5170351414065059","0.9702935892421966","50914","50914","50914","0.971963741171213","0.9410475690718375","0.9898470620562102","50914","50914","50914"
"30751","0.4625246424411694","0.16865553138359346","0.6155507864110207","41166","41166","41166","0.8551168089763832","0.5172057771735222","0.9727656253894335","51167","51167","51167","0.9727204291062849","0.939789352648781","0.9897683770193578","51167","51167","51167"
"31001","0.47778050026728247","0.15054382045916684","0.6027955489420499","41419","41419","41419","0.8526960838105409","0.5028763253449324","0.9701088308867223","51420","51420","51420","0.9730979669074372","0.944556461255399","0.9894961139301258","51420","51420","51420"
"31251","0.48759072681332166","0.2971697850755935","0.6246079228574377","41672","41672","41672","0.8554071451490829","0.5373654260222578","0.9707886404867203","51673","51673","51673","0.9729105841666685","0.9402437349469648","0.989467516620789","51673","51673","51673"
"31501","0.4695900786037823","0.2385465612330122","0.6126829308451568","41925","41925","41925","0.8575830635432613","0.5242933643864199","0.971170811886945","51926","51926","51926","0.9732263528059131","0.9442464449647491","0.9893126875957883","51926","51926","51926"
"31751","0.4784517950194983","0.25702061682342037","0.7096307088729249","42178","42178","42178","0.8569606305123024","0.5250683539568023","0.9719970252483549","52179","52179","52179","0.9734027600975977","0.9451331477454034","0.9895971592909749","52179","52179","52179"
"32001","0.4600350113100711","0.14198999525657338","0.6113246704178276","42431","42431","42431","0.8555349174318799","0.514443435128916","0.9711942113360544","52432","52432","52432","0.973301804832181","0.9428517195799886","0.9898516033126047","52432","52432","52432"
"32251","0.48518663787333766","0.308911809286043","0.5895730973516964","42684","42684","42684","0.8541518467198894","0.5252028074867489","0.9699002008339149","52685","52685","52685","0.9732730262562204","0.938856132328159","0.9898700132634408","52685","52685","52685"
"32501","0.4493800618152484","0.17433680866234666","0.6752448026704131","42937","42937","42937","0.8563728485722798","0.5343826788212688","0.9688484512872685","52938","52938","52938","0.973877216754158","0.9445151896071953","0.9899665578075393","52938","52938","52938"
"32751","0.49503939568546673","0.29340215626085714","0.717120556432907","43190","43190","43190","0.8542537125790725","0.5137541210813139","0.968151212548364","53191","53191","53191","0.9732603635255339","0.9440875646385197","0.9901015531944696","53191","53191","53191"
"33001","0.4364817646034093","0.1997034001831439","0.5899394557873522","43443","43443","43443","0.8525045596974238","0.5230069634946284","0.9699646336544369","53444","53444","53444","0.9737968129810701","0.9425474603605245","0.9895058900477173","53444","53444","53444"
"33251","0.43742164083371504","0.21914870942906253","0.5684659527905312","43696","43696","43696","0.8523564094880539","0.5242919048662715","0.9682016439304534","53697","53697","53697","0.9731559197284018","0.9394854530829795","0.9891641457442336","53697","53697","53697"
"33501","0.4849494105181587","0.28990021014613404","0.6537489133044404","43949","43949","43949","0.8546566856575725","0.5229236333438482","0.9681360223827274","53950","53950","53950","0.9731852540055878","0.9439947527569785","0.9895053751555509","53950","53950","53950"
"33751","0.48826631591067393","0.3580178148056685","0.6152625892518254","44202","44202","44202","0.8513656196025376","0.5243112208980871","0.9680163779478873","54203","54203","54203","0.9740055090076976","0.9423204742855189","0.9896473767037596","54203","54203","54203"
"34001","0.4418186281089521","0.1457115866519095","0.6349863312989573","44455","44455","44455","0.8556181502863218","0.5469170960345074","0.9669882428197428","54456","54456","54456","0.9735230565366131","0.9423540930810325","0.989509111065041","54456","54456","54456"
"34251","0.46339089171175163","0.37427381287427103","0.5521616865028548","44708","44708","44708","0.8504622497742031","0.526622032797493","0.9662283343902113","54709","54709","54709","0.9736271858710415","0.9392050183429029","0.9892245268951281","54709","54709","54709"
"34501","0.4790934557640303","0.22322175548225287","0.6902232939158205","44961","44961","44961","0.8533831074116556","0.5331827270422415","0.9662116482584998","54962","54962","54962","0.9743110374562838","0.9426448547191774","0.9900134836352213","54962","54962","54962"
"34751","0.5119011565635702","0.19602383493597597","0.6564218046524399","45214","45214","45214","0.8499451314670885","0.5309781453548252","0.9626804914042596","55215","55215","55215","0.9735453800269426","0.9372615933705744","0.9901281971892923","55215","55215","55215"
"35001","0.47502890133135545","0.2383603329093967","0.6909986019342345","45467","45467","45467","0.8502451854201334","0.5322584324506465","0.9622390309530862","55468","55468","55468","0.9740826243050934","0.9418874132201388","0.9893534431529677","55468","55468","55468"
"35251","0.5311918446824192","0.3377007471482943","0.7373376316740038","45720","45720","45720","0.8503476510355302","0.5347211484523208","0.9628454960089238","55721","55721","55721","0.9738584997122137","0.9413281095342255","0.989662695950195","55721","55721","55721"
"35501","0.4403436545849053","0.17897280168152627","0.5778912463847855","45973","45973","45973","0.8518140793495578","0.5509036107304345","0.9603378259134434","55974","55974","55974","0.9741842111224381","0.9435464820034999","0.9894164299093867","55974","55974","55974"
"35751","0.47229014510971634","0.24078035016787744","0.6795192657116842","46226","46226","46226","0.8512871811050466","0.5529224364203772","0.9589609764665697","56227","56227","56227","0.9738480570631344","0.9394101293694388","0.9896648319713893","56227","56227","56227"
"36001","0.4902844206028658","0.20350539324283234","0.697865037429414","46479","46479","46479","0.8497046776416312","0.5411423265417638","0.9589110177767312","56480","56480","56480","0.974120153289778","0.939431748301402","0.9902305952146174","56480","56480","56480"
"36251","0.4660620285524673","0.31907558133190417","0.5903649951698449","46732","46732","46732","0.8509117307496539","0.5510951096382701","0.9581668830965762","56733","56733","56733","0.9734060978483192","0.9359606942023282","0.9896114181026013","56733","56733","56733"
"36501","0.4611958395217967","0.22044657624705302","0.6346072106222714","46985","46985","46985","0.8455738332150775","0.5375117150017218","0.9543707443528938","56986","56986","56986","0.9741469309381593","0.9414246647916288","0.9897097005439431","56986","56986","56986"
"36751","0.4939731813129371","0.30489951752015826","0.6746827580464937","47238","47238","47238","0.8442376974362465","0.534027619155908","0.9548015245977747","57239","57239","57239","0.9745018190745357","0.9441466352293756","0.9903803241154611","57239","57239","57239"
"37001","0.4764062381813625","0.28152191568989593","0.5889739291679377","47491","47491","47491","0.8453153822333116","0.5431374531036989","0.9504353338760776","57492","57492","57492","0.9736348778692392","0.9364653289111508","0.9898902994376128","57492","57492","57492"
"37251","0.4479122514283283","0.18854670410532695","0.6058829191857622","47744","47744","47744","0.84413701515181","0.5574914222992301","0.9508038151242463","57745","57745","57745","0.973837941774524","0.9415097446903616","0.9895730500019924","57745","57745","57745"
"37501","0.45590230976031726","0.22674861211004563","0.5965193225700988","47997","47997","47997","0.844722922591387","0.5433855456667099","0.9453429872368311","57998","57998","57998","0.9743747467967522","0.9435807025064448","0.9894442708519767","57998","57998","57998"
"37751","0.4533304627170489","0.18314742000453896","0.6188916000649689","48250","48250","48250","0.8404070429976338","0.5327431183878927","0.9457386772035243","58251","58251","58251","0.9743636252213601","0.9452720152582393","0.989414876182015","58251","58251","58251"
"38001","0.4716275041144612","0.2907694112932566","0.6647632518052252","48503","48503","48503","0.8428749581529396","0.5493748704341993","0.9451228143500878","58504","58504","58504","0.9741041782791753","0.9387634161322539","0.9899110118154009","58504","58504","58504"
"38251","0.482584067483078","0.21287247041857996","0.5820828089413562","48756","48756","48756","0.840925693553428","0.5424692076247154","0.9410443247183776","58757","58757","58757","0.9745073442056962","0.93995115087997","0.989367861818074","58757","58757","58757"
"38501","0.43653491140214884","0.2559129157206443","0.5672382479543158","49009","49009","49009","0.843576623264099","0.5731700043391234","0.936680847302437","59010","59010","59010","0.9742250966126363","0.9385952591016685","0.9902862068865557","59010","59010","59010"
"38751","0.4944384035190531","0.30168626944560567","0.7138025189950482","49262","49262","49262","0.8434824711609412","0.547781079742436","0.9370610568040488","59263","59263","59263","0.9736248676801231","0.9383273500819772","0.9893529354707605","59263","59263","59263"
"39001","0.4611434073744336","0.14128599728668384","0.6736863662171281","49515","49515","49515","0.8413810221027477","0.5547377252460416","0.9350026525142887","59516","59516","59516","0.973669493984746","0.9390682062600887","0.9891183712231935","59516","59516","59516"
"39251","0.4609249684826307","0.24003725288576674","0.656132435005596","49768","49768","49768","0.8423840466909074","0.5600405589714917","0.9348320285674395","59769","59769","59769","0.9742932156629894","0.9410632298576799","0.9897886037123976","59769","59769","59769"
"39501","0.48095269872707663","0.3196055871754501","0.6373589338999587","50021","50021","50021","0.8395010342644964","0.5430021308391365","0.9392007845718012","60022","60022","60022","0.9744151092848531","0.9417314023061419","0.9894747785340651","60022","60022","60022"
"39751","0.42677349319271374","0.2094574671384145","0.5815776728598817","50274","50274","50274","0.8415063720393661","0.5613916307775028","0.9419994858155674","60275","60275","60275","0.9743520633657005","0.9405357271227247","0.9900227633892976","60275","60275","60275"
"40001","0.4582144078120421","0.13550882992124202","0.6916265399883027","50527","50527","50527","0.8396473254850807","0.5515691545039388","0.9393060660496232","60528","60528","60528","0.975177984253896","0.9442991620440098","0.9899394560801561","60528","60528","60528"
"40251","0.45955367471953534","0.26111957938632097","0.5935748639813196","50780","50780","50780","0.8384179954545354","0.5518675632994671","0.9411732047483016","60781","60781","60781","0.9746665934668366","0.9415833660037389","0.9898219314070621","60781","60781","60781"
"40501","0.4794859011614074","0.17907715357552553","0.6157544439144349","51033","51033","51033","0.8335304779284425","0.5274493434003747","0.9408023148724234","61034","61034","61034","0.9745269932662903","0.9430329040861389","0.9897256375860377","61034","61034","61034"
"40751","0.4276311067357689","0.2202644191888313","0.5724976835403831","51286","51286","51286","0.8358179386375733","0.5569770066703479","0.9413276883877736","61287","61287","61287","0.9752637981158505","0.9420615469376582","0.9897581374739265","61287","61287","61287"
"41001","0.4240462137468156","0.21672913097526467","0.5591998150891583","51539","51539","51539","0.8330445630034344","0.5483019393080107","0.9381902513325091","61540","61540","61540","0.9738956274211779","0.9372479342868664","0.9900600207829567","61540","61540","61540"
"41251","0.47141147855393645","0.22837598529915845","0.6330775190441718","51792","51792","51792","0.8317730503977824","0.534691811221576","0.9355398848822382","61793","61793","61793","0.9747035160714315","0.9415143887020347","0.9900056357178606","61793","61793","61793"
"41501","0.4797606288997239","0.2572661106357035","0.6920380850762733","52045","52045","52045","0.8313339916523057","0.5505092466533963","0.9351401445118303","62046","62046","62046","0.9742954392998522","0.9401419124406697","0.9902702693590545","62046","62046","62046"
"41751","0.4415945935885087","0.15088004603171237","0.5898539574757012","52298","52298","52298","0.8317777902899273","0.5630478347439934","0.9350244900762852","62299","62299","62299","0.9737957580179643","0.9398855451635332","0.9896652903659778","62299","62299","62299"
"42001","0.43779880663300325","0.22256307674169942","0.6729574041831864","52551","52551","52551","0.8301380318387948","0.5447939052054491","0.9344570091412715","62552","62552","62552","0.9745380252600221","0.943739391188985","0.9895663002888623","62552","62552","62552"
"42251","0.48191236075065935","0.1948075752281606","0.7004289902979429","52804","52804","52804","0.8272315944622705","0.553744148015319","0.9354839395259349","62805","62805","62805","0.9740894742593282","0.9425521921834014","0.9898592969217394","62805","62805","62805"
"42501","0.4711177543898546","0.2443221111148833","0.6670444340301875","53057","53057","53057","0.8300400180405729","0.5641371258640825","0.9367452103839771","63058","63058","63058","0.9742612340861644","0.938020339756894","0.9903086831622598","63058","63058","63058"
"42751","0.47689214582671446","0.27984172304013116","0.6811217897361286","53310","53310","53310","0.8268953276206371","0.5520057279109555","0.9424700029188399","63311","63311","63311","0.9745690073335117","0.9431162768785181","0.9902724916903903","63311","63311","63311"
"43001","0.46306472340326366","0.25086584492879355","0.6452579260523184","53563","53563","53563","0.8230484229331265","0.5396658075474106","0.9330187553408361","63564","63564","63564","0.9751243499343515","0.9417010416526689","0.9901064637807505","63564","63564","63564"
"43251","0.4076565884438817","0.23866941051325044","0.5277912426575748","53816","53816","53816","0.8235474685490749","0.5510795325538961","0.9389171081773299","63817","63817","63817","0.9744568154700302","0.9406219311392062","0.9901154671847756","63817","63817","63817"
"43501","0.48866838516417915","0.1933457159764219","0.6396113112045302","54069","54069","54069","0.8240829678272356","0.5547875916632817","0.9402054957142258","64070","64070","64070","0.9745010689257647","0.9430200024209375","0.9893567030579549","64070","64070","64070"
"43751","0.44188845235757174","0.2668686789035107","0.6520886287522438","54322","54322","54322","0.8182061847151987","0.5342985031746216","0.9382817496567633","64323","64323","64323","0.9747153299523449","0.9413665240566543","0.990408611024877","64323","64323","64323"
"44001","0.42869573072487166","0.20476483721236138","0.526426305381415","54575","54575","54575","0.8194047823553803","0.5377409313026615","0.9360320948068113","64576","64576","64576","0.9745164519104984","0.9451278730152867","0.9896785384960438","64576","64576","64576"
"44251","0.4487907808298638","0.22039422780699816","0.5928039014823321","54828","54828","54828","0.8208055581913258","0.5643793598425432","0.9378473732754741","64829","64829","64829","0.9749550619002925","0.947094990346352","0.9897334638722665","64829","64829","64829"
"44501","0.45362630766079726","0.24999504045407117","0.6694891858992861","55081","55081","55081","0.8155008270158308","0.5217490201146805","0.9379803907951576","65082","65082","65082","0.9747598540487589","0.9443312180500048","0.9905354677565074","65082","65082","65082"
"44751","0.4519585702791093","0.19432920520448763","0.6428389328259376","55334","55334","55334","0.8148454784316753","0.536481148216448","0.9368501442619864","65335","65335","65335","0.9748081519493429","0.9408618521336392","0.9897803970259896","65335","65335","65335"
"45001","0.41492637280917133","0.11103678651761857","0.6104143403675033","55587","55587","55587","0.8175442904043411","0.5639157556829991","0.9388933170104162","65588","65588","65588","0.9747463424946112","0.9411916802780215","0.9896983744083792","65588","65588","65588"
"45251","0.4294793425017849","0.18681196396624491","0.6384936787797797","55840","55840","55840","0.8125712124165674","0.561211599885088","0.9147527485822521","65841","65841","65841","0.9751526431942356","0.9401487126844167","0.9894471376742601","65841","65841","65841"
"45501","0.44436458221285724","0.27091443683785243","0.6533269900738204","56093","56093","56093","0.8083442942285701","0.5338414371717607","0.9172051606057989","66094","66094","66094","0.974398122333152","0.9427506127197187","0.9900290503015983","66094","66094","66094"
"45751","0.4520460079881442","0.28762328808979815","0.6378305088841653","56346","56346","56346","0.8088701791952001","0.541878666196554","0.9250974273053437","66347","66347","66347","0.9744900912901755","0.9401452987896487","0.9895184981743829","66347","66347","66347"
"46001","0.48805649543200913","0.32844031548164004","0.6093588235989499","56599","56599","56599","0.8056183325505856","0.5420161932308941","0.9212835317663619","66600","66600","66600","0.9749221033887778","0.9435965739063555","0.990198986669153","66600","66600","66600"
"46251","0.4616324931282348","0.17013434169664102","0.638860547901637","56852","56852","56852","0.805966687239839","0.541209484344003","0.923077532743538","66853","66853","66853","0.9743828639155938","0.938930851397774","0.9901839903875723","66853","66853","66853"
"46501","0.44544696548240337","0.17497793004368753","0.6328132446651781","57105","57105","57105","0.8037189078702763","0.5351685444676169","0.9236330570404249","67106","67106","67106","0.9749355665875188","0.9408734519945856","0.9896799767518596","67106","67106","67106"
"46751","0.45218286726459034","0.16589638227051615","0.669113086178362","57358","57358","57358","0.8060402445629882","0.5490715884599772","0.9307466030852906","67359","67359","67359","0.9751216309177841","0.9428836618978064","0.9899583259805004","67359","67359","67359"
"47001","0.4987420540704939","0.3267874974608606","0.6807734065215941","57611","57611","57611","0.8013429763170189","0.5270238319632449","0.9315649700898373","67612","67612","67612","0.9741088212198775","0.9390673605410624","0.9891107015232942","67612","67612","67612"
"47251","0.46071535320790524","0.18002782218662086","0.5980815401639229","57864","57864","57864","0.8006393214434873","0.5257413443755835","0.9340348566378194","67865","67865","67865","0.974511022953469","0.9413627933637714","0.9896387453601722","67865","67865","67865"
"47501","0.45613609971186203","0.3338021211663305","0.5026065708195347","58117","58117","58117","0.799890596543839","0.5223101825665144","0.9370939758730046","68118","68118","68118","0.9747046954958163","0.9434091019791829","0.989792665343692","68118","68118","68118"
"47751","0.45885425189141527","0.20566890285970207","0.5854457639175931","58370","58370","58370","0.7967256674173606","0.5198653320540085","0.9359587990141142","68371","68371","68371","0.9747468218366011","0.9437052080663321","0.9901096113527501","68371","68371","68371"
"48001","0.4331443805527274","0.2369600454313828","0.601976105315138","58623","58623","58623","0.7956454501301835","0.5129640684255484","0.9318590945195219","68624","68624","68624","0.9738201560290545","0.9370479052144666","0.9903755996078645","68624","68624","68624"
"48251","0.4807232043159022","0.23177229970580324","0.5967145506504999","58876","58876","58876","0.7961188680889697","0.5177763935256406","0.9407700953291408","68877","68877","68877","0.9742913761325938","0.9409518062171779","0.9887228191936644","68877","68877","68877"
"48501","0.449637298069719","0.1141109411424977","0.6746581980786396","59129","59129","59129","0.7954944518513656","0.5372135456066861","0.9406447393205323","69130","69130","69130","0.9747037935344107","0.9423381597459976","0.9892858932211223","69130","69130","69130"
"48751","0.48349597140893846","0.2523678851634192","0.568850439395074","59382","59382","59382","0.7908579806580713","0.5100681476132336","0.9420871502324187","69383","69383","69383","0.974361319102856","0.9379454377030441","0.9910588993793447","69383","69383","69383"
"49001","0.44850256575079916","0.23369589058935425","0.581490796428301","59635","59635","59635","0.790507453854898","0.5117108038844358","0.942710728294998","69636","69636","69636","0.9747612510706803","0.9444265458964102","0.989688170372084","69636","69636","69636"
"49251","0.465593123720522","0.21298775660953514","0.6776197289771867","59888","59888","59888","0.7904921837737711","0.5269725918188426","0.939804305604541","69889","69889","69889","0.9743093296604984","0.9423864558685734","0.9897365899834861","69889","69889","69889"
"49501","0.4512079170961846","0.21295166012753589","0.7363172784058477","60141","60141","60141","0.7846827441720168","0.5026660041219478","0.9407883807831205","70142","70142","70142","0.9745139971398562","0.9390835907580799","0.9896429132937204","70142","70142","70142"
"49751","0.42483561075726317","0.22403607073598095","0.6596329834888496","60394","60394","60394","0.7851589977709614","0.5136385377792977","0.9409662473443411","70395","70395","70395","0.9738940141814171","0.9379429435148129","0.9895788680211016","70395","70395","70395"
"50001","0.472547098471198","0.2458834923123504","0.6380226059402769","60647","60647","60647","0.7868375847655082","0.5212188174622","0.9426187207638508","70648","70648","70648","0.9751621435688136","0.9444204406714141","0.9901971808634159","70648","70648","70648"
"50251","0.43899550472304066","0.24649426603846733","0.640118190022281","60900","60900","60900","0.7838002689702185","0.5275059355715277","0.9400882080911068","70901","70901","70901","0.9736920515592367","0.9408505404281148","0.9904216592016359","70901","70901","70901"
"50501","0.48112514442826526","0.3006333970418928","0.6249955098623027","61153","61153","61153","0.7826680499260545","0.5291265836837425","0.9381522775122942","71154","71154","71154","0.9738114740864349","0.933491469206143","0.9892173517149025","71154","71154","71154"
"50751","0.4281201756069809","0.21657190499269427","0.6881807810971899","61406","61406","61406","0.7817445065618008","0.5180939390305167","0.9416480004023663","71407","71407","71407","0.9747569310715856","0.9419490723906029","0.9896804374387607","71407","71407","71407"
"51001","0.4543434984206714","0.1428625647552114","0.6103484754476325","61659","61659","61659","0.7797964092508451","0.5252412798110763","0.9405528879906228","71660","71660","71660","0.9746627437828751","0.9411516186395114","0.989798290128363","71660","71660","71660"
"51251","0.4355943435936692","0.14439348241459649","0.6052748896843743","61912","61912","61912","0.7792871369537033","0.52008575596754","0.9448277049186401","71913","71913","71913","0.975027368783419","0.943302634679373","0.9899677972866642","71913","71913","71913"
"51501","0.4429262953953551","0.15374067317495865","0.6000201084203679","62165","62165","62165","0.7767746481608132","0.5190608244532608","0.9412450720439794","72166","72166","72166","0.9753090146203618","0.9442506033211785","0.9896526897750729","72166","72166","72166"
"51751","0.45384579010159865","0.14065759213035278","0.6524611698659228","62418","62418","62418","0.7785729166656595","0.5351326834924106","0.94441734273904","72419","72419","72419","0.9746046832081895","0.943586772250514","0.9908503848091977","72419","72419","72419"
"52001","0.46238039919039914","0.1597103155350924","0.6236297513602526","62671","62671","62671","0.7735531100440388","0.5260282175063686","0.9169234545269455","72672","72672","72672","0.9742621942847665","0.9435612566228867","0.9887142227133922","72672","72672","72672"
"52251","0.42571597148105755","0.15943023533509343","0.6531890069947194","62924","62924","62924","0.7732085164760665","0.5329252140399942","0.9162587846914075","72925","72925","72925","0.9745733189668029","0.9444920381942724","0.9895361323011017","72925","72925","72925"
"52501","0.4655399790418516","0.1727933210883773","0.6480222276840087","63177","63177","63177","0.7745514466444605","0.5320422998299105","0.9216237911444027","73178","73178","73178","0.9744851325306818","0.9414933408914097","0.9895403349421344","73178","73178","73178"
"52751","0.46464148836738833","0.28463218858028555","0.6117932413517378","63430","63430","63430","0.7711774975598337","0.5321474214020173","0.9133973120484334","73431","73431","73431","0.9747568027502936","0.9388143402519176","0.9893483633864767","73431","73431","73431"
"53001","0.45234594636648956","0.18004291382267812","0.5791446593253183","63683","63683","63683","0.7713353707089146","0.5284361212285139","0.9190633262250435","73684","73684","73684","0.9749276762823978","0.9430309828784199","0.9890945143079062","73684","73684","73684"
"53251","0.4363915452270022","0.09967240223662505","0.6879095368378779","63936","63936","63936","0.7689588649839856","0.5257840561604886","0.9286924832930409","73937","73937","73937","0.9750248410527418","0.9410272603813871","0.9896187278107846","73937","73937","73937"
"53501","0.4537980696356757","0.1926510566821514","0.6211399964531147","64189","64189","64189","0.76647382092325","0.5214900751907194","0.9205745072306617","74190","74190","74190","0.974623064746789","0.9380034105022078","0.9895763598768036","74190","74190","74190"
"53751","0.46126854340608736","0.18139838038850342","0.6174259525118817","64442","64442","64442","0.7691599142882577","0.5472211929772175","0.9256045933587888","74443","74443","74443","0.9747308748937638","0.9420665231521346","0.9902242274897995","74443","74443","74443"
"54001","0.39672053551183784","0.09874362645502632","0.5188348628617017","64695","64695","64695","0.7684622060296403","0.5418023273006596","0.9299751448126837","74696","74696","74696","0.9745023037020426","0.9404253867137925","0.9904354180012716","74696","74696","74696"
"54251","0.45948258056432","0.19589531776762534","0.7386284573008127","64948","64948","64948","0.7664354562050034","0.5154550675651057","0.9330416519672403","74949","74949","74949","0.9745339850337089","0.942451393978787","0.989160383766334","74949","74949","74949"
"54501","0.44692720284081205","0.1814693530771084","0.5573344704687108","65201","65201","65201","0.7663199325230845","0.5240500796453502","0.9337244395560704","75202","75202","75202","0.9746196719803827","0.9402881989818949","0.9892244796001792","75202","75202","75202"
"54751","0.4454270916179455","0.15759487502400063","0.6025459319147782","65454","65454","65454","0.763293845054563","0.522005951533392","0.9377032969539801","75455","75455","75455","0.9748722668436522","0.9434193295813426","0.9896594552658411","75455","75455","75455"
"55001","0.45327755782347856","0.2837006494814531","0.5727826239042048","65707","65707","65707","0.7663676156377142","0.5495507141568252","0.9356767561791365","75708","75708","75708","0.9751593884594565","0.9451608764109136","0.9902075508442553","75708","75708","75708"
"55251","0.4522301147401467","0.2080265715985553","0.6704344204307192","65960","65960","65960","0.763958303927524","0.5448730011801","0.9345049057140747","75961","75961","75961","0.9744488268131978","0.9430249164300585","0.989673638581413","75961","75961","75961"
"55501","0.41511278258863615","0.14766121054752476","0.5684566502486822","66213","66213","66213","0.7629108506273775","0.534212090119088","0.9370827263175574","76214","76214","76214","0.9738255182866341","0.9370522397805542","0.989546496259981","76214","76214","76214"
"55751","0.44793464686665496","0.18027829296417594","0.6604283819934502","66466","66466","66466","0.7594939429910784","0.5315361163184829","0.9299007705067112","76467","76467","76467","0.9747936329913379","0.9440770110885386","0.9895293144844336","76467","76467","76467"
"56001","0.4007961502651208","0.13999002735401614","0.680318050600936","66719","66719","66719","0.7622599757546764","0.5276368410640143","0.9302959246054227","76720","76720","76720","0.9751102159994686","0.9465559036588621","0.9900438751005541","76720","76720","76720"
"56251","0.4423788876934774","0.1689634138723577","0.6105910784204247","66972","66972","66972","0.7594501772450235","0.5256975380790503","0.932783245131379","76973","76973","76973","0.9745393876327565","0.9412295998072704","0.9895298716271125","76973","76973","76973"
"56501","0.4556778501731146","0.2226841525907953","0.6532286174598243","67225","67225","67225","0.7598537827239845","0.5424671866480137","0.9306605508978901","77226","77226","77226","0.9746909644997599","0.9421042385725222","0.9898471700838454","77226","77226","77226"
"56751","0.42481865956691356","0.19555105599729425","0.6545236937284465","67478","67478","67478","0.7593348478762021","0.5320724411158091","0.9350708401078899","77479","77479","77479","0.9742154826000038","0.9403735321978001","0.990249799787593","77479","77479","77479"
"57001","0.42818939904016523","0.19538063259431684","0.5398546129187857","67731","67731","67731","0.7566647667401838","0.5243919222025726","0.938914178303587","77732","77732","77732","0.9751793570067855","0.944744469482616","0.9895997978208424","77732","77732","77732"
"57251","0.43950891423137073","0.17859129038332824","0.6488456130080352","67984","67984","67984","0.7544315656836635","0.5184196808847241","0.9404785477231646","77985","77985","77985","0.9745633677610069","0.9410970093538253","0.9895693367420938","77985","77985","77985"
"57501","0.43969680245167975","0.1874276618098374","0.5907026694218424","68237","68237","68237","0.7559832728172847","0.5255237802046309","0.939204621317292","78238","78238","78238","0.9748200487578735","0.9439928729420912","0.9895126799786272","78238","78238","78238"
"57751","0.4278721093905637","0.22964419829222196","0.6383416017003872","68490","68490","68490","0.7549034594912969","0.5344447251759589","0.9421574100088987","78491","78491","78491","0.9745113374086273","0.9390062834739815","0.9898798122414364","78491","78491","78491"
"58001","0.45834608419523376","0.12490461982056694","0.6063083710715195","68743","68743","68743","0.7523307147261125","0.521470388350542","0.9431940249783284","78744","78744","78744","0.9751772056290022","0.943192572498206","0.9903336324975899","78744","78744","78744"
"58251","0.41488799608004606","0.11420770824654569","0.6139938213101189","68996","68996","68996","0.7526206552402053","0.5233555074379863","0.9414408814370695","78997","78997","78997","0.9745743049545619","0.9420109815089527","0.9897469875032899","78997","78997","78997"
"58501","0.4161870881146341","0.19381653094855822","0.6309469306369676","69249","69249","69249","0.7505956936997664","0.5229176113717076","0.9408420511337111","79250","79250","79250","0.9738021549353221","0.9388994371025466","0.9897651515707463","79250","79250","79250"
"58751","0.4105122353580379","0.25837123978211407","0.5088058049505692","69502","69502","69502","0.751039348863836","0.5219794397885815","0.9423605915953465","79503","79503","79503","0.9746100053445496","0.9410474119995899","0.9892116144234994","79503","79503","79503"
