"stage2/step","Group: VaDE_Complicate_gumbel - stage2/mcc_spearman","Group: VaDE_Complicate_gumbel - stage2/mcc_spearman__MIN","Group: VaDE_Complicate_gumbel - stage2/mcc_spearman__MAX","Group: VaDE_Complicate_gumbel - _step","Group: VaDE_Complicate_gumbel - _step__MIN","Group: VaDE_Complicate_gumbel - _step__MAX","Group: Danru_Complicate_gumbel - stage2/mcc_spearman","Group: Danru_Complicate_gumbel - stage2/mcc_spearman__MIN","Group: Danru_Complicate_gumbel - stage2/mcc_spearman__MAX","Group: Danru_Complicate_gumbel - _step","Group: Danru_Complicate_gumbel - _step__MIN","Group: Danru_Complicate_gumbel - _step__MAX","Group: Ours_Complicate_gumbel - stage2/mcc_spearman","Group: Ours_Complicate_gumbel - stage2/mcc_spearman__MIN","Group: Ours_Complicate_gumbel - stage2/mcc_spearman__MAX","Group: Ours_Complicate_gumbel - _step","Group: Ours_Complicate_gumbel - _step__MIN","Group: Ours_Complicate_gumbel - _step__MAX"
"24501","0.15369860739610477","0.10069883791333374","0.26620712998265245","34841","34841","34841","0.6397617045940048","0.5476677183411585","0.7209890502543231","44841.4","44840","44842","0.8046269353324149","0.6473474052529604","0.853366657861943","44841.2","44840","44842"
"24751","0.15202245274697657","0.09493124120352178","0.2575289434324333","35094","35094","35094","0.6320282785104196","0.4706936784955282","0.7236914341096217","45094.4","45093","45095","0.805410721838494","0.6385744985737409","0.853432582853008","45094.2","45093","45095"
"25001","0.15193541060890312","0.08919360656004245","0.21461479200253644","35347","35347","35347","0.6336010881412155","0.4768842807814945","0.7251126266871394","45347.4","45346","45348","0.8044355409494255","0.6441381255513422","0.8539145865646554","45347.2","45346","45348"
"25251","0.1505344956665311","0.08466745667530187","0.22799320963258962","35600","35600","35600","0.633512797196719","0.4720470211188239","0.7191536612492143","45600.4","45599","45601","0.8060073004556593","0.6459487012734755","0.8550075246998434","45600.2","45599","45601"
"25501","0.14642392589353817","0.09491250546017334","0.21386542180179138","35853","35853","35853","0.6356295076767767","0.46861884114092456","0.7252831037813834","45853.4","45852","45854","0.8073288399639651","0.645893104922728","0.854735969876568","45853.2","45852","45854"
"25751","0.15785022957528877","0.09442591254999691","0.23991671144495313","36106","36106","36106","0.6354971067245356","0.4776444326532351","0.7192375181718592","46106.4","46105","46107","0.8076625288491079","0.6467235780729735","0.8556779541233535","46106.2","46105","46107"
"26001","0.15168417071590976","0.09638094040007314","0.22290284283521222","36359","36359","36359","0.6273584989016484","0.47550729777844636","0.7222160241898723","46359.4","46358","46360","0.8078358715259283","0.6477854857608948","0.8546944914793023","46359.2","46358","46360"
"26251","0.15533359969467886","0.12208957420440289","0.22669953872621096","36612","36612","36612","0.6206359543067101","0.46206246269619744","0.7202941199981068","46612.4","46611","46613","0.8093477313191428","0.6471993399544823","0.8576979016827254","46612.2","46611","46613"
"26501","0.1568371799039344","0.09458800572341729","0.23051844592344958","36865","36865","36865","0.6212365607590284","0.4707354458200018","0.7161495462113348","46865.4","46864","46866","0.8092287021758369","0.6488629507602812","0.8575477273931223","46865.2","46864","46866"
"26751","0.15198268506337625","0.09525959506511235","0.23940873768365697","37118","37118","37118","0.6219719705896598","0.4700763632359554","0.7135142673045698","47118.4","47117","47119","0.8091071071555402","0.6536206910225929","0.8582217945900308","47118.2","47117","47119"
"27001","0.13415134608426554","0.09845829380859529","0.21565103464523722","37371","37371","37371","0.6209531142963156","0.4764036408112268","0.7084784106791282","47371.4","47370","47372","0.8111754541891083","0.6568376012155136","0.8596790911473994","47371.2","47370","47372"
"27251","0.16684397296351858","0.10938620636074452","0.23036418958646424","37624","37624","37624","0.6219069137655661","0.480161487726037","0.7090053906215735","47624.4","47623","47625","0.8115087199095683","0.6582592142902322","0.8581807051725345","47624.2","47623","47625"
"27501","0.16398710966061927","0.08051822408128992","0.24382507461281375","37877","37877","37877","0.6209677374951961","0.46776047803969345","0.7060447563491076","47877.4","47876","47878","0.8118642831777245","0.6561896879248199","0.8594302271714284","47877.2","47876","47878"
"27751","0.1488738655514197","0.0966436354560168","0.24100089873369207","38130","38130","38130","0.6211115683271065","0.489257517483997","0.706576917805304","48130.4","48129","48131","0.8115898628309977","0.652907747565336","0.8610595850115219","48130.2","48129","48131"
"28001","0.1459044017639687","0.09833887628314326","0.2378955752184937","38383","38383","38383","0.6185903178533884","0.47742850021730243","0.6966392807450751","48383.4","48382","48384","0.8116171798032173","0.6562365113088064","0.8577150036965348","48383.2","48382","48384"
"28251","0.14657291982813592","0.0855856168929313","0.2388846072516632","38636","38636","38636","0.6177190989359744","0.4854446646050826","0.689175713884062","48636.4","48635","48637","0.8120923386024164","0.6619244816666229","0.8592380636116204","48636.2","48635","48637"
"28501","0.15992708058132651","0.08614739556787213","0.2761603554111292","38889","38889","38889","0.6199229342800537","0.4790846508003396","0.6897189621192827","48889.4","48888","48890","0.8125640810359203","0.657915185023368","0.8591414115760028","48889.2","48888","48890"
"28751","0.14532133634325317","0.09096287987856139","0.21719606230568372","39142","39142","39142","0.6207395709092042","0.4962632199665363","0.6841560399599964","49142.4","49141","49143","0.8142955728408048","0.6617004136411687","0.8586789133860215","49142.2","49141","49143"
"29001","0.16742105061064294","0.11165747030699573","0.25240698473656653","39395","39395","39395","0.6210601277356061","0.5006948542928475","0.6818375825885334","49395.4","49394","49396","0.8143696595732726","0.663559641993335","0.8612151895648399","49395.2","49394","49396"
"29251","0.13966654415267926","0.08446846420476481","0.2533197951223535","39648","39648","39648","0.6197643190574488","0.508247991330015","0.6777781948663778","49648.4","49647","49649","0.815185991806968","0.6675352957815492","0.8610650685672671","49648.2","49647","49649"
"29501","0.1631232041793253","0.10572230964146509","0.22612522450328032","39901","39901","39901","0.6206655593928855","0.5064205757632138","0.6844425646481428","49901.4","49900","49902","0.8159566367822165","0.6715232282832014","0.8586633234333183","49901.2","49900","49902"
"29751","0.15753187588307488","0.10313876335342727","0.2157255182972281","40154","40154","40154","0.6203514849710128","0.5132036159886725","0.6977526465727315","50154.4","50153","50155","0.8156571433562003","0.669579643181333","0.8593699923393012","50154.2","50153","50155"
"30001","0.16062701413602973","0.08986329186670598","0.23440176962597498","40407","40407","40407","0.6123993178152234","0.5108429325242735","0.6663418977619929","50407.4","50406","50408","0.8160943688478248","0.6692837207372802","0.8604133617425171","50407.2","50406","50408"
"30251","0.16774051150032795","0.10722133546088852","0.2375203194556946","40660","40660","40660","0.6097404056483244","0.5029216900277194","0.6635490940807681","50660.4","50659","50661","0.8160151804854552","0.6737392439482732","0.8610835747888217","50660.2","50659","50661"
"30501","0.16554000149074782","0.09959243021168326","0.27542196718749895","40913","40913","40913","0.6105535435772758","0.5132948760451461","0.6593188436155777","50913.4","50912","50914","0.8168033649475548","0.6717849991342156","0.8608737652770116","50913.2","50912","50914"
"30751","0.17072292034420206","0.08737605360728258","0.23648788439921317","41166","41166","41166","0.6081969232981939","0.5128849784446261","0.65745468311626","51166.4","51165","51167","0.816695490870638","0.6777856234444023","0.8614036691911142","51166.2","51165","51167"
"31001","0.16873795601984573","0.09518521255414084","0.26726238036150496","41419","41419","41419","0.5947272490600561","0.5205744394705174","0.65441212598032","51419.4","51418","51420","0.8162245024601361","0.6738862753874805","0.8610755977083222","51419.2","51418","51420"
"31251","0.15535443220011178","0.07543021249053153","0.22315934189386902","41672","41672","41672","0.5950061619224916","0.5075499812738685","0.6578728354122283","51672.4","51671","51673","0.8179077423271727","0.6805701917467949","0.8601418287919488","51672.2","51671","51673"
"31501","0.1637155417999896","0.10397385630284262","0.23443260294948548","41925","41925","41925","0.5944732570832274","0.5122241475893541","0.6574850104109498","51925.4","51924","51926","0.8181798896669019","0.6825359499242765","0.8615543359767861","51925.2","51924","51926"
"31751","0.16173741416057558","0.0935388567934984","0.27617414829852494","42178","42178","42178","0.5929487545053233","0.5186867707514502","0.6641017287036943","52178.4","52177","52179","0.8183784446547563","0.6802477618333461","0.8627495909520831","52178.2","52177","52179"
"32001","0.16606427796083176","0.10896561513398398","0.24478256726567368","42431","42431","42431","0.5951202865362079","0.5191507675051911","0.6780418945426694","52431.4","52430","52432","0.8198811816012963","0.683726017802077","0.8626648006356668","52431.2","52430","52432"
"32251","0.15788189995063054","0.10309151785372168","0.21437518220497362","42684","42684","42684","0.5936270256466428","0.5273738918519271","0.6839743415889926","52684.4","52683","52685","0.8190550045746608","0.6840847064885939","0.8600995780931158","52684.2","52683","52685"
"32501","0.15172756042617844","0.09338262856656158","0.25710773516356267","42937","42937","42937","0.5912308393521418","0.5260991455178603","0.6939600578970042","52937.4","52936","52938","0.8196672575765437","0.6868144291763696","0.8599489891061658","52937.2","52936","52938"
"32751","0.1625831513293054","0.09059392359570907","0.22605379992381164","43190","43190","43190","0.5947587778990088","0.5268782480152735","0.7028122410350537","53190.4","53189","53191","0.819969221986249","0.6860604897915221","0.8621328534306318","53190.2","53189","53191"
"33001","0.17702917149282113","0.08507138714886384","0.30697629328111836","43443","43443","43443","0.5942354823943173","0.5211376539934091","0.7079401815657214","53443.4","53442","53444","0.8201219598297594","0.6885830826286478","0.860220565509368","53443.2","53442","53444"
"33251","0.15189950269021155","0.10024614140287132","0.261681650656043","43696","43696","43696","0.5980588790097301","0.5180177976267919","0.7179848696331715","53696.4","53695","53697","0.8205848929976496","0.6938655177877078","0.8627148232314277","53696.2","53695","53697"
"33501","0.17212318879323346","0.08588458573911231","0.2507572089523106","43949","43949","43949","0.5941412459000105","0.5137450215308994","0.7281015352963729","53949.4","53948","53950","0.8205275714624397","0.6939616623624678","0.8625837913320105","53949.2","53948","53950"
"33751","0.16143382308636461","0.10362279827027954","0.23739974002293648","44202","44202","44202","0.5752249820200422","0.5118555454770577","0.6272666290157572","54202.4","54201","54203","0.8212886507124587","0.6975545690245243","0.8586276069443122","54202.2","54201","54203"
"34001","0.17211839232376352","0.1107043451973992","0.2520535348066804","44455","44455","44455","0.5754265028663741","0.5105336080471429","0.6293229465738798","54455.4","54454","54456","0.821736842211479","0.6972304572622828","0.8625990258682723","54455.2","54454","54456"
"34251","0.16526913922174388","0.11434119636035263","0.23961822952915615","44708","44708","44708","0.5715327756793357","0.4885467785092296","0.6259513316524641","54708.4","54707","54709","0.8221586947240265","0.6956155754949636","0.8626076577057455","54708.2","54707","54709"
"34501","0.1733220526065018","0.07393874361435882","0.2915950891661255","44961","44961","44961","0.574376981753804","0.5010387889395103","0.6273778059487087","54961.4","54960","54962","0.8221172466113049","0.6983940503643451","0.8620512747644475","54961.2","54960","54962"
"34751","0.14647661277405385","0.07284589368047245","0.2430901683595102","45214","45214","45214","0.5735069214718931","0.5098703188050103","0.6284424308548994","55214.4","55213","55215","0.8229979255482842","0.702443026390979","0.8623073862537465","55214.2","55213","55215"
"35001","0.15329098396927715","0.10784675209272046","0.22782238174627728","45467","45467","45467","0.5713065550395184","0.49621201325770714","0.6369021397490962","55467.4","55466","55468","0.8234017057423516","0.704829714903499","0.8607827524003314","55467.2","55466","55468"
"35251","0.14725665026241253","0.0816006397087227","0.2461635185878223","45720","45720","45720","0.5679911347785707","0.49505449480635866","0.620378072868739","55720.4","55719","55721","0.8230271075247895","0.70405615944377","0.8619874189540969","55720.2","55719","55721"
"35501","0.17366155258661126","0.09100028780533288","0.2492128277879732","45973","45973","45973","0.5658864251299415","0.4943842169724248","0.6172072858350884","55973.4","55972","55974","0.8238549594172513","0.7064348623524339","0.8623009057723239","55973.2","55972","55974"
"35751","0.15251542306399002","0.08291424202714882","0.23880690979240157","46226","46226","46226","0.5643458227501443","0.4902816577763799","0.6167018698679597","56226.4","56225","56227","0.8247401049181912","0.7083225988230712","0.8651046805292737","56226.2","56225","56227"
"36001","0.15031385328005703","0.08453373263362211","0.25769231941339393","46479","46479","46479","0.5615399008491404","0.48910628096852077","0.6204376235901605","56479.4","56478","56480","0.8230630191379629","0.7123016433957552","0.8628297763317233","56479.2","56478","56480"
"36251","0.15217967714167055","0.0792463757445278","0.23587670500817381","46732","46732","46732","0.5624358583440063","0.4845429167973253","0.6227862273972951","56732.4","56731","56733","0.8239164007764943","0.7058889971087716","0.8611785545958343","56732.2","56731","56733"
"36501","0.15860627980171715","0.0881071811040132","0.2514165601652419","46985","46985","46985","0.5621222991166022","0.48260764746008344","0.6384304075803121","56985.4","56984","56986","0.8241874577283147","0.7078054937546974","0.8617401449325872","56985.2","56984","56986"
"36751","0.16955168325363987","0.09071044216905123","0.2588018389917838","47238","47238","47238","0.5634387590363635","0.484803367781762","0.6437089913858046","57238.4","57237","57239","0.8248730198703976","0.7157219490828972","0.861720324951049","57238.2","57237","57239"
"37001","0.14049203427550358","0.09569289744347967","0.22678173826214273","47491","47491","47491","0.5611453565577874","0.47409017153233063","0.6565410111048922","57491.4","57490","57492","0.8230278213400013","0.7181705066707293","0.8615164531676551","57491.2","57490","57492"
"37251","0.14737846405230706","0.08681125493019617","0.21850884440132862","47744","47744","47744","0.5652658366138027","0.47894619670534533","0.6689640870120689","57744.4","57743","57745","0.8245701000903359","0.7175767382620268","0.8624920761288359","57744.2","57743","57745"
"37501","0.14742755683927147","0.0918986177011944","0.26733773985899695","47997","47997","47997","0.5650550830847826","0.479198931866586","0.6874260226005575","57997.4","57996","57998","0.824842332438188","0.7199890397047383","0.862221201618509","57997.2","57996","57998"
"37751","0.15336335702393106","0.09167605130788185","0.2573298624915068","48250","48250","48250","0.5668969578974872","0.4712545943654198","0.6925343207506176","58250.4","58249","58251","0.825894316153829","0.7176696348857003","0.8650045643060812","58250.2","58249","58251"
"38001","0.1435901039325601","0.10911029227073832","0.22940853731427552","48503","48503","48503","0.5671465300964416","0.47516407465283894","0.7082409610040488","58503.4","58502","58504","0.8262854310932445","0.7251003125167457","0.8619702803207383","58503.2","58502","58504"
"38251","0.14785489007145344","0.08676634105311377","0.23121082227708523","48756","48756","48756","0.5567515479438012","0.47192636704254437","0.6758034183850334","58756.4","58755","58757","0.8255599371347129","0.7219169176504054","0.8627510537743396","58756.2","58755","58757"
"38501","0.16094485108256665","0.09492698225397686","0.2559834607586994","49009","49009","49009","0.5572073751873085","0.47098902142954896","0.6801689407346361","59009.4","59008","59010","0.825421586147758","0.7273874449749742","0.8610655577957944","59009.2","59008","59010"
"38751","0.17238257199124807","0.08864398534502609","0.2404337109837984","49262","49262","49262","0.5565862251760171","0.4665361922215784","0.6784388490308181","59262.4","59261","59263","0.8272762103248319","0.7271290629120044","0.8629601405318195","59262.2","59261","59263"
"39001","0.1578315953732951","0.09444652752703649","0.24168556920460388","49515","49515","49515","0.556001455489963","0.4641388120511348","0.677916782618486","59515.4","59514","59516","0.8268578343558758","0.7271992752730755","0.8639897489642239","59515.2","59514","59516"
"39251","0.14826674944773682","0.09466469616339404","0.20685285116772398","49768","49768","49768","0.5566569778735845","0.4647293769569023","0.6873029594704686","59768.4","59767","59769","0.8271824884851192","0.729594484812763","0.8642770797960981","59768.2","59767","59769"
"39501","0.16581238668913573","0.11219361315048162","0.24480455217332678","50021","50021","50021","0.5473711483714345","0.4626219619778083","0.683557367051569","60021.4","60020","60022","0.8263872477932563","0.7299623632996908","0.8635049418961946","60021.2","60020","60022"
"39751","0.1523459624667971","0.10927045294615212","0.22734627879845987","50274","50274","50274","0.5457817241922445","0.4640995852542934","0.6855541842418371","60274.4","60273","60275","0.8265808870224293","0.7292465861938352","0.8635543695871645","60274.2","60273","60275"
"40001","0.1773741876255822","0.11188164352655831","0.2347421685785363","50527","50527","50527","0.5433747480930478","0.45896702858371397","0.695528751834772","60527.4","60526","60528","0.8278215197866606","0.7327363735753474","0.86271997012228","60527.2","60526","60528"
"40251","0.1526651025230858","0.10404620895912768","0.23120656818697713","50780","50780","50780","0.5481560954232905","0.4555763478094278","0.6984098302228833","60780.4","60779","60781","0.827357263670842","0.73395546917655","0.8622287167442565","60780.2","60779","60781"
"40501","0.16407084171413622","0.0941644406115886","0.25508505628572065","51033","51033","51033","0.5443532107547754","0.45506916456501934","0.7042828333841037","61033.4","61032","61034","0.827901871064401","0.7375285730937595","0.862186319555972","61033.2","61032","61034"
"40751","0.16063217620070364","0.10362680660572814","0.2345012927976537","51286","51286","51286","0.5460584999125725","0.4565045245583221","0.7168482980320132","61286.4","61285","61287","0.8283088556225675","0.7415125468572411","0.8617537046485259","61286.2","61285","61287"
"41001","0.17129551376361146","0.10946034300504592","0.22699949650921317","51539","51539","51539","0.5472794291467665","0.4497285486112628","0.7191920011988243","61539.4","61538","61540","0.8280999833188097","0.7351924130486943","0.8634826661659989","61539.2","61538","61540"
"41251","0.1351483701761225","0.08900582363286799","0.2139926692939577","51792","51792","51792","0.5472730810486739","0.45078309595101995","0.7241876596045114","61792.4","61791","61793","0.8290518251334055","0.7404464081116449","0.8642927766172972","61792.2","61791","61793"
"41501","0.15752415545726192","0.10373421030249938","0.20089422406613933","52045","52045","52045","0.5483464724286129","0.44883954202020526","0.7229892125444672","62045.4","62044","62046","0.8285875101131305","0.7362481779093674","0.8619936739117229","62045.2","62044","62046"
"41751","0.16785187318979972","0.0875532105558923","0.2791453314148506","52298","52298","52298","0.5494342371919544","0.4495393854068384","0.7268614564339826","62298.4","62297","62299","0.8293513795850647","0.7420553094849532","0.8620664296457521","62298.2","62297","62299"
"42001","0.15941025980868187","0.11654095389194237","0.2554982104272487","52551","52551","52551","0.5490840491944795","0.4433351889032511","0.7318612983285842","62551.4","62550","62552","0.8301217629835712","0.7468145959736099","0.8637727566129696","62551.2","62550","62552"
"42251","0.1481602555920503","0.09452941800496038","0.2319780953822467","52804","52804","52804","0.5488432851480952","0.44425228461436206","0.7335480256424224","62804.4","62803","62805","0.8290530336357224","0.741636501614167","0.861081984735652","62804.2","62803","62805"
"42501","0.1741436051753831","0.10657668210841335","0.2655005210706839","53057","53057","53057","0.5452370731280316","0.44846069616692424","0.7382888285483454","63057.4","63056","63058","0.82947702062134","0.7463495094750501","0.8616594602719638","63057.2","63056","63058"
"42751","0.16003463049545724","0.11146235012769985","0.23632643983706436","53310","53310","53310","0.5448625590625695","0.44155081216270214","0.7387864674554793","63310.4","63309","63311","0.8292309882337676","0.7464393584811323","0.8641876453711804","63310.2","63309","63311"
"43001","0.15630797397460455","0.09466342481472517","0.22128867740630906","53563","53563","53563","0.5255338195839203","0.442210117252415","0.6185743715988539","63563.4","63562","63564","0.829936379818071","0.7448588817498741","0.8623462516500977","63563.2","63562","63564"
"43251","0.1617085500847095","0.10229579960318406","0.23653784531182304","53816","53816","53816","0.5267678929337705","0.4446151850307474","0.6229815237612726","63816.4","63815","63817","0.8294793267614565","0.7493596842807372","0.8635179924987268","63816.2","63815","63817"
"43501","0.17269352816713848","0.09626098906630369","0.2510057577671859","54069","54069","54069","0.5279947834232909","0.44049862197122164","0.630211124206817","64069.4","64068","64070","0.8305272198712033","0.7459597102586848","0.8646543579253605","64069.2","64068","64070"
"43751","0.16336587626803661","0.11259759174530089","0.2295714289678777","54322","54322","54322","0.5284808063425135","0.4391397633688242","0.6394290003132127","64322.4","64321","64323","0.8306600008383018","0.7504528724337908","0.8645579262926122","64322.2","64321","64323"
"44001","0.17100246826622295","0.10778813181635623","0.22217775817191407","54575","54575","54575","0.5212796697288012","0.4418067740761276","0.5817436042587696","64575.4","64574","64576","0.8308933453792049","0.7536355136029084","0.8643529198805473","64575.2","64574","64576"
"44251","0.16077808579289846","0.09831159661340658","0.22737049979370005","54828","54828","54828","0.5216111507755282","0.43460030941848393","0.5860842562017117","64828.4","64827","64829","0.8305552721933328","0.7549395514043229","0.8649001994729237","64828.2","64827","64829"
"44501","0.17023493650877752","0.11451472798338491","0.24443198964019794","55081","55081","55081","0.523352079252062","0.4444906988256509","0.5958237641488763","65081.4","65080","65082","0.8309082489349302","0.755502166694943","0.8632726339621316","65081.2","65080","65082"
"44751","0.18133230975692313","0.09720494831132097","0.23981477978918925","55334","55334","55334","0.5240000082417311","0.4299877067529284","0.6077086959861251","65334.4","65333","65335","0.8313945825987956","0.7593058436484226","0.8654829723029505","65334.2","65333","65335"
"45001","0.17249428843967396","0.12604537960018905","0.2678311840706712","55587","55587","55587","0.525646448181208","0.43882690377844763","0.6146167505790257","65587.4","65586","65588","0.8314431452940086","0.757101028160981","0.8648217784699546","65587.2","65586","65588"
"45251","0.1751289157334389","0.11400112975081558","0.26863964206928287","55840","55840","55840","0.5246963628696866","0.4341030685886773","0.6257158276946062","65840.4","65839","65841","0.8316211621891588","0.7569505701737682","0.8637500440774302","65840.2","65839","65841"
"45501","0.15138512395772963","0.10115586424783578","0.2241781586054617","56093","56093","56093","0.5228356654139756","0.4336585744446582","0.6330954325701805","66093.4","66092","66094","0.8324150191329205","0.7609645714769079","0.8636698630910054","66093.2","66092","66094"
"45751","0.16153731773612756","0.08534526293759911","0.23147131056822268","56346","56346","56346","0.5268166011898466","0.4385141055159293","0.6410140786385444","66346.4","66345","66347","0.8319865254671738","0.756846021045009","0.8645841895581634","66346.2","66345","66347"
"46001","0.1539921662419895","0.10618983670089269","0.2598090893096027","56599","56599","56599","0.5274288545431361","0.4348754667927849","0.6575285472143235","66599.4","66598","66600","0.8325558286841599","0.7610671195106664","0.8633436746976855","66599.2","66598","66600"
"46251","0.1464176047790347","0.09508107373055635","0.23731150157284522","56852","56852","56852","0.5289847995767436","0.43382378145785017","0.6736612708323142","66852.4","66851","66853","0.8325971251058852","0.7575850903728353","0.8649611134238688","66852.2","66851","66853"
"46501","0.16143037661412202","0.09807959217578281","0.25403190070726844","57105","57105","57105","0.531486594687739","0.4337856583025187","0.6872819368683348","67105.4","67104","67106","0.8319337326580895","0.7641913578385326","0.8630881924170373","67105.2","67104","67106"
"46751","0.16521635061080028","0.1024516378503664","0.2613544643365618","57358","57358","57358","0.5325791844615848","0.43496318347472246","0.7087386043096343","67358.4","67357","67359","0.8335038896977979","0.7641635727478417","0.8656667499455504","67358.2","67357","67359"
"47001","0.17854747877727534","0.11464922786605328","0.28283570951076403","57611","57611","57611","0.5347020951486083","0.43020870286766666","0.7212164035128793","67611.4","67610","67612","0.8340775535295638","0.766359470387869","0.8658418811569565","67611.2","67610","67612"
"47251","0.1606621159308836","0.09624917492032448","0.2363099151971332","57864","57864","57864","0.534521083491776","0.4367930367073204","0.7340044329159265","67864.4","67863","67865","0.833496090553649","0.7657747900711911","0.864437043676117","67864.2","67863","67865"
"47501","0.15441092818670596","0.10448439190808412","0.2307946146285889","58117","58117","58117","0.5353574776352318","0.42866057155928594","0.742368855020411","68117.4","68116","68118","0.833400848924089","0.7638537709320978","0.8642939656557754","68117.2","68116","68118"
"47751","0.1654859604072601","0.10039406842304552","0.25092723637730346","58370","58370","58370","0.5369712318103341","0.4302699216237597","0.7512481500327759","68370.4","68369","68371","0.8336152675664646","0.7698725894337295","0.8636015512324849","68370.2","68369","68371"
"48001","0.16844787998549848","0.08586898854627333","0.29372873814502365","58623","58623","58623","0.5273582972629326","0.4308031533572537","0.6439340131857034","68623.4","68622","68624","0.8337156108894554","0.7702596083034228","0.8642552453012369","68623.2","68622","68624"
"48251","0.167788454914686","0.1134822554818113","0.23919506649183742","58876","58876","58876","0.5243076209582187","0.42479487832076357","0.6486420993383109","68876.4","68875","68877","0.833459877030759","0.7714739430361182","0.8606815230361583","68876.2","68875","68877"
"48501","0.16769397154862892","0.10260193092100853","0.2506133580819284","59129","59129","59129","0.5269207306688973","0.4307169278379293","0.6568056513626528","69129.4","69128","69130","0.8343836602248927","0.7705480811035025","0.8637869841829428","69129.2","69128","69130"
"48751","0.17500149250745758","0.10586978591465342","0.2719722269592713","59382","59382","59382","0.5287819316804301","0.42894348608408406","0.6640262767309804","69382.4","69381","69383","0.8329644911055482","0.7675136277180649","0.8636798603001876","69382.2","69381","69383"
"49001","0.15247342137416178","0.10596748690050843","0.2505859576625563","59635","59635","59635","0.5227557811644019","0.4337272105403283","0.6378019719806073","69635.4","69634","69636","0.8349624527193169","0.7703901732511873","0.8654615251780736","69635.2","69634","69636"
"49251","0.15134609917467914","0.09399086968749275","0.23650107977422952","59888","59888","59888","0.5222349313663368","0.42790723237814465","0.6407376150564837","69888.4","69887","69889","0.8336407969736607","0.7681071445504992","0.8641849610245578","69888.2","69887","69889"
"49501","0.1631925944586647","0.10172131735673692","0.2587343082045953","60141","60141","60141","0.5217231543992698","0.4236114352556396","0.6467841772282902","70141.4","70140","70142","0.8344796304465657","0.7739601040679025","0.8622669244447916","70141.2","70140","70142"
"49751","0.18611868954321203","0.10654316839843944","0.2552181773131113","60394","60394","60394","0.5233473332381847","0.42727651943100337","0.6417446274156331","70394.4","70393","70395","0.8345721873224445","0.7759323176458051","0.8646208079193964","70394.2","70393","70395"
"50001","0.17221541733044154","0.10121799467257923","0.2732626915745609","60647","60647","60647","0.5234124237804647","0.4211695938521046","0.6543428444189945","70647.4","70646","70648","0.8353608248080644","0.7758381919431458","0.86389932421878","70647.2","70646","70648"
"50251","0.17173308352213607","0.10147812937214537","0.2531764016673444","60900","60900","60900","0.5229936109939711","0.4316258994568436","0.6622801737522171","70900.4","70899","70901","0.8357023975465612","0.7770326303274753","0.8635130843468503","70900.2","70899","70901"
"50501","0.15147645238442486","0.08143897704815614","0.22918678476033238","61153","61153","61153","0.5244073061868025","0.42340667324811126","0.6628715307747974","71153.4","71152","71154","0.8338402374669457","0.7770117559401123","0.8623247723563697","71153.2","71152","71154"
"50751","0.18305821412040038","0.11770142625134827","0.26579581675139663","61406","61406","61406","0.5213132377471696","0.42548076653576433","0.675829970143519","71406.4","71405","71407","0.8349024093801889","0.779648955729604","0.8623950284415264","71406.2","71405","71407"
"51001","0.15788653192856816","0.11080961245719725","0.24972022254891843","61659","61659","61659","0.5233494845884601","0.4235430396103156","0.6791901633820119","71659.4","71658","71660","0.8366143751117621","0.7845086144788418","0.8638866177448323","71659.2","71658","71660"
"51251","0.16481398864760982","0.10372660151811726","0.2758392064740375","61912","61912","61912","0.523396377897396","0.42858516993495666","0.6880936217521327","71912.4","71911","71913","0.8350070970291414","0.7811690290335381","0.8651481209428612","71912.2","71911","71913"
"51501","0.17837922048390467","0.09414364152169616","0.23875562914850562","62165","62165","62165","0.5240013407320195","0.4326763490155082","0.6871791024599817","72165.4","72164","72166","0.8345960762726646","0.781493889183987","0.8616568545455305","72165.2","72164","72166"
"51751","0.16575224463110003","0.09466572752043241","0.23831890718798995","62418","62418","62418","0.5147939016975981","0.4251831342180198","0.7056256040918698","72418.4","72417","72419","0.8348597753207635","0.7811516650335815","0.8645469517245395","72418.2","72417","72419"
"52001","0.16662608979527105","0.09113658699356265","0.29702630041109285","62671","62671","62671","0.5164007603087087","0.4323114754128638","0.7144365843513883","72671.4","72670","72672","0.8361471133541653","0.783682665078828","0.8643583431914875","72671.2","72670","72672"
"52251","0.17201739213315742","0.11486792405471902","0.2657333343020117","62924","62924","62924","0.5149138036088151","0.42068929176959385","0.7185211875201614","72924.4","72923","72925","0.8351631030669886","0.7842519603416702","0.8652432509352368","72924.2","72923","72925"
"52501","0.1804423719562544","0.10933796598863439","0.26782375451011087","63177","63177","63177","0.5183605864274183","0.42642232102242206","0.7328375177309903","73177.4","73176","73178","0.8368028735697395","0.7844182950339295","0.8661936058775481","73177.2","73176","73178"
"52751","0.17504034611168257","0.11334454939995169","0.26566936533617963","63430","63430","63430","0.518757836915214","0.431959520510925","0.7306288156654545","73430.4","73429","73431","0.8350962569744003","0.7787648767780457","0.8645176699028758","73430.2","73429","73431"
"53001","0.1588758727031534","0.09229218120834155","0.23969490735737473","63683","63683","63683","0.5210039483668886","0.4283940873291193","0.7449132401896131","73683.4","73682","73684","0.8347862150838316","0.7839877052428907","0.8634331467274364","73683.2","73682","73684"
