"Step","Group: Ours_trunc_Complicate_cauchy - stage1/eval_r2_standard","Group: Ours_trunc_Complicate_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_trunc_Complicate_cauchy - stage1/eval_r2_standard__MAX","Group: Ours_trunc_Simple_cauchy - stage1/eval_r2_standard","Group: Ours_trunc_Simple_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_trunc_Simple_cauchy - stage1/eval_r2_standard__MAX","Group: Ours_Complicate_gauss - stage1/eval_r2_standard","Group: Ours_Complicate_gauss - stage1/eval_r2_standard__MIN","Group: Ours_Complicate_gauss - stage1/eval_r2_standard__MAX","Group: Ours_Simple_cauchy - stage1/eval_r2_standard","Group: Ours_Simple_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_Simple_cauchy - stage1/eval_r2_standard__MAX","Group: Ours_Complicate_gumbel - stage1/eval_r2_standard","Group: Ours_Complicate_gumbel - stage1/eval_r2_standard__MIN","Group: Ours_Complicate_gumbel - stage1/eval_r2_standard__MAX","Group: Ours_Complicate_cauchy - stage1/eval_r2_standard","Group: Ours_Complicate_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_Complicate_cauchy - stage1/eval_r2_standard__MAX","Group: Ours_Simple_gauss - stage1/eval_r2_standard","Group: Ours_Simple_gauss - stage1/eval_r2_standard__MIN","Group: Ours_Simple_gauss - stage1/eval_r2_standard__MAX","Group: Ours_Simple_gumbel - stage1/eval_r2_standard","Group: Ours_Simple_gumbel - stage1/eval_r2_standard__MIN","Group: Ours_Simple_gumbel - stage1/eval_r2_standard__MAX"
"20042","0.8490006985704046","0.7971864783690726","0.9004824160459364","","","","0.8721513981491023","0.8463744823744189","0.9066888668477686","","","","0.9273422596543981","0.9176277411542472","0.9434240051412054","-0.28209926300073157","-1.0807341037748297","0.3596417597664554","","","","","",""
"20044","0.8610074965411791","0.8185859459487272","0.8856606806181478","0.8686646553750539","0.7601952195276037","0.9595246129544163","0.8785247991277308","0.8550101453796813","0.8947254051780404","0.029757933615033892","-0.8187656685069914","0.6527125295693533","0.936674785275335","0.9109129877615212","0.9565867639073001","-0.7454226094668531","-1.7439182688860382","-0.14561375690287898","0.9538028191032675","0.8805252936447432","0.9932741790366982","0.9581634852135897","0.9296682221882566","0.9783517628828999"
