"stage2/step","Group: Danru_Complicate_cauchy - stage2/mcc_pearson","Group: Danru_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Danru_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Danru_Complicate_cauchy - _step","Group: Danru_Complicate_cauchy - _step__MIN","Group: Danru_Complicate_cauchy - _step__MAX","Group: Danru_Complicate_gumbel - stage2/mcc_pearson","Group: Danru_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: Danru_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: Danru_Complicate_gumbel - _step","Group: Danru_Complicate_gumbel - _step__MIN","Group: Danru_Complicate_gumbel - _step__MAX","Group: Danru_Complicate_gauss - stage2/mcc_pearson","Group: Danru_Complicate_gauss - stage2/mcc_pearson__MIN","Group: Danru_Complicate_gauss - stage2/mcc_pearson__MAX","Group: Danru_Complicate_gauss - _step","Group: Danru_Complicate_gauss - _step__MIN","Group: Danru_Complicate_gauss - _step__MAX","Group: Danru_Simple_cauchy - stage2/mcc_pearson","Group: Danru_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Danru_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Danru_Simple_cauchy - _step","Group: Danru_Simple_cauchy - _step__MIN","Group: Danru_Simple_cauchy - _step__MAX","Group: Danru_Simple_gumbel - stage2/mcc_pearson","Group: Danru_Simple_gumbel - stage2/mcc_pearson__MIN","Group: Danru_Simple_gumbel - stage2/mcc_pearson__MAX","Group: Danru_Simple_gumbel - _step","Group: Danru_Simple_gumbel - _step__MIN","Group: Danru_Simple_gumbel - _step__MAX","Group: Danru_Simple_gauss - stage2/mcc_pearson","Group: Danru_Simple_gauss - stage2/mcc_pearson__MIN","Group: Danru_Simple_gauss - stage2/mcc_pearson__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX"
"23001","0.21412884398267668","0.10084172280546044","0.34087700334183246","43323.2","43322","43324","0.7075515360811047","0.5886623855340426","0.802985252876594","43323.4","43322","43324","0.6437428661816181","0.554315229420339","0.8550443341269997","43323.4","43322","43324","0.3919784086877518","0.27397873271991063","0.599047544483274","43324","43324","43324","0.8436545423527522","0.5333916729319941","0.9683425231310238","43324","43324","43324","0.8749669859972704","0.6148826311663081","0.9885609376499032","43324","43324","43324"
"23251","0.233824925369077","0.1562556451996726","0.3439215676688721","43576.2","43575","43577","0.7116738166635129","0.5979542765803652","0.801742216160519","43576.4","43575","43577","0.6457586375716395","0.5620379239398939","0.8563921838831356","43576.4","43575","43577","0.3047276858757487","0.0828097612492718","0.5752440651323035","43577","43577","43577","0.8447056294397827","0.5282071580887695","0.9690880290417206","43577","43577","43577","0.8736658226993166","0.5978032900174277","0.9885533202853557","43577","43577","43577"
"23501","0.26380382312188855","0.18075890598455868","0.4184167119570919","43829.2","43828","43830","0.7142323642662043","0.5985552824003004","0.8087787351533462","43829.4","43828","43830","0.6428974251241988","0.5653343065895287","0.8631166768475002","43829.4","43828","43830","0.36795686547815754","0.12609580215949134","0.5349933057424182","43830","43830","43830","0.8479310385398632","0.5253847019966129","0.9721764699499126","43830","43830","43830","0.877042651797361","0.6136855997334497","0.9877206748960242","43830","43830","43830"
"23751","0.22788728561017976","0.10458920773753995","0.3550188740605008","44082.2","44081","44083","0.7165713898125691","0.6058669407382398","0.8123950098879819","44082.4","44081","44083","0.6485243769198229","0.5706793286029072","0.8654796890953351","44082.4","44081","44083","0.4046882989217472","0.31154537507135943","0.5416439771499815","44083","44083","44083","0.8472401563715692","0.5505248483916149","0.9715491216825337","44083","44083","44083","0.8723023047877458","0.6146073607850622","0.988332439494697","44083","44083","44083"
"24001","0.23623241034542328","0.12052686986728797","0.3728314879293953","44335.2","44334","44336","0.7191632885117696","0.6098213704721479","0.8123015514453561","44335.4","44334","44336","0.6493250667277131","0.5721030327897538","0.8682076199368002","44335.4","44334","44336","0.3588121474725975","0.021061134659294753","0.6715151835343858","44336","44336","44336","0.8513635417871402","0.5540476789692174","0.9721947383903521","44336","44336","44336","0.8755382582777088","0.6207993895756253","0.9864835814715939","44336","44336","44336"
"24251","0.21210038496785716","0.06034684411274906","0.32846193296037735","44588.2","44587","44589","0.7205405789483434","0.6122746039731417","0.8143019410771357","44588.4","44587","44589","0.6427925797016915","0.5741734698791876","0.8695395224472096","44588.4","44587","44589","0.3523866653249691","0.14202679369199317","0.5591595780325166","44589","44589","44589","0.8490395781346274","0.5344940088680668","0.9739958257682663","44589","44589","44589","0.8730075657763278","0.5906763137475264","0.9876105803736669","44589","44589","44589"
"24501","0.22366043577791156","0.10408327380999557","0.31518043931237616","44841.2","44840","44842","0.7239614231649277","0.6204409333033323","0.815580501339553","44841.4","44840","44842","0.646895700390403","0.5796081025846191","0.8728408064674502","44841.4","44840","44842","0.39035400417580246","0.19198615563720214","0.5611695172759236","44842","44842","44842","0.8497349877030294","0.5426195985849991","0.9726487264467908","44842","44842","44842","0.8731868893902333","0.5951357264447233","0.9873756708531789","44842","44842","44842"
"24751","0.23140327360776913","0.1250172741072733","0.457185676877401","45094.2","45093","45095","0.7157895422142538","0.5234219136164029","0.8170720119549193","45094.4","45093","45095","0.6420494897983482","0.5682437805185292","0.875653669933179","45094.4","45093","45095","0.42164827527319426","0.2850399398141556","0.5736771234151901","45095","45095","45095","0.8500629596750482","0.5203659019755721","0.9733721965926541","45095","45095","45095","0.8723465530131425","0.5964442492639824","0.98775450047914","45095","45095","45095"
"25001","0.24097207280395247","0.13228353889922856","0.33825603446447694","45347.2","45346","45348","0.7172953571406544","0.5252048927539913","0.8196882989444259","45347.4","45346","45348","0.6379167355822651","0.5808160741317904","0.8782909080875306","45347.4","45346","45348","0.40942375160911865","0.16933751300711783","0.6370647556654248","45348","45348","45348","0.8523385856583477","0.5029555953922257","0.9741220481467785","45348","45348","45348","0.8740574808415209","0.5881911291817071","0.9874751825807468","45348","45348","45348"
"25251","0.21231679930212363","0.11479892079239384","0.3207226067177431","45600.2","45599","45601","0.7169168019246569","0.5208872221626495","0.8133789285596806","45600.4","45599","45601","0.6341170023782077","0.5353285510586855","0.8793649246405225","45600.4","45599","45601","0.332998736574456","0.08875961710774545","0.489624995862972","45601","45601","45601","0.8524439887081579","0.5103169189438227","0.9733523724417085","45601","45601","45601","0.8744738579547319","0.6055201350031736","0.9872188444961537","45601","45601","45601"
"25501","0.19855411176222212","0.11403627735918538","0.40503878508007285","45853.2","45852","45854","0.720515915760257","0.522443287863118","0.8159652443161354","45853.4","45852","45854","0.6338336087737828","0.5358351188609749","0.885828239766205","45853.4","45852","45854","0.4120757457879953","0.20183603804524855","0.637238067953028","45854","45854","45854","0.8517414591698665","0.502841927923649","0.9724689232152177","45854","45854","45854","0.8757964577344455","0.6139852588272857","0.987328770763774","45854","45854","45854"
"25751","0.21609763440252042","0.14034596087127862","0.27582193426727286","46106.2","46105","46107","0.7211266781667577","0.532925320414469","0.8126045022434558","46106.4","46105","46107","0.6393514814474474","0.5405376747843429","0.8839762663740147","46106.4","46105","46107","0.4016177611644841","0.17592166739429638","0.5524371853373747","46107","46107","46107","0.8509453291819726","0.5028101577375538","0.9717615661525677","46107","46107","46107","0.8762618777215063","0.6146932651661073","0.9872729877798694","46107","46107","46107"
"26001","0.234122750655032","0.13516047984915006","0.3880242019570659","46359.2","46358","46360","0.70966983226671","0.5287450950582551","0.8126682319710088","46359.4","46358","46360","0.6379568349576202","0.5346109411232363","0.8855650317760304","46359.4","46358","46360","0.39452794365908034","0.22621687418049508","0.5847373548533451","46360","46360","46360","0.8508579719946319","0.49412742472689913","0.9733538988156987","46360","46360","46360","0.876426803616847","0.6040714439145627","0.9881250197974704","46360","46360","46360"
"26251","0.29075948220689746","0.19333949745139017","0.4382890554111512","46612.2","46611","46613","0.702740853586534","0.5150185314272209","0.8096047344442574","46612.4","46611","46613","0.6434264302919503","0.5409845754238499","0.8878785350753386","46612.4","46611","46613","0.42582430149796524","0.28000189082541566","0.6237364248774555","46613","46613","46613","0.8530579145122792","0.5097286284129853","0.9729872584920107","46613","46613","46613","0.8779872741762862","0.6156170054984703","0.9862328682127898","46613","46613","46613"
"26501","0.23835079508484203","0.10410619846179411","0.38875966960160513","46865.2","46864","46866","0.7035743808839976","0.5266850950728897","0.8078085904921245","46865.4","46864","46866","0.6488813564876642","0.5507320375094008","0.8921884495657189","46865.4","46864","46866","0.36757460477894943","0.15994696597457628","0.5974232889736141","46866","46866","46866","0.8520536167393884","0.5004288252226101","0.9726639575620751","46866","46866","46866","0.8758944308030457","0.6124505128393111","0.9869030747388509","46866","46866","46866"
"26751","0.22271389364766764","0.163906885122664","0.2984719994572944","47118.2","47117","47119","0.7039921890773368","0.5192673687173892","0.8039866247748565","47118.4","47117","47119","0.6513788003916873","0.5479624759723152","0.8946348110252849","47118.4","47117","47119","0.386971839805896","0.2994644938053464","0.4689091238967409","47119","47119","47119","0.8515797317052399","0.48873532134375636","0.9720244534418438","47119","47119","47119","0.8765756131399989","0.6176007982890813","0.9862342510032026","47119","47119","47119"
"27001","0.19862795716274884","0.10500257284262575","0.35514144624497274","47371.2","47370","47372","0.7027792842469381","0.5263372194291681","0.8009737042815506","47371.4","47370","47372","0.6520670566462262","0.5405564895598554","0.8927056141372471","47371.4","47370","47372","0.3013843286699572","0.1254891251871307","0.5520931934980163","47372","47372","47372","0.8555285813056613","0.5027326387698717","0.9721632457436039","47372","47372","47372","0.878648672068311","0.6189264101999008","0.9854745544358924","47372","47372","47372"
"27251","0.30093507788509555","0.17854872989535062","0.5024072564513155","47624.2","47623","47625","0.7022843273464812","0.5263284606993122","0.798493057505466","47624.4","47623","47625","0.6614543574739877","0.5593896725048448","0.892773870086389","47624.4","47623","47625","0.42689366472362494","0.27430827346658143","0.5811001263180777","47625","47625","47625","0.8536867013293395","0.4968628595988074","0.9713303214380179","47625","47625","47625","0.8782744898417825","0.6219463601418189","0.9861291473330182","47625","47625","47625"
"27501","0.23619669282837288","0.10595317296879367","0.4002838372262132","47877.2","47876","47878","0.7035922677091162","0.5223539848107127","0.7946270450728911","47877.4","47876","47878","0.663540215627777","0.5535832691944116","0.8924403496480696","47877.4","47876","47878","0.3464723136671524","0.16490631891460772","0.5575197940339982","47878","47878","47878","0.8522760465977719","0.4984397703979617","0.9719512428247638","47878","47878","47878","0.8795513928681065","0.6391384715021787","0.9852642652553144","47878","47878","47878"
"27751","0.21352355701755826","0.10434412487083781","0.31428891683600646","48130.2","48129","48131","0.7046647437372026","0.5447873267944268","0.7935871980609537","48130.4","48129","48131","0.6433601687682496","0.5374528926779747","0.8984868996562645","48130.4","48129","48131","0.33655439440214524","0.180897136696242","0.6353464093936502","48131","48131","48131","0.8542352590510335","0.5031121190758587","0.9714272092517081","48131","48131","48131","0.8764061988465917","0.6165113540381694","0.9851311506492713","48131","48131","48131"
"28001","0.22327588714013563","0.08419086707353109","0.3662091135113438","48383.2","48382","48384","0.7003491768627659","0.5313810796095472","0.7864790996151518","48383.4","48382","48384","0.6481400743319246","0.549082948705164","0.8974484366376959","48383.4","48382","48384","0.3341698143850992","0.08825143432972342","0.5215382251457787","48384","48384","48384","0.8561203781593514","0.50475181660812","0.9711087923328107","48384","48384","48384","0.875659482023282","0.6261932827648664","0.9844305103017525","48384","48384","48384"
"28251","0.28403021292291375","0.1286228104969061","0.3363391117125004","48636.2","48635","48637","0.6998906567320493","0.540171232128963","0.778545732812584","48636.4","48635","48637","0.6564560129259045","0.5608076880564019","0.8994138657976677","48636.4","48635","48637","0.409785337638521","0.18915157908935473","0.535330304303249","48637","48637","48637","0.8576847825239943","0.5167189433383029","0.9718553493618693","48637","48637","48637","0.8784143534834753","0.613692905835775","0.9836244289440698","48637","48637","48637"
"28501","0.2395147866579234","0.11073759221369936","0.40583685882112847","48889.2","48888","48890","0.7021589601529501","0.5333726924519396","0.7747893623884232","48889.4","48888","48890","0.6599305807072995","0.5719171038778719","0.8983347471877762","48889.4","48888","48890","0.3883676585283475","0.17441116350701155","0.5366560132175974","48890","48890","48890","0.8548209095183246","0.5124330543559944","0.9709211733659494","48890","48890","48890","0.874833987566784","0.6144722380507849","0.9850914948170161","48890","48890","48890"
"28751","0.2211626283172165","0.11979844222287468","0.33085225483456016","49142.2","49141","49143","0.7034465944189402","0.5547881075131875","0.7687118688130635","49142.4","49141","49143","0.6635837136873256","0.576483269057871","0.8985834502826873","49142.4","49141","49143","0.383387882707244","0.05147582756399472","0.5957003914944211","49143","49143","49143","0.8564812806542589","0.5222595286230186","0.970300554830925","49143","49143","49143","0.8715653750829213","0.606455276673624","0.9831267128544198","49143","49143","49143"
"29001","0.22679459872476243","0.10736931317024331","0.32970137958081114","49395.2","49394","49396","0.7033672722621762","0.5592615802680433","0.7690879427207189","49395.4","49394","49396","0.665274737179307","0.5893548002131559","0.8985659099475007","49395.4","49394","49396","0.36550219098476655","0.17551397812285954","0.561852418975826","49396","49396","49396","0.8541297118679066","0.5106985290109608","0.9728631575430037","49396","49396","49396","0.8711729884664855","0.5980000847585563","0.9834764438377883","49396","49396","49396"
"29251","0.2173722433680172","0.11260637509265117","0.290233476214672","49648.2","49647","49649","0.7041585350645565","0.5747962378804121","0.7790445664779992","49648.4","49647","49649","0.6645368998992548","0.5876090123943245","0.8991506756710278","49648.4","49647","49649","0.3376017914106349","0.057044903269931425","0.5390774979804004","49649","49649","49649","0.85318803243784","0.505882316040104","0.9729780673793084","49649","49649","49649","0.8705170232032838","0.5971524772528807","0.9824603663028988","49649","49649","49649"
"29501","0.2185856539844157","0.11187538337014695","0.333960233675964","49901.2","49900","49902","0.7041970105381641","0.5725567819105797","0.7864902238946987","49901.4","49900","49902","0.6678089717682026","0.5855108398183086","0.8958089000272604","49901.4","49900","49902","0.381549215797387","0.18853405568462675","0.6445892616695721","49902","49902","49902","0.8535179347337458","0.5227898483059014","0.9720664249026679","49902","49902","49902","0.8698515786157041","0.585500202661578","0.980057377304075","49902","49902","49902"
"29751","0.275589735697016","0.15881150963872673","0.3668150612056039","50154.2","50153","50155","0.7045535861921168","0.5782555718339897","0.8019026008315899","50154.4","50153","50155","0.6679357323283961","0.5909171957232879","0.896657520610933","50154.4","50153","50155","0.30031632185962975","0.19505087598134616","0.3840084320916142","50155","50155","50155","0.8541535825098434","0.5040924584438488","0.9709179683468894","50155","50155","50155","0.872156580901612","0.6033637829050368","0.9815231409787489","50155","50155","50155"
"30001","0.21298939011584075","0.10757831275356891","0.33181598186522343","50407.2","50406","50408","0.693844211329792","0.5781378675789222","0.7513842984076196","50407.4","50406","50408","0.669200368262556","0.5758255669684106","0.8926685284522018","50407.4","50406","50408","0.37136218574185903","0.2659351019508437","0.654341444154716","50408","50408","50408","0.8520961228433638","0.5110991760940028","0.9706574745099968","50408","50408","50408","0.8765660590972791","0.6309517249211375","0.9811249097577625","50408","50408","50408"
"30251","0.24518101541491716","0.10698542496147331","0.3800276463973805","50660.2","50659","50661","0.6914849928382161","0.5714168179708021","0.7467997369659798","50660.4","50659","50661","0.656603032741621","0.5110529830281771","0.8948170881393793","50660.4","50659","50661","0.3989479266079509","0.1455044404350577","0.6708008241616028","50661","50661","50661","0.8564308541875765","0.5223246650476495","0.971795663326121","50661","50661","50661","0.8719200915128071","0.6102008939926553","0.9797581562605755","50661","50661","50661"
"30501","0.28349621484816356","0.12698586930410447","0.432189350639789","50913.2","50912","50914","0.691921494128848","0.5898306548539349","0.7447883130273583","50913.4","50912","50914","0.658557770485579","0.5735747702423333","0.8949633814515012","50913.4","50912","50914","0.3636499311228837","0.14401911355920285","0.5208807256136243","50914","50914","50914","0.8561363020266892","0.5170351414065059","0.9702935892421966","50914","50914","50914","0.8739034307033939","0.6206055544751341","0.9798672783005373","50914","50914","50914"
"30751","0.2295442001768102","0.14178517620933243","0.3291499709979489","51166.2","51165","51167","0.6893373548392724","0.580028845034661","0.7402170271796775","51166.4","51165","51167","0.6620401066512456","0.5793512569682697","0.8923626251125333","51166.4","51165","51167","0.3719730517007322","0.1231292665406717","0.5624016932358219","51167","51167","51167","0.8551168089763832","0.5172057771735222","0.9727656253894335","51167","51167","51167","0.8713080425491073","0.5961676312514188","0.9790506154882309","51167","51167","51167"
"31001","0.2534078532209928","0.17033790709466418","0.5075620296405791","51419.2","51418","51420","0.6748537277717468","0.5857939975494318","0.735462457067843","51419.4","51418","51420","0.6615570892009035","0.5791871816784446","0.8932080544790388","51419.4","51418","51420","0.3756342338760562","0.1327360493741285","0.6498061099991905","51420","51420","51420","0.8526960838105409","0.5028763253449324","0.9701088308867223","51420","51420","51420","0.871848074595292","0.6023290180369557","0.9832817488138293","51420","51420","51420"
"31251","0.23336966768910777","0.10690170453688788","0.3517483246825199","51672.2","51671","51673","0.6743714567779395","0.5779312141622628","0.7479872948340258","51672.4","51671","51673","0.6634775993066566","0.5784929024451958","0.8904844241417307","51672.4","51671","51673","0.453043113110276","0.2417451737224879","0.6373538101750311","51673","51673","51673","0.8554071451490829","0.5373654260222578","0.9707886404867203","51673","51673","51673","0.868394529355583","0.6086341207535201","0.9843467021464974","51673","51673","51673"
"31501","0.2301454340821143","0.09750166029662687","0.34107021746013716","51925.2","51924","51926","0.6733311601068845","0.5805923399184274","0.7513722873316175","51925.4","51924","51926","0.6663935237392408","0.5792434924907415","0.8884106254276357","51925.4","51924","51926","0.37657781264704726","0.1298463865965587","0.6260221354169009","51926","51926","51926","0.8575830635432613","0.5242933643864199","0.971170811886945","51926","51926","51926","0.87153208411306","0.5909861159552263","0.9865393674420123","51926","51926","51926"
"31751","0.2192929047030748","0.11816036363604723","0.2962957013809858","52178.2","52177","52179","0.6729635430742045","0.5946189552764729","0.7587489788204845","52178.4","52177","52179","0.6732310511302666","0.5911459654520957","0.887596556891447","52178.4","52177","52179","0.4107688661363472","0.10581367298953887","0.6404187414967141","52179","52179","52179","0.8569606305123024","0.5250683539568023","0.9719970252483549","52179","52179","52179","0.8718786927577806","0.5854285169194515","0.9878673293743078","52179","52179","52179"
"32001","0.27677644498379306","0.18313009449707823","0.4043886633477222","52431.2","52430","52432","0.674206636183215","0.5960149506762717","0.7758926802295704","52431.4","52430","52432","0.6661433102319037","0.597467264249486","0.8849540386143451","52431.4","52430","52432","0.40351518708765743","0.2632299462139173","0.6412317625603053","52432","52432","52432","0.8555349174318799","0.514443435128916","0.9711942113360544","52432","52432","52432","0.8700134148001825","0.5988910088337452","0.9810246765942076","52432","52432","52432"
"32251","0.22724542565845876","0.15170572590476764","0.3745588370231592","52684.2","52683","52685","0.6723572753174363","0.5984617503309448","0.7856416082524529","52684.4","52683","52685","0.6720208309289636","0.6010425442133451","0.8843281391455697","52684.4","52683","52685","0.3607534625022555","0.23193971352214612","0.4904288147541341","52685","52685","52685","0.8541518467198894","0.5252028074867489","0.9699002008339149","52685","52685","52685","0.8730979125996103","0.5974160937466647","0.9806629241820826","52685","52685","52685"
"32501","0.2347588882970765","0.16650415263040244","0.31591291733318927","52937.2","52936","52938","0.6693084493472359","0.5927065832316488","0.795329022546931","52937.4","52936","52938","0.664915253669641","0.5917456095472792","0.8814221489025031","52937.4","52936","52938","0.39908440253001987","0.28518843566072344","0.6092000058979278","52938","52938","52938","0.8563728485722798","0.5343826788212688","0.9688484512872685","52938","52938","52938","0.8735864980718878","0.5969772027802169","0.9811339571801628","52938","52938","52938"
"32751","0.27422719893992226","0.15413859540604674","0.4167441310705863","53190.2","53189","53191","0.6727969079422512","0.5889013587163823","0.8046734123469887","53190.4","53189","53191","0.6703499243420029","0.5955068541511463","0.8813863776668382","53190.4","53189","53191","0.367036810562702","0.11486051231640186","0.537713200487766","53191","53191","53191","0.8542537125790725","0.5137541210813139","0.968151212548364","53191","53191","53191","0.8719569759439383","0.5860613429342089","0.9796310523100308","53191","53191","53191"
"33001","0.2576904510053592","0.10610141169780718","0.4035758456436935","53443.2","53442","53444","0.6723641871358356","0.5878286350049539","0.8106900425499024","53443.4","53442","53444","0.6730206775150861","0.5967192198181851","0.8792152080836481","53443.4","53442","53444","0.2965914837341088","0.07334833835250629","0.534714902209028","53444","53444","53444","0.8525045596974238","0.5230069634946284","0.9699646336544369","53444","53444","53444","0.8720877001474794","0.5840029643660894","0.9849248250215618","53444","53444","53444"
"33251","0.21192603071731048","0.1292051511332932","0.35243046446293086","53696.2","53695","53697","0.6761606067913281","0.5833767469947106","0.8220944408813006","53696.4","53695","53697","0.6773321805066088","0.6013930798786358","0.8792880927825607","53696.4","53695","53697","0.3459181911184458","0.15986733012200183","0.5152284552154599","53697","53697","53697","0.8523564094880539","0.5242919048662715","0.9682016439304534","53697","53697","53697","0.8644399543037924","0.5115675999210069","0.9820953607736156","53697","53697","53697"
"33501","0.24367494937213738","0.11643722689162603","0.3671410645870199","53949.2","53948","53950","0.672629777931878","0.5806754266723165","0.8349630273285426","53949.4","53948","53950","0.6818366989984617","0.6020883711311779","0.8745335090580879","53949.4","53948","53950","0.32371548851351656","0.12696920875764747","0.5345302702194908","53950","53950","53950","0.8546566856575725","0.5229236333438482","0.9681360223827274","53950","53950","53950","0.8575413239431828","0.4575306835238902","0.9863891284919434","53950","53950","53950"
"33751","0.24253909902425366","0.12758960449496842","0.4377048244560659","54202.2","54201","54203","0.6516961585598305","0.5715151732583295","0.7043904447860788","54202.4","54201","54203","0.6757411552271375","0.5954035185822143","0.8728543073965845","54202.4","54201","54203","0.33753434190702175","0.10851953769258138","0.504460986744169","54203","54203","54203","0.8513656196025376","0.5243112208980871","0.9680163779478873","54203","54203","54203","0.8592750046133686","0.4869570875928712","0.9874637033382371","54203","54203","54203"
"34001","0.24767158614086365","0.1784885318205661","0.3002952056804264","54455.2","54454","54456","0.6506431593740135","0.5668663977698601","0.7014624814681373","54455.4","54454","54456","0.6662546630475331","0.5539790148222804","0.8701164381986178","54455.4","54454","54456","0.35416239181473297","0.16447613565816702","0.5620777687989201","54456","54456","54456","0.8556181502863218","0.5469170960345074","0.9669882428197428","54456","54456","54456","0.8614023175053956","0.4889298617358784","0.9877758983970377","54456","54456","54456"
"34251","0.25228271441366157","0.11286175603863155","0.40087610790320233","54708.2","54707","54709","0.6471940398280707","0.5598882295505977","0.7120800958607603","54708.4","54707","54709","0.669608173106187","0.5588718237143601","0.8687804818687406","54708.4","54707","54709","0.39377860724144303","0.22731183533248725","0.5028087107395256","54709","54709","54709","0.8504622497742031","0.526622032797493","0.9662283343902113","54709","54709","54709","0.8630971985916668","0.49587882451086407","0.9891268358086432","54709","54709","54709"
"34501","0.19515985111700468","0.10284583557275213","0.26905134580632495","54961.2","54960","54962","0.6499620426134223","0.5618963297371122","0.7121801574737766","54961.4","54960","54962","0.67298881941634","0.5516677856989576","0.8684994213279362","54961.4","54960","54962","0.33790902984089455","0.12911806615122368","0.5434592169071718","54962","54962","54962","0.8533831074116556","0.5331827270422415","0.9662116482584998","54962","54962","54962","0.8602369002376522","0.4797358937726049","0.9910627254610337","54962","54962","54962"
"34751","0.2691902028825785","0.17929429910073336","0.40470454758661145","55214.2","55213","55215","0.6475536138413964","0.5700765191230477","0.7130586290152152","55214.4","55213","55215","0.6686167646393292","0.5550347568476846","0.8644463568334194","55214.4","55213","55215","0.3717495532218224","0.25733258741978954","0.48741476970939995","55215","55215","55215","0.8499451314670885","0.5309781453548252","0.9626804914042596","55215","55215","55215","0.8613318720324136","0.5074044057868473","0.9909856995778416","55215","55215","55215"
"35001","0.19087796081683625","0.10798665500591338","0.3066854038178647","55467.2","55466","55468","0.6466160351231984","0.5595776294318011","0.7263518216856599","55467.4","55466","55468","0.6675664361490428","0.5716871515909375","0.8649616687400655","55467.4","55466","55468","0.4189389756229982","0.17294559118827205","0.5793105023620622","55468","55468","55468","0.8502451854201334","0.5322584324506465","0.9622390309530862","55468","55468","55468","0.861744377838073","0.5202775077280879","0.9914179638966294","55468","55468","55468"
"35251","0.22624686649662315","0.1425481876990373","0.32035791567456395","55720.2","55719","55721","0.6431741720206408","0.556668661946828","0.7053725962949202","55720.4","55719","55721","0.6543295894269547","0.5744576332980783","0.8619186418350255","55720.4","55719","55721","0.35636298467236804","0.09367984471295106","0.6259589578466477","55721","55721","55721","0.8503476510355302","0.5347211484523208","0.9628454960089238","55721","55721","55721","0.8637881964240666","0.5390317466118401","0.9917911480506616","55721","55721","55721"
"35501","0.24437573604412094","0.11151090327198336","0.33456797470963984","55973.2","55972","55974","0.6413929215544967","0.5515303463028433","0.7112035647387904","55973.4","55972","55974","0.6584971531075486","0.5641469214718531","0.8594161822011049","55973.4","55972","55974","0.3556075887193073","0.08309422608848975","0.4496906710699258","55974","55974","55974","0.8518140793495578","0.5509036107304345","0.9603378259134434","55974","55974","55974","0.8631066283781669","0.5370287060764721","0.991629214080996","55974","55974","55974"
"35751","0.23813500689684278","0.14291982944490084","0.39278497288631276","56226.2","56225","56227","0.6391296484213876","0.5528365892980822","0.7086141791699989","56226.4","56225","56227","0.6537321148539408","0.5718754460520131","0.85777465405576","56226.4","56225","56227","0.39151371051535855","0.12736130788912498","0.6212508132533671","56227","56227","56227","0.8512871811050466","0.5529224364203772","0.9589609764665697","56227","56227","56227","0.8635707679098681","0.5344682735018415","0.9921311038563195","56227","56227","56227"
"36001","0.2185895282263417","0.15119627730551996","0.34303005653944246","56479.2","56478","56480","0.6365559161981815","0.5511760103661676","0.7104276508895443","56479.4","56478","56480","0.6593971344359113","0.5676866883781326","0.8559687788123036","56479.4","56478","56480","0.39116111893511113","0.17870006648379053","0.6497436386974385","56480","56480","56480","0.8497046776416312","0.5411423265417638","0.9589110177767312","56480","56480","56480","0.8694670982279747","0.570256110290342","0.9918983582277473","56480","56480","56480"
"36251","0.24063895375478378","0.13122103754807518","0.38734202776894816","56732.2","56731","56733","0.6373116821154048","0.5438162255908641","0.7218996375559367","56732.4","56731","56733","0.6562795138148261","0.5776114057719058","0.8518715917352218","56732.4","56731","56733","0.39121581524964516","0.1898309885162844","0.5340540716664375","56733","56733","56733","0.8509117307496539","0.5510951096382701","0.9581668830965762","56733","56733","56733","0.8651914957043984","0.565440685453081","0.9675743281647757","56733","56733","56733"
"36501","0.2234138815988096","0.13331076701452144","0.37998222516761365","56985.2","56984","56986","0.6365221551821205","0.5442175494755197","0.7294224771473786","56985.4","56984","56986","0.6552396354138909","0.5786093062971014","0.8499215421138304","56985.4","56984","56986","0.3674507017963135","0.1341597320304404","0.5184617967026757","56986","56986","56986","0.8455738332150775","0.5375117150017218","0.9543707443528938","56986","56986","56986","0.8678958983557787","0.5947479826749156","0.9692213247846547","56986","56986","56986"
"36751","0.21893050535433806","0.10984565058653037","0.32055352571496293","57238.2","57237","57239","0.6368105084031859","0.5410253284532837","0.7426131399708192","57238.4","57237","57239","0.6626763662968425","0.5909327480791557","0.8468872014705398","57238.4","57237","57239","0.36110002772730143","0.14461505834020547","0.5362300381857149","57239","57239","57239","0.8442376974362465","0.534027619155908","0.9548015245977747","57239","57239","57239","0.8651316751135416","0.5711313791768121","0.9725882692778053","57239","57239","57239"
"37001","0.18704456714114365","0.12334832344308984","0.2619643568224015","57491.2","57490","57492","0.6362067732068208","0.5323496287294877","0.757718528710403","57491.4","57490","57492","0.6646321446244396","0.589149907803235","0.8460744452164976","57491.4","57490","57492","0.37582562687646137","0.14507294928287295","0.48647215733168364","57492","57492","57492","0.8453153822333116","0.5431374531036989","0.9504353338760776","57492","57492","57492","0.8680722517612127","0.5916234588414929","0.9747245269272949","57492","57492","57492"
