"stage1/step","Group: VaDE_Simple_gauss - stage1/mcc_pearson","Group: VaDE_Simple_gauss - stage1/mcc_pearson__MIN","Group: VaDE_Simple_gauss - stage1/mcc_pearson__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: Danru_Simple_gauss - stage1/mcc_pearson","Group: Danru_Simple_gauss - stage1/mcc_pearson__MIN","Group: Danru_Simple_gauss - stage1/mcc_pearson__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX","Group: Ours_Simple_gauss - stage1/mcc_pearson","Group: Ours_Simple_gauss - stage1/mcc_pearson__MIN","Group: Ours_Simple_gauss - stage1/mcc_pearson__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX"
"6751","0.8531844797950316","0.7732701876977705","0.9350212735889979","6779","6779","6779","0.7242213058506475","0.4917693872869693","0.8275671650145684","13531","13531","13531","0.7568625230211843","0.6407498503300121","0.9427248507924276","13531","13531","13531"
"7001","0.8337971471909154","0.7164882713155972","0.9352988646949206","7030","7030","7030","0.7223772561322742","0.4937957517757951","0.8210203518033663","14032","14032","14032","0.7548327912152324","0.6376884468507447","0.943841965858422","14032","14032","14032"
"7251","0.8104178561401392","0.6603804649510631","0.9320387179746111","7281","7281","7281","0.7210679908063566","0.4986568410609517","0.8180205525684231","14533","14533","14533","0.7553616139357","0.6397237106234823","0.9426017663725442","14533","14533","14533"
"7501","0.8126263199009468","0.6927240083529997","0.9083395847842451","7532","7532","7532","0.7196465204067937","0.48667122097639776","0.8168689061984623","15034","15034","15034","0.755425836188384","0.633847547027902","0.9418733876883406","15034","15034","15034"
"7751","0.8045630550620222","0.6547402792228488","0.9074040513232804","7783","7783","7783","0.7177618865056541","0.4812712236404737","0.8182786920686348","15535","15535","15535","0.7562165971159083","0.6336280594554041","0.9443318088422089","15535","15535","15535"
"8001","0.8006563787543562","0.5103986962388514","0.9269096061282239","8034","8034","8034","0.7178375867660465","0.48364110226715634","0.8176835766655067","16036","16036","16036","0.7559423061956878","0.6372527282975741","0.9441497037402441","16036","16036","16036"
"8251","0.8125156587135018","0.6589399189742662","0.9393872749447642","8285","8285","8285","0.7180684845970792","0.4861215421970793","0.8182341354262257","16537","16537","16537","0.7565138099627369","0.6300141629622326","0.9448084861397814","16537","16537","16537"
"8501","0.8236889465887363","0.7247953021454935","0.930930145033927","8536","8536","8536","0.715864523523086","0.479023539816884","0.8119479818013867","17038","17038","17038","0.7545826307840271","0.635225258664916","0.9435378523893485","17038","17038","17038"
"8751","0.813961718050695","0.6079058882486884","0.9320961468932017","8787","8787","8787","0.7160398086789759","0.4848577371814666","0.8133390591308576","17539","17539","17539","0.7584483962730741","0.6458228362228775","0.9455356072225318","17539","17539","17539"
"9001","0.8322381029971042","0.7381542142289433","0.9314830240999267","9038","9038","9038","0.7133544388199148","0.47982663158392286","0.8122019545744054","18040","18040","18040","0.7577730132757361","0.6419510753091543","0.944932106461381","18040","18040","18040"
"9251","0.7992179666224397","0.6975587341674029","0.9254842603575536","9289","9289","9289","0.7141270642886137","0.4785965932206655","0.8132238103190917","18541","18541","18541","0.7561419238312076","0.6318272255673668","0.9442779845480113","18541","18541","18541"
"9501","0.821129438882098","0.6838891291378618","0.9358455943169918","9540","9540","9540","0.7125651549443229","0.4735091367730704","0.8059848180107473","19042","19042","19042","0.7564621868781016","0.6363620291702569","0.9447766250302942","19042","19042","19042"
"9751","0.810747819966456","0.670539316127552","0.9370486606950399","9791","9791","9791","0.7139663553962731","0.49108249826273714","0.8117136697996963","19543","19543","19543","0.7566631415443862","0.6292027599708976","0.9454055969914629","19543","19543","19543"
