"stage2/step","Group: Ours_MSE_Simple_cauchy - stage2/mcc_spearman","Group: Ours_MSE_Simple_cauchy - stage2/mcc_spearman__MIN","Group: Ours_MSE_Simple_cauchy - stage2/mcc_spearman__MAX","Group: Ours_MSE_Simple_cauchy - _step","Group: Ours_MSE_Simple_cauchy - _step__MIN","Group: Ours_MSE_Simple_cauchy - _step__MAX","Group: Ours_MSE_Complicate_cauchy - stage2/mcc_spearman","Group: Ours_MSE_Complicate_cauchy - stage2/mcc_spearman__MIN","Group: Ours_MSE_Complicate_cauchy - stage2/mcc_spearman__MAX","Group: Ours_MSE_Complicate_cauchy - _step","Group: Ours_MSE_Complicate_cauchy - _step__MIN","Group: Ours_MSE_Complicate_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_spearman","Group: Ours_Simple_cauchy - stage2/mcc_spearman__MIN","Group: Ours_Simple_cauchy - stage2/mcc_spearman__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_cauchy - stage2/mcc_spearman","Group: Ours_Complicate_cauchy - stage2/mcc_spearman__MIN","Group: Ours_Complicate_cauchy - stage2/mcc_spearman__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX"
"16501","0.5579020646438385","0.3800946952615735","0.6371373920032292","36746","36746","36746","0.2526690362990435","0.1954737602157148","0.33105868362043767","36745.2","36744","36746","0.6854219664917987","0.603847233566632","0.7602860512358102","36746","36746","36746","0.49986690145824975","0.4409106288605864","0.5963245691081293","36745.2","36744","36746"
"16751","0.553970358225171","0.29774952820788037","0.6436871857960055","36999","36999","36999","0.25374551209817575","0.20214101481917668","0.31612438584528857","36998.2","36997","36999","0.6821252946374075","0.6065063327038492","0.7577310910323715","36999","36999","36999","0.5043862350592384","0.44717632078865427","0.6002256566752664","36998.2","36997","36999"
"17001","0.5537352297934036","0.30469566597977293","0.6370874599023223","37252","37252","37252","0.24216299288270804","0.1893322846687489","0.2784621525875038","37251.2","37250","37252","0.6804404492659073","0.6090648881929086","0.7529698635830355","37252","37252","37252","0.5038976101640924","0.446513167079822","0.5959941942659065","37251.2","37250","37252"
"17251","0.5534179466955059","0.3086787143401514","0.63782270955736","37505","37505","37505","0.23369857421286072","0.15139358577406445","0.27731585287289684","37504.2","37503","37505","0.6833937963091572","0.6088437135911016","0.7597247223226415","37505","37505","37505","0.5040957352473991","0.44318062771990013","0.599776347171583","37504.2","37503","37505"
"17501","0.5597076758815664","0.3495558550015761","0.6371264281482333","37758","37758","37758","0.23968773688974884","0.2031465411734486","0.29131262203395575","37757.2","37756","37758","0.6835324083607339","0.6115167782339629","0.7599797319843913","37758","37758","37758","0.5054648522900826","0.4517131889391376","0.5919938379392611","37757.2","37756","37758"
"17751","0.5584591175180968","0.3561264131055532","0.6379362786156576","38011","38011","38011","0.2522657987828708","0.21635538193041928","0.30366916920285714","38010.2","38009","38011","0.6852667399581","0.6115717019307458","0.7577287944116672","38011","38011","38011","0.507606597368559","0.4484179973306178","0.5973939929976716","38010.2","38009","38011"
"18001","0.5552873823374748","0.3510507118487726","0.6397320607987341","38264","38264","38264","0.2535467557642713","0.2010390474877916","0.31404834420547656","38263.2","38262","38264","0.6864015652383018","0.6124038305049765","0.7572880527812904","38264","38264","38264","0.5074657863315339","0.44485441716819035","0.5967352157532113","38263.2","38262","38264"
"18251","0.5513387429546273","0.3393698856003873","0.6292214336223912","38517","38517","38517","0.25404330648366874","0.2029661788656853","0.3202638648004448","38516.2","38515","38517","0.6873201501672602","0.6132325918469931","0.7569333459646298","38517","38517","38517","0.510128185535386","0.44674883719426217","0.5989538162749819","38516.2","38515","38517"
"18501","0.5552108811996852","0.349988332226782","0.6354724665651857","38770","38770","38770","0.2564127833462435","0.19268779037332456","0.31801843663264184","38769.2","38768","38770","0.6878839143273755","0.6146991406208445","0.7610241360975843","38770","38770","38770","0.5107512318329934","0.44841268588955285","0.6039233677737068","38769.2","38768","38770"
"18751","0.5515752042345783","0.35993009205447835","0.6360022383287037","39023","39023","39023","0.2516596570154984","0.20342562982474371","0.3234860260591158","39022.2","39021","39023","0.6888848612405114","0.6175836874439449","0.7610622436152918","39023","39023","39023","0.5133447237450381","0.4444906506421521","0.6024593428692879","39022.2","39021","39023"
"19001","0.5528293761213183","0.36112448104763323","0.6405524781744263","39276","39276","39276","0.25511712547931864","0.21867803765060895","0.32508643130788384","39275.2","39274","39276","0.6869408388014653","0.6217484765422591","0.7594275364064497","39276","39276","39276","0.5100903160762681","0.4429334080070535","0.59752214366318","39275.2","39274","39276"
"19251","0.5552621035617848","0.3522127031250922","0.6381014451203301","39529","39529","39529","0.25069618272120825","0.14506700552731547","0.33065943773593964","39528.2","39527","39529","0.6896276493948743","0.6222709050765339","0.7589504279717071","39529","39529","39529","0.5153496582448633","0.4412362852990584","0.5967826268261772","39528.2","39527","39529"
"19501","0.5533801737788018","0.3524621535571549","0.6395183323226857","39782","39782","39782","0.24681434819101306","0.12757730765971387","0.3277562876598095","39781.2","39780","39782","0.6910930240958282","0.629642951933108","0.759925473403667","39782","39782","39782","0.5133939884687957","0.44253484965967094","0.5949814337412429","39781.2","39780","39782"
"19751","0.5555731074863756","0.3773183439922829","0.6383686495104359","40035","40035","40035","0.24962777028530928","0.18930777605936056","0.3017023442847694","40034.2","40033","40035","0.6908323050100128","0.6263122150564445","0.7560216109507881","40035","40035","40035","0.5143390226410024","0.4431680232698195","0.5975520809500541","40034.2","40033","40035"
"20001","0.5551345505835898","0.33972640693608525","0.6400012784950927","40288","40288","40288","0.2510936798581568","0.1893628324944815","0.2944956376012414","40287.2","40286","40288","0.6947797006868203","0.6273283950760057","0.7601735149929482","40288","40288","40288","0.5122819147302975","0.4474348716713269","0.5995233104341244","40287.2","40286","40288"
"20251","0.5552989239776184","0.34836837352337496","0.6358578001906428","40541","40541","40541","0.25448181496456673","0.21324988623716287","0.2802207780839505","40540.2","40539","40541","0.6955872016764548","0.6274035999743847","0.7558895344154123","40541","40541","40541","0.5150175177639024","0.44170227656832906","0.5944748067324218","40540.2","40539","40541"
"20501","0.5633796174520962","0.4183186586067061","0.6428621884027078","40794","40794","40794","0.25422076739968746","0.21779358294032805","0.29417933821759956","40793.2","40792","40794","0.695590425528959","0.6248656329770358","0.7555904046245564","40794","40794","40794","0.5169830373325676","0.4418938728849965","0.6055342897373973","40793.2","40792","40794"
"20751","0.5615030506182067","0.41493334110039964","0.637528350525891","41047","41047","41047","0.25331934384669674","0.20934631118919408","0.29629382616771505","41046.2","41045","41047","0.6958521593691077","0.6299632360982592","0.7559963272410788","41047","41047","41047","0.5180098673308495","0.4432997274383408","0.6012692381639763","41046.2","41045","41047"
"21001","0.5627894053782251","0.42270584438987147","0.6364889111423954","41300","41300","41300","0.2485837923667448","0.13280203783773292","0.31319406142031647","41299.2","41298","41300","0.698135168992082","0.6282415277937711","0.758824157322179","41300","41300","41300","0.5173223538936932","0.4385880281154092","0.6005311699642263","41299.2","41298","41300"
"21251","0.5668608718738454","0.47145198330408267","0.6389078239019611","41553","41553","41553","0.24322396161517915","0.11870510808044843","0.3192634358470901","41552.2","41551","41553","0.6979254992489967","0.624875148982425","0.7595377454952978","41553","41553","41553","0.5095531797229127","0.3770113578883175","0.5989740105147024","41552.2","41551","41553"
"21501","0.5661707550393805","0.44206150770450164","0.6411304423140471","41806","41806","41806","0.22784708811956816","0.11187308496219435","0.2830598420988693","41805.2","41804","41806","0.6991510889584233","0.6303614764636464","0.757197092407743","41806","41806","41806","0.5143441617927725","0.3943253461870909","0.5942445514962742","41805.2","41804","41806"
"21751","0.5711381358459513","0.5029451948335685","0.640910090068592","42059","42059","42059","0.2353405769831635","0.11259465424936718","0.2887819219780035","42058.2","42057","42059","0.7002161116802996","0.6301727383329752","0.7586392667903291","42059","42059","42059","0.5090055094490384","0.4131164602522997","0.6000131271937097","42058.2","42057","42059"
"22001","0.5728947452593014","0.5174217881045308","0.6389587202423362","42312","42312","42312","0.23629901376519094","0.11215422254641509","0.298396923896098","42311.2","42310","42312","0.7005799460727451","0.6307011671116837","0.7581794429922075","42312","42312","42312","0.5093308155894138","0.42146486322234084","0.5931968369612395","42311.2","42310","42312"
"22251","0.5708103323623507","0.5012960762993317","0.6382731493393351","42565","42565","42565","0.23607053441779077","0.11449196015080279","0.31076553325752604","42564.2","42563","42565","0.7007000305995195","0.6295109461001128","0.7579409417084654","42565","42565","42565","0.5149452182577028","0.42987154571191777","0.5995694027855212","42564.2","42563","42565"
"22501","0.56883792690777","0.45354759771124903","0.6387939388423289","42818","42818","42818","0.24475216244452896","0.12198142348872984","0.3190036500544463","42817.2","42816","42818","0.7024174554981361","0.6266002589805246","0.7588509664550882","42818","42818","42818","0.5166368059968656","0.4338910530770425","0.5991868258947424","42817.2","42816","42818"
"22751","0.5724049598765012","0.5278075619008725","0.635753397951869","43071","43071","43071","0.24355113688774993","0.13294861433922894","0.31013301713772545","43070.2","43069","43071","0.7024719350267252","0.6301602939119454","0.7563201905059341","43071","43071","43071","0.5170768242548904","0.4411527049343694","0.5955211148223333","43070.2","43069","43071"
"23001","0.5737612025513958","0.5281120885721636","0.6381375324523829","43324","43324","43324","0.24808350594438694","0.12089576983190686","0.30581332487036933","43323.2","43322","43324","0.7032002619665898","0.6269956020217043","0.7615544618460258","43324","43324","43324","0.5158841719035957","0.4385807337575516","0.5968476121742945","43323.2","43322","43324"
"23251","0.5708145567365567","0.5283088422486405","0.6369318127349353","43577","43577","43577","0.24523321981087043","0.11814053170397791","0.30568998623080607","43576.2","43575","43577","0.7027366912723054","0.6227830666713166","0.7605883411652962","43577","43577","43577","0.5187927641277392","0.43495213089791507","0.6020681946422308","43576.2","43575","43577"
"23501","0.5761622900185355","0.5280279099261993","0.6327489874602336","43830","43830","43830","0.23856981421656936","0.12414727824556018","0.31061562469825926","43829.2","43828","43830","0.7056386133891411","0.6268483974739927","0.7615035253139331","43830","43830","43830","0.516195785917211","0.43940467458643484","0.5957640832418053","43829.2","43828","43830"
"23751","0.5784191654993809","0.5280419391439165","0.6336215204069567","44083","44083","44083","0.24415574387403854","0.1216476763892036","0.3103853038901741","44082.2","44081","44083","0.7047455519627972","0.628397468084979","0.7605053954836304","44083","44083","44083","0.5141619203442868","0.4417875366104761","0.5995572127842245","44082.2","44081","44083"
"24001","0.5813504948121629","0.5281183515110998","0.6336989703939514","44336","44336","44336","0.24136520076055762","0.13005420631084963","0.31016348661870274","44335.2","44334","44336","0.7050553409392861","0.6247986243126329","0.7559675482138087","44336","44336","44336","0.5150818756951692","0.4422910629693135","0.5966520074015753","44335.2","44334","44336"
"24251","0.5818485367848824","0.5282167067312847","0.6322452677145622","44589","44589","44589","0.24619733629532226","0.12500971073114833","0.3382123548101217","44588.2","44587","44589","0.7055731682746316","0.6224940487517326","0.7605329564446627","44589","44589","44589","0.5119967152968843","0.44232299624778665","0.6055667834620155","44588.2","44587","44589"
"24501","0.5805819706458244","0.5282478746912846","0.6342742503009919","44842","44842","44842","0.2437155552362988","0.1597159008709408","0.32405800809971985","44841.2","44840","44842","0.7067543506598627","0.6258403956290546","0.7642799576366684","44842","44842","44842","0.5134420272269361","0.441024674922165","0.609112496598113","44841.2","44840","44842"
"24751","0.5799429916522334","0.5282012248091913","0.6340802142599644","45095","45095","45095","0.24324466209037424","0.14732398145516346","0.32452006356875074","45094.2","45093","45095","0.7063069940044013","0.6278794763230002","0.7595198716777972","45095","45095","45095","0.5135497320789328","0.4388385389545032","0.6062799087460105","45094.2","45093","45095"
"25001","0.5803679366166469","0.5281065902421305","0.6308491997580008","45348","45348","45348","0.2476803661149999","0.18816657093681102","0.3185911903295699","45347.2","45346","45348","0.7073795804871409","0.6286281561593755","0.7600266936134528","45348","45348","45348","0.517316481684495","0.4459504595539345","0.609292763551913","45347.2","45346","45348"
"25251","0.5746705763636875","0.5278247632588138","0.6311259626550066","45601","45601","45601","0.24788436977531797","0.1918902545165529","0.3208150445914716","45600.2","45599","45601","0.7072161766655082","0.6264287834028471","0.7661372700913639","45601","45601","45601","0.5190165424675478","0.44778933978237634","0.6131460789523999","45600.2","45599","45601"
"25501","0.5758825562089791","0.5285587429838454","0.6320551532433968","45854","45854","45854","0.24526303174205055","0.18410561023297273","0.3276769959065232","45853.2","45852","45854","0.7068911949111774","0.6253593954255862","0.762241809750971","45854","45854","45854","0.5202748610066026","0.44490202562590236","0.6034252229353558","45853.2","45852","45854"
"25751","0.579649436096735","0.5278951947431202","0.6398197202974266","46107","46107","46107","0.2431519798162371","0.18511418502542584","0.3112806303036576","46106.2","46105","46107","0.7074874435926366","0.6262991114429933","0.7649476611944263","46107","46107","46107","0.5230859346296207","0.45142808301947934","0.6114050687292973","46106.2","46105","46107"
"26001","0.5776929651549074","0.5281211908543679","0.6379528791741665","46360","46360","46360","0.24278224046378888","0.17873649963116106","0.3182724049927055","46359.2","46358","46360","0.7074972376499807","0.6239465052314667","0.7653385892115306","46360","46360","46360","0.5222211853130561","0.4419594460099341","0.6155741163515389","46359.2","46358","46360"
"26251","0.5772749719576649","0.5281371154163663","0.6376934759148486","46613","46613","46613","0.23715968263049603","0.17185338844764358","0.3175610167882801","46612.2","46611","46613","0.7092041870495549","0.6264752878642011","0.7678027555081476","46613","46613","46613","0.5242277813112064","0.44329683784048557","0.6204970062186963","46612.2","46611","46613"
"26501","0.570086984425617","0.5288423752909301","0.6260184224985357","46866","46866","46866","0.24171679169276206","0.18159210586383148","0.30947829057713677","46865.2","46864","46866","0.7066100207072803","0.6257261711449443","0.7631212163303379","46866","46866","46866","0.5249876241702165","0.4499274338964341","0.61763083831484","46865.2","46864","46866"
"26751","0.5690597268941923","0.5279764432226552","0.6274597864154138","47119","47119","47119","0.2421989984059071","0.14550844545469413","0.34114117310384506","47118.2","47117","47119","0.7079930097551872","0.6300778607384931","0.7683470759559808","47119","47119","47119","0.5229058845011667","0.445458709151447","0.6163334366656092","47118.2","47117","47119"
"27001","0.5722438710785812","0.5279978007502928","0.6273610545036941","47372","47372","47372","0.24863758958047763","0.17226486341490838","0.3144457848633416","47371.2","47370","47372","0.7071986703600175","0.6246179050532269","0.7694471522091555","47372","47372","47372","0.5246095044581127","0.4447370186140108","0.6202659580355411","47371.2","47370","47372"
"27251","0.5697997829968087","0.5278877168008239","0.628581047545839","47625","47625","47625","0.2532944672096934","0.19224592077467173","0.308631725138142","47624.2","47623","47625","0.7076713921505587","0.6259074828652097","0.7693690378268844","47625","47625","47625","0.5232866036947448","0.4430022706493502","0.6156679036098415","47624.2","47623","47625"
"27501","0.5701545497484626","0.5289726212959542","0.6299270537816365","47878","47878","47878","0.24361911861837343","0.11239190933371115","0.3091747073443133","47877.2","47876","47878","0.7070042523615452","0.6270006122205443","0.7660578391498928","47878","47878","47878","0.5248384414559731","0.4451087069764855","0.6157962554599549","47877.2","47876","47878"
"27751","0.5705139432394535","0.5280275876735802","0.6318159485951289","48131","48131","48131","0.242162869333827","0.12195004634341325","0.2973688389614314","48130.2","48129","48131","0.7081287436915663","0.6262741012604002","0.7708520973751171","48131","48131","48131","0.5252862819422576","0.4496496295129228","0.6144486552378082","48130.2","48129","48131"
"28001","0.5693677692575767","0.5164447719250146","0.6275750478912895","48384","48384","48384","0.24273684481283922","0.12493382383042417","0.28775590502385073","48383.2","48382","48384","0.7078310358394969","0.6265356131216628","0.7703644857532076","48384","48384","48384","0.5247709333757691","0.44654773217863514","0.6121557292435856","48383.2","48382","48384"
"28251","0.570455332186558","0.5154236782738515","0.6416473581162944","48637","48637","48637","0.24623473243883237","0.131511801166394","0.29504143025835916","48636.2","48635","48637","0.7082422871338198","0.6254114258302322","0.7671561257154048","48637","48637","48637","0.5252005474528273","0.4458479022439654","0.615598450719094","48636.2","48635","48637"
"28501","0.5690488011798013","0.5288902563184198","0.6315774492146639","48890","48890","48890","0.2512949343986841","0.18265345512218809","0.2913071398382218","48889.2","48888","48890","0.708134707639908","0.6282093470812514","0.7722266620399848","48890","48890","48890","0.5239002527439183","0.44265917819185807","0.6188432599391565","48889.2","48888","48890"
"28751","0.5686270393537496","0.5219207024413631","0.6316420773887906","49143","49143","49143","0.2474357370969423","0.18746008164465996","0.2874595587530514","49142.2","49141","49143","0.7087933387629471","0.6255867147952445","0.7701733766687587","49143","49143","49143","0.5246334406414169","0.45188026372499585","0.6171228260101155","49142.2","49141","49143"
"29001","0.5687964263397023","0.5253847515066156","0.6320120205686179","49396","49396","49396","0.24128358445925233","0.18592291378138798","0.2846887527507399","49395.2","49394","49396","0.7091077991087091","0.6241053568083706","0.771961571035764","49396","49396","49396","0.5249734427898031","0.447344332477428","0.6172762989722247","49395.2","49394","49396"
"29251","0.5738471278901114","0.5224340283203017","0.6392824959010718","49649","49649","49649","0.24688977999000472","0.19045278842068356","0.29436175876981385","49648.2","49647","49649","0.7089787332835249","0.6269118747261667","0.7704718091783613","49649","49649","49649","0.5242621761221282","0.4461566135461445","0.6206633487541346","49648.2","49647","49649"
"29501","0.5742794499168469","0.5283701246780131","0.6413050054746167","49902","49902","49902","0.24681017491851084","0.1878750473376493","0.2878450212098033","49901.2","49900","49902","0.7084031953173582","0.6270528680927439","0.7647872398176871","49902","49902","49902","0.5244724194572317","0.4477819016325844","0.6242125231809905","49901.2","49900","49902"
"29751","0.5738094271686338","0.5280012409170798","0.6423086497519447","50155","50155","50155","0.24755988987450217","0.19501738020847686","0.2920957440837486","50154.2","50153","50155","0.7094498788915695","0.6323973811958319","0.767644308319939","50155","50155","50155","0.5258167240304585","0.4476527337804079","0.6169123705453897","50154.2","50153","50155"
"30001","0.574526725283733","0.5276126521558958","0.64353496025833","50408","50408","50408","0.2437858802723601","0.19610264437046063","0.2861491318051414","50407.2","50406","50408","0.7097806316483195","0.623680281574341","0.7713307624316393","50408","50408","50408","0.5258823932161809","0.4441071004010887","0.6194329660472568","50407.2","50406","50408"
"30251","0.576841963101512","0.5120611807190909","0.6412186406549042","50661","50661","50661","0.24129890181970143","0.1893744430777437","0.2887999999144444","50660.2","50659","50661","0.7100837331847434","0.6302300856033799","0.7705228177796105","50661","50661","50661","0.5271494257468115","0.4478708657254938","0.6282487897786411","50660.2","50659","50661"
"30501","0.5702797976810927","0.5212859382559584","0.6395933199743115","50914","50914","50914","0.2453384643463637","0.19236543699229042","0.29985312033663514","50913.2","50912","50914","0.7102172717592806","0.6233834915678012","0.7699638761349924","50914","50914","50914","0.5278668684080101","0.448154129740914","0.6270020738436022","50913.2","50912","50914"
"30751","0.5694513215083162","0.5126807139729047","0.642674956181425","51167","51167","51167","0.24011684811969097","0.18430607346509212","0.3148824596927583","51166.2","51165","51167","0.7092006812201609","0.6245302194168022","0.7684122242745742","51167","51167","51167","0.5259989171166842","0.44361675778482346","0.6196596931250918","51166.2","51165","51167"
"31001","0.5689573056941094","0.5133136015574015","0.6429219687616609","51420","51420","51420","0.24177447792543932","0.18065477090813123","0.3147187280040152","51419.2","51418","51420","0.7093275229924579","0.6278152704674027","0.7690867506577589","51420","51420","51420","0.5263831262376676","0.4478492045085239","0.6299896903307614","51419.2","51418","51420"
"31251","0.5700643778678712","0.5141405669541221","0.6421400866852421","51673","51673","51673","0.23660440938038726","0.14557506517619861","0.31981696860246434","51672.2","51671","51673","0.7088720611072576","0.6246427905333797","0.7682976007853717","51673","51673","51673","0.5271543685872044","0.4433257284550505","0.6297930895013049","51672.2","51671","51673"
"31501","0.5700632872901852","0.5161817698671555","0.6392154130901374","51926","51926","51926","0.23930517848007918","0.14994308076056875","0.3203498316155653","51925.2","51924","51926","0.7092932161225939","0.6267754365280122","0.7692788842438909","51926","51926","51926","0.527346552030638","0.4531881984079468","0.625272560711912","51925.2","51924","51926"
"31751","0.57243403837762","0.5086461814660442","0.641665902176795","52179","52179","52179","0.24116336514349462","0.18093783904334276","0.327653804155539","52178.2","52177","52179","0.7104714832801592","0.6258922765118315","0.7719229281283826","52179","52179","52179","0.5263850421258544","0.44135056804303635","0.6193864478423345","52178.2","52177","52179"
"32001","0.5719741633498402","0.5105700224250304","0.6395589027797826","52432","52432","52432","0.2403449927083817","0.1794481086055561","0.318276320473385","52431.2","52430","52432","0.7099849773625425","0.6265155597102693","0.7677089356493162","52432","52432","52432","0.5296258631067154","0.4444530699596593","0.6260405574788971","52431.2","52430","52432"
"32251","0.569490348935485","0.5090762712313772","0.6439955991536764","52685","52685","52685","0.24074487060812388","0.16276634723232028","0.31571891963454174","52684.2","52683","52685","0.7091026236132557","0.6245961549923834","0.7685484393600602","52685","52685","52685","0.5268536102484375","0.4477417410654002","0.62264507808435","52684.2","52683","52685"
"32501","0.5712100263041683","0.5107145296368792","0.6462678797635102","52938","52938","52938","0.24422400192687177","0.16924894624577533","0.29409624740113516","52937.2","52936","52938","0.7097234622443416","0.6283237656225277","0.7678217745390626","52938","52938","52938","0.5270109997918833","0.4480373514655402","0.5990665644776366","52937.2","52936","52938"
"32751","0.5697310304323933","0.5164772428417157","0.6357288666737747","53191","53191","53191","0.24156545898280574","0.17587962898802048","0.28804496673403135","53190.2","53189","53191","0.7100383195114418","0.6262849517425771","0.7662978493452585","53191","53191","53191","0.526674231379076","0.4373055318895003","0.622483337579767","53190.2","53189","53191"
"33001","0.5661796390335231","0.5137950056409437","0.6374191851466198","53444","53444","53444","0.24506768507140841","0.1712483346238742","0.2937990045360032","53443.2","53442","53444","0.7093915919550176","0.6291008017264342","0.7701209248490213","53444","53444","53444","0.5284226311814966","0.4376638219184098","0.6247598480077349","53443.2","53442","53444"
"33251","0.5620199689121994","0.5008428211484385","0.6374356045866238","53697","53697","53697","0.2455077772597723","0.1833337441139667","0.2905500280221399","53696.2","53695","53697","0.7096166147225414","0.6291163907217353","0.7703395954770214","53697","53697","53697","0.5233115946398901","0.44328460606167647","0.5841079123710282","53696.2","53695","53697"
"33501","0.5639258505011838","0.5121962511504982","0.6361417299493775","53950","53950","53950","0.24750772197531318","0.19829537754005885","0.28690587931011047","53949.2","53948","53950","0.7104072259685846","0.6282759709887924","0.7723763614689351","53950","53950","53950","0.5260605240943513","0.4399246640790523","0.5975620745921085","53949.2","53948","53950"
"33751","0.5666094296989257","0.5113294555158573","0.6344078152887209","54203","54203","54203","0.24211738473942815","0.15416475477125285","0.3220615034576068","54202.2","54201","54203","0.7113679757456921","0.6269845965916768","0.7681088084198356","54203","54203","54203","0.5248358585192691","0.4407393242421784","0.6013024665050766","54202.2","54201","54203"
"34001","0.5685996940693789","0.5169142376741719","0.636593883394892","54456","54456","54456","0.2426964132398835","0.14708845777056143","0.312428206130975","54455.2","54454","54456","0.7095146861027667","0.6250163962533896","0.7680463606566784","54456","54456","54456","0.5271297766577281","0.4450332525648066","0.602350844652133","54455.2","54454","54456"
"34251","0.5601374587626919","0.4866957513935328","0.638646417758844","54709","54709","54709","0.24506762971738327","0.15800363675759826","0.31576833408953403","54708.2","54707","54709","0.7106390918435583","0.6241595877057112","0.7673364966909803","54709","54709","54709","0.5255796217142915","0.44200771915391235","0.5868907388251754","54708.2","54707","54709"
"34501","0.5599363416699411","0.47949328778425154","0.6386864469338839","54962","54962","54962","0.2555593649742249","0.17361841124459182","0.31047671144802275","54961.2","54960","54962","0.710928055018522","0.631024290893888","0.7687377311200878","54962","54962","54962","0.5284998253941775","0.43575008750229405","0.6050429021337547","54961.2","54960","54962"
"34751","0.5595799274768491","0.4884503570884136","0.638043169290757","55215","55215","55215","0.24820684247529798","0.13386203440827465","0.3037505835460183","55214.2","55213","55215","0.7098613052622194","0.6252711223427859","0.7662088194161837","55215","55215","55215","0.5279986701904698","0.4330501346611596","0.6073402815284832","55214.2","55213","55215"
"35001","0.5614413402637541","0.4873165933843178","0.6400798115632098","55468","55468","55468","0.24098810218660952","0.16511563293303141","0.2890504864842214","55467.2","55466","55468","0.7107238476269893","0.6294211712787385","0.772279167989697","55468","55468","55468","0.527304466255414","0.43968910990575444","0.6139423605690382","55467.2","55466","55468"
"35251","0.5551330494295319","0.43077566001069917","0.6375999548255673","55721","55721","55721","0.24830581572095092","0.16826895146739657","0.2958002050680086","55720.2","55719","55721","0.7111312238988486","0.6277452482142741","0.7691566388972243","55721","55721","55721","0.5281321840472295","0.4406000979051353","0.6084969524637887","55720.2","55719","55721"
"35501","0.5539468888190516","0.4274317425295367","0.6378013743497823","55974","55974","55974","0.24478817817194534","0.1586529860490641","0.2924434122198584","55973.2","55972","55974","0.709531712236101","0.6288762121692547","0.7691220495358744","55974","55974","55974","0.5279385943545811","0.4369883688415245","0.6133759406115344","55973.2","55972","55974"
"35751","0.5601635625577783","0.46180355660654765","0.6377684308476901","56227","56227","56227","0.23508582602090194","0.14719256252670826","0.29480195046880087","56226.2","56225","56227","0.711150785104861","0.6278157333375148","0.7710308510288743","56227","56227","56227","0.5277275336810383","0.438354835390919","0.6104780046099466","56226.2","56225","56227"
"36001","0.5586112791175293","0.45658746043386705","0.6360268911815093","56480","56480","56480","0.2305953099351362","0.1523296633438219","0.31422145746297153","56479.2","56478","56480","0.7101688151849731","0.6240530609173576","0.7682307859363452","56480","56480","56480","0.5260598151590219","0.4442065102391344","0.6027975914740302","56479.2","56478","56480"
"36251","0.5600833739723581","0.4680278856288687","0.6343604484462749","56733","56733","56733","0.24076326446877636","0.18556366178505668","0.31712923114239516","56732.2","56731","56733","0.7110526928239531","0.6291170197685523","0.7715902736127722","56733","56733","56733","0.5251972006827865","0.42962045883947597","0.5826388441859435","56732.2","56731","56733"
"36501","0.5577019269986877","0.4601000975858938","0.6354095097000086","56986","56986","56986","0.2419400914813096","0.19183399611427976","0.31769719743761865","56985.2","56984","56986","0.7111939908129339","0.6292636496015465","0.7693353930869168","56986","56986","56986","0.5293063182309186","0.43604648955012726","0.6083436532797641","56985.2","56984","56986"
"36751","0.5592634483931004","0.4587924547801583","0.6318620860544596","57239","57239","57239","0.24047512180646824","0.18817463131063775","0.3288883025182635","57238.2","57237","57239","0.7101255710162439","0.6233932109163293","0.7691378857191618","57239","57239","57239","0.5240888264454686","0.435295814810755","0.611330247570079","57238.2","57237","57239"
"37001","0.5565311495414554","0.44056199674280383","0.6358030668994007","57492","57492","57492","0.24303593028764642","0.1956380021089436","0.3331373825321231","57491.2","57490","57492","0.7105324908028274","0.6245024728279454","0.7694026175888483","57492","57492","57492","0.5284403510528924","0.4341294272097552","0.6118023919176666","57491.2","57490","57492"
"37251","0.5582020926726301","0.43325433894284665","0.6365242528263687","57745","57745","57745","0.24562079597925407","0.17252816610022037","0.3280027406571556","57744.2","57743","57745","0.7097937921632994","0.6248580327366078","0.7705144538087293","57745","57745","57745","0.52410819476542","0.4298562825956532","0.6138411670879304","57744.2","57743","57745"
"37501","0.556957078388588","0.40597576066666047","0.6395449791040883","57998","57998","57998","0.24001177232297644","0.17462772613565114","0.3465905448630795","57997.2","57996","57998","0.7122333391416363","0.6269562564777805","0.7705089426687722","57998","57998","57998","0.5302092948070765","0.4386330688151581","0.6085853231496188","57997.2","57996","57998"
"37751","0.5561666964144794","0.4241756330684498","0.6406688089068188","58251","58251","58251","0.23754215974255538","0.17113667008249772","0.3429754254145122","58250.2","58249","58251","0.7115211440714975","0.6284903637383293","0.768034221116543","58251","58251","58251","0.5309070428348891","0.43293648152942177","0.6174445550728433","58250.2","58249","58251"
"38001","0.5554780005383039","0.41813878443421276","0.6342905841037468","58504","58504","58504","0.25160796142152864","0.1681413174859751","0.32754244530397214","58503.2","58502","58504","0.7116626088484528","0.6265087273156885","0.7727525260775246","58504","58504","58504","0.5302614398553084","0.4325767917310099","0.6172889995122659","58503.2","58502","58504"
