"stage2/step","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_gumbel - _step","Group: VaDE_Complicate_gumbel - _step__MIN","Group: VaDE_Complicate_gumbel - _step__MAX","Group: Danru_Complicate_gumbel - stage2/mcc_pearson","Group: Danru_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: Danru_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: Danru_Complicate_gumbel - _step","Group: Danru_Complicate_gumbel - _step__MIN","Group: Danru_Complicate_gumbel - _step__MAX","Group: Ours_Complicate_gumbel - stage2/mcc_pearson","Group: Ours_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: Ours_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: Ours_Complicate_gumbel - _step","Group: Ours_Complicate_gumbel - _step__MIN","Group: Ours_Complicate_gumbel - _step__MAX"
"23501","0.14118382936047022","0.08618294171244831","0.27528803619311615","33829","33829","33829","0.7142323642662043","0.5985552824003004","0.8087787351533462","43829.4","43828","43830","0.9079988898994742","0.7315841085324334","0.957316022261095","43829.2","43828","43830"
"23751","0.14266644698026215","0.08349721685522649","0.24316035365891198","34082","34082","34082","0.7165713898125691","0.6058669407382398","0.8123950098879819","44082.4","44081","44083","0.9080246629605201","0.7264674101169393","0.9575545575759715","44082.2","44081","44083"
"24001","0.15006504518765773","0.08290312449445876","0.25157443026964604","34335","34335","34335","0.7191632885117696","0.6098213704721479","0.8123015514453561","44335.4","44334","44336","0.9096164094683028","0.7301980040041428","0.9600468167676521","44335.2","44334","44336"
"24251","0.1481928632226018","0.08487165080894996","0.2493472647512875","34588","34588","34588","0.7205405789483434","0.6122746039731417","0.8143019410771357","44588.4","44587","44589","0.9107274389183713","0.7349223013471651","0.960194872293423","44588.2","44587","44589"
"24501","0.14398070973697602","0.0988834826204933","0.29180316727705224","34841","34841","34841","0.7239614231649277","0.6204409333033323","0.815580501339553","44841.4","44840","44842","0.9108244415612026","0.7372990080837045","0.9598492699393238","44841.2","44840","44842"
"24751","0.14172333328536268","0.08304384940561378","0.2771403921213923","35094","35094","35094","0.7157895422142538","0.5234219136164029","0.8170720119549193","45094.4","45093","45095","0.9115574845170238","0.7359556723151377","0.9594751089183005","45094.2","45093","45095"
"25001","0.14583357300381844","0.08524175958486321","0.24390908503797748","35347","35347","35347","0.7172953571406544","0.5252048927539913","0.8196882989444259","45347.4","45346","45348","0.9121387020048266","0.7386223777114838","0.9600962171940223","45347.2","45346","45348"
"25251","0.14343575994054003","0.07822239276198298","0.2511913367478454","35600","35600","35600","0.7169168019246569","0.5208872221626495","0.8133789285596806","45600.4","45599","45601","0.9120556441147141","0.7363876071227402","0.9610100156391657","45600.2","45599","45601"
"25501","0.1393410301893617","0.06731559299308962","0.22702911914305993","35853","35853","35853","0.720515915760257","0.522443287863118","0.8159652443161354","45853.4","45852","45854","0.9129342488726688","0.7370429922621421","0.9603066754399456","45853.2","45852","45854"
"25751","0.15598931227857804","0.09498553743166092","0.25550220822972014","36106","36106","36106","0.7211266781667577","0.532925320414469","0.8126045022434558","46106.4","46105","46107","0.9134989449522897","0.7369439321980854","0.9627916955547612","46106.2","46105","46107"
"26001","0.14224421127051437","0.09305749825242453","0.23842225143097848","36359","36359","36359","0.70966983226671","0.5287450950582551","0.8126682319710088","46359.4","46358","46360","0.913992665404551","0.7396893595961986","0.9624787014333755","46359.2","46358","46360"
"26251","0.14762254182310836","0.09027424557801275","0.26360371053545584","36612","36612","36612","0.702740853586534","0.5150185314272209","0.8096047344442574","46612.4","46611","46613","0.915206448016437","0.7455229767904838","0.9640067544553492","46612.2","46611","46613"
"26501","0.1429785061154688","0.0800721606969563","0.23471034723370784","36865","36865","36865","0.7035743808839976","0.5266850950728897","0.8078085904921245","46865.4","46864","46866","0.9151409732373255","0.7450450021036261","0.9640304853660746","46865.2","46864","46866"
"26751","0.13994966678520088","0.07998339924099966","0.2433794684735105","37118","37118","37118","0.7039921890773368","0.5192673687173892","0.8039866247748565","47118.4","47117","47119","0.9158431606328536","0.7515565929584898","0.9633896685113188","47118.2","47117","47119"
"27001","0.12480123294314183","0.07749432324200735","0.23859662800433848","37371","37371","37371","0.7027792842469381","0.5263372194291681","0.8009737042815506","47371.4","47370","47372","0.9174613105874208","0.7499991545893399","0.9649830056895528","47371.2","47370","47372"
"27251","0.15763291623337106","0.10220173446193848","0.2540043018174726","37624","37624","37624","0.7022843273464812","0.5263284606993122","0.798493057505466","47624.4","47623","47625","0.9173496651524033","0.7531495927202669","0.9645838453803262","47624.2","47623","47625"
"27501","0.15382906763989868","0.08574844761246331","0.2349122118303358","37877","37877","37877","0.7035922677091162","0.5223539848107127","0.7946270450728911","47877.4","47876","47878","0.9178265259330025","0.7541894453459325","0.9646455483299968","47877.2","47876","47878"
"27751","0.13467408787826557","0.08456352574863815","0.24607711561601878","38130","38130","38130","0.7046647437372026","0.5447873267944268","0.7935871980609537","48130.4","48129","48131","0.9192817023544115","0.7571796415867487","0.9660594423591877","48130.2","48129","48131"
"28001","0.13611757369179653","0.08616039011665313","0.25580079035655096","38383","38383","38383","0.7003491768627659","0.5313810796095472","0.7864790996151518","48383.4","48382","48384","0.9181643178381007","0.7542274154658418","0.9639714565009652","48383.2","48382","48384"
"28251","0.14144023673719341","0.07891203041533329","0.26181518768703943","38636","38636","38636","0.6998906567320493","0.540171232128963","0.778545732812584","48636.4","48635","48637","0.9195532973688124","0.7625578691421498","0.96543604332831","48636.2","48635","48637"
"28501","0.15441181339234478","0.08296076055798494","0.2575666094797308","38889","38889","38889","0.7021589601529501","0.5333726924519396","0.7747893623884232","48889.4","48888","48890","0.9192796109726261","0.7579728369456639","0.9652816007335796","48889.2","48888","48890"
"28751","0.14033025480033526","0.09099361224108948","0.2274586162462997","39142","39142","39142","0.7034465944189402","0.5547881075131875","0.7687118688130635","49142.4","49141","49143","0.919879994049386","0.7583122992477493","0.964178862810579","49142.2","49141","49143"
"29001","0.1512026833193159","0.0886239783681087","0.2778330249374316","39395","39395","39395","0.7033672722621762","0.5592615802680433","0.7690879427207189","49395.4","49394","49396","0.9211648812252262","0.7665895620011394","0.9663921648341267","49395.2","49394","49396"
"29251","0.13257380212542355","0.07142420809198821","0.27960353351972883","39648","39648","39648","0.7041585350645565","0.5747962378804121","0.7790445664779992","49648.4","49647","49649","0.921146186783066","0.7631610304551173","0.9652503020797708","49648.2","49647","49649"
"29501","0.16019606235868258","0.09106365069259474","0.2475282939624582","39901","39901","39901","0.7041970105381641","0.5725567819105797","0.7864902238946987","49901.4","49900","49902","0.9219496252687938","0.766482960418408","0.9653562035936363","49901.2","49900","49902"
"29751","0.14958555400803006","0.08480289529482432","0.2427812670296629","40154","40154","40154","0.7045535861921168","0.5782555718339897","0.8019026008315899","50154.4","50153","50155","0.9216032846858931","0.7633681988048912","0.965745373650621","50154.2","50153","50155"
"30001","0.15814059608249464","0.09309099778631781","0.2611210773795101","40407","40407","40407","0.693844211329792","0.5781378675789222","0.7513842984076196","50407.4","50406","50408","0.9219338503076274","0.7681889859787183","0.9638935331959975","50407.2","50406","50408"
"30251","0.15931284686180042","0.08148688049245127","0.2500370360546909","40660","40660","40660","0.6914849928382161","0.5714168179708021","0.7467997369659798","50660.4","50659","50661","0.9224424457427111","0.7717814331300342","0.9658845580253399","50660.2","50659","50661"
"30501","0.1569625079474012","0.09040554564990148","0.2958829745442604","40913","40913","40913","0.691921494128848","0.5898306548539349","0.7447883130273583","50913.4","50912","50914","0.9231191512197178","0.7727332843186122","0.9660894777879776","50913.2","50912","50914"
"30751","0.17564085314765865","0.09449728938637958","0.258273466542766","41166","41166","41166","0.6893373548392724","0.580028845034661","0.7402170271796775","51166.4","51165","51167","0.9228765360108644","0.7708345698468445","0.9664723914257232","51166.2","51165","51167"
"31001","0.1585891626444897","0.08946732227704464","0.2613859960512292","41419","41419","41419","0.6748537277717468","0.5857939975494318","0.735462457067843","51419.4","51418","51420","0.9234775144722965","0.7754779133013036","0.9658072006419349","51419.2","51418","51420"
"31251","0.14352993350824655","0.084151780080958","0.2521269777132065","41672","41672","41672","0.6743714567779395","0.5779312141622628","0.7479872948340258","51672.4","51671","51673","0.9239200859602258","0.7783457877246508","0.9665583462318359","51672.2","51671","51673"
"31501","0.15511674962791397","0.07019588735139076","0.25788111236081496","41925","41925","41925","0.6733311601068845","0.5805923399184274","0.7513722873316175","51925.4","51924","51926","0.9241625462761037","0.7810483141365399","0.9658107032046985","51925.2","51924","51926"
"31751","0.15231740628996174","0.07340655515630426","0.2533844884429711","42178","42178","42178","0.6729635430742045","0.5946189552764729","0.7587489788204845","52178.4","52177","52179","0.9249181149655593","0.7825149068741888","0.9671722101531852","52178.2","52177","52179"
"32001","0.15045198720437827","0.09969772007855222","0.2642876220599066","42431","42431","42431","0.674206636183215","0.5960149506762717","0.7758926802295704","52431.4","52430","52432","0.9260740626474551","0.7824022927657304","0.9673660704540958","52431.2","52430","52432"
"32251","0.14447370491382888","0.08345130938876205","0.24177961957580138","42684","42684","42684","0.6723572753174363","0.5984617503309448","0.7856416082524529","52684.4","52683","52685","0.9254295983135318","0.7823938699688374","0.9660490981788238","52684.2","52683","52685"
"32501","0.1394776479719682","0.08632981378823111","0.2790124790780621","42937","42937","42937","0.6693084493472359","0.5927065832316488","0.795329022546931","52937.4","52936","52938","0.9261950126012206","0.7895752771221322","0.9653643497791645","52937.2","52936","52938"
"32751","0.16054462757696084","0.0856360441360169","0.24401274541850163","43190","43190","43190","0.6727969079422512","0.5889013587163823","0.8046734123469887","53190.4","53189","53191","0.9268544661010234","0.7931077561151134","0.9660195608833396","53190.2","53189","53191"
"33001","0.17491245497962166","0.08341174110297117","0.3042498698617676","43443","43443","43443","0.6723641871358356","0.5878286350049539","0.8106900425499024","53443.4","53442","53444","0.9267397018148478","0.7910909469176739","0.965577251340412","53443.2","53442","53444"
"33251","0.14683613908606724","0.09676271916046711","0.2544020912649554","43696","43696","43696","0.6761606067913281","0.5833767469947106","0.8220944408813006","53696.4","53695","53697","0.9269757969135004","0.7949370667785635","0.9659867442655908","53696.2","53695","53697"
"33501","0.16535060858085288","0.0844725422329046","0.2626318370318563","43949","43949","43949","0.672629777931878","0.5806754266723165","0.8349630273285426","53949.4","53948","53950","0.9270281070130734","0.7964770217785573","0.9662913287938665","53949.2","53948","53950"
"33751","0.15113402824746264","0.10340256338395246","0.255835383309714","44202","44202","44202","0.6516961585598305","0.5715151732583295","0.7043904447860788","54202.4","54201","54203","0.9282214038260757","0.7967985121279266","0.9661187814568688","54202.2","54201","54203"
"34001","0.16453548916948185","0.07940056230945224","0.2541368770232898","44455","44455","44455","0.6506431593740135","0.5668663977698601","0.7014624814681373","54455.4","54454","54456","0.9280256125025677","0.7963184406061561","0.9659617027140678","54455.2","54454","54456"
"34251","0.16424242228857205","0.10033995829994766","0.23698594357337477","44708","44708","44708","0.6471940398280707","0.5598882295505977","0.7120800958607603","54708.4","54707","54709","0.9285041459382853","0.7986697922186896","0.9667717113028267","54708.2","54707","54709"
"34501","0.16304603488018607","0.06626141881036599","0.26921954828104644","44961","44961","44961","0.6499620426134223","0.5618963297371122","0.7121801574737766","54961.4","54960","54962","0.9283608076141858","0.7993793617840743","0.9661417661555358","54961.2","54960","54962"
"34751","0.13444119681670155","0.07602269933449465","0.25075454307179923","45214","45214","45214","0.6475536138413964","0.5700765191230477","0.7130586290152152","55214.4","55213","55215","0.9290224467414069","0.803549152197434","0.9671167041009797","55214.2","55213","55215"
"35001","0.14149797296159108","0.08735398774622508","0.23885447498392312","45467","45467","45467","0.6466160351231984","0.5595776294318011","0.7263518216856599","55467.4","55466","55468","0.9298582449801278","0.8072977779995721","0.9653834354881692","55467.2","55466","55468"
"35251","0.14516740643580348","0.08151466030141541","0.2704729642141855","45720","45720","45720","0.6431741720206408","0.556668661946828","0.7053725962949202","55720.4","55719","55721","0.9296326551930421","0.8080015684642105","0.9660578720301004","55720.2","55719","55721"
"35501","0.16326456222436328","0.07971449297695359","0.2550620962882348","45973","45973","45973","0.6413929215544967","0.5515303463028433","0.7112035647387904","55973.4","55972","55974","0.9303047247324155","0.8070715994134969","0.967225168102473","55973.2","55972","55974"
"35751","0.14530472997574645","0.07600440399305658","0.26250402891801816","46226","46226","46226","0.6391296484213876","0.5528365892980822","0.7086141791699989","56226.4","56225","56227","0.9306356504156341","0.8079387546320314","0.9679059180731361","56226.2","56225","56227"
"36001","0.14385795665944498","0.0818016676887807","0.2880552799271697","46479","46479","46479","0.6365559161981815","0.5511760103661676","0.7104276508895443","56479.4","56478","56480","0.9297290451954258","0.8090239426096796","0.9672901309975591","56479.2","56478","56480"
"36251","0.14838500389953965","0.07993523806932079","0.24893412801444934","46732","46732","46732","0.6373116821154048","0.5438162255908641","0.7218996375559367","56732.4","56731","56733","0.9307488897628378","0.8100584327027353","0.9664943344687058","56732.2","56731","56733"
"36501","0.15039835115990738","0.06718923167583976","0.27197207358069","46985","46985","46985","0.6365221551821205","0.5442175494755197","0.7294224771473786","56985.4","56984","56986","0.9308413493446415","0.8114332596078807","0.9661641471503246","56985.2","56984","56986"
"36751","0.1594895610365985","0.08665482880325256","0.2590375959112243","47238","47238","47238","0.6368105084031859","0.5410253284532837","0.7426131399708192","57238.4","57237","57239","0.9311338796324756","0.8168420241274212","0.96653557344916","57238.2","57237","57239"
"37001","0.1360045996227253","0.08742558268041653","0.2542641707135686","47491","47491","47491","0.6362067732068208","0.5323496287294877","0.757718528710403","57491.4","57490","57492","0.9305563265773479","0.8212369896654825","0.9655971519460513","57491.2","57490","57492"
"37251","0.14485969022610973","0.08674731147040561","0.2396810550167799","47744","47744","47744","0.6400978575805052","0.5349745509483818","0.7700999003253174","57744.4","57743","57745","0.9310374618636776","0.8175764976435019","0.9649939191282094","57744.2","57743","57745"
"37501","0.147605872608152","0.0866271676118841","0.2873651041614351","47997","47997","47997","0.6390252315798302","0.530071477948807","0.7875685211532408","57997.4","57996","57998","0.9317772046214902","0.8211740374928811","0.9673740667099363","57997.2","57996","57998"
"37751","0.14919631593086446","0.09236074607302888","0.26422314846250433","48250","48250","48250","0.6396868844002833","0.5297480163420663","0.7972657156577463","58250.4","58249","58251","0.932109966301158","0.8196599580230568","0.9676770197320875","58250.2","58249","58251"
"38001","0.13289373214094938","0.0903712556573846","0.24524707887635358","48503","48503","48503","0.6417650647734988","0.534647802788873","0.8122606071604845","58503.4","58502","58504","0.9327293314289442","0.8262931618787892","0.9669256422695348","58503.2","58502","58504"
"38251","0.14691413896728073","0.08235772003215316","0.2519083827129621","48756","48756","48756","0.6289499790524459","0.5294939337144242","0.7716794244754002","58756.4","58755","58757","0.9323040501859508","0.8280819134739923","0.9669205261298041","58756.2","58755","58757"
"38501","0.15757777886768376","0.08189263504474194","0.2825102233172966","49009","49009","49009","0.6294325884721239","0.5270021304665526","0.7777445972946946","59009.4","59008","59010","0.932471673317177","0.82823098873461","0.9671744304524947","59009.2","59008","59010"
"38751","0.16089813544017534","0.09285518790015476","0.2671403088629262","49262","49262","49262","0.6283951956414804","0.5229723135567","0.7765320475564454","59262.4","59261","59263","0.9331463863505747","0.824867419793818","0.9662987315960544","59262.2","59261","59263"
"39001","0.1531086050813393","0.09535113737994659","0.25299963701413886","49515","49515","49515","0.6268394838348523","0.5205018330302988","0.7805423896278413","59515.4","59514","59516","0.9337577950783175","0.8293615687645405","0.9666745246214008","59515.2","59514","59516"
"39251","0.1390598363334042","0.0747239444650516","0.22374947862822117","49768","49768","49768","0.6274824826283718","0.5200507125389212","0.7866518829724296","59768.4","59767","59769","0.9333867511140795","0.8324664209383119","0.9679218030512302","59768.2","59767","59769"
"39501","0.15192429859301193","0.10413165876228914","0.26453322027182524","50021","50021","50021","0.6182315941173853","0.516123706776452","0.7821836835555094","60021.4","60020","60022","0.9332357713884802","0.831228179037738","0.9667419301311577","60021.2","60020","60022"
"39751","0.14592859075133024","0.09464661911181474","0.25562481273236815","50274","50274","50274","0.6156649374297719","0.5198911545855972","0.789614019244419","60274.4","60273","60275","0.9332243093109953","0.8316846892622067","0.9675484769882224","60274.2","60273","60275"
"40001","0.16733422948463417","0.11719915806393229","0.2518568742242667","50527","50527","50527","0.6130153126804104","0.5117751659376667","0.7982870848684972","60527.4","60526","60528","0.9344438333381666","0.8344593224385317","0.9657032362359755","60527.2","60526","60528"
"40251","0.1488169581513836","0.10117998600637476","0.24806983354115922","50780","50780","50780","0.6190830982026231","0.5108259409122223","0.7985618557923795","60780.4","60779","60781","0.9340711155338486","0.8377520829996351","0.9658681134735717","60780.2","60779","60781"
"40501","0.15071904230068095","0.08399475376027585","0.2589052571704321","51033","51033","51033","0.6136404370729371","0.5105772857535036","0.8086443109570427","61033.4","61032","61034","0.9344017010434011","0.8379408376880185","0.9668100293049507","61033.2","61032","61034"
"40751","0.15337576902009306","0.09168753127529217","0.2506181145349368","51286","51286","51286","0.6155247717585881","0.5057114156785939","0.8202618892173555","61286.4","61285","61287","0.9346499303955895","0.8416582796251173","0.9660404748624247","61286.2","61285","61287"
"41001","0.16851074636165728","0.10043949427328702","0.2581240937621292","51539","51539","51539","0.6167562783229459","0.5007116394678075","0.8219436304024015","61539.4","61538","61540","0.9351828574180582","0.8418808591547144","0.967533828682687","61539.2","61538","61540"
"41251","0.12603086658857526","0.0752252856749056","0.23667909435495985","51792","51792","51792","0.6163012226653846","0.5018319016256481","0.8293844237032564","61792.4","61791","61793","0.9355782723541337","0.8399035486964843","0.9665514788207565","61792.2","61791","61793"
"41501","0.14224584796586076","0.07572609316487097","0.21749785746364333","52045","52045","52045","0.6188449529233944","0.5074115718415626","0.83160990033824","62045.4","62044","62046","0.9356285268183224","0.8401644623828245","0.9663407194983789","62045.2","62044","62046"
"41751","0.15755941069635054","0.09428496767670572","0.2685305939007677","52298","52298","52298","0.6192512407862698","0.501327758527997","0.8307766176534532","62298.4","62297","62299","0.9359629945766894","0.8465523483355651","0.9661133324006366","62298.2","62297","62299"
"42001","0.14992559613004153","0.10726908441163388","0.28192494555353576","52551","52551","52551","0.6187167030870119","0.49716582468996967","0.8387490258196696","62551.4","62550","62552","0.9369200482791076","0.8455571522223784","0.9670948706709586","62551.2","62550","62552"
"42251","0.14600576105276367","0.09511601564087754","0.25779230046451335","52804","52804","52804","0.6189008111162366","0.49395205858126745","0.8393965841539153","62804.4","62803","62805","0.9366170860741917","0.845700720041999","0.9676164947257486","62804.2","62803","62805"
"42501","0.16505624522261575","0.09254988829650652","0.28277251196875597","53057","53057","53057","0.6136630486199095","0.49360472505703373","0.8439069137363658","63057.4","63056","63058","0.9364727881014611","0.8509446627692968","0.9658064510641807","63057.2","63056","63058"
"42751","0.1488849038534053","0.09617589075605684","0.2531166038250137","53310","53310","53310","0.6119640816776413","0.49203779285556914","0.842772551364712","63310.4","63309","63311","0.9367535085207527","0.8491025701224068","0.9667867360155175","63310.2","63309","63311"
"43001","0.1467436464069","0.08981136582749502","0.23988478879648514","53563","53563","53563","0.5921187074978563","0.48943723628517405","0.7063808090363862","63563.4","63562","63564","0.9360239455112126","0.8449328703027282","0.9661890297949528","63563.2","63562","63564"
"43251","0.15533760049235798","0.0937394376839149","0.2628467173806569","53816","53816","53816","0.5911357838268407","0.4936774189641648","0.7110603359430707","63816.4","63815","63817","0.9366444665816225","0.850256023678645","0.9664023704911759","63816.2","63815","63817"
"43501","0.17141276063138206","0.0859532243206392","0.2527488945883036","54069","54069","54069","0.5925705571309015","0.486405961560662","0.721395979405506","64069.4","64068","64070","0.9369994210347657","0.8504096383229708","0.9666065470048866","64069.2","64068","64070"
"43751","0.1554347600437495","0.10534790952579325","0.2532862880640793","54322","54322","54322","0.5940214448108551","0.4836190525441541","0.7322169941252691","64322.4","64321","64323","0.9376876801070694","0.8548637419560172","0.9673040492696205","64322.2","64321","64323"
"44001","0.16294285633548294","0.11217298072909514","0.24354298794439866","54575","54575","54575","0.5857295122400135","0.48694196329227174","0.6591789253414644","64575.4","64574","64576","0.9377190870611057","0.8551035150168647","0.9673481294723277","64575.2","64574","64576"
"44251","0.15641973490319416","0.08709862556699084","0.24979943320938194","54828","54828","54828","0.5874365507036348","0.4862402144508776","0.6662291315191343","64828.4","64827","64829","0.9375889933045641","0.8545657043273301","0.9674095643522577","64828.2","64827","64829"
"44501","0.16176305257170895","0.09044834533985306","0.26864611350314654","55081","55081","55081","0.5886459846333417","0.4902781515296257","0.6785946248181697","65081.4","65080","65082","0.9375497668916021","0.8587643817995559","0.9668947794529252","65081.2","65080","65082"
"44751","0.1762128928171445","0.0906720998421763","0.24587888204627512","55334","55334","55334","0.5894216423157173","0.4810454803512482","0.6879491849849382","65334.4","65333","65335","0.9376586972282721","0.8610446124284549","0.9673054835883219","65334.2","65333","65335"
"45001","0.17070014242497297","0.11927304230047911","0.2668103334460493","55587","55587","55587","0.5897792675979614","0.48338497874313247","0.7014054710510141","65587.4","65586","65588","0.9388998001802136","0.8601971756307043","0.9674733094704399","65587.2","65586","65588"
"45251","0.16645704436502198","0.1044354707843714","0.2584032081006655","55840","55840","55840","0.5902348433337645","0.48025371290613406","0.7150685772104327","65840.4","65839","65841","0.9380849508829936","0.8584560189487073","0.9675876650121019","65840.2","65839","65841"
"45501","0.15014172984221363","0.09019931625843854","0.2507799721214594","56093","56093","56093","0.5889463397295934","0.47986087941722316","0.7215145624725436","66093.4","66092","66094","0.9388190055360429","0.8627735502934207","0.9668762882292367","66093.2","66092","66094"
"45751","0.1513165971538551","0.08099585064294565","0.24706188444548172","56346","56346","56346","0.5923983130685478","0.48573856657004094","0.7340339618863652","66346.4","66345","66347","0.9385402790164321","0.8598879124734576","0.9680793249806621","66346.2","66345","66347"
"46001","0.1495972367428327","0.09953405225748758","0.2873036326098289","56599","56599","56599","0.5934342746860498","0.47539764477057184","0.7572851164539647","66599.4","66598","66600","0.9396033833308861","0.8642920359157517","0.9676142587534174","66599.2","66598","66600"
"46251","0.1411584778382294","0.08700955186426579","0.2612302305936366","56852","56852","56852","0.5956306857450873","0.47895847667060787","0.7719102522229825","66852.4","66851","66853","0.9393015697939132","0.8639077193877055","0.9660851783241984","66852.2","66851","66853"
"46501","0.15341767475843165","0.08706589234867608","0.2746710846302732","57105","57105","57105","0.5988927106405492","0.48203175920646835","0.7886606515964297","67105.4","67104","67106","0.9386636358763795","0.8656671789982482","0.9674810342807296","67105.2","67104","67106"
"46751","0.15635640705797152","0.08213370675529287","0.2901392207971448","57358","57358","57358","0.599268817369098","0.47878338934903086","0.8105769361991433","67358.4","67357","67359","0.9404280007019741","0.8693966276611412","0.9672675377963816","67358.2","67357","67359"
"47001","0.17469150716286125","0.10705515382436834","0.27441915468618244","57611","57611","57611","0.6019842907537247","0.4761391632627996","0.8261478728010211","67611.4","67610","67612","0.940437016426884","0.8681760089056247","0.9664454456918641","67611.2","67610","67612"
"47251","0.15619827364802658","0.08945045557783113","0.2580771040424645","57864","57864","57864","0.5999423499435326","0.4788731857776706","0.8384586164620869","67864.4","67863","67865","0.9402144235164209","0.86778525928659","0.9672655883892372","67864.2","67863","67865"
"47501","0.1498125584677818","0.09591938772218797","0.2569303193299571","58117","58117","58117","0.6006844541938149","0.47370574786640385","0.848137607999606","68117.4","68116","68118","0.9399129327586578","0.8671910411767005","0.9669012174045832","68117.2","68116","68118"
"47751","0.15346177988157933","0.08932712466867428","0.2758056917776186","58370","58370","58370","0.6024461652448851","0.4708246446083793","0.8578383137875927","68370.4","68369","68371","0.940801618974068","0.8743957949869984","0.9670152603129587","68370.2","68369","68371"
"48001","0.15762190745382257","0.08931478515087571","0.3058253415223781","58623","58623","58623","0.5914954221351614","0.4757323570018717","0.7374510506314899","68623.4","68622","68624","0.9404809425776787","0.8734037250006665","0.9669864524037923","68623.2","68622","68624"
"48251","0.15613449328532397","0.08285673728254694","0.23999833798589046","58876","58876","58876","0.5877247099455509","0.46886965463768354","0.7399126505846445","68876.4","68875","68877","0.940412519231985","0.8754732978168599","0.9658372733147115","68876.2","68875","68877"
"48501","0.15444482957102296","0.08189082200343459","0.26141860743872414","59129","59129","59129","0.5914107159884301","0.47517067962329335","0.7549443987845135","69129.4","69128","69130","0.94080661206456","0.8750953809127262","0.9676861846286821","69129.2","69128","69130"
"48751","0.1648177843314071","0.1011191274809525","0.2885356490927799","59382","59382","59382","0.5937260056086398","0.4694075645023312","0.7604303710164937","69382.4","69381","69383","0.9406604980879333","0.8742086341351856","0.9676497251773724","69382.2","69381","69383"
"49001","0.14751943393829056","0.09587029543261909","0.26998587180896305","59635","59635","59635","0.5862078687770553","0.474933996810592","0.7283231984897995","69635.4","69634","69636","0.941189745367659","0.8746339469390161","0.9673902060065556","69635.2","69634","69636"
"49251","0.14589337188485632","0.08019102574244179","0.2548963834551417","59888","59888","59888","0.5866872375818694","0.472026064435126","0.736174581162485","69888.4","69887","69889","0.9405203897246526","0.8729400281721326","0.9680598423451379","69888.2","69887","69889"
"49501","0.15366444428207915","0.10211157635237574","0.28985696863518523","60141","60141","60141","0.5868598640110767","0.4706813157821281","0.7384336777763765","70141.4","70140","70142","0.9414828787457765","0.8798224737631559","0.9664320903456552","70141.2","70140","70142"
"49751","0.17789336421124616","0.09393146562852303","0.27221531103183616","60394","60394","60394","0.5860290019717205","0.47010376909361506","0.733473412795752","70394.4","70393","70395","0.9413879365314045","0.8817881979089084","0.9672153769594228","70394.2","70393","70395"
"50001","0.1655617461862596","0.0877766035353088","0.297377303648031","60647","60647","60647","0.587320446994155","0.4652968063271833","0.7488064490049016","70647.4","70646","70648","0.9413024321863539","0.8759362473996772","0.967262436584152","70647.2","70646","70648"
"50251","0.16206441851819678","0.10440782578188457","0.2703753106903727","60900","60900","60900","0.5883383234075372","0.4739571493550307","0.7632624537865441","70900.4","70899","70901","0.942157328253218","0.8826389422637198","0.9669536263821096","70900.2","70899","70901"
"50501","0.14565763550301342","0.07728393477369885","0.24726523880369547","61153","61153","61153","0.5880211789857572","0.4659138708645916","0.7592304546315076","71153.4","71152","71154","0.9412906292493941","0.8824560057732782","0.9670512161389798","71153.2","71152","71154"
"50751","0.17579264484941498","0.11049152184111596","0.2665542901873489","61406","61406","61406","0.586382103998584","0.46545244203067815","0.7767059718560148","71406.4","71405","71407","0.9420492138584299","0.8810382024442138","0.966909114295837","71406.2","71405","71407"
"51001","0.15191565942233504","0.10059238610646482","0.2877630520481287","61659","61659","61659","0.5866256009727822","0.46584090204849876","0.777871464524521","71659.4","71658","71660","0.9423962936045276","0.8848385087273979","0.9678514665413729","71659.2","71658","71660"
"51251","0.15499296132368073","0.09717257482247739","0.2976879403809213","61912","61912","61912","0.5885965006515577","0.4727682154014431","0.7911659653130465","71912.4","71911","71913","0.941806979560757","0.8852654069563567","0.9672861110272561","71912.2","71911","71913"
"51501","0.1680453403507511","0.09179446551673734","0.2515564499227169","62165","62165","62165","0.5894047329736246","0.4778812015871958","0.7936954116052075","72165.4","72164","72166","0.9413744846781528","0.8827721233487379","0.9656505226656928","72165.2","72164","72166"
"51751","0.15679061599882269","0.09618258890054936","0.2664484038725093","62418","62418","62418","0.5782487134954313","0.4657474676138672","0.8074304627008695","72418.4","72417","72419","0.9418574037853726","0.8869016148175985","0.968611701245473","72418.2","72417","72419"
"52001","0.16341440466683452","0.09282544223550142","0.30663109843071845","62671","62671","62671","0.5783579413435298","0.469161096559804","0.8203506642033837","72671.4","72670","72672","0.9425255942640762","0.8851346195010785","0.9667000618502728","72671.2","72670","72672"
"52251","0.16196120339608272","0.10638195463402988","0.2841639116247764","62924","62924","62924","0.5786876024431213","0.47038014076867524","0.8258876337071215","72924.4","72923","72925","0.9425852454664227","0.8873828249559906","0.9678011241028301","72924.2","72923","72925"
