"stage2/step","Group: VaDE_Complicate_gauss - stage2/mcc_pearson","Group: VaDE_Complicate_gauss - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_gauss - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_gauss - _step","Group: VaDE_Complicate_gauss - _step__MIN","Group: VaDE_Complicate_gauss - _step__MAX","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_gumbel - _step","Group: VaDE_Complicate_gumbel - _step__MIN","Group: VaDE_Complicate_gumbel - _step__MAX","Group: VaDE_Complicate_cauchy - stage2/mcc_pearson","Group: VaDE_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_cauchy - _step","Group: VaDE_Complicate_cauchy - _step__MIN","Group: VaDE_Complicate_cauchy - _step__MAX","Group: VaDE_Simple_gauss - stage2/mcc_pearson","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gauss - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: VaDE_Simple_gumbel - stage2/mcc_pearson","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MIN","Group: VaDE_Simple_gumbel - stage2/mcc_pearson__MAX","Group: VaDE_Simple_gumbel - _step","Group: VaDE_Simple_gumbel - _step__MIN","Group: VaDE_Simple_gumbel - _step__MAX","Group: VaDE_Simple_cauchy - stage2/mcc_pearson","Group: VaDE_Simple_cauchy - stage2/mcc_pearson__MIN","Group: VaDE_Simple_cauchy - stage2/mcc_pearson__MAX","Group: VaDE_Simple_cauchy - _step","Group: VaDE_Simple_cauchy - _step__MIN","Group: VaDE_Simple_cauchy - _step__MAX"
"6751","0.36499962666082825","0.31026442996442","0.43650287133543697","16878","16878","16878","0.31222164342153136","0.24768429587228735","0.3668713623227165","16878","16878","16878","0.038119833644265924","0","0.13395017210421983","16878","16878","16878","0.39997301979291167","0","0.5965373066831057","16878","16878","16878","0.5119603383457896","0.38156993857195537","0.6379224169511094","16878","16878","16878","0.06914711263734379","0","0.3918007743283938","16878","16878","16878"
"7001","0.36693402457969826","0.3227573502263297","0.4273662899042006","17131","17131","17131","0.3125682571136238","0.2558199138972762","0.38989329322871796","17131","17131","17131","0.06357818323869258","0","0.22750231566114118","17131","17131","17131","0.4020661840179972","0","0.626630446297812","17131","17131","17131","0.5121605214976103","0.38941280613672324","0.6394997922688752","17131","17131","17131","0.07112574704776545","0","0.3862156229659604","17131","17131","17131"
"7251","0.3480945398415004","0.2752119669140347","0.4049462875468592","17384","17384","17384","0.31280275004743846","0.25916281057284735","0.40882778218194177","17384","17384","17384","0.05289953723198064","0","0.2599048513155789","17384","17384","17384","0.42209003636913567","0","0.6032414431903536","17384","17384","17384","0.5151704590047403","0.3230930269198511","0.6556471711789704","17384","17384","17384","0.06366321627123664","0","0.6366321627123664","17384","17384","17384"
"7501","0.3342165337030083","0.2784488405763036","0.3670962338593896","17637","17637","17637","0.3149390923435156","0.25567463422760955","0.4113568868877812","17637","17637","17637","0.0727913919253164","0","0.270681083376259","17637","17637","17637","0.41916099005076424","0","0.647112311967616","17637","17637","17637","0.4826371112828333","0.3759266622881428","0.6741766781497563","17637","17637","17637","0.033113643710755244","0","0.3311364371075524","17637","17637","17637"
"7751","0.3417008953732886","0.2992207682720068","0.41191324512544014","17890","17890","17890","0.3118325997814487","0.2452022177506891","0.4120724009049336","17890","17890","17890","0.0672593974346332","0","0.2830762525843465","17890","17890","17890","0.383676519573134","0","0.5575601241205069","17890","17890","17890","0.47871826738397266","0.34692165923563373","0.6320974998733929","17890","17890","17890","0.04075776822402637","0","0.40757768224026364","17890","17890","17890"
"8001","0.34688528660368356","0.30458106559127107","0.4048955590516125","18143","18143","18143","0.30423403450696085","0.22484776174179313","0.4161656488135287","18143","18143","18143","0.07957366792066223","0","0.314929442650225","18143","18143","18143","0.38086800929674575","0","0.5814157730033582","18143","18143","18143","0.5140336623861825","0.29520123106174156","0.7482411703197046","18143","18143","18143","0.03331390989451466","0","0.3331390989451466","18143","18143","18143"
"8251","0.3411595399103876","0.30387787308834147","0.4023741936839261","18396","18396","18396","0.30983631773354225","0.26250839705166473","0.40314734359202387","18396","18396","18396","0.0775408664838091","0","0.2989181352077198","18396","18396","18396","0.37416204716821194","0","0.559906694279914","18396","18396","18396","0.5023832435045923","0.4024537246163867","0.6788512518427822","18396","18396","18396","0.03227891459363358","0","0.3227891459363358","18396","18396","18396"
"8501","0.3496436590638238","0.2938761589488771","0.44921416881916976","18649","18649","18649","0.3063965128000752","0.2268383841841212","0.3973700709806492","18649","18649","18649","0.07480576794628506","0","0.3632197329322321","18649","18649","18649","0.43618730312133724","0","0.7810170869229195","18649","18649","18649","0.5164377395549617","0.39667536789060726","0.686396523215294","18649","18649","18649","0.03617696625815359","0","0.36176966258153587","18649","18649","18649"
"8751","0.35102214512792723","0.30883649045710326","0.4308603221954779","18902","18902","18902","0.31061947337584583","0.26940682994537124","0.3622500121011428","18902","18902","18902","0.07346539164382906","0","0.3295407756395202","18902","18902","18902","0.3914443704861924","0","0.5531047474224788","18902","18902","18902","0.4709589434214901","0.38581101662548417","0.6244338872203157","18902","18902","18902","0.03295881592860612","0","0.32958815928606117","18902","18902","18902"
"9001","0.348582344499393","0.27551925850495124","0.40482904146708654","19155","19155","19155","0.28917980376504904","0.2320371472920534","0.3317427809081036","19155","19155","19155","0.06614499475964127","0","0.2573512512789554","19155","19155","19155","0.36716668236991923","0","0.5635459343454046","19155","19155","19155","0.46674028052519345","0.3062344592084522","0.7787418071563135","19155","19155","19155","0.04053142833361494","0","0.40531428333614944","19155","19155","19155"
"9251","0.3356373356449902","0.25581243580029406","0.3913766466336109","19408","19408","19408","0.29407565483101156","0.2566139232773783","0.36398611028762196","19408","19408","19408","0.08526089429756847","0","0.3286375505665121","19408","19408","19408","0.3853633525060791","0","0.6021701184175967","19408","19408","19408","0.49047770398402973","0.30011058465502854","0.5903255557016869","19408","19408","19408","0.03684159937836676","0","0.3684159937836676","19408","19408","19408"
"9501","0.3473409490870091","0.2904572043234369","0.4546061975309862","19661","19661","19661","0.2990279026655368","0.23485550752423498","0.3518636592145953","19661","19661","19661","0.07141476241746024","0","0.32516106411182044","19661","19661","19661","0.40065922887797345","0","0.6708208991212992","19661","19661","19661","0.5166681466860067","0.32388826235037244","0.647612501310201","19661","19661","19661","0.060269106486979175","0","0.6026910648697917","19661","19661","19661"
"9751","0.3423184538996014","0.2747501484777229","0.4194482944592061","19914","19914","19914","0.28902051853258376","0.23774826073511007","0.3493120844183009","19914","19914","19914","0.10826220045348874","0","0.4454875164996121","19914","19914","19914","0.4526521324928037","0","0.6815684894809224","19914","19914","19914","0.4461603648345614","0.3592420969195405","0.5492968112733675","19914","19914","19914","0.03536032621314409","0","0.3536032621314409","19914","19914","19914"
"10001","0.3389795120045857","0.28126712277039345","0.4064832016250863","20167","20167","20167","0.28889762767358984","0.24013222178595334","0.33652139977141854","20167","20167","20167","0.05357890875324567","0","0.21655766696400663","20167","20167","20167","0.3610001694508428","0","0.6362663737737221","20167","20167","20167","0.46657856971557876","0.3780426749549335","0.6166797466350943","20167","20167","20167","0.03558544947224365","0","0.3558544947224365","20167","20167","20167"
"10251","0.31981910419348347","0.26907160358142046","0.3772429268830734","20420","20420","20420","0.28295000850112817","0.2331857117542242","0.34061505069162096","20420","20420","20420","0.04873170228733735","0","0.2024352073803458","20420","20420","20420","0.38122612443536547","0","0.664023370322402","20420","20420","20420","0.5044309308877197","0.4127638747588314","0.624400610495308","20420","20420","20420","0.03827768609446897","0","0.3827768609446897","20420","20420","20420"
"10501","0.32223601915815275","0.24426388402728522","0.36456915633426173","20673","20673","20673","0.2996515512230809","0.24715756220745355","0.34854297794550504","20673","20673","20673","0.08325797814932452","0","0.33965205896314665","20673","20673","20673","0.39680202077412907","0","0.5976201381027947","20673","20673","20673","0.48276174676620576","0.2627107603588171","0.652181690825314","20673","20673","20673","0.030636526693641357","0","0.3063652669364136","20673","20673","20673"
"10751","0.32178104973843674","0.27394166320854996","0.40842378788381295","20926","20926","20926","0.2815304395706856","0.24222962676948273","0.31023724309813766","20926","20926","20926","0.062108602420303194","0","0.26912738243649714","20926","20926","20926","0.39686246486688287","0","0.5813100653408726","20926","20926","20926","0.5370784087141868","0.3785170003953979","0.7179166139941673","20926","20926","20926","0.0358302501650621","0","0.35830250165062094","20926","20926","20926"
"11001","0.3062999478252876","0.25350999496197235","0.3844671525889337","21179","21179","21179","0.28083161599069123","0.20501180407667324","0.3846014070404834","21179","21179","21179","0.08215276560851156","0","0.33858798877604457","21179","21179","21179","0.37099378324626586","0","0.5584956443823293","21179","21179","21179","0.45542551754663263","0.253705225337459","0.7171651165420169","21179","21179","21179","0.03596036359324008","0","0.3596036359324008","21179","21179","21179"
"11251","0.3318031805961012","0.24799420091831959","0.43892009588050873","21432","21432","21432","0.2890727888927117","0.2392686088370072","0.33193853877747115","21432","21432","21432","0.06742208601246436","0","0.29494703864202737","21432","21432","21432","0.3742455648732366","0","0.6593556177669454","21432","21432","21432","0.5236376947037508","0.3804154644327535","0.676919642516082","21432","21432","21432","0.03863998055395072","0","0.38639980553950726","21432","21432","21432"
"11501","0.3021884570919761","0.22759239808496198","0.3453185537711912","21685","21685","21685","0.28423941796577334","0.24006071542796628","0.32819135480057254","21685","21685","21685","0.071561083598716","0","0.2855263324188835","21685","21685","21685","0.42306955358071824","0","0.6967083904303975","21685","21685","21685","0.47875393863193966","0.3886367910321271","0.720595251827064","21685","21685","21685","0.04164040911608997","0","0.41640409116089966","21685","21685","21685"
"11751","0.3041067283694689","0.2590618616319619","0.3675801028158637","21938","21938","21938","0.2779527362527721","0.25060337998511034","0.32402840218039364","21938","21938","21938","0.050024061156342656","0","0.3653853035451763","21938","21938","21938","0.3760622107582071","0","0.6141350573833743","21938","21938","21938","0.4841426094514942","0.2812396129614594","0.722953455182768","21938","21938","21938","0.035550176267566624","0","0.35550176267566624","21938","21938","21938"
"12001","0.32243222559531304","0.23803265027796278","0.3851812804095126","22191","22191","22191","0.2764737242157696","0.21778121195818212","0.31436913793895976","22191","22191","22191","0.03798183199548486","0","0.2539526535944218","22191","22191","22191","0.40434328402342656","0","0.6012880119241709","22191","22191","22191","0.4593643612288136","0.3701577865408798","0.5828865391729584","22191","22191","22191","0.032335633514867346","0","0.32335633514867346","22191","22191","22191"
"12251","0.31071208172077486","0.24925314489780864","0.3798653867353724","22444","22444","22444","0.26377114118208234","0.19805846249335718","0.30737609461447013","22444","22444","22444","0.04767490666173019","0","0.263603901645205","22444","22444","22444","0.41996846896182066","0","0.6345830297002207","22444","22444","22444","0.4867396696522207","0.27175673778002657","0.6517302252539917","22444","22444","22444","0.04943521027854748","0","0.49435210278547476","22444","22444","22444"
"12501","0.30654323689388197","0.24852204120674531","0.3681622328306653","22697","22697","22697","0.2590386906197121","0.18960770616920045","0.3009567795421827","22697","22697","22697","0.038897710414820943","0","0.2211167508507029","22697","22697","22697","0.36300901543790476","0","0.5776833091490206","22697","22697","22697","0.5002239844078805","0.33858197308238297","0.6515082709313533","22697","22697","22697","0","0","0","22697","22697","22697"
"12751","0.30784909931902216","0.25104486699000494","0.3902553276514855","22950","22950","22950","0.2603354424654407","0.2200530062399053","0.3284968166848263","22950","22950","22950","0.015361153328060321","0","0.1536115332806032","22950","22950","22950","0.3774486185631054","0","0.5616029319459334","22950","22950","22950","0.4597768492479715","0.326850973245914","0.6534575477541632","22950","22950","22950","0","0","0","22950","22950","22950"
"13001","0.2856730518473183","0.2260347304363557","0.349749609760721","23203","23203","23203","0.2459090743117065","0.17319054283090177","0.32278054333277517","23203","23203","23203","0","0","0","23203","23203","23203","0.37163247631648466","0","0.5634551191051237","23203","23203","23203","0.4574637578325332","0.31842938984324465","0.5854588504857446","23203","23203","23203","0","0","0","23203","23203","23203"
"13251","0.28327373415214074","0.24738081315473667","0.3423070620612845","23456","23456","23456","0.25479115462843743","0.21390753216919212","0.29549845547486703","23456","23456","23456","0","0","0","23456","23456","23456","0.3766012728184707","0","0.6595152616259553","23456","23456","23456","0.4512100063740296","0.37083781354949963","0.616643242114077","23456","23456","23456","0","0","0","23456","23456","23456"
"13501","0.28651022202980797","0.25151688909279274","0.3160255103269261","23709","23709","23709","0.2640820905262019","0.224565078819096","0.3142377540150027","23709","23709","23709","0","0","0","23709","23709","23709","0.3355708553693617","0","0.492017116883898","23709","23709","23709","0.49494252126470306","0.3973031793477661","0.6491056537365189","23709","23709","23709","0","0","0","23709","23709","23709"
"13751","0.2570479037323784","0.18826171962699192","0.29594177692455903","23962","23962","23962","0.2506101268749346","0.1891343041178208","0.31028777516636163","23962","23962","23962","0","0","0","23962","23962","23962","0.36370171843006005","0","0.6036039544767314","23962","23962","23962","0.49322396700042664","0.40749286334099616","0.609693758742853","23962","23962","23962","0","0","0","23962","23962","23962"
"14001","0.26861915389576163","0.21283384802198527","0.3609606384938584","24215","24215","24215","0.2533027689990844","0.21361216054612991","0.3111612950148003","24215","24215","24215","0","0","0","24215","24215","24215","0.3674321143962745","0","0.5164737185372009","24215","24215","24215","0.443528312192411","0.16205381046730244","0.6838059756657363","24215","24215","24215","0","0","0","24215","24215","24215"
"14251","0.26126148600873345","0.18015040524410353","0.31776553261131685","24468","24468","24468","0.25650736415607683","0.20132873744256904","0.3182534025633149","24468","24468","24468","0","0","0","24468","24468","24468","0.3809114863418359","0","0.6030284578803822","24468","24468","24468","0.4895747851172582","0.3660686446625929","0.5725921198865521","24468","24468","24468","0","0","0","24468","24468","24468"
"14501","0.26175416961168446","0.18391837106164927","0.3364788806544877","24721","24721","24721","0.23916732061716822","0.19162010369927832","0.28587970877027236","24721","24721","24721","0","0","0","24721","24721","24721","0.3931333541678772","0","0.607648914749228","24721","24721","24721","0.4659486173863491","0.30355256688073995","0.6426330217111219","24721","24721","24721","0","0","0","24721","24721","24721"
"14751","0.2630570853152106","0.20683555771390613","0.32341080966558255","24974","24974","24974","0.24582047590110861","0.17590469130248304","0.29274995789597613","24974","24974","24974","0","0","0","24974","24974","24974","0.32777025555925066","0","0.5288519435423499","24974","24974","24974","0.46666869695972296","0.338798017869363","0.6033849223857505","24974","24974","24974","0","0","0","24974","24974","24974"
"15001","0.24797558396707448","0.17776936120939438","0.34350935201355826","25227","25227","25227","0.24830954587975534","0.17329900451807317","0.31357182336047285","25227","25227","25227","0","0","0","25227","25227","25227","0.3763288266225079","0","0.5863632903936113","25227","25227","25227","0.4971431583492912","0.37134900110645147","0.6771041404294476","25227","25227","25227","0","0","0","25227","25227","25227"
