"stage2/step","Group: VaDE_Simple_gauss - stage2/mcc_spearman","Group: VaDE_Simple_gauss - stage2/mcc_spearman__MIN","Group: VaDE_Simple_gauss - stage2/mcc_spearman__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: Danru_Simple_gauss - stage2/mcc_spearman","Group: Danru_Simple_gauss - stage2/mcc_spearman__MIN","Group: Danru_Simple_gauss - stage2/mcc_spearman__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX","Group: Ours_Simple_gauss - stage2/mcc_spearman","Group: Ours_Simple_gauss - stage2/mcc_spearman__MIN","Group: Ours_Simple_gauss - stage2/mcc_spearman__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX"
"2501","0.4525402501615843","0","0.6327602557030212","12577","12577","12577","0.4865058477084914","0.08066471689189407","0.6671858958716573","22578","22578","22578","0.7988167155232121","0.7622444421880044","0.8235243043020583","22578","22578","22578"
"2751","0.43688185547147385","0","0.6476682111598495","12830","12830","12830","0.48824779562887527","0.08561771224261916","0.664681902009058","22831","22831","22831","0.7983463135538347","0.7637011029739466","0.8218637874199394","22831","22831","22831"
"3001","0.47249666913897836","0","0.7006845129945168","13083","13083","13083","0.4926158428342646","0.10674523942916826","0.6707059072594568","23084","23084","23084","0.7985514615735356","0.7627478774773729","0.8214757578804569","23084","23084","23084"
"3251","0.42420254367857224","0","0.6396693275299373","13336","13336","13336","0.4886839481681357","0.0649135037940697","0.6655879259193412","23337","23337","23337","0.7987829117453088","0.7626244276190058","0.8227903856989313","23337","23337","23337"
"3501","0.42514264553024567","0","0.6194470688124212","13589","13589","13589","0.4802378951959291","0.07225840576028379","0.6674429990463316","23590","23590","23590","0.7988231095979816","0.7626568884500523","0.822808217107005","23590","23590","23590"
"3751","0.4165734233595426","0","0.6554950097625422","13842","13842","13842","0.48885930114023335","0.08030432135605076","0.6680206912780607","23843","23843","23843","0.7995536898919849","0.7651966900266025","0.8209068001775548","23843","23843","23843"
"4001","0.42780365079700494","0","0.6152688482153369","14095","14095","14095","0.4942405358271709","0.06400548095497131","0.6826788944156306","24096","24096","24096","0.7989576073056489","0.7662946096406679","0.8224848093107475","24096","24096","24096"
"4251","0.4614848521471532","0","0.664407044928469","14348","14348","14348","0.4922597718538886","0.06327002277768427","0.6963385958923318","24349","24349","24349","0.7991345770736603","0.763765283380487","0.8219029186037945","24349","24349","24349"
"4501","0.43532092425899716","0","0.62382798194466","14601","14601","14601","0.48936937947381737","0.05780609487382998","0.6797057580945806","24602","24602","24602","0.799291886601529","0.764039604651666","0.8230385648501072","24602","24602","24602"
"4751","0.4155543523262006","0","0.614376469685132","14854","14854","14854","0.49515074589178304","0.06035970413549104","0.6988717329191698","24855","24855","24855","0.7990801050457297","0.7624696530734211","0.8238279973420566","24855","24855","24855"
"5001","0.4457715228418458","0","0.5980014119722742","15107","15107","15107","0.49460718661894976","0.03678508215820095","0.7018951740557813","25108","25108","25108","0.7991978341896075","0.7633500707656801","0.8223178860621904","25108","25108","25108"
"5251","0.40634056288512055","0","0.6415927927092696","15360","15360","15360","0.4973464532927837","0.06108235817770397","0.6791363192404294","25361","25361","25361","0.7999355151271568","0.7650052251959479","0.8223267875129722","25361","25361","25361"
"5501","0.4420125509587908","0","0.6345071285724644","15613","15613","15613","0.5128303711135807","0.0481118016012566","0.7194569461063406","25614","25614","25614","0.7984724063665862","0.764356675208718","0.822005801204975","25614","25614","25614"
"5751","0.4429033690794969","0","0.6185978503902181","15866","15866","15866","0.5133324560892621","0.06304725600723664","0.7116221855443237","25867","25867","25867","0.7992666803655315","0.7640412671447439","0.8216885445960296","25867","25867","25867"
"6001","0.44596451211398713","0","0.6440602477321269","16119","16119","16119","0.5109792182394135","0.06076141283930325","0.7029446906980379","26120","26120","26120","0.7998041630202255","0.7659810360106672","0.8223851975539705","26120","26120","26120"
"6251","0.4588721550835828","0","0.6863066313607448","16372","16372","16372","0.5228027751423717","0.06707808841941887","0.7553656229484366","26373","26373","26373","0.7986517378183258","0.7628841223100227","0.8236201203790796","26373","26373","26373"
"6501","0.43612854419915886","0","0.6548140978871761","16625","16625","16625","0.5224907861984519","0.04886894977841014","0.7607072258178219","26626","26626","26626","0.79996967632889","0.764949704190736","0.821633312682998","26626","26626","26626"
"6751","0.41580767992464834","0","0.5783317248741128","16878","16878","16878","0.5262868909268146","0.05162628026633756","0.7651528117082732","26879","26879","26879","0.799821460447125","0.7636557279007833","0.8229911336117105","26879","26879","26879"
"7001","0.44127324553692865","0","0.6543369625943848","17131","17131","17131","0.5239163248583347","0.06283502502420316","0.7742617400124233","27132","27132","27132","0.7989522443721884","0.7634415038656442","0.8229277017803683","27132","27132","27132"
"7251","0.4511000659664628","0","0.6358234877732736","17384","17384","17384","0.526670689804884","0.058702646301556784","0.7620538190623263","27385","27385","27385","0.7988589173670573","0.7629162855309612","0.8196178512989687","27385","27385","27385"
"7501","0.4538474390890087","0","0.6371947477035019","17637","17637","17637","0.52561047498504","0.054383991898977246","0.7710171835752565","27638","27638","27638","0.7996934688941153","0.7679957196682613","0.8210335352968331","27638","27638","27638"
"7751","0.41898723698017787","0","0.5809436688618984","17890","17890","17890","0.5255619770051437","0.06850434200408427","0.773214304237813","27891","27891","27891","0.7991319399181336","0.7652445027908366","0.8236055546421023","27891","27891","27891"
"8001","0.4278198465494033","0","0.654884053608344","18143","18143","18143","0.536846537386072","0.06500033008413957","0.7673718358308154","28144","28144","28144","0.799550122578901","0.76731077998882","0.823404622023114","28144","28144","28144"
"8251","0.42922429400720696","0","0.5838210492682537","18396","18396","18396","0.529969313251971","0.061189937939953816","0.754392244835511","28397","28397","28397","0.800022221105853","0.7660350906424856","0.8209610687803502","28397","28397","28397"
"8501","0.4479491103668073","0","0.724203207937097","18649","18649","18649","0.5305916526245686","0.05809748521428279","0.7663091943212009","28650","28650","28650","0.8002955375097918","0.7665409532601153","0.822581007488433","28650","28650","28650"
"8751","0.4210337919925717","0","0.5946577699267325","18902","18902","18902","0.5346663412991127","0.0824913850408009","0.7594594256369976","28903","28903","28903","0.8002539432870034","0.7619835772003666","0.822829355871839","28903","28903","28903"
"9001","0.41310288891513214","0","0.5738769522670331","19155","19155","19155","0.5313115528192252","0.06947743246718983","0.7728660233660403","29156","29156","29156","0.7995299829679823","0.7650649955657377","0.821655487175923","29156","29156","29156"
"9251","0.4447808248940235","0","0.6335569587131383","19408","19408","19408","0.538786587326173","0.08522408397724202","0.7752223930787215","29409","29409","29409","0.7993342214288764","0.7650507347751688","0.8220036325765014","29409","29409","29409"
"9501","0.41638616037106646","0","0.6402663312474905","19661","19661","19661","0.539381924957899","0.08580123173992162","0.7623092250577947","29662","29662","29662","0.7994729977534379","0.7640746293116791","0.8231155048120126","29662","29662","29662"
"9751","0.45081735081853463","0","0.6816205065076661","19914","19914","19914","0.5449966349140237","0.10702369941672346","0.7694107942707805","29915","29915","29915","0.7981351158913388","0.7628494932307418","0.8217033497365871","29915","29915","29915"
"10001","0.40429655215429144","0","0.6150227601045327","20167","20167","20167","0.5488365970506879","0.11007365173145149","0.7671958400943284","30168","30168","30168","0.7993470170544759","0.7638283916561862","0.8229209395793243","30168","30168","30168"
"10251","0.4217321197867913","0","0.6245796411702442","20420","20420","20420","0.5581974671879166","0.18225527961080715","0.7634369183895178","30421","30421","30421","0.8005311069271961","0.7667405198455244","0.8234560669334959","30421","30421","30421"
"10501","0.427043294732634","0","0.5972868652947375","20673","20673","20673","0.5654998437896942","0.21575248637245345","0.7731903111890421","30674","30674","30674","0.7985875819928943","0.7639665087087599","0.8212915198702663","30674","30674","30674"
"10751","0.42259437219721574","0","0.6065658570675225","20926","20926","20926","0.5768433990369377","0.3094487914044917","0.7660036314419248","30927","30927","30927","0.7995158547641859","0.7660024226992412","0.8230706843987526","30927","30927","30927"
"11001","0.4202804940339363","0","0.6077495233377661","21179","21179","21179","0.6018405724326795","0.4607302285526352","0.771128530662296","31180","31180","31180","0.7990418639721518","0.7642327849912056","0.8208184193460673","31180","31180","31180"
"11251","0.4132024909126909","0","0.707444513451303","21432","21432","21432","0.605841094082002","0.4369519791494018","0.7694224173592147","31433","31433","31433","0.7993712244279142","0.7647456656227191","0.8207837814591595","31433","31433","31433"
"11501","0.43238638211488356","0","0.6737051415007717","21685","21685","21685","0.6114544300633736","0.460595348246642","0.7719747614699175","31686","31686","31686","0.8000823125245331","0.7683189585369746","0.8209302609978785","31686","31686","31686"
"11751","0.4021963961653311","0","0.5855408007494729","21938","21938","21938","0.6092095932375321","0.42380762158070023","0.7729894416578537","31939","31939","31939","0.8000525476052853","0.7654237078547445","0.8213443217591047","31939","31939","31939"
"12001","0.4334372715628893","0","0.6473153113673846","22191","22191","22191","0.6143194842747853","0.43300433554910356","0.7727208042586163","32192","32192","32192","0.7987157186917699","0.7638810959937027","0.8232571019611717","32192","32192","32192"
"12251","0.4221546360626946","0","0.6239259330202764","22444","22444","22444","0.6267593030256736","0.49161819928485545","0.7757390569029458","32445","32445","32445","0.79996953323961","0.7659130267044912","0.8222136082586653","32445","32445","32445"
"12501","0.4130862746265695","0","0.6380039731194865","22697","22697","22697","0.6359302346115207","0.47886609045103984","0.7739560765279702","32698","32698","32698","0.7999102366703202","0.7655903669504643","0.8228961816256716","32698","32698","32698"
"12751","0.38409611058283777","0","0.6313676561009659","22950","22950","22950","0.6447197104201473","0.501793258608766","0.7761280196502135","32951","32951","32951","0.8000746715448057","0.7675326011127951","0.8230851141828763","32951","32951","32951"
"13001","0.3999646716121046","0","0.6261444587707926","23203","23203","23203","0.6536460255115627","0.5090367498760527","0.7755184045524145","33204","33204","33204","0.8003215369268594","0.7683198249916542","0.8212935763098291","33204","33204","33204"
"13251","0.40279764992416345","0","0.6072002931091042","23456","23456","23456","0.6559492795570481","0.5153647902864699","0.7467922202558129","33457","33457","33457","0.7986851619594221","0.7633908274678638","0.821570436275918","33457","33457","33457"
"13501","0.3790373310138773","0","0.533225802743069","23709","23709","23709","0.6636094133771702","0.5168643956996313","0.7500821308936504","33710","33710","33710","0.799120186268671","0.7661838086129652","0.8223205102784035","33710","33710","33710"
"13751","0.4002745696358919","0","0.5930424380887165","23962","23962","23962","0.6716006233470246","0.5226847504638855","0.7592290478913588","33963","33963","33963","0.7998531879241871","0.7659571640192459","0.822670500549867","33963","33963","33963"
"14001","0.38893083549739427","0","0.5886382994561397","24215","24215","24215","0.6842112510863256","0.5465873914706928","0.7758073952423715","34216","34216","34216","0.7989554509763395","0.765775211167643","0.8227727266094093","34216","34216","34216"
"14251","0.38442048174985455","0","0.6489987298016144","24468","24468","24468","0.6874204126553514","0.5430406104413622","0.7855220469225017","34469","34469","34469","0.798618508257383","0.762107312208839","0.8208212088799677","34469","34469","34469"
"14501","0.42242267674744427","0","0.6601818375125029","24721","24721","24721","0.6932324958558638","0.5561933418384157","0.7888623545102117","34722","34722","34722","0.7993946209767681","0.7666274270629801","0.8222158564140667","34722","34722","34722"
"14751","0.36089504850568355","0","0.583729523861673","24974","24974","24974","0.7006469441136962","0.5582575246404365","0.7929385364019024","34975","34975","34975","0.7991026389559636","0.7657877674154263","0.8216758785035352","34975","34975","34975"
"15001","0.4272606293728568","0","0.6733000641492407","25227","25227","25227","0.7077336984277663","0.5577005770612473","0.7925114124053424","35228","35228","35228","0.7992371845094142","0.7624712104916846","0.8226179630838536","35228","35228","35228"
"15251","0.36409294661278346","0","0.5933114341198077","25480","25480","25480","0.715074192781518","0.5775722147468421","0.797594737070965","35481","35481","35481","0.7999307215828304","0.7672983802478525","0.8226401132107096","35481","35481","35481"
"15501","0.38723370219978215","0","0.6233463060065493","25733","25733","25733","0.7195338635114246","0.5902131279120598","0.7969028710597398","35734","35734","35734","0.7994142638608972","0.7649776940408523","0.8235970775788911","35734","35734","35734"
"15751","0.35671657842921756","0","0.5913550771606342","25986","25986","25986","0.7216157743759573","0.5696708503946135","0.7972392677189265","35987","35987","35987","0.7990226288241755","0.7661430372992472","0.8216878698493527","35987","35987","35987"
"16001","0.3536557420555327","0","0.547088871433523","26239","26239","26239","0.7259703704893858","0.588211476901809","0.7969859398699274","36240","36240","36240","0.7989046529415462","0.764131646908292","0.8209323670561631","36240","36240","36240"
"16251","0.36305888095796046","0","0.5487616799992817","26492","26492","26492","0.7309781183676698","0.6162903073297867","0.797295679159883","36493","36493","36493","0.7993374790962803","0.764854906158371","0.8214145168904459","36493","36493","36493"
"16501","0.36677964476614816","0","0.6208851225338275","26745","26745","26745","0.7246261017391984","0.5500506365122608","0.7962931248407074","36746","36746","36746","0.7994393354242192","0.7668864984097992","0.8218567820067212","36746","36746","36746"
"16751","0.38137035920406814","0","0.623085747213226","26998","26998","26998","0.7249723892262723","0.530299849962199","0.7965198122629097","36999","36999","36999","0.7980665911930146","0.7616558121735514","0.8207932447103872","36999","36999","36999"
"17001","0.3544472413148611","0","0.6242596539636767","27251","27251","27251","0.7307092359267265","0.582850304652699","0.7954682508829357","37252","37252","37252","0.7986222764640145","0.7635876311500831","0.8232468527343458","37252","37252","37252"
"17251","0.36799042037555735","0","0.652917044448064","27504","27504","27504","0.7255813178642525","0.5142905497067095","0.7987596674854887","37505","37505","37505","0.799374858047077","0.7634812994583875","0.8214323650247263","37505","37505","37505"
"17501","0.35903916779574213","0","0.5186508191178189","27757","27757","27757","0.7285365952469014","0.5383243112634749","0.797354019468273","37758","37758","37758","0.7987306366923853","0.7616516260760432","0.8218694758024392","37758","37758","37758"
"17751","0.3764315627277309","0","0.6454329905447257","28010","28010","28010","0.731590511290245","0.5610617405102145","0.8000983064783506","38011","38011","38011","0.7991753427433022","0.7641876012066208","0.8211636537832804","38011","38011","38011"
"18001","0.3251655089628124","0","0.585113358850453","28263","28263","28263","0.7117872659735236","0.43044992327717885","0.804694683708442","38264","38264","38264","0.7986341481052259","0.762687733248265","0.823048180673834","38264","38264","38264"
"18251","0.36233031724804354","0","0.6772878260110119","28516","28516","28516","0.7142517929878597","0.4366775290725142","0.8060705050845186","38517","38517","38517","0.7996800528207213","0.7657766091478292","0.8218243455820838","38517","38517","38517"
"18501","0.3079057496451101","0","0.5059990689069805","28769","28769","28769","0.7137622436754666","0.42457275913020825","0.8036308086294922","38770","38770","38770","0.7983862951756667","0.7630008221372472","0.8207874887513572","38770","38770","38770"
"18751","0.2994692933456007","0","0.4827017382682636","29022","29022","29022","0.717938647277316","0.43303621974394885","0.8078864353927466","39023","39023","39023","0.7988157884607779","0.7598793264443106","0.8229087581410401","39023","39023","39023"
"19001","0.3512209690760518","0","0.5673524655084126","29275","29275","29275","0.7168318309963563","0.42158882180262097","0.8067784590342889","39276","39276","39276","0.7998134154791903","0.7626267905559914","0.8223158042775559","39276","39276","39276"
"19251","0.3307056566720721","0","0.5628237070874462","29528","29528","29528","0.7212504432238303","0.45248001055009973","0.8060278352709404","39529","39529","39529","0.798618804872417","0.7646643172231725","0.8227284627034984","39529","39529","39529"
"19501","0.28841331782947927","0","0.4337347402574103","29781","29781","29781","0.7248197248698379","0.45531384998283725","0.8054724319769461","39782","39782","39782","0.7994297614685627","0.7660043507294937","0.8226250373236503","39782","39782","39782"
"19751","0.31820222115422164","0","0.5745039138235828","30034","30034","30034","0.7170299848044497","0.45852792667102715","0.8083179743374851","40035","40035","40035","0.7987981947198416","0.7638221996297846","0.8213853591918497","40035","40035","40035"
"20001","0.28763857354301814","0","0.5155483319806033","30287","30287","30287","0.7287880257624808","0.4853253500677994","0.8074581768632175","40288","40288","40288","0.8002466418133727","0.7680722965049546","0.8229978708651305","40288","40288","40288"
"20251","0.3138835018257247","0","0.5374402955212442","30540","30540","30540","0.7305723587428975","0.48760283537656085","0.8111213124449567","40541","40541","40541","0.7997121453770369","0.7648721866198577","0.8255429418145671","40541","40541","40541"
"20501","0.28266253921939466","0","0.483246356590689","30793","30793","30793","0.7340003846162113","0.5044060236330979","0.8106823615387793","40794","40794","40794","0.7987285846355654","0.7638529111811702","0.8229442394468317","40794","40794","40794"
"20751","0.32024578876363147","0","0.5589499563587572","31046","31046","31046","0.7299240442812541","0.47848664101719746","0.8078063756860789","41047","41047","41047","0.7984482746980242","0.7636935630731729","0.8224640155079666","41047","41047","41047"
"21001","0.288601738973267","0","0.5502318481976525","31299","31299","31299","0.7334895020629454","0.4892406069395609","0.809739301451728","41300","41300","41300","0.7993878017009077","0.7658040523028098","0.8224877918163825","41300","41300","41300"
"21251","0.30153658415807266","0","0.5657740854075725","31552","31552","31552","0.7426386633368653","0.5630493834124523","0.8125030902066784","41553","41553","41553","0.7997218517953104","0.7642311426310274","0.8219363498075557","41553","41553","41553"
"21501","0.2948978524192996","0","0.5697513825143788","31805","31805","31805","0.739215611993306","0.5477040945264577","0.8101455386526365","41806","41806","41806","0.7986908713939773","0.7626578787205149","0.8209572683844425","41806","41806","41806"
"21751","0.3076231797213612","0","0.5912994554853749","32058","32058","32058","0.7423810662985628","0.5425619309481663","0.8122512579182315","42059","42059","42059","0.7991196343486375","0.7631938571970164","0.8218463239253802","42059","42059","42059"
"22001","0.2813957778530072","0","0.5424645817983099","32311","32311","32311","0.7451192718712226","0.5616246059512758","0.8110826660366834","42312","42312","42312","0.7994605688485794","0.7641155906660507","0.8212081110245721","42312","42312","42312"
"22251","0.2921482029310703","0","0.5143863016954938","32564","32564","32564","0.746634015148411","0.566745358162828","0.8110265797817555","42565","42565","42565","0.7996482076110898","0.7660128944554258","0.8224248441021978","42565","42565","42565"
"22501","0.28044645737671137","0","0.5098564277064342","32817","32817","32817","0.7448268096145504","0.5378590627622035","0.80964648002942","42818","42818","42818","0.8001321895966587","0.7640944933387069","0.8226381755574307","42818","42818","42818"
"22751","0.31471360924933667","0","0.6630723463929463","33070","33070","33070","0.7517761355045522","0.6079520898636657","0.8111111648250319","43071","43071","43071","0.7985220576459444","0.7626667356462716","0.8217031136357048","43071","43071","43071"
"23001","0.2784315659562233","0","0.5568765903143175","33323","33323","33323","0.7538296147785924","0.61646563960641","0.8134705767629772","43324","43324","43324","0.7998997875423438","0.7629524065664617","0.8222584612030376","43324","43324","43324"
"23251","0.25818184872974487","0","0.49015647319326505","33576","33576","33576","0.7514894493691435","0.6025488516827174","0.8132316411696262","43577","43577","43577","0.7997669246074773","0.765468822334966","0.8214672087356455","43577","43577","43577"
"23501","0.32675440210929624","0","0.6076801831949569","33829","33829","33829","0.7526089777107836","0.6011091807157777","0.8130036733691856","43830","43830","43830","0.7987880250821796","0.7625994030081898","0.8226633914255185","43830","43830","43830"
"23751","0.25331116126757325","0","0.5138241836017343","34082","34082","34082","0.7476216821215136","0.5811836508390179","0.8142491293868622","44083","44083","44083","0.7988768016398503","0.7608087640764544","0.8228671210774571","44083","44083","44083"
"24001","0.32442215548961356","0","0.5935677807985692","34335","34335","34335","0.7492708438008441","0.5951083676467893","0.8109137927583543","44336","44336","44336","0.7994706985971878","0.7659868323228459","0.8221889233852698","44336","44336","44336"
"24251","0.307942267891175","0","0.5838239333833676","34588","34588","34588","0.7479988158954665","0.5792828830057019","0.814048455446651","44589","44589","44589","0.7993485583777773","0.7606140825850828","0.821036111484406","44589","44589","44589"
"24501","0.3015369493433382","0","0.5815382153890425","34841","34841","34841","0.7477484879453195","0.5672640868287625","0.8120876208731902","44842","44842","44842","0.7989172959533354","0.7639619541826722","0.8211662559079281","44842","44842","44842"
"24751","0.31086946780514657","0","0.5377279016014108","35094","35094","35094","0.7478725940839677","0.571758882595635","0.8105532245974105","45095","45095","45095","0.7996557328404161","0.7651616057246858","0.8220186951425248","45095","45095","45095"
"25001","0.27229495016799987","0","0.49455359541503574","35347","35347","35347","0.7434445405967882","0.5241694681628611","0.8110544417913718","45348","45348","45348","0.799324634424271","0.7651268795837695","0.8221742293557147","45348","45348","45348"
"25251","0.2959499433589932","0","0.5588815531239402","35600","35600","35600","0.7434428362663554","0.5381838740732912","0.8106174467778539","45601","45601","45601","0.7990302725541089","0.7659464351180199","0.8216418196805891","45601","45601","45601"
"25501","0.2702824727149393","0","0.5122196444221566","35853","35853","35853","0.7526683179289291","0.6166811575761666","0.8124332846661657","45854","45854","45854","0.8000626201996848","0.7670505936486585","0.8242691971364997","45854","45854","45854"
"25751","0.2949579415005731","0","0.5888514782605293","36106","36106","36106","0.7526646354764731","0.6180053560372739","0.8123343661747665","46107","46107","46107","0.7996866811383263","0.7655169347998637","0.8215585910760653","46107","46107","46107"
"26001","0.2783944456640932","0","0.6615194693198739","36359","36359","36359","0.7535453556438398","0.6154536047209413","0.8131137565536438","46360","46360","46360","0.7997958585779859","0.7647710263428203","0.8197484237567024","46360","46360","46360"
"26251","0.2699191653165765","0","0.5863390117471817","36612","36612","36612","0.7545505454640627","0.6267800107502918","0.8122834810925156","46613","46613","46613","0.8005897643856861","0.766494194537522","0.824111735864847","46613","46613","46613"
"26501","0.26759064572371943","0","0.5472788592351759","36865","36865","36865","0.7518366150885039","0.6179205078683151","0.8111236115479227","46866","46866","46866","0.7988069348949323","0.7658590776562736","0.8212610940432873","46866","46866","46866"
"26751","0.27380142156667825","0","0.5177116012393393","37118","37118","37118","0.7519604932845054","0.6197274308678516","0.8112986867147048","47119","47119","47119","0.7992563761327075","0.7617664080165785","0.8244058336579422","47119","47119","47119"
"27001","0.26123663293827326","0","0.515662285958446","37371","37371","37371","0.7532988125368449","0.6172472943505639","0.8118271127562909","47372","47372","47372","0.7999711291774803","0.7653100979905494","0.8216714285169626","47372","47372","47372"
"27251","0.29425058260035336","0","0.5482526570120287","37624","37624","37624","0.7522966581855579","0.6091379221981391","0.8093736012965654","47625","47625","47625","0.7990636509908311","0.7655959473269248","0.8195142435674573","47625","47625","47625"
"27501","0.2811826480736885","0","0.5516292820311286","37877","37877","37877","0.7549153274954308","0.6341673781286875","0.8099508794276803","47878","47878","47878","0.7995192606585038","0.7626594365273199","0.8225129247972407","47878","47878","47878"
"27751","0.29352028272943465","0","0.5815512496068177","38130","38130","38130","0.7519650833629752","0.6039996677301799","0.8124013473437288","48131","48131","48131","0.7999153022580063","0.7667533150845213","0.8204486809969406","48131","48131","48131"
"28001","0.2900694479118234","0","0.572906533956722","38383","38383","38383","0.7518081068929704","0.6122296885551808","0.8087847135750444","48384","48384","48384","0.7999959271852531","0.7652664737581162","0.8207794626288584","48384","48384","48384"
"28251","0.25669455769707633","0","0.5159534382244426","38636","38636","38636","0.7534332356496374","0.6153035147293134","0.8065048419895025","48637","48637","48637","0.7994972628425797","0.7693009560526597","0.8219208666284695","48637","48637","48637"
"28501","0.2972404742078903","0","0.5818555568195639","38889","38889","38889","0.7505228915804539","0.5903921140343803","0.8086215297288866","48890","48890","48890","0.8000864642180867","0.7626115471840021","0.8232128557091504","48890","48890","48890"
"28751","0.3093873204225531","0","0.6068046049754913","39142","39142","39142","0.7482885874086669","0.5911311001948413","0.8088113570732515","49143","49143","49143","0.8000096762552896","0.7648625508194956","0.8234499085196122","49143","49143","49143"
"29001","0.2918221099624729","0","0.5550918080689858","39395","39395","39395","0.745393617823493","0.5649989013957467","0.8092046244408131","49396","49396","49396","0.7996395084106103","0.7669468331849965","0.8211466615036048","49396","49396","49396"
"29251","0.27196251524551684","0","0.5259783748863857","39648","39648","39648","0.7468678537472758","0.5702631226300378","0.8054159582284348","49649","49649","49649","0.8000125245466876","0.7663828148885159","0.8229876258274186","49649","49649","49649"
"29501","0.2805462837065165","0","0.5960891285661574","39901","39901","39901","0.7474186524301256","0.5689360121411424","0.8038864863709603","49902","49902","49902","0.7990524250064341","0.7675669262399678","0.8205208186309184","49902","49902","49902"
"29751","0.3406711098910742","0","0.6440091167569283","40154","40154","40154","0.7460879482605545","0.553557661541116","0.808362138557828","50155","50155","50155","0.7989822016744961","0.7623512216072336","0.8217510964906056","50155","50155","50155"
"30001","0.27705202504636905","0","0.5315020466921329","40407","40407","40407","0.7541395925448916","0.6165163049700775","0.8050501727810234","50408","50408","50408","0.7994351621666134","0.7638828731620494","0.8219559830211377","50408","50408","50408"
"30251","0.318748904059068","0","0.5441817748845755","40660","40660","40660","0.7510540227817533","0.5994378632810368","0.8060909536726563","50661","50661","50661","0.7992961795152349","0.7647197165003706","0.821988686876037","50661","50661","50661"
"30501","0.2638035040177268","0","0.5768655163048282","40913","40913","40913","0.7531448187554731","0.6219805770701051","0.8055765083443043","50914","50914","50914","0.7994483471212266","0.7668731944158194","0.822155353170429","50914","50914","50914"
"30751","0.28716585899924674","0","0.5914031068873356","41166","41166","41166","0.748882330875362","0.5689396595901546","0.8062780560701265","51167","51167","51167","0.7999939953860619","0.765011577665086","0.8222984877102834","51167","51167","51167"
