"stage2/step","Group: VaDE_Simple_gauss - stage2/mcc_spearman","Group: VaDE_Simple_gauss - stage2/mcc_spearman__MIN","Group: VaDE_Simple_gauss - stage2/mcc_spearman__MAX","Group: VaDE_Simple_gauss - _step","Group: VaDE_Simple_gauss - _step__MIN","Group: VaDE_Simple_gauss - _step__MAX","Group: Danru_Simple_gauss - stage2/mcc_spearman","Group: Danru_Simple_gauss - stage2/mcc_spearman__MIN","Group: Danru_Simple_gauss - stage2/mcc_spearman__MAX","Group: Danru_Simple_gauss - _step","Group: Danru_Simple_gauss - _step__MIN","Group: Danru_Simple_gauss - _step__MAX","Group: Ours_Simple_gauss - stage2/mcc_spearman","Group: Ours_Simple_gauss - stage2/mcc_spearman__MIN","Group: Ours_Simple_gauss - stage2/mcc_spearman__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX"
"31001","0.3198081756390584","0","0.6205366289733997","41419","41419","41419","0.748875757051777","0.5741466070266856","0.8075820101519064","51420","51420","51420","0.7993836717204466","0.7643328814133711","0.8209021097340798","51420","51420","51420"
"31251","0.25448812025495465","0","0.5584657524459278","41672","41672","41672","0.7398654780086612","0.5387044832799156","0.8099548219260254","51673","51673","51673","0.7992240171460747","0.7633848657234056","0.8198381655947787","51673","51673","51673"
"31501","0.29294941656015283","0","0.6005740302694056","41925","41925","41925","0.7379520100553176","0.4968389308313957","0.8107377042835759","51926","51926","51926","0.8001096596945931","0.767188316568693","0.8196448525160364","51926","51926","51926"
"31751","0.3135443043523095","0","0.5710686070462442","42178","42178","42178","0.737468200154616","0.48424495104067783","0.8121394245101827","52179","52179","52179","0.7996986568935143","0.7659885454386625","0.8199284221663401","52179","52179","52179"
"32001","0.29474772666774063","0","0.608607595776338","42431","42431","42431","0.7357960627995294","0.5327438610465777","0.8015313504387037","52432","52432","52432","0.7996852605816752","0.7646400372007509","0.8223579241831018","52432","52432","52432"
"32251","0.33743597929265856","0","0.6147066796660517","42684","42684","42684","0.738456689600419","0.507840530739935","0.8028465503807682","52685","52685","52685","0.7990274604721587","0.7645248161280795","0.8210666582283853","52685","52685","52685"
"32501","0.28950133482597995","0","0.5750436243458689","42937","42937","42937","0.7378843890409942","0.49024621908413074","0.7999844515102924","52938","52938","52938","0.7992319317921762","0.7660740730598259","0.822338755755693","52938","52938","52938"
"32751","0.2825374306933702","0","0.5756555515144727","43190","43190","43190","0.7364370970461532","0.4919109910588309","0.7990642498976649","53191","53191","53191","0.7991907525108625","0.7632679743085008","0.8202700785098754","53191","53191","53191"
"33001","0.29958670503025464","0","0.5611608941487237","43443","43443","43443","0.7394788744710037","0.5127996565985875","0.8058146872502672","53444","53444","53444","0.799141255342936","0.7640533614800304","0.8231990757425622","53444","53444","53444"
"33251","0.3112969171413177","0","0.6795632034483461","43696","43696","43696","0.7221765056003457","0.3615662420072217","0.8012437818001242","53697","53697","53697","0.7988194881050596","0.7592797829837385","0.8218910996455877","53697","53697","53697"
"33501","0.2810003728149096","0","0.5582788874842214","43949","43949","43949","0.7206367255971492","0.348367820782396","0.8073791605025372","53950","53950","53950","0.7991550413504372","0.7636535337700278","0.8216711079198532","53950","53950","53950"
"33751","0.27983160235612414","0","0.6271387375023263","44202","44202","44202","0.7228700666078327","0.3623355628963169","0.8080893312608337","54203","54203","54203","0.7989356776240287","0.7644857043900467","0.8205193659986896","54203","54203","54203"
"34001","0.29428881078647706","0","0.5988698502941826","44455","44455","44455","0.7232256756291197","0.3711961207028662","0.8123507551357413","54456","54456","54456","0.7988223700451867","0.7640785385010486","0.82309213343778","54456","54456","54456"
"34251","0.291223828900499","0","0.5556055986371095","44708","44708","44708","0.7247540255131494","0.36690700108635416","0.8114745117135974","54709","54709","54709","0.7996858654195437","0.7652580458493433","0.8216973572631464","54709","54709","54709"
"34501","0.2793222455668256","0","0.5643075566965491","44961","44961","44961","0.7253443707762954","0.37046791320652406","0.8148785190440396","54962","54962","54962","0.7997845745017308","0.7639801760744684","0.8225252065422638","54962","54962","54962"
"34751","0.3101294758498513","0","0.6456674011304911","45214","45214","45214","0.7237280666103858","0.3776377641343774","0.8150915103226919","55215","55215","55215","0.7988334026947186","0.7662695128013918","0.8216613615870646","55215","55215","55215"
"35001","0.31110378795097643","0","0.6315082516751866","45467","45467","45467","0.7271371209225881","0.393407904755627","0.8161640265934434","55468","55468","55468","0.8004403824355528","0.7675666747675156","0.821899404200857","55468","55468","55468"
"35251","0.3107573055365886","0","0.5446882177596715","45720","45720","45720","0.7249467326699419","0.3815075392585214","0.8171289846394808","55721","55721","55721","0.800812609061939","0.7681103638349659","0.8225797986323565","55721","55721","55721"
"35501","0.31232448471613977","0","0.6082238639894078","45973","45973","45973","0.7277422695463966","0.3977103257391768","0.8196901442961231","55974","55974","55974","0.7994066987902555","0.7666248942385995","0.822814574411327","55974","55974","55974"
"35751","0.3171600285490783","0","0.5359403248999746","46226","46226","46226","0.7271331200284535","0.39169448942485663","0.8169281291888097","56227","56227","56227","0.798626874562484","0.7618327870083995","0.8199496072339039","56227","56227","56227"
"36001","0.3060324736718831","0","0.5772742495132849","46479","46479","46479","0.7310934547436282","0.4291123150377203","0.8193835030728861","56480","56480","56480","0.7997120064372225","0.7617571971901684","0.8225749535729987","56480","56480","56480"
"36251","0.31381982301889","0","0.5844193456231113","46732","46732","46732","0.7291795293104024","0.4267209936767022","0.7955946749885014","56733","56733","56733","0.7995548246772399","0.764903947538536","0.8227647040635736","56733","56733","56733"
"36501","0.2941948867424308","0","0.5968794597495551","46985","46985","46985","0.7331359166865089","0.4697719164109724","0.794393782030761","56986","56986","56986","0.7991225872426522","0.7639616371475988","0.8207954143332999","56986","56986","56986"
"36751","0.3074623362815244","0","0.5968083648924668","47238","47238","47238","0.7311438062559764","0.45262529446180017","0.7973879476772385","57239","57239","57239","0.7994213559269132","0.7626153378318574","0.8207386760173082","57239","57239","57239"
"37001","0.3141899404765518","0","0.6888407960931082","47491","47491","47491","0.7321912424043439","0.4558825238233321","0.8009779796745903","57492","57492","57492","0.7992235187293598","0.7620358021525014","0.8209442289280809","57492","57492","57492"
"37251","0.2884516690304079","0","0.5441957944046182","47744","47744","47744","0.7332933688329527","0.4756110406975254","0.8040429733605098","57745","57745","57745","0.7989248091127512","0.7650685805778682","0.8211773652303668","57745","57745","57745"
"37501","0.2807009788212388","0","0.5356482595446339","47997","47997","47997","0.7339281848164018","0.475210695327871","0.8093746452736911","57998","57998","57998","0.7998840030866102","0.7659767196131163","0.8247738001806267","57998","57998","57998"
"37751","0.2783925755552013","0","0.5459455082868242","48250","48250","48250","0.7295215972384657","0.4380751308397886","0.808249775069744","58251","58251","58251","0.7997424145284331","0.7653133469063209","0.8207881216190903","58251","58251","58251"
"38001","0.2843311395839952","0","0.6083343229022068","48503","48503","48503","0.7291743386130285","0.4440182090251095","0.8110561436326483","58504","58504","58504","0.7985921499756878","0.7637920140134581","0.8198664673059023","58504","58504","58504"
"38251","0.26167916440144123","0","0.5041091991890535","48756","48756","48756","0.7288360049556281","0.4484467498087319","0.8137251465913987","58757","58757","58757","0.7996255354488824","0.7652161394607306","0.8202733705221892","58757","58757","58757"
"38501","0.290986642130309","0","0.5427873470539187","49009","49009","49009","0.7286801395371876","0.4501030315235674","0.8184973682740634","59010","59010","59010","0.7998345904875475","0.7647528105468879","0.8223377831931821","59010","59010","59010"
"38751","0.314030712676398","0","0.668968591460808","49262","49262","49262","0.7281863917912805","0.4436477175382303","0.8213094682261771","59263","59263","59263","0.7989926326731608","0.7626732293111874","0.8203958366196408","59263","59263","59263"
"39001","0.3106185592889555","0","0.656724675677736","49515","49515","49515","0.7280709685841391","0.45494487256015326","0.823262895355758","59516","59516","59516","0.7999180280800442","0.7638342496945221","0.8212686354693028","59516","59516","59516"
"39251","0.31388607251358985","0","0.5785086571417036","49768","49768","49768","0.7283369914976844","0.47495547358279966","0.8219561642756902","59769","59769","59769","0.799661021070652","0.7633900727063642","0.8222016671138687","59769","59769","59769"
"39501","0.2799931526829035","0","0.5293114181046299","50021","50021","50021","0.727814654400739","0.45955451446586176","0.8210233728679815","60022","60022","60022","0.7997004359586083","0.7642822324655287","0.8214882181214967","60022","60022","60022"
"39751","0.28409093454239087","0","0.6020782754914423","50274","50274","50274","0.7290245120214405","0.4815882351852058","0.822952718435829","60275","60275","60275","0.7995933537408402","0.7618905771731163","0.8218921938045934","60275","60275","60275"
"40001","0.2950733176760031","0","0.5596255744140394","50527","50527","50527","0.7313486023830991","0.503484934613024","0.8242920187413117","60528","60528","60528","0.7992103370620445","0.7661702995890999","0.8223160477126493","60528","60528","60528"
"40251","0.2683196489886836","0","0.6224583999207617","50780","50780","50780","0.7267572718513657","0.4990860670527108","0.8005925967328524","60781","60781","60781","0.7991756102223821","0.764134160750499","0.8227518744314471","60781","60781","60781"
"40501","0.30168521527752135","0","0.5993435665914562","51033","51033","51033","0.7268069267778751","0.507542484500832","0.8000169417062365","61034","61034","61034","0.7986218712569906","0.7634216576112719","0.8199687676399944","61034","61034","61034"
"40751","0.28863192182273284","0","0.5557041213607602","51286","51286","51286","0.7232972354850558","0.49165969835710754","0.8006586571160952","61287","61287","61287","0.7992586662181325","0.7613581568227702","0.8196465073365649","61287","61287","61287"
"41001","0.3046575290192498","0","0.6099152516856788","51539","51539","51539","0.7269986771809911","0.52277029854009","0.809773424864535","61540","61540","61540","0.7991393375602319","0.7651141355196557","0.8224609024667084","61540","61540","61540"
"41251","0.29612045953213023","0","0.5982423920540455","51792","51792","51792","0.7231319491827961","0.485452047508188","0.8097662312672523","61793","61793","61793","0.7995854301329668","0.7655827969274395","0.8210710588416577","61793","61793","61793"
"41501","0.33450454484610487","0","0.6032874201467818","52045","52045","52045","0.7255305890579586","0.5201193470820541","0.8149316983542603","62046","62046","62046","0.7991833541494981","0.7648659316464351","0.8221120350556433","62046","62046","62046"
"41751","0.3202266584535985","0","0.6370487568327478","52298","52298","52298","0.7241633378425233","0.5217761959327881","0.8165298183454589","62299","62299","62299","0.7996624400443517","0.7651855733471308","0.8212343263451601","62299","62299","62299"
"42001","0.30427182905676337","0","0.5697997318197138","52551","52551","52551","0.7242792511252215","0.5309605572364174","0.8153951098152058","62552","62552","62552","0.7979181134335233","0.7602932235133438","0.8204683700904957","62552","62552","62552"
"42251","0.296885052582747","0","0.5920675013296367","52804","52804","52804","0.7227721705371172","0.5239557948172174","0.8176085819477036","62805","62805","62805","0.7999511050130126","0.7630740619960287","0.8223476151527982","62805","62805","62805"
"42501","0.2803046191690487","0","0.5708061261402487","53057","53057","53057","0.7238449767455503","0.5424821291365496","0.8207483106482583","63058","63058","63058","0.7999336583932705","0.7656847723367637","0.8236608701608342","63058","63058","63058"
"42751","0.29919490361439893","0","0.5612568644300747","53310","53310","53310","0.7251179147064104","0.5689182563299864","0.819281138061882","63311","63311","63311","0.7990452225005733","0.7661684036425495","0.8214954373483515","63311","63311","63311"
"43001","0.2830454089256307","0","0.6920566940509216","53563","53563","53563","0.7231098583939799","0.5588873660307255","0.822078105680296","63564","63564","63564","0.7990732369708438","0.7634053220035453","0.8214883512905988","63564","63564","63564"
"43251","0.2930644991184409","0","0.6301066440149549","53816","53816","53816","0.725914545847328","0.5773387927087498","0.8239426637636985","63817","63817","63817","0.8003804378063606","0.7651482821018476","0.8215066475080567","63817","63817","63817"
"43501","0.3032306806066762","0","0.6405160867966252","54069","54069","54069","0.7204869557050994","0.5722016515829464","0.8222364867562796","64070","64070","64070","0.7992723341852125","0.7642949965819171","0.8213831627612885","64070","64070","64070"
"43751","0.27096174392194255","0","0.5888332713235768","54322","54322","54322","0.7193762189045729","0.5634196578914105","0.8242195650974159","64323","64323","64323","0.7991191186024943","0.7662544024092174","0.8228807695727687","64323","64323","64323"
"44001","0.30561324967842707","0","0.6513916393264718","54575","54575","54575","0.7179381083321665","0.5673403531720819","0.8171462322416411","64576","64576","64576","0.7990686621259","0.7598505142564099","0.8234416529733872","64576","64576","64576"
"44251","0.28363097753394945","0","0.5600300325381445","54828","54828","54828","0.7195866480863939","0.588784125966304","0.8190459051049377","64829","64829","64829","0.7994074391887299","0.7662686725587394","0.8223321405670635","64829","64829","64829"
"44501","0.2794013788669977","0","0.5442831329486885","55081","55081","55081","0.7183928711983951","0.5622247306149654","0.8185479108568918","65082","65082","65082","0.7996974365107705","0.7621693217722784","0.8208160211092689","65082","65082","65082"
"44751","0.2666958162027636","0","0.5621040806108318","55334","55334","55334","0.7181893823415482","0.576744464699727","0.8169491256031115","65335","65335","65335","0.7997595794054988","0.7647993350818925","0.8235154040812431","65335","65335","65335"
"45001","0.32581936129193223","0","0.6262851038858434","55587","55587","55587","0.7050804136287205","0.5289935877039924","0.8185207139399298","65588","65588","65588","0.8002831463666938","0.7631404611917407","0.822374438221587","65588","65588","65588"
"45251","0.28413991787068366","0","0.6353890400298782","55840","55840","55840","0.7065563887479274","0.5211572974959382","0.8220279294402135","65841","65841","65841","0.7998434177622207","0.7648105248385991","0.822618929030471","65841","65841","65841"
"45501","0.2612532751631412","0","0.5340254757569065","56093","56093","56093","0.7029890366997795","0.5033884060948034","0.819653919542723","66094","66094","66094","0.798261924946355","0.7636647443851018","0.8192240537618987","66094","66094","66094"
"45751","0.2810624847451129","0","0.5894704411369812","56346","56346","56346","0.70793851532935","0.5265050504060946","0.8223092873812434","66347","66347","66347","0.8001874120042404","0.7671648592843714","0.8219643668525158","66347","66347","66347"
"46001","0.2958949063190467","0","0.6483430929594874","56599","56599","56599","0.7098842735054499","0.5483955761383753","0.8214912662179907","66600","66600","66600","0.7994240522750864","0.767159813317669","0.8208085106695701","66600","66600","66600"
"46251","0.30499790614556754","0","0.620727785154098","56852","56852","56852","0.7173894026588434","0.6295172690726419","0.8218905435068807","66853","66853","66853","0.7991905477769772","0.7655308604341484","0.822860591012441","66853","66853","66853"
"46501","0.3364982277547574","0","0.6838670170567843","57105","57105","57105","0.7154359412057594","0.6276787340281568","0.8223126083013148","67106","67106","67106","0.7992068382969546","0.7646764955108308","0.8207006613016284","67106","67106","67106"
"46751","0.2975371735491387","0","0.7083645001139628","57358","57358","57358","0.7137651768545188","0.6157329431857801","0.8252868761529334","67359","67359","67359","0.7995068662061562","0.7654260564319614","0.8219499522187196","67359","67359","67359"
"47001","0.31054746717341986","0","0.5896161200137707","57611","57611","57611","0.7139206221408226","0.6218324868124928","0.8250015800724869","67612","67612","67612","0.7987991783921158","0.76229699207909","0.8209147071710561","67612","67612","67612"
"47251","0.28438187756289046","0","0.5603894286304633","57864","57864","57864","0.7101169578635029","0.5794349371463278","0.8241435439805582","67865","67865","67865","0.7997481889221659","0.7672143605245387","0.8218259364836875","67865","67865","67865"
"47501","0.3199124928250304","0","0.6207413166869137","58117","58117","58117","0.7070306052724296","0.5623279923262391","0.8232515082884236","68118","68118","68118","0.7992204486960284","0.7626598264847503","0.8196810570978993","68118","68118","68118"
"47751","0.3104153647682387","0","0.5602863682458933","58370","58370","58370","0.70105826353768","0.542694064266203","0.7920736952837107","68371","68371","68371","0.7992269309475488","0.765553267605643","0.822678892012748","68371","68371","68371"
"48001","0.31893069311022654","0","0.6161712765285853","58623","58623","58623","0.6934097942538326","0.5019775660360185","0.7946753038640765","68624","68624","68624","0.7992354624791137","0.7606864674638456","0.8221751526053405","68624","68624","68624"
"48251","0.3210069803055059","0","0.6573284165100554","58876","58876","58876","0.6978308796875775","0.5217970674300084","0.7963768556328583","68877","68877","68877","0.7985088163850809","0.7620032471484505","0.8222927223876421","68877","68877","68877"
"48501","0.27927315598691715","0","0.5671512988398856","59129","59129","59129","0.696602807391744","0.5137538413150124","0.8012744755311269","69130","69130","69130","0.7983724285123646","0.7651120865091504","0.8206020878741386","69130","69130","69130"
"48751","0.30081561741238566","0","0.5580285138905409","59382","59382","59382","0.6989143054095442","0.5219347830150287","0.8009589298615761","69383","69383","69383","0.799913088315759","0.7632389412915596","0.8200560882050927","69383","69383","69383"
"49001","0.2903727781149716","0","0.5691310002265834","59635","59635","59635","0.6939428839142907","0.4707161240141287","0.8059201694771337","69636","69636","69636","0.7999005773859965","0.7652657897511341","0.8225619426829297","69636","69636","69636"
"49251","0.2966608105546239","0","0.5508578909170552","59888","59888","59888","0.6935160617776207","0.4695276540483178","0.8096365705547893","69889","69889","69889","0.7985486401640992","0.7668632317515157","0.819538516034087","69889","69889","69889"
"49501","0.27709290324745656","0","0.6770020520264829","60141","60141","60141","0.6944684172232265","0.49096503575549155","0.8094287595857649","70142","70142","70142","0.7991273219353725","0.761457258840751","0.8210805433777265","70142","70142","70142"
"49751","0.30713892018319183","0","0.6525142922272592","60394","60394","60394","0.6965534777532009","0.495750096622638","0.8163954240182925","70395","70395","70395","0.7994209781186656","0.7642269698310503","0.8217772745153521","70395","70395","70395"
"50001","0.3125462812479193","0","0.6249481530785698","60647","60647","60647","0.6942169552188058","0.4840660691529981","0.817051416337247","70648","70648","70648","0.7999499403290492","0.7625123973723874","0.8234536507348609","70648","70648","70648"
"50251","0.3111144189957094","0","0.7091917517652534","60900","60900","60900","0.7063997410547733","0.6142426576896985","0.8218050657367182","70901","70901","70901","0.7991683090666524","0.7615482531761009","0.8231792193579022","70901","70901","70901"
"50501","0.32632074794433935","0","0.6263024687365477","61153","61153","61153","0.7074084007895239","0.6145087487466293","0.8223654628128232","71154","71154","71154","0.8001057524271511","0.7647750947978409","0.8228816937262969","71154","71154","71154"
"50751","0.2950139650552941","0","0.6115168111994448","61406","61406","61406","0.7057397936686278","0.6130993446806358","0.8205856902262935","71407","71407","71407","0.7993776303410717","0.7622844944397169","0.8205585205886329","71407","71407","71407"
"51001","0.29841698779321446","0","0.5881170346655171","61659","61659","61659","0.7057768091034792","0.6101643757219123","0.8221092914031131","71660","71660","71660","0.7991046717623124","0.7660786133648995","0.819938116595285","71660","71660","71660"
"51251","0.2797770932298026","0","0.5934539338777393","61912","61912","61912","0.7001668975002546","0.5839723474747945","0.8196085221133927","71913","71913","71913","0.7990580737660691","0.7636064778308264","0.8222759330555162","71913","71913","71913"
"51501","0.3104425101354604","0","0.5527660443354788","62165","62165","62165","0.703300211077251","0.6084971984376297","0.8228453616950823","72166","72166","72166","0.7987992749561831","0.7630407850403969","0.8221458523176771","72166","72166","72166"
"51751","0.30997808030108975","0","0.5815066386654512","62418","62418","62418","0.7027832986380185","0.6066431653605805","0.8233503882756213","72419","72419","72419","0.7995338439133626","0.7653110173033085","0.8203355255622392","72419","72419","72419"
"52001","0.29595122516480743","0","0.5803403868564125","62671","62671","62671","0.7008601714754711","0.5935532526339607","0.8195557840447959","72672","72672","72672","0.8000714636292743","0.7642271369645778","0.8242739383439326","72672","72672","72672"
"52251","0.3227332427124797","0","0.5854816462077954","62924","62924","62924","0.698384345081553","0.5666963706834679","0.8183275081048663","72925","72925","72925","0.7989480792631236","0.7631532690982544","0.8222636609654836","72925","72925","72925"
"52501","0.32005673495375514","0","0.5607060254505442","63177","63177","63177","0.6969202450933676","0.5660057424052795","0.8164777157167934","73178","73178","73178","0.7989155798612335","0.7635703329001831","0.8195888093133962","73178","73178","73178"
"52751","0.2901397237922212","0","0.5997262811361718","63430","63430","63430","0.6966798718667212","0.5472772416961944","0.8208654667574934","73431","73431","73431","0.7992806042125067","0.7617918189674002","0.822875548931909","73431","73431","73431"
"53001","0.29965698940246044","0","0.5481474959694722","63683","63683","63683","0.6909102095100459","0.5486574865956085","0.8193667729168848","73684","73684","73684","0.7993060348482391","0.7657721531559113","0.8214710931071659","73684","73684","73684"
"53251","0.35384654180256186","0","0.6598990024186304","63936","63936","63936","0.6933236533484076","0.5660337643248426","0.8226420197927121","73937","73937","73937","0.7994623573493349","0.7620172810843182","0.8222993548849828","73937","73937","73937"
"53501","0.31332296035288526","0","0.5964569684232032","64189","64189","64189","0.6927715862788111","0.5757312755697409","0.8219304945148105","74190","74190","74190","0.7998674242340968","0.7668838843117031","0.8233986282737025","74190","74190","74190"
"53751","0.28339868135107166","0","0.5398619238420123","64442","64442","64442","0.6853654859131216","0.5120571953398186","0.823266119956919","74443","74443","74443","0.7992256939213264","0.7649120743979291","0.8222029668141971","74443","74443","74443"
"54001","0.32725321165866617","0","0.6905104317444497","64695","64695","64695","0.6832797693199153","0.4872232296567898","0.8214186408624059","74696","74696","74696","0.7994515104238686","0.7635953915537659","0.8207518387304592","74696","74696","74696"
"54251","0.3185785425422092","0","0.6460708402958367","64948","64948","64948","0.6858820218771589","0.4927201052674964","0.8242047681575757","74949","74949","74949","0.800630327127512","0.7676450391068612","0.821310763235516","74949","74949","74949"
"54501","0.3067303841606249","0","0.6227815786605031","65201","65201","65201","0.6805261543126457","0.4671034974290531","0.817007055210815","75202","75202","75202","0.7983051104216792","0.7618109585342928","0.8224321601475703","75202","75202","75202"
"54751","0.34868510032628985","0","0.6634921541405798","65454","65454","65454","0.6825253080528877","0.47431457853206277","0.8175230806011712","75455","75455","75455","0.7996479852316987","0.7643992765602764","0.8230751686449791","75455","75455","75455"
"55001","0.28459030207476466","0","0.5977521194190177","65707","65707","65707","0.6747851670878159","0.48015385850685594","0.81823070110371","75708","75708","75708","0.7995220564504182","0.764262834367681","0.8221461272175432","75708","75708","75708"
"55251","0.2904434817072139","0","0.5747666954967343","65960","65960","65960","0.6826734652436247","0.5091928418268193","0.8204504754423606","75961","75961","75961","0.7985550733312663","0.7652380910655486","0.8226494814130505","75961","75961","75961"
"55501","0.322975495081938","0","0.561016598591971","66213","66213","66213","0.6815748890056286","0.5010461274233667","0.8186641646393865","76214","76214","76214","0.7995238327424274","0.764618870053539","0.8215637012435731","76214","76214","76214"
"55751","0.2859855826448702","0","0.5963953910891061","66466","66466","66466","0.6862990007456646","0.5191030712923986","0.8198257251147881","76467","76467","76467","0.7992263487849982","0.7682029631811412","0.8201663299531766","76467","76467","76467"
"56001","0.2601167984627669","0","0.5290319196821834","66719","66719","66719","0.6869437353733374","0.5323448992327863","0.8215832068869383","76720","76720","76720","0.7987923930552755","0.7627800255994398","0.8212465402617056","76720","76720","76720"
"56251","0.33513209774813835","0","0.6357588306575229","66972","66972","66972","0.6843306402531149","0.523450489806721","0.821381488797616","76973","76973","76973","0.799812565427604","0.7629510366564016","0.8218165150522846","76973","76973","76973"
"56501","0.30723147354297276","0","0.6047896726757637","67225","67225","67225","0.6832427317594075","0.5113949525522677","0.8213607114723733","77226","77226","77226","0.7999661384899899","0.7654128401549757","0.8223559786120207","77226","77226","77226"
"56751","0.3171537353958306","0","0.6143232348883271","67478","67478","67478","0.6845367651395151","0.5136535219364614","0.8234412506564457","77479","77479","77479","0.7998616268322065","0.7653725702413693","0.8237445031399687","77479","77479","77479"
"57001","0.3078605603427473","0","0.5355205824996102","67731","67731","67731","0.682011870658829","0.4976248375356329","0.8235905213768505","77732","77732","77732","0.7992594028017411","0.7628686508117627","0.8221604773836458","77732","77732","77732"
"57251","0.31609656175816736","0","0.5690327504560829","67984","67984","67984","0.6838715932157745","0.48420508642047083","0.8223426751197653","77985","77985","77985","0.8001156841590882","0.7646709144408795","0.8207187769080838","77985","77985","77985"
"57501","0.3007700926210746","0","0.595023228671447","68237","68237","68237","0.6834071899648941","0.49801806027294626","0.820471086627133","78238","78238","78238","0.7993583729133906","0.7653019418589717","0.8210133379888571","78238","78238","78238"
"57751","0.2941065172221621","0","0.5216989846271606","68490","68490","68490","0.6761998275331814","0.49235860675982357","0.7995249365188726","78491","78491","78491","0.8001424172201592","0.7639141514650838","0.8215741523806265","78491","78491","78491"
"58001","0.30838235409013104","0","0.5528579714513309","68743","68743","68743","0.6864885706955043","0.5957063291288466","0.8003416325419641","78744","78744","78744","0.799852608552615","0.7654415742940364","0.82181631892749","78744","78744","78744"
"58251","0.3001175368556999","0","0.6244178903351049","68996","68996","68996","0.6884902006317547","0.5978787753456348","0.8037548555014746","78997","78997","78997","0.7990761657378418","0.7641147634793155","0.8199540517918625","78997","78997","78997"
"58501","0.2999999336748975","0","0.6075780088561191","69249","69249","69249","0.6896247433944318","0.5932540627562797","0.8093483083959598","79250","79250","79250","0.8001312470729027","0.763673806108638","0.8238912594349714","79250","79250","79250"
"58751","0.2787439929410872","0","0.5495431412221666","69502","69502","69502","0.6898766580482913","0.5935522004813012","0.8089907720364016","79503","79503","79503","0.7989576319458909","0.7652631158346049","0.8219232474743845","79503","79503","79503"
"59001","0.30469763294311936","0","0.5580818388327954","69755","69755","69755","0.6888120351166812","0.5946114485287727","0.8134430207458866","79756","79756","79756","0.7989126660558991","0.7617130354397927","0.8216654091276321","79756","79756","79756"
"59251","0.29500081761032926","0","0.6509563446838399","70008","70008","70008","0.6905255751370196","0.5938963712878648","0.8136165889434966","80009","80009","80009","0.7999216053881573","0.7669852703266239","0.8212181949331852","80009","80009","80009"
"59501","0.3343510495819187","0","0.649729740405806","70261","70261","70261","0.6890702686742195","0.5949305699420327","0.8160539456494836","80262","80262","80262","0.799019985569591","0.7631385783761787","0.8217219053952358","80262","80262","80262"
"59751","0.31455333036142596","0","0.5920688385881764","70514","70514","70514","0.6871719998502159","0.5954826433995302","0.8149542221515449","80515","80515","80515","0.7987784904621229","0.7637824503478713","0.8213790310641187","80515","80515","80515"
"60001","0.3280881052943","0","0.6468350560797775","70767","70767","70767","0.6882519599407879","0.5947520891625945","0.8190887343653777","80768","80768","80768","0.7991235684028327","0.7642490556772862","0.8235937356167802","80768","80768","80768"
"60251","0.31104581526435326","0","0.5798935701281694","71020","71020","71020","0.6858380091228405","0.561130097652436","0.8188045883506091","81021","81021","81021","0.7988736375595756","0.7599248160335752","0.8220253613990348","81021","81021","81021"
"60501","0.31604454018692596","0","0.5792635199101513","71273","71273","71273","0.6884983000533844","0.5821264728038401","0.82173005537455","81274","81274","81274","0.7994801309830502","0.7641162240432472","0.8229019528843625","81274","81274","81274"
"60751","0.3658990843829479","0","0.667008129560275","71526","71526","71526","0.6870374451376323","0.5620538402802915","0.8200910140010574","81527","81527","81527","0.7997434801243438","0.7638972977700473","0.8211084387885491","81527","81527","81527"
"61001","0.27571231186969924","0","0.5270035081519343","71779","71779","71779","0.686659471273563","0.551082560164959","0.8201418787606664","81780","81780","81780","0.7990511768938371","0.7630235440005281","0.8200420383661746","81780","81780","81780"
"61251","0.32106777111560386","0","0.5947749437629161","72032","72032","72032","0.6849265070356955","0.541287496236542","0.821697001396343","82033","82033","82033","0.7992129597197314","0.7617766836000665","0.8216212421488572","82033","82033","82033"
"61501","0.2799812084749416","0","0.540552930107493","72285","72285","72285","0.6861867285001246","0.5689887160212083","0.8195836157300839","82286","82286","82286","0.8000504525361765","0.7673672559579998","0.8221402879858872","82286","82286","82286"
"61751","0.29972702991177724","0","0.6451493564929388","72538","72538","72538","0.6910507179459298","0.5825537284184509","0.8203633132346878","82539","82539","82539","0.7990361342700192","0.7641180832104398","0.8215046464996848","82539","82539","82539"
"62001","0.3045682959422632","0","0.5620496617110428","72791","72791","72791","0.66804077146341","0.40096825591515545","0.8180525392055893","82792","82792","82792","0.8001674929603155","0.7689069005616386","0.822046881110265","82792","82792","82792"
"62251","0.3448291794087312","0","0.5949090107248868","73044","73044","73044","0.6693349761170789","0.4114125854539714","0.8206880650642697","83045","83045","83045","0.799361533568492","0.7634197086026603","0.8223112261533556","83045","83045","83045"
"62501","0.35694807721466154","0","0.6574103428457004","73297","73297","73297","0.66354994662561","0.4122139196595365","0.8230854970977433","83298","83298","83298","0.7999136685056719","0.7677118679857599","0.8237666309763471","83298","83298","83298"
"62751","0.30338296196221565","0","0.6365088274321545","73550","73550","73550","0.6578035708643184","0.404516645558267","0.8226770107995008","83551","83551","83551","0.7997100961693737","0.7641700712441756","0.8225570976285145","83551","83551","83551"
