"stage2/step","Group: Ours_trunc_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_trunc_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_trunc_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_trunc_Complicate_cauchy - _step","Group: Ours_trunc_Complicate_cauchy - _step__MIN","Group: Ours_trunc_Complicate_cauchy - _step__MAX","Group: Ours_trunc_Simple_cauchy - stage2/mcc_pearson","Group: Ours_trunc_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_trunc_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_trunc_Simple_cauchy - _step","Group: Ours_trunc_Simple_cauchy - _step__MIN","Group: Ours_trunc_Simple_cauchy - _step__MAX","Group: Ours_Complicate_gauss - stage2/mcc_pearson","Group: Ours_Complicate_gauss - stage2/mcc_pearson__MIN","Group: Ours_Complicate_gauss - stage2/mcc_pearson__MAX","Group: Ours_Complicate_gauss - _step","Group: Ours_Complicate_gauss - _step__MIN","Group: Ours_Complicate_gauss - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_pearson","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_gumbel - stage2/mcc_pearson","Group: Ours_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: Ours_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: Ours_Complicate_gumbel - _step","Group: Ours_Complicate_gumbel - _step__MIN","Group: Ours_Complicate_gumbel - _step__MAX","Group: Ours_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX","Group: Ours_Simple_gauss - stage2/mcc_pearson","Group: Ours_Simple_gauss - stage2/mcc_pearson__MIN","Group: Ours_Simple_gauss - stage2/mcc_pearson__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX","Group: Ours_Simple_gumbel - stage2/mcc_pearson","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MIN","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MAX","Group: Ours_Simple_gumbel - _step","Group: Ours_Simple_gumbel - _step__MIN","Group: Ours_Simple_gumbel - _step__MAX"
"25251","0.5756330829346318","0.5079837344192294","0.6470314476437569","45600.2","45599","45601","0.7561937396274725","0.6556413116623928","0.8313018572335628","45601","45601","45601","0.8715530306634804","0.770658074773035","0.9512533437059651","45600.2","45599","45601","0.8214241296044174","0.6168447542812835","0.9761409712802752","45601","45601","45601","0.9120556441147141","0.7363876071227402","0.9610100156391657","45600.2","45599","45601","0.4589935563160223","0.20078825158606423","0.6575696567998554","45600.2","45599","45601","0.9673275022211442","0.8812280037192942","0.994828138474419","45601","45601","45601","0.9666976289932052","0.9055809129621061","0.9893456128373108","45601","45601","45601"
"25501","0.5777967595170016","0.5109651036767","0.6452230152755115","45853.2","45852","45854","0.7573140942494536","0.6503730136404061","0.8371384444695953","45854","45854","45854","0.8734167489787807","0.7733053202391199","0.951040423498983","45853.2","45852","45854","0.7742355262045113","0.5511132482358372","0.9891184138228538","45854","45854","45854","0.9129342488726688","0.7370429922621421","0.9603066754399456","45853.2","45852","45854","0.4889914724593253","0.3498142060957879","0.6587168250737024","45853.2","45852","45854","0.967590473071418","0.8842261002541735","0.9951350549302842","45854","45854","45854","0.9665295255670451","0.899719567528875","0.9893626007448967","45854","45854","45854"
"25751","0.5777643980089235","0.5092388565266003","0.6475905695027404","46106.2","46105","46107","0.7564467357205032","0.6544356798365726","0.8324689336863056","46107","46107","46107","0.8732728445116434","0.769287643251084","0.9528068567463915","46106.2","46105","46107","0.7389150384579984","0.3399558346434401","0.9461601149926452","46107","46107","46107","0.9134989449522897","0.7369439321980854","0.9627916955547612","46106.2","46105","46107","0.5093158323842915","0.26726505099060893","0.7983887286552017","46106.2","46105","46107","0.9660313927830586","0.8723576335417933","0.9948242871704854","46107","46107","46107","0.967453573001616","0.9072232031003181","0.9899485222893912","46107","46107","46107"
"26001","0.5774932413347174","0.5072070757035477","0.644293649435163","46359.2","46358","46360","0.7564587489048147","0.6597477964548805","0.8286843995932481","46360","46360","46360","0.8752139150264598","0.7741073564100662","0.9523737959050653","46359.2","46358","46360","0.7273894313756336","0.3914334491689156","0.9632553839618367","46360","46360","46360","0.913992665404551","0.7396893595961986","0.9624787014333755","46359.2","46358","46360","0.4768943034786967","0.22158500961346234","0.7293136672021397","46359.2","46358","46360","0.966127882057376","0.8797187944750308","0.9949372613009544","46360","46360","46360","0.9674478461757104","0.907448168700414","0.9900433487076863","46360","46360","46360"
"26251","0.5767025090792067","0.5019438395962815","0.6483695595551844","46612.2","46611","46613","0.7569962225458476","0.6515236956291869","0.8354365960447715","46613","46613","46613","0.8743193745024838","0.7707212719456811","0.9533709729161428","46612.2","46611","46613","0.7757108846847489","0.619632789810625","0.9342057384498085","46613","46613","46613","0.915206448016437","0.7455229767904838","0.9640067544553492","46612.2","46611","46613","0.5583310432504369","0.30380658993674253","0.7997317519456215","46612.2","46611","46613","0.9668288461332308","0.8740241359042584","0.9952129859623974","46613","46613","46613","0.9679161144793618","0.9137186149762514","0.9890360365122898","46613","46613","46613"
"26501","0.5779630902003864","0.4995526057860141","0.6479301785011861","46865.2","46864","46866","0.7576311384986858","0.6489712423153272","0.8376218850471201","46866","46866","46866","0.8747624344388727","0.7768068069246055","0.9529355458002922","46865.2","46864","46866","0.7410522763032494","0.3601111834800858","0.966726631298814","46866","46866","46866","0.9151409732373255","0.7450450021036261","0.9640304853660746","46865.2","46864","46866","0.5475016685758971","0.3971572516511922","0.6820646163517587","46865.2","46864","46866","0.9674075110811471","0.886476588605598","0.994169318613494","46866","46866","46866","0.9687768704559199","0.9228922553180082","0.9894392073912553","46866","46866","46866"
"26751","0.5760516508712511","0.5045861386615109","0.6460643453280988","47118.2","47117","47119","0.7571783232054586","0.6500440891230425","0.836614351127485","47119","47119","47119","0.8759032168821896","0.779129544835296","0.9541439305783539","47118.2","47117","47119","0.7640067749324981","0.4863873052541849","0.9845313927432945","47119","47119","47119","0.9158431606328536","0.7515565929584898","0.9633896685113188","47118.2","47117","47119","0.5425850577926526","0.30350324653890576","0.7591848851499605","47118.2","47117","47119","0.9665561665935867","0.8752026365616165","0.9949511895173745","47119","47119","47119","0.9692914008291602","0.926068089555689","0.990107199206466","47119","47119","47119"
"27001","0.5767635198078918","0.507762610560871","0.6482164117006592","47371.2","47370","47372","0.7558142463794599","0.6491708125403681","0.8379388075778582","47372","47372","47372","0.8766708806118961","0.784111955622514","0.9519660034200278","47371.2","47370","47372","0.7747399530220056","0.41584794495098265","0.9636864550888958","47372","47372","47372","0.9174613105874208","0.7499991545893399","0.9649830056895528","47371.2","47370","47372","0.5657702177082371","0.4098387045065378","0.7319233660438016","47371.2","47370","47372","0.9662857478913723","0.8718697129811135","0.9949291324033377","47372","47372","47372","0.970056714280917","0.9280136055577239","0.9895117465861718","47372","47372","47372"
"27251","0.5772978271920773","0.5060297968333918","0.6478096330227336","47624.2","47623","47625","0.7556904059214318","0.6499002501638085","0.8361453321511746","47625","47625","47625","0.8770147700755487","0.7859974612528526","0.9520328172832262","47624.2","47623","47625","0.7939313013991643","0.48481034044853294","0.9638860151077804","47625","47625","47625","0.9173496651524033","0.7531495927202669","0.9645838453803262","47624.2","47623","47625","0.5369977363728767","0.3548202746263392","0.7663516833374087","47624.2","47623","47625","0.9671204295829756","0.8793588488886436","0.9949520430210986","47625","47625","47625","0.9695342140548965","0.9285060276024963","0.9892887016288578","47625","47625","47625"
"27501","0.5784007112487001","0.5077535713335531","0.6478547440898427","47877.2","47876","47878","0.7576494666233553","0.6529229957360556","0.8375952665512516","47878","47878","47878","0.8792817046185111","0.7876417271739475","0.9541248607327484","47877.2","47876","47878","0.774697471445816","0.6354569233939236","0.9504887966063912","47878","47878","47878","0.9178265259330025","0.7541894453459325","0.9646455483299968","47877.2","47876","47878","0.5464360566840529","0.14276683456549638","0.7120732967898528","47877.2","47876","47878","0.9679356144599737","0.8918284028853233","0.9943828180145661","47878","47878","47878","0.9690262140323949","0.9300392157895709","0.9894598312107199","47878","47878","47878"
"27751","0.5788936498926831","0.5144471789889231","0.6477752586391101","48130.2","48129","48131","0.7555790929684407","0.642340431194195","0.8434898506005553","48131","48131","48131","0.8800685786738429","0.7911765105605408","0.9521523575411782","48130.2","48129","48131","0.7081056904724913","0.3469960790326045","0.9201165503561418","48131","48131","48131","0.9192817023544115","0.7571796415867487","0.9660594423591877","48130.2","48129","48131","0.497531257190061","0.2395212987999334","0.6985617132986032","48130.2","48129","48131","0.9666018280554068","0.8727724507560034","0.9945213308221245","48131","48131","48131","0.9699121577816443","0.9339303114560645","0.9900493434032094","48131","48131","48131"
"28001","0.5764729169807575","0.5021965793454621","0.6470334574620671","48383.2","48382","48384","0.7590929528167715","0.6550253771893126","0.8379878571976639","48384","48384","48384","0.8811503220255889","0.7923472615565117","0.9502622334251314","48383.2","48382","48384","0.7544028533990568","0.4230713869253717","0.9563439979466395","48384","48384","48384","0.9181643178381007","0.7542274154658418","0.9639714565009652","48383.2","48382","48384","0.5104308367180052","0.19441015495732986","0.6346053077968222","48383.2","48382","48384","0.9668291969720453","0.8753033922294514","0.9953160101380648","48384","48384","48384","0.9699514392483859","0.9374033068593891","0.9892874920483644","48384","48384","48384"
"28251","0.5759299327699883","0.5053112270624844","0.6479993239292561","48636.2","48635","48637","0.7587066509579659","0.6566578615663402","0.8359510479894551","48637","48637","48637","0.8814235583601245","0.7932338017420629","0.9522743978174757","48636.2","48635","48637","0.7104389071767669","0.42807406338266846","0.9746204128784003","48637","48637","48637","0.9195532973688124","0.7625578691421498","0.96543604332831","48636.2","48635","48637","0.5087513473274068","0.12842428550800156","0.7584024917092042","48636.2","48635","48637","0.9672263345933081","0.8821742020550002","0.9948288720632329","48637","48637","48637","0.9702786790573519","0.9393636130781199","0.9894661603884197","48637","48637","48637"
"28501","0.5777181706992972","0.5035413275866348","0.6452388995374055","48889.2","48888","48890","0.7568012771496171","0.656823178625785","0.834048771476398","48890","48890","48890","0.8826961548313672","0.7949308263358617","0.9525125078100214","48889.2","48888","48890","0.7483404892071377","0.49475695733124253","0.9525096720231246","48890","48890","48890","0.9192796109726261","0.7579728369456639","0.9652816007335796","48889.2","48888","48890","0.5360573860650225","0.127536060156137","0.6878221838992643","48889.2","48888","48890","0.9671201943110784","0.876750057368397","0.9950999229769714","48890","48890","48890","0.9703849092622907","0.9390524451716148","0.9893678762836989","48890","48890","48890"
"28751","0.5766031510065941","0.5058794877554774","0.6466918644316337","49142.2","49141","49143","0.7555462158988588","0.646928483461759","0.832487909324645","49143","49143","49143","0.882523150855674","0.7958065922274213","0.953291317966257","49142.2","49141","49143","0.7218288733875813","0.48515777195134685","0.9822977236456958","49143","49143","49143","0.919879994049386","0.7583122992477493","0.964178862810579","49142.2","49141","49143","0.5977107077626124","0.44873049107376384","0.6568627597270156","49142.2","49141","49143","0.9666263682613894","0.8734962652571513","0.995081659113354","49143","49143","49143","0.9708176875345336","0.940607022933984","0.9893444517481074","49143","49143","49143"
"29001","0.5778669625447662","0.5138051976433802","0.6459250071202264","49395.2","49394","49396","0.7563519302116454","0.6488053915227449","0.8355342446879234","49396","49396","49396","0.8847049564579507","0.7987422195553582","0.9530520387625284","49395.2","49394","49396","0.7502437280729499","0.3874560086669117","0.9782040131982966","49396","49396","49396","0.9211648812252262","0.7665895620011394","0.9663921648341267","49395.2","49394","49396","0.5495947562325293","0.36125061138458914","0.7566671385203219","49395.2","49394","49396","0.9660960208144228","0.8661784461686844","0.995010769092726","49396","49396","49396","0.9709910530137236","0.9411020290235949","0.9889795934423459","49396","49396","49396"
"29251","0.577093365669194","0.5003759155969421","0.6516185116398645","49648.2","49647","49649","0.7541486900932657","0.6438837292063387","0.8287830264946425","49649","49649","49649","0.8834095623729279","0.7999975763472953","0.9520472788347446","49648.2","49647","49649","0.7536527503677147","0.44579323829734935","0.99385150657652","49649","49649","49649","0.921146186783066","0.7631610304551173","0.9652503020797708","49648.2","49647","49649","0.5740096603066798","0.4901803426240332","0.6501558555504164","49648.2","49647","49649","0.9673752594726537","0.8830585825136869","0.9950836118145497","49649","49649","49649","0.97052530978881","0.939342963267196","0.9898123885206213","49649","49649","49649"
"29501","0.5757976493928911","0.49232575175651216","0.6478307286381878","49901.2","49900","49902","0.7573735201810792","0.6562261508028572","0.8362924467481297","49902","49902","49902","0.8852889366311786","0.8029333811183286","0.9533736211369709","49901.2","49900","49902","0.8145648244180457","0.5898720767337524","0.9786431255068462","49902","49902","49902","0.9219496252687938","0.766482960418408","0.9653562035936363","49901.2","49900","49902","0.4859678992298334","0.24295072258470624","0.6403091435038881","49901.2","49900","49902","0.9665734458744059","0.8738425919997961","0.9948574380754053","49902","49902","49902","0.9715281206359586","0.943962520692498","0.9892905182301336","49902","49902","49902"
"29751","0.5757561419740194","0.5094617560920085","0.643092707915577","50154.2","50153","50155","0.7565361064614397","0.6596404023119775","0.836351557090356","50155","50155","50155","0.8854246168550144","0.8025846732307326","0.9507769618076429","50154.2","50153","50155","0.7981997342018528","0.5248203071921319","0.94991481106511","50155","50155","50155","0.9216032846858931","0.7633681988048912","0.965745373650621","50154.2","50153","50155","0.576218922611295","0.42209315171119766","0.734689993989507","50154.2","50153","50155","0.9664950181344748","0.8773141491471428","0.9952646490578451","50155","50155","50155","0.9727351847635253","0.9438486197853021","0.9891964061363309","50155","50155","50155"
"30001","0.5786169010394868","0.5081127612345793","0.6487355152664541","50407.2","50406","50408","0.7553405425444866","0.6461399276275386","0.8316804526601217","50408","50408","50408","0.886068036788101","0.8061549743099541","0.9521748745762363","50407.2","50406","50408","0.692331031664047","0.4458986496988415","0.8899039196384533","50408","50408","50408","0.9219338503076274","0.7681889859787183","0.9638935331959975","50407.2","50406","50408","0.5303347031945074","0.3087212351690352","0.6790528259186239","50407.2","50406","50408","0.9664954237976987","0.8751419213016219","0.994666673511714","50408","50408","50408","0.9716064598316239","0.9430585570620608","0.9891981752381495","50408","50408","50408"
"30251","0.5768945207684363","0.5064028295753358","0.6450110930545565","50660.2","50659","50661","0.7556835235110453","0.652749851842893","0.8345853737126806","50661","50661","50661","0.8862893369046546","0.7998307344115761","0.9523072852687365","50660.2","50659","50661","0.8200110003308477","0.5663877089661387","0.9619094442723348","50661","50661","50661","0.9224424457427111","0.7717814331300342","0.9658845580253399","50660.2","50659","50661","0.556600094574302","0.42150658440368743","0.7529903661585295","50660.2","50659","50661","0.9654852978763058","0.8718981228379578","0.9946067150928176","50661","50661","50661","0.9732585275885597","0.9482698279763883","0.9899756648498678","50661","50661","50661"
"30501","0.5770938855445799","0.5058703381739604","0.6426932702150141","50913.2","50912","50914","0.7561080649429768","0.6530985979058775","0.8353103935288657","50914","50914","50914","0.8878500486386894","0.8083922563737929","0.952909356490576","50913.2","50912","50914","0.8162874389698436","0.6433264712231728","0.9734008286567858","50914","50914","50914","0.9231191512197178","0.7727332843186122","0.9660894777879776","50913.2","50912","50914","0.5864105752476696","0.5056636435104154","0.7142202100110897","50913.2","50912","50914","0.9674959634465328","0.8845828902247423","0.9948960708393826","50914","50914","50914","0.971963741171213","0.9410475690718375","0.9898470620562102","50914","50914","50914"
"30751","0.5767620585874281","0.5064552908203624","0.6513626261013035","51166.2","51165","51167","0.7566259196610842","0.6542684778367386","0.8305167400955372","51167","51167","51167","0.8883440632315539","0.8089563385804224","0.9536776468585593","51166.2","51165","51167","0.7886723373581597","0.5810562304049105","0.9844650994247951","51167","51167","51167","0.9228765360108644","0.7708345698468445","0.9664723914257232","51166.2","51165","51167","0.550885690833451","0.3039203725485269","0.7564142555692726","51166.2","51165","51167","0.9662944003650897","0.8702921463279784","0.9945642862650356","51167","51167","51167","0.9727204291062849","0.939789352648781","0.9897683770193578","51167","51167","51167"
"31001","0.5773912845961234","0.5064725674457555","0.6481393185942304","51419.2","51418","51420","0.7570094147569575","0.6543560740002697","0.8372972188626852","51420","51420","51420","0.8887155712208099","0.8146848463468943","0.9517415945107031","51419.2","51418","51420","0.6883434274287552","0.33632084328139267","0.9783018230306951","51420","51420","51420","0.9234775144722965","0.7754779133013036","0.9658072006419349","51419.2","51418","51420","0.5163685925777486","0.3665377742080465","0.6301342608983751","51419.2","51418","51420","0.9667440105068831","0.8757733455821922","0.9950121763560812","51420","51420","51420","0.9730979669074372","0.944556461255399","0.9894961139301258","51420","51420","51420"
"31251","0.5760187075566763","0.5019167507083246","0.6520455710574489","51672.2","51671","51673","0.7550884215167313","0.651639707285327","0.8384193709714755","51673","51673","51673","0.8884889426416832","0.8134522945060286","0.9526301106224135","51672.2","51671","51673","0.8127588465341548","0.39346521324714717","0.9674077464450063","51673","51673","51673","0.9239200859602258","0.7783457877246508","0.9665583462318359","51672.2","51671","51673","0.46592459979093837","0.11054544004750384","0.6785594947021625","51672.2","51671","51673","0.9672418823170256","0.8809862920877546","0.9943665102020964","51673","51673","51673","0.9729105841666685","0.9402437349469648","0.989467516620789","51673","51673","51673"
"31501","0.5763776647566348","0.5038052341909796","0.6489777639718468","51925.2","51924","51926","0.7566929782370575","0.6508347554058344","0.8392056954262026","51926","51926","51926","0.889965997180259","0.8125193379173034","0.9502846979589306","51925.2","51924","51926","0.7377057604024235","0.35915971284839704","0.9474976883997482","51926","51926","51926","0.9241625462761037","0.7810483141365399","0.9658107032046985","51925.2","51924","51926","0.5896371440237016","0.2889156708403945","0.7814502942185731","51925.2","51924","51926","0.9667282751489044","0.8800786398814301","0.9949974362334114","51926","51926","51926","0.9732263528059131","0.9442464449647491","0.9893126875957883","51926","51926","51926"
"31751","0.5767360807578241","0.5007796613163001","0.6469921900512103","52178.2","52177","52179","0.7543037839373387","0.6503944224637033","0.829430796597684","52179","52179","52179","0.8910877716389163","0.8171508273219505","0.9512176566975432","52178.2","52177","52179","0.7593393775875075","0.4547743496505942","0.9809545956386385","52179","52179","52179","0.9249181149655593","0.7825149068741888","0.9671722101531852","52178.2","52177","52179","0.47039466386310097","0.2329089646536011","0.7652488498732247","52178.2","52177","52179","0.9664859298677309","0.8796511773755634","0.994675478799027","52179","52179","52179","0.9734027600975977","0.9451331477454034","0.9895971592909749","52179","52179","52179"
"32001","0.5780020076621423","0.50594881957406","0.6450814164540273","52431.2","52430","52432","0.7552389482233147","0.6477026319032319","0.8356162730763007","52432","52432","52432","0.8910557995885924","0.8165172620397338","0.9540802413049135","52431.2","52430","52432","0.7127229611395889","0.43647146505021633","0.9296803530604274","52432","52432","52432","0.9260740626474551","0.7824022927657304","0.9673660704540958","52431.2","52430","52432","0.590148455897107","0.4352627394988189","0.7672063366051026","52431.2","52430","52432","0.9656594265003118","0.8679502036689879","0.9943352852566162","52432","52432","52432","0.973301804832181","0.9428517195799886","0.9898516033126047","52432","52432","52432"
"32251","0.5760940032550629","0.500395334523151","0.6473441676977267","52684.2","52683","52685","0.756368534185763","0.6466159149784398","0.8272267650377142","52685","52685","52685","0.891223063478234","0.8173226962275427","0.9518183801106506","52684.2","52683","52685","0.7860116605678431","0.49104377813065964","0.9256705456249069","52685","52685","52685","0.9254295983135318","0.7823938699688374","0.9660490981788238","52684.2","52683","52685","0.4925469756015343","0.29182981601467733","0.7010569631159508","52684.2","52683","52685","0.9663975409251172","0.8727726330257176","0.9945982139925681","52685","52685","52685","0.9732730262562204","0.938856132328159","0.9898700132634408","52685","52685","52685"
"32501","0.578371204148332","0.5073914240693991","0.6487758525216966","52937.2","52936","52938","0.7557603443571951","0.6418440757134055","0.8382736234677465","52938","52938","52938","0.8913878270187527","0.818004010376278","0.95178726977925","52937.2","52936","52938","0.7768849243078179","0.5633498743800879","0.9891297564012543","52938","52938","52938","0.9261950126012206","0.7895752771221322","0.9653643497791645","52937.2","52936","52938","0.557974698745907","0.34118781037961876","0.7619642744974787","52937.2","52936","52938","0.9668139341808724","0.877832515102481","0.9950048228981637","52938","52938","52938","0.973877216754158","0.9445151896071953","0.9899665578075393","52938","52938","52938"
"32751","0.577675455515917","0.5078214571450284","0.644955161650462","53190.2","53189","53191","0.7559377297471579","0.6462113686586047","0.8365893081968953","53191","53191","53191","0.8925020907074183","0.81760845021448","0.9527395947007952","53190.2","53189","53191","0.7151049883084425","0.3755617510272662","0.9564109242686971","53191","53191","53191","0.9268544661010234","0.7931077561151134","0.9660195608833396","53190.2","53189","53191","0.5308782115400806","0.4036978389719031","0.6915521122495468","53190.2","53189","53191","0.9671431851513284","0.8765103157384107","0.9953475025177115","53191","53191","53191","0.9732603635255339","0.9440875646385197","0.9901015531944696","53191","53191","53191"
"33001","0.5777026728720774","0.503129843506063","0.6460340643768399","53443.2","53442","53444","0.7524651649803609","0.6476564648317659","0.8351363917534281","53444","53444","53444","0.8924166924486965","0.8190021417105143","0.9521996695007491","53443.2","53442","53444","0.8038412590572312","0.4921415081012342","0.9799707861177311","53444","53444","53444","0.9267397018148478","0.7910909469176739","0.965577251340412","53443.2","53442","53444","0.5620827506560463","0.41134032707439144","0.6755999633221139","53443.2","53442","53444","0.9654799506361135","0.8705231208510641","0.9946114693176797","53444","53444","53444","0.9737968129810701","0.9425474603605245","0.9895058900477173","53444","53444","53444"
"33251","0.5765673561204292","0.506575452300222","0.6454193148838866","53696.2","53695","53697","0.7546423391632129","0.6478430654624989","0.8377565949285869","53697","53697","53697","0.893839365944246","0.8198262410659444","0.9518650820514282","53696.2","53695","53697","0.7757978805980252","0.4057534681671531","0.982305723483166","53697","53697","53697","0.9269757969135004","0.7949370667785635","0.9659867442655908","53696.2","53695","53697","0.48604554936732897","0.2876222152961434","0.60120585732399","53696.2","53695","53697","0.9660155986256319","0.8719453105720838","0.9946519837016484","53697","53697","53697","0.9731559197284018","0.9394854530829795","0.9891641457442336","53697","53697","53697"
"33501","0.5765551215846647","0.5038081570876753","0.645359153525893","53949.2","53948","53950","0.7554916747943625","0.6492814392838709","0.8365705885940163","53950","53950","53950","0.8935771690640364","0.8202710182147557","0.9528749515325716","53949.2","53948","53950","0.7751402011701966","0.44402131884607937","0.9587166607845582","53950","53950","53950","0.9270281070130734","0.7964770217785573","0.9662913287938665","53949.2","53948","53950","0.5619248054856238","0.4431892735754784","0.7478451650791419","53949.2","53948","53950","0.967009165670264","0.8773153818442664","0.9950696736267411","53950","53950","53950","0.9731852540055878","0.9439947527569785","0.9895053751555509","53950","53950","53950"
"33751","0.5764929031114235","0.5062803783776831","0.6474051696687285","54202.2","54201","54203","0.7558548044931331","0.6507616873553471","0.8366615732573393","54203","54203","54203","0.8948859688498395","0.8218205423857377","0.9508611714281603","54202.2","54201","54203","0.7787858498055483","0.6224038282546935","0.9825058714090381","54203","54203","54203","0.9282214038260757","0.7967985121279266","0.9661187814568688","54202.2","54201","54203","0.6219576327922833","0.49067257745007903","0.764951569064787","54202.2","54201","54203","0.9663951016657316","0.8739995669397959","0.9948609050848353","54203","54203","54203","0.9740055090076976","0.9423204742855189","0.9896473767037596","54203","54203","54203"
"34001","0.5758867265663834","0.5050641933460955","0.6475155543153555","54455.2","54454","54456","0.757061074680746","0.6542469432198049","0.8386441462896238","54456","54456","54456","0.8949157427749371","0.8222479162081374","0.9513886785083508","54455.2","54454","54456","0.7147788805879626","0.39977175531962","0.9716159236433789","54456","54456","54456","0.9280256125025677","0.7963184406061561","0.9659617027140678","54455.2","54454","54456","0.5135945557026393","0.3163908759023374","0.7324924403867171","54455.2","54454","54456","0.9659208242094982","0.8718288198933958","0.9947543713268953","54456","54456","54456","0.9735230565366131","0.9423540930810325","0.989509111065041","54456","54456","54456"
"34251","0.5763851570725136","0.5040580167265474","0.6442655064038776","54708.2","54707","54709","0.7563633529298953","0.6503912718728628","0.8440678916770814","54709","54709","54709","0.8950253838099627","0.8229346426270695","0.9496608687932","54708.2","54707","54709","0.7254949404033109","0.4042952791672983","0.9559584884008947","54709","54709","54709","0.9285041459382853","0.7986697922186896","0.9667717113028267","54708.2","54707","54709","0.6220525608988627","0.5373134501085076","0.7884908960699668","54708.2","54707","54709","0.9662442338662455","0.8748068308174162","0.9950789181651691","54709","54709","54709","0.9736271858710415","0.9392050183429029","0.9892245268951281","54709","54709","54709"
"34501","0.5760682165481336","0.4959832194170186","0.6464783665099894","54961.2","54960","54962","0.7566816953601443","0.6543182383559599","0.8364301341629498","54962","54962","54962","0.8951957604299394","0.820555240317596","0.9526987923370408","54961.2","54960","54962","0.7560918191875643","0.4878005932358593","0.9795418622454521","54962","54962","54962","0.9283608076141858","0.7993793617840743","0.9661417661555358","54961.2","54960","54962","0.4895896209949835","0.24938852902134392","0.6591340284672931","54961.2","54960","54962","0.966057357286202","0.8736857266862709","0.9947603984806573","54962","54962","54962","0.9743110374562838","0.9426448547191774","0.9900134836352213","54962","54962","54962"
"34751","0.5760917966031809","0.49901444736900136","0.6440844253936466","55214.2","55213","55215","0.7591990868162297","0.6511300491237303","0.84014230450156","55215","55215","55215","0.8938957472177886","0.8084675190548838","0.952573655551556","55214.2","55213","55215","0.7626298891365435","0.5033148269340867","0.9649594242598298","55215","55215","55215","0.9290224467414069","0.803549152197434","0.9671167041009797","55214.2","55213","55215","0.5124431120049904","0.2581800532940428","0.6544291722820665","55214.2","55213","55215","0.9675347478275835","0.883143566420591","0.9952101362700336","55215","55215","55215","0.9735453800269426","0.9372615933705744","0.9901281971892923","55215","55215","55215"
"35001","0.5776923872887315","0.5094446792664877","0.6454239426564621","55467.2","55466","55468","0.7548668084088905","0.6427583887053335","0.8379267826823679","55468","55468","55468","0.8955626634903571","0.8178908331332699","0.9537371544407357","55467.2","55466","55468","0.7260123892086447","0.35437495359551135","0.9351033058013568","55468","55468","55468","0.9298582449801278","0.8072977779995721","0.9653834354881692","55467.2","55466","55468","0.5034297166833439","0.10975352207470002","0.7233926634337532","55467.2","55466","55468","0.9662654397916874","0.8744038672425535","0.9948062753958465","55468","55468","55468","0.9740826243050934","0.9418874132201388","0.9893534431529677","55468","55468","55468"
"35251","0.5766248955124474","0.5022097289852832","0.6478010677199948","55720.2","55719","55721","0.7554643681431192","0.6506570354006721","0.8368188679500109","55721","55721","55721","0.895597604887112","0.8196057703039183","0.9512945504866623","55720.2","55719","55721","0.7320020007450273","0.4357732889568861","0.9642129319208763","55721","55721","55721","0.9296326551930421","0.8080015684642105","0.9660578720301004","55720.2","55719","55721","0.5380215125313708","0.3935608545770793","0.7471990900147508","55720.2","55719","55721","0.966120727451167","0.8725615359546337","0.9950951999971333","55721","55721","55721","0.9738584997122137","0.9413281095342255","0.989662695950195","55721","55721","55721"
"35501","0.5770313487432276","0.49710804736314296","0.643929610613506","55973.2","55972","55974","0.7564534976409407","0.6519431179990538","0.8365704948054892","55974","55974","55974","0.8974846844238108","0.8228436194857827","0.9516202599666901","55973.2","55972","55974","0.8103917274780235","0.5620231572235999","0.9799444563514368","55974","55974","55974","0.9303047247324155","0.8070715994134969","0.967225168102473","55973.2","55972","55974","0.55416535001321","0.4271710233709924","0.6693853100376305","55973.2","55972","55974","0.9668285553875771","0.879766424388999","0.9947646282229559","55974","55974","55974","0.9741842111224381","0.9435464820034999","0.9894164299093867","55974","55974","55974"
