"stage2/step","Group: Ours_trunc_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_trunc_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_trunc_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_trunc_Complicate_cauchy - _step","Group: Ours_trunc_Complicate_cauchy - _step__MIN","Group: Ours_trunc_Complicate_cauchy - _step__MAX","Group: Ours_trunc_Simple_cauchy - stage2/mcc_pearson","Group: Ours_trunc_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_trunc_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_trunc_Simple_cauchy - _step","Group: Ours_trunc_Simple_cauchy - _step__MIN","Group: Ours_trunc_Simple_cauchy - _step__MAX","Group: Ours_Complicate_gauss - stage2/mcc_pearson","Group: Ours_Complicate_gauss - stage2/mcc_pearson__MIN","Group: Ours_Complicate_gauss - stage2/mcc_pearson__MAX","Group: Ours_Complicate_gauss - _step","Group: Ours_Complicate_gauss - _step__MIN","Group: Ours_Complicate_gauss - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_pearson","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_gumbel - stage2/mcc_pearson","Group: Ours_Complicate_gumbel - stage2/mcc_pearson__MIN","Group: Ours_Complicate_gumbel - stage2/mcc_pearson__MAX","Group: Ours_Complicate_gumbel - _step","Group: Ours_Complicate_gumbel - _step__MIN","Group: Ours_Complicate_gumbel - _step__MAX","Group: Ours_Complicate_cauchy - stage2/mcc_pearson","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Complicate_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX","Group: Ours_Simple_gauss - stage2/mcc_pearson","Group: Ours_Simple_gauss - stage2/mcc_pearson__MIN","Group: Ours_Simple_gauss - stage2/mcc_pearson__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX","Group: Ours_Simple_gumbel - stage2/mcc_pearson","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MIN","Group: Ours_Simple_gumbel - stage2/mcc_pearson__MAX","Group: Ours_Simple_gumbel - _step","Group: Ours_Simple_gumbel - _step__MIN","Group: Ours_Simple_gumbel - _step__MAX"
"2501","0.5733611006350054","0.50066333917109","0.6516396532783804","22577.2","22576","22578","0.7569956608387951","0.6651700900684229","0.8347161711026002","22578","22578","22578","0.6588901366935014","0.5563487395615427","0.8050540999718369","22577.2","22576","22578","0.6781460364443154","0.5423424072805426","0.8526915337809449","22578","22578","22578","0.669995132363254","0.6048187684395706","0.7658939367814054","22577.2","22576","22578","0.4738608945525281","0.25638842951489726","0.6105858230406903","22577.2","22576","22578","0.9669228422300089","0.8850766832107057","0.9958950150968212","22578","22578","22578","0.8916254033145172","0.644814081437706","0.9846949439829286","22578","22578","22578"
"2751","0.5733191784748365","0.500719928031363","0.6545586109566098","22830.2","22829","22831","0.7593827337286985","0.6669661958878071","0.8420830417628955","22831","22831","22831","0.6642133281990186","0.5623780971915807","0.8150341985536496","22830.2","22829","22831","0.6380619489938486","0.4316243632496664","0.7961358727120177","22831","22831","22831","0.6768308673967036","0.61204007543271","0.772490084859164","22830.2","22829","22831","0.49750259076267833","0.2861383900235951","0.6518444582759215","22830.2","22829","22831","0.9678405521350371","0.8940960504241247","0.9957314903975055","22831","22831","22831","0.8969274605204818","0.6465483806738451","0.983482177673117","22831","22831","22831"
"3001","0.5739944911654489","0.5055771449317608","0.6491950183589533","23083.2","23082","23084","0.759791159466015","0.6660842670352829","0.8409935915025925","23084","23084","23084","0.6690590653385681","0.5603208964515493","0.8194318879578801","23083.2","23082","23084","0.6376652788923897","0.43030481991589503","0.9230398212561308","23084","23084","23084","0.6813555070634034","0.6104114893415604","0.77776722347299","23083.2","23082","23084","0.44543911798752334","0.12434339958524157","0.6647412304159641","23083.2","23082","23084","0.9685051893612766","0.8965322977878146","0.9957387535388463","23084","23084","23084","0.900584343214532","0.6407467118559061","0.9848712530836158","23084","23084","23084"
"3251","0.5747175789465865","0.5013871745163578","0.6482658743249632","23336.2","23335","23337","0.7585960857111717","0.6671312656211356","0.8387425961831863","23337","23337","23337","0.6728946912823593","0.5632042636852298","0.8324685580387813","23336.2","23335","23337","0.604334810123978","0.3362083679624415","0.8026400884531538","23337","23337","23337","0.6897860429608851","0.614927987776113","0.7855038612353233","23336.2","23335","23337","0.4923601762784391","0.32254826044099827","0.6684009030654628","23336.2","23335","23337","0.9672563279307648","0.8817378991471618","0.9958130746298979","23337","23337","23337","0.9066310938468746","0.6513466246685972","0.9839761526210528","23337","23337","23337"
"3501","0.5744005555103527","0.4995524843175644","0.647026096545325","23589.2","23588","23590","0.7560110327679906","0.6623467371737525","0.838570367921637","23590","23590","23590","0.6775915280872329","0.5622955757492756","0.8365194574074379","23589.2","23588","23590","0.6460848109767264","0.4251742553213443","0.8030597993074235","23590","23590","23590","0.6952950377064935","0.6125097458984908","0.7904974266690126","23589.2","23588","23590","0.4956646662244818","0.10545583583072224","0.7044776419292123","23589.2","23588","23590","0.9667621821368779","0.8754111499921113","0.995494705784544","23590","23590","23590","0.9108635823408754","0.663772102120987","0.9848188723260289","23590","23590","23590"
"3751","0.5740062902587713","0.5016264648846704","0.6513662574919581","23842.2","23841","23843","0.7605222404144321","0.6672875307541194","0.8366253927440281","23843","23843","23843","0.6832999130364759","0.5632317294237407","0.8440277344711324","23842.2","23841","23843","0.6323124771458808","0.3579589309169271","0.9636022211383107","23843","23843","23843","0.7029529723052536","0.6183169741178146","0.7988962261809409","23842.2","23841","23843","0.5376102875908841","0.3527272098942351","0.6846732734727501","23842.2","23841","23843","0.967786196501003","0.8786595954695028","0.9952589995460999","23843","23843","23843","0.9157269987751213","0.6749350348971772","0.9846299134238506","23843","23843","23843"
"4001","0.5735189015503656","0.5012383978561348","0.6481150289210014","24095.2","24094","24096","0.757639974883905","0.6640204494213138","0.835747749671078","24096","24096","24096","0.6863797864370446","0.5718671427568147","0.8510221092702384","24095.2","24094","24096","0.6748280414644804","0.5903681921454972","0.7738757102650334","24096","24096","24096","0.710266629274416","0.6287609765052711","0.805438569950876","24095.2","24094","24096","0.4678565482412436","0.20330541885613035","0.6809009449860365","24095.2","24094","24096","0.9683991209626737","0.8864349029636287","0.9950638286435264","24096","24096","24096","0.9200776814307197","0.6898141355139659","0.9836639798045157","24096","24096","24096"
"4251","0.5749336430813734","0.5025010854750377","0.6492319953570428","24348.2","24347","24349","0.7579958695743303","0.668224050496448","0.8420794922372353","24349","24349","24349","0.6916031669965812","0.5715711193416533","0.857296855735307","24348.2","24347","24349","0.6825054641118756","0.36962985601209875","0.9098926608660091","24349","24349","24349","0.7150523858561508","0.6297240990813241","0.8148741757575271","24348.2","24347","24349","0.47695733228246767","0.25977237909582596","0.6058786208601546","24348.2","24347","24349","0.9673154755656089","0.8764207193859033","0.9951834159668008","24349","24349","24349","0.9235595095006183","0.6979068351079393","0.9847630459214324","24349","24349","24349"
"4501","0.575633241186601","0.5053356350230287","0.653630616525258","24601.2","24600","24602","0.7583697865399246","0.6623492471373776","0.8419187831870695","24602","24602","24602","0.6945774519263143","0.5703020267931804","0.8612082127460488","24601.2","24600","24602","0.609089916570207","0.42441323427243205","0.6954652493314549","24602","24602","24602","0.7198084475310886","0.631469906028271","0.8131172855902198","24601.2","24600","24602","0.4494681553135426","0.26906790411040205","0.5566384175082342","24601.2","24600","24602","0.9682877422566181","0.8847013281927117","0.995398905066876","24602","24602","24602","0.9263750237051122","0.7138565134449854","0.9847923602265624","24602","24602","24602"
"4751","0.5757519776166207","0.5058998194773481","0.6522437982504959","24854.2","24853","24855","0.7589033244107014","0.6603481311795557","0.8434575550913408","24855","24855","24855","0.6988765760829432","0.5686265841203442","0.8670264846707749","24854.2","24853","24855","0.5876245725916649","0.3906671614989805","0.9675977467153701","24855","24855","24855","0.7270845090606151","0.6356249595117917","0.8217358263839045","24854.2","24853","24855","0.5387843378466683","0.23374624305745817","0.6577811307048378","24854.2","24853","24855","0.9677808744523058","0.8809687850679104","0.9953412934585516","24855","24855","24855","0.9296903173895844","0.722617415266407","0.9854615603049525","24855","24855","24855"
"5001","0.5762086140690315","0.5090314976360997","0.6492547634784425","25107.2","25106","25108","0.7613870624995637","0.6656357813873032","0.8414543170893486","25108","25108","25108","0.7031711458209491","0.580880023247283","0.8723902761279071","25107.2","25106","25108","0.6542055321693727","0.3720583777024132","0.8688216610184555","25108","25108","25108","0.7316005998116404","0.6388058478155505","0.8227186205945494","25107.2","25106","25108","0.45637564628780397","0.17777805500333985","0.6860152519435019","25107.2","25106","25108","0.9673419700849134","0.8727419377329776","0.9954122001826972","25108","25108","25108","0.9317488934046008","0.7395469069671127","0.9842163165620619","25108","25108","25108"
"5251","0.5749892653437809","0.5028252560734281","0.6502789092886191","25360.2","25359","25361","0.7585398685906407","0.6641784272981462","0.838887967535542","25361","25361","25361","0.7079414043787662","0.5776723825396541","0.8799328995420206","25360.2","25359","25361","0.6446867144970603","0.5347684330023769","0.9201310497386895","25361","25361","25361","0.7385834342365436","0.6418317761550845","0.8319453453564144","25360.2","25359","25361","0.5339009160756447","0.416025005809286","0.6932105809637543","25360.2","25359","25361","0.969153410065023","0.8903242469604322","0.9957202866404794","25361","25361","25361","0.9342156838890601","0.7460697131320316","0.984921903029","25361","25361","25361"
"5501","0.5761480240359927","0.5095193168256185","0.6544460849794325","25613.2","25612","25614","0.7580425509613067","0.6607773908264012","0.8402767321350697","25614","25614","25614","0.7118492566749787","0.5728829881292367","0.8849283983509085","25613.2","25612","25614","0.6469271685959007","0.40044928937347307","0.887025306017371","25614","25614","25614","0.7431735431711237","0.6421210977773552","0.834798429159801","25613.2","25612","25614","0.5482770155926759","0.3337298669698641","0.6269392486774045","25613.2","25612","25614","0.967184253904646","0.8753263904576243","0.9950782762291429","25614","25614","25614","0.9382858438118473","0.7555462407967807","0.9860877471602777","25614","25614","25614"
"5751","0.5762471218689044","0.5100819595917196","0.6543864418683971","25866.2","25865","25867","0.7548626116328097","0.6577010110892855","0.838955124394586","25867","25867","25867","0.7143598766445889","0.5694660616984887","0.8884453355440602","25866.2","25865","25867","0.6900009327440845","0.4109809052717277","0.9403821698557717","25867","25867","25867","0.747759364812629","0.6477883401629809","0.8348176810101606","25866.2","25865","25867","0.5078916616946095","0.3101262632514977","0.7361359370781145","25866.2","25865","25867","0.9671519006615487","0.8743806785520315","0.9949020146176806","25867","25867","25867","0.9396049260900667","0.7608599211644211","0.986816465841263","25867","25867","25867"
"6001","0.5759628738287433","0.5062030387479723","0.654935100283757","26119.2","26118","26120","0.7597364120071927","0.6702979698593395","0.8426818559615553","26120","26120","26120","0.7200324118119961","0.5762890772419726","0.8932898934276169","26119.2","26118","26120","0.6821712036405949","0.391760031287139","0.9006406913597353","26120","26120","26120","0.7542700282378219","0.6502221963934883","0.8408431319696188","26119.2","26118","26120","0.5448141534842292","0.4106281739566951","0.6851485045653798","26119.2","26118","26120","0.966408905204618","0.8683487638115283","0.9950043980914792","26120","26120","26120","0.9426262665170464","0.7709610234773185","0.9888682437137085","26120","26120","26120"
"6251","0.5770318330867192","0.5091227244320266","0.6545485143740672","26372.2","26371","26373","0.7586486475186989","0.6573433175337535","0.8414825441629034","26373","26373","26373","0.7246993843523581","0.5737560770059522","0.8981942451592498","26372.2","26371","26373","0.6507022811822827","0.4385511631248817","0.9757011845295397","26373","26373","26373","0.7579100288986893","0.6431203191841237","0.8447329533467128","26372.2","26371","26373","0.5352712261691763","0.38223576308293705","0.6798829545451014","26372.2","26371","26373","0.9676587413088139","0.8784446374052347","0.9954215133138707","26373","26373","26373","0.9442545788370588","0.7743702739524695","0.9886240230846619","26373","26373","26373"
"6501","0.5771363947835363","0.5075914715720716","0.652451671138155","26625.2","26624","26626","0.7590552938701309","0.6710479645501882","0.8416566927115223","26626","26626","26626","0.7274092450197112","0.5806419270342122","0.905935711746426","26625.2","26624","26626","0.6952969384733547","0.46857920223899274","0.8883330971115683","26626","26626","26626","0.7657859465310404","0.6581261730860501","0.8488670793254428","26625.2","26624","26626","0.5325293752364909","0.3334097060236247","0.750190426543014","26625.2","26624","26626","0.9677821916034544","0.8797505094561672","0.9948945726839229","26626","26626","26626","0.9454436405786704","0.7764340559011643","0.9894028782960677","26626","26626","26626"
"6751","0.5793936764058085","0.5133107797893132","0.6493347831744558","26878.2","26877","26879","0.7585603675627083","0.6585991715661327","0.843356468514261","26879","26879","26879","0.7318468256427899","0.5867840874555618","0.911230919364219","26878.2","26877","26879","0.7508237765624097","0.40423840335989203","0.9615710190145185","26879","26879","26879","0.7677380487835535","0.6555233764287198","0.850400020293996","26878.2","26877","26879","0.5381252450799837","0.3880164819590082","0.6536836240633287","26878.2","26877","26879","0.9677547075914136","0.8776481784046752","0.9952259983697886","26879","26879","26879","0.9475668522884867","0.7844579716852245","0.9896279874380758","26879","26879","26879"
"7001","0.5780986938090171","0.5081120615253145","0.6533701339405595","27131.2","27130","27132","0.7597270506866723","0.6689856779425559","0.8434500651099501","27132","27132","27132","0.7334593659387278","0.5855978573344661","0.913458946797349","27131.2","27130","27132","0.7133675898057608","0.39045413902203446","0.9841796115436418","27132","27132","27132","0.7747133734261855","0.6642109833216984","0.8540809088880883","27131.2","27130","27132","0.49804839636949483","0.15105176157517422","0.6633955099839777","27131.2","27130","27132","0.9680767999100688","0.8820405949308076","0.9955450261600799","27132","27132","27132","0.9486497383202067","0.7812588954323205","0.9893816714106677","27132","27132","27132"
"7251","0.5760667200648417","0.5115317347707236","0.6494389983558927","27384.2","27383","27385","0.7581425137709188","0.656207121135428","0.8403817953739656","27385","27385","27385","0.7385226676633964","0.5824182545837109","0.9129324201254543","27384.2","27383","27385","0.6883262911586845","0.4180494368077476","0.8533008977013212","27385","27385","27385","0.7789889758761979","0.6623189142027905","0.8575251458301707","27384.2","27383","27385","0.5423185070372929","0.3499742764571014","0.660343235437173","27384.2","27383","27385","0.9682834674407086","0.8796482997052455","0.9951109178255777","27385","27385","27385","0.9496728228440933","0.7857016375164024","0.9899412227890744","27385","27385","27385"
"7501","0.5766761262973011","0.5147957038308184","0.6529551451236948","27637.2","27636","27638","0.761141232868479","0.6702462207526435","0.843492397275535","27638","27638","27638","0.7416652759441501","0.5858754896292228","0.9207683753897637","27637.2","27636","27638","0.644990214580307","0.45541573700260646","0.7948235956615339","27638","27638","27638","0.7838133600995164","0.6663507174990259","0.8645424469751722","27637.2","27636","27638","0.5143037444092435","0.2870826633931913","0.6518123831110603","27637.2","27636","27638","0.9687756582522379","0.8884749995755977","0.9952898507958589","27638","27638","27638","0.951254901040009","0.7858034413166123","0.9893308201696791","27638","27638","27638"
"7751","0.5767501249073377","0.5090236921003798","0.6484543415365829","27890.2","27889","27891","0.7570456778447919","0.6537068671165889","0.8385662579777305","27891","27891","27891","0.7467299967593866","0.589458672173701","0.9230653986604889","27890.2","27889","27891","0.7146275639618223","0.48528008296379427","0.9413091916910759","27891","27891","27891","0.786976243083768","0.6648643159239398","0.8715516426301523","27890.2","27889","27891","0.5512813326302949","0.34345226481481833","0.6438902347484088","27890.2","27889","27891","0.9681432548957577","0.8813963210980441","0.9953785607069938","27891","27891","27891","0.9509351135947876","0.7861344140334686","0.989729976024123","27891","27891","27891"
"8001","0.5765701043987874","0.5103739572997611","0.6523804917447508","28143.2","28142","28144","0.7580370980306783","0.654105270954838","0.8420364522445029","28144","28144","28144","0.7491885411875122","0.5919062977090774","0.9277589095681584","28143.2","28142","28144","0.6723205030064955","0.5359139869134392","0.9398217250037111","28144","28144","28144","0.7913501003998105","0.6633313137507073","0.8779904546936319","28143.2","28142","28144","0.5462858800607171","0.3793274512589845","0.6151308384649428","28143.2","28142","28144","0.9673025601597155","0.8747443420192501","0.9947367989896937","28144","28144","28144","0.9520964498378888","0.7907472429454602","0.9895924446121834","28144","28144","28144"
"8251","0.5760518179721322","0.5081440079717006","0.6538983233863285","28396.2","28395","28397","0.7578282712908673","0.662836651320161","0.8390170532674204","28397","28397","28397","0.7528702380299783","0.5856584018238732","0.9320098070895039","28396.2","28395","28397","0.7746049621130437","0.5099060109328138","0.9711885811232156","28397","28397","28397","0.7951197878016665","0.663684993360007","0.8865506037073463","28396.2","28395","28397","0.5663672922816155","0.31588185888616727","0.7982336383788478","28396.2","28395","28397","0.9679535664438955","0.8800292749506987","0.9952939006443655","28397","28397","28397","0.9535687116511511","0.7890162053002069","0.9896921370646443","28397","28397","28397"
"8501","0.576455989553615","0.5061968187625522","0.6514414990400001","28649.2","28648","28650","0.7577134722693895","0.6670438273288765","0.8388067782702012","28650","28650","28650","0.7553463391422306","0.5896702702291261","0.9329324825586637","28649.2","28648","28650","0.6473180362026139","0.3468707081961661","0.9261368314771322","28650","28650","28650","0.800008149347039","0.6695529133781395","0.8841267239914821","28649.2","28648","28650","0.48979578070872104","0.2883569619624756","0.649451368616177","28649.2","28648","28650","0.9679157305349143","0.8821261109101246","0.9953151431915187","28650","28650","28650","0.9537640481357125","0.7828251583148829","0.990096184210071","28650","28650","28650"
"8751","0.577393099023886","0.5089972195360087","0.6499986214463307","28902.2","28901","28903","0.7619058884112028","0.6605162705211337","0.8445883957102271","28903","28903","28903","0.7594362008711507","0.5977882817440177","0.9348342253581976","28902.2","28901","28903","0.7190232641289704","0.38520139055278557","0.955969519967648","28903","28903","28903","0.8025150052733883","0.6698292485422626","0.8974543513138462","28902.2","28901","28903","0.48830250524112745","0.2925220976930777","0.7151330007340351","28902.2","28901","28903","0.9673636880496158","0.8728906988071828","0.9952242463005215","28903","28903","28903","0.9543665025067654","0.7882058624738812","0.9891021635279689","28903","28903","28903"
"9001","0.5761729791254937","0.5148016331476952","0.6493732004538832","29155.2","29154","29156","0.7583760547153823","0.6583165629655293","0.8402797465001939","29156","29156","29156","0.7633829914559441","0.6014506346427467","0.9359129440113672","29155.2","29154","29156","0.6928417987759335","0.5231615201064438","0.8931392408028418","29156","29156","29156","0.8073524485652218","0.6760860014297551","0.9046780440965811","29155.2","29154","29156","0.5092456518798387","0.18000196205572705","0.6276902298159213","29155.2","29154","29156","0.9673637901343654","0.8775816214697926","0.9946294346831372","29156","29156","29156","0.9553625757593134","0.7952888342067204","0.9886734348523453","29156","29156","29156"
"9251","0.5776114648217334","0.512617592507746","0.6548731351855522","29408.2","29407","29409","0.7607575045502466","0.6630753625528735","0.8353832677311126","29409","29409","29409","0.7669891590856521","0.6022921035046704","0.9395326926613421","29408.2","29407","29409","0.636441938456345","0.48187264725405415","0.8529182595904388","29409","29409","29409","0.8105740292389184","0.6780278865777225","0.9126037680943195","29408.2","29407","29409","0.5573496768231434","0.48524492866659746","0.6808325629321498","29408.2","29407","29409","0.9676264224190133","0.8756246413691534","0.9956264284783627","29409","29409","29409","0.9558171412441284","0.7944591836579599","0.9890994673916899","29409","29409","29409"
