"Step","Group: Ours_BN_Simple_cauchy - stage1/eval_r2_standard","Group: Ours_BN_Simple_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_BN_Simple_cauchy - stage1/eval_r2_standard__MAX","Group: Ours_BN_Complicate_cauchy - stage1/eval_r2_standard","Group: Ours_BN_Complicate_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_BN_Complicate_cauchy - stage1/eval_r2_standard__MAX","Group: Ours_Simple_cauchy - stage1/eval_r2_standard","Group: Ours_Simple_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_Simple_cauchy - stage1/eval_r2_standard__MAX","Group: Ours_Complicate_cauchy - stage1/eval_r2_standard","Group: Ours_Complicate_cauchy - stage1/eval_r2_standard__MIN","Group: Ours_Complicate_cauchy - stage1/eval_r2_standard__MAX"
"20042","","","","-0.30236536674844156","-0.8505955975391357","-0.018945037262114096","","","","-0.28209926300073157","-1.0807341037748297","0.3596417597664554"
"20044","-0.1813577434824749","-1.3780360061382118","0.6002041067990872","-0.7122944014092631","-1.1563693365093664","-0.5011463209275834","0.029757933615033892","-0.8187656685069914","0.6527125295693533","-0.7454226094668531","-1.7439182688860382","-0.14561375690287898"
