"stage1/step","Group: VaDE_Complicate_cauchy - stage1/mcc_pearson","Group: VaDE_Complicate_cauchy - stage1/mcc_pearson__MIN","Group: VaDE_Complicate_cauchy - stage1/mcc_pearson__MAX","Group: VaDE_Complicate_cauchy - _step","Group: VaDE_Complicate_cauchy - _step__MIN","Group: VaDE_Complicate_cauchy - _step__MAX","Group: Danru_Complicate_cauchy - stage1/mcc_pearson","Group: Danru_Complicate_cauchy - stage1/mcc_pearson__MIN","Group: Danru_Complicate_cauchy - stage1/mcc_pearson__MAX","Group: Danru_Complicate_cauchy - _step","Group: Danru_Complicate_cauchy - _step__MIN","Group: Danru_Complicate_cauchy - _step__MAX","Group: Ours_Complicate_cauchy - stage1/mcc_pearson","Group: Ours_Complicate_cauchy - stage1/mcc_pearson__MIN","Group: Ours_Complicate_cauchy - stage1/mcc_pearson__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX"
"3501","0.21155267747221135","0.14791229838213538","0.3489474516700417","3516","3516","3516","0.23397215939959842","0.11616498545602531","0.38759070639400306","7018","7018","7018","0.4694149884859267","0.37713596357786894","0.630089713602746","7018","7018","7018"
"3751","0.24299608408698878","0.16148925765461575","0.3551273969074538","3767","3767","3767","0.18908567224953865","0.10552899996908849","0.2604673049866306","7519","7519","7519","0.4365909790131036","0.2195267083463312","0.5494845878007018","7519","7519","7519"
"4001","0.23828985550316806","0.12168430895810442","0.36169714885189824","4018","4018","4018","0.2622119740661897","0.18439329114076145","0.40700104041685103","8020","8020","8020","0.49211006125714196","0.3731562095059788","0.626630290110953","8020","8020","8020"
"4251","0.23223999613189078","0.12043785843450203","0.3188327569253406","4269","4269","4269","0.24681607359807445","0.10694175735351023","0.37093097348360693","8521","8521","8521","0.42694931613739595","0.31309272028281604","0.5080413662519427","8521","8521","8521"
"4501","0.22843526155993557","0.14492750049520806","0.30335316960293623","4520","4520","4520","0.22558323394992832","0.1364399928366415","0.32900669561339513","9022","9022","9022","0.39638971605635204","0.110412957827476","0.5190533498156089","9022","9022","9022"
"4751","0.20623578406991155","0.1149093018008954","0.36033542975798505","4771","4771","4771","0.1894902775069847","0.11046612815804913","0.3580418440483122","9523","9523","9523","0.4255104632036725","0.27112865530769875","0.5115160969760069","9523","9523","9523"
"5001","0.22464411570217754","0.14578988832977421","0.2816298381981174","5022","5022","5022","0.21954263760791343","0.11744221362615288","0.3732691690918927","10024","10024","10024","0.4474256734384189","0.18712748496396006","0.5423349120461173","10024","10024","10024"
"5251","0.2237123888854505","0.15456025552445082","0.3113845514039855","5273","5273","5273","0.23607849589186736","0.1327629495910344","0.4260335629583721","10525","10525","10525","0.4452410358871389","0.26300726620149706","0.5604885287524586","10525","10525","10525"
"5501","0.20011226078972472","0.09432168593861702","0.2985080457347729","5524","5524","5524","0.19810990570519021","0.14743584582584845","0.2925095672304481","11026","11026","11026","0.427889513734092","0.2412121080307516","0.5681984395994059","11026","11026","11026"
"5751","0.1830075790116054","0.10545305256787889","0.27677816551351964","5775","5775","5775","0.19042115640833207","0.07759374862309709","0.33327296548900115","11527","11527","11527","0.4032019251379347","0.21559639073788656","0.5717635542844979","11527","11527","11527"
"6001","0.1960201121244301","0.07786566718096889","0.40018046535777635","6026","6026","6026","0.21103321986503137","0.1358896152337605","0.31439179086708","12028","12028","12028","0.4787043016671233","0.31979317166609034","0.5996681518030339","12028","12028","12028"
"6251","0.20335045790545964","0.11631923429471688","0.29519075331029204","6277","6277","6277","0.22286035915206331","0.12665454188156675","0.30740131413597294","12529","12529","12529","0.40527758010095855","0.2706762163501664","0.5118481110393454","12529","12529","12529"
"6501","0.21038669565096893","0.1416604661908301","0.32507485399425423","6528","6528","6528","0.201891511945183","0.07834894862197836","0.30027335919819764","13030","13030","13030","0.44399300269421416","0.2354633082439425","0.594612459581968","13030","13030","13030"
"6751","0.20191645836306676","0.11174287949291897","0.2992344224298471","6779","6779","6779","0.20750486388915496","0.12747949606228606","0.30597951098773113","13531","13531","13531","0.36446199432113635","0.1690415696281599","0.5482903683658897","13531","13531","13531"
"7001","0.1814401621962091","0.11722594595530218","0.2564310340341388","7030","7030","7030","0.1954342998687649","0.1313164526273288","0.3123573048375681","14032","14032","14032","0.41363820164173426","0.20968964583143151","0.5223662792534316","14032","14032","14032"
"7251","0.2634079990245176","0.12272909043417927","0.37365314999129906","7281","7281","7281","0.26304180607798694","0.20728688543905188","0.4016912673767192","14533","14533","14533","0.3856658521280946","0.20234694008377319","0.518501357923254","14533","14533","14533"
"7501","0.24637418706966385","0.13414452975420482","0.38094832527776745","7532","7532","7532","0.193989561778099","0.12571812378148153","0.3926474400081841","15034","15034","15034","0.46492354165453403","0.3696130488777939","0.5221366335852745","15034","15034","15034"
"7751","0.22744235656233106","0.1317609508153023","0.3121934056826083","7783","7783","7783","0.23235400460153674","0.11515741289368335","0.34766422067056324","15535","15535","15535","0.47351653177724273","0.3706226929513055","0.5817327324095909","15535","15535","15535"
"8001","0.18726424488533935","0.13448690918014433","0.35098680832014734","8034","8034","8034","0.22700310980606142","0.1209941690284507","0.32666132468817305","16036","16036","16036","0.39050047195380433","0.24119373923690385","0.5568247096909882","16036","16036","16036"
"8251","0.19039843408837234","0.10795234634695525","0.298108137841819","8285","8285","8285","0.22598024741812908","0.1253246854366705","0.3453524105487474","16537","16537","16537","0.38265295803501914","0.1858053188638256","0.5985129109507286","16537","16537","16537"
"8501","0.252501842640474","0.20211146938273736","0.3111080847059655","8536","8536","8536","0.20542784075801243","0.13204876450241693","0.3319140736542724","17038","17038","17038","0.46256263334111136","0.3549598695021567","0.5568420486066524","17038","17038","17038"
"8751","0.19332801537118602","0.13486420419563436","0.3331908852067087","8787","8787","8787","0.22334085801157885","0.13475891450983812","0.2870013665752615","17539","17539","17539","0.4670669012719454","0.3489626628130437","0.5782141877370386","17539","17539","17539"
"9001","0.23618466252598322","0.11274283833702756","0.41088551606429286","9038","9038","9038","0.16951829795074586","0.08714233394998737","0.2645985399713666","18040","18040","18040","0.47273607082594465","0.38803804533037717","0.6124490354599043","18040","18040","18040"
"9251","0.1915452537137719","0.11441414358446947","0.28676784211755113","9289","9289","9289","0.21744746682795055","0.13455357083474084","0.3836519222251892","18541","18541","18541","0.48676133581196834","0.42038058303215387","0.5898559376518777","18541","18541","18541"
"9501","0.19852500292261085","0.06442871178742","0.3085653566393035","9540","9540","9540","0.20579616566223385","0.07702990801486666","0.29479489925494085","19042","19042","19042","0.3786608254880946","0.10232176055838293","0.5364302256158842","19042","19042","19042"
"9751","0.21612660718868307","0.07816091482779405","0.39963336905292185","9791","9791","9791","0.23882912317853217","0.1589487157586267","0.3547811682053636","19543","19543","19543","0.41503192827889546","0.11338774439296953","0.6094846033961987","19543","19543","19543"
