"stage2/step","Group: VaDE_Complicate_gauss - stage2/mcc_pearson","Group: VaDE_Complicate_gauss - stage2/mcc_pearson__MIN","Group: VaDE_Complicate_gauss - stage2/mcc_pearson__MAX","Group: VaDE_Complicate_gauss - _step","Group: VaDE_Complicate_gauss - _step__MIN","Group: VaDE_Complicate_gauss - _step__MAX","Group: Danru_Complicate_gauss - stage2/mcc_pearson","Group: Danru_Complicate_gauss - stage2/mcc_pearson__MIN","Group: Danru_Complicate_gauss - stage2/mcc_pearson__MAX","Group: Danru_Complicate_gauss - _step","Group: Danru_Complicate_gauss - _step__MIN","Group: Danru_Complicate_gauss - _step__MAX","Group: Ours_Complicate_gauss - stage2/mcc_pearson","Group: Ours_Complicate_gauss - stage2/mcc_pearson__MIN","Group: Ours_Complicate_gauss - stage2/mcc_pearson__MAX","Group: Ours_Complicate_gauss - _step","Group: Ours_Complicate_gauss - _step__MIN","Group: Ours_Complicate_gauss - _step__MAX"
"23251","0.16565538244251068","0.09048783291675525","0.2952698072431931","33576","33576","33576","0.6457586375716395","0.5620379239398939","0.8563921838831356","43576.4","43575","43577","0.8631693825318252","0.7466239112881337","0.9515356021446904","43576.2","43575","43577"
"23501","0.130923328701667","0.08226659533111448","0.2011289579639263","33829","33829","33829","0.6428974251241988","0.5653343065895287","0.8631166768475002","43829.4","43828","43830","0.8645265878505659","0.748784346153602","0.9516810993173502","43829.2","43828","43830"
"23751","0.14661807056339263","0.10431551316118862","0.2288536521875603","34082","34082","34082","0.6485243769198229","0.5706793286029072","0.8654796890953351","44082.4","44081","44083","0.8654355587486785","0.7520574848295523","0.9528008767734525","44082.2","44081","44083"
"24001","0.13737749250703163","0.10734405632534164","0.2163148739813569","34335","34335","34335","0.6493250667277131","0.5721030327897538","0.8682076199368002","44335.4","44334","44336","0.8667059611768616","0.7523045675794847","0.9502909179576031","44335.2","44334","44336"
"24251","0.135677596093052","0.084818101913518","0.2176470350278492","34588","34588","34588","0.6427925797016915","0.5741734698791876","0.8695395224472096","44588.4","44587","44589","0.8670266557476459","0.7556234475724725","0.9530934611674422","44588.2","44587","44589"
"24501","0.1503245475838912","0.09889260627396243","0.24660993251245675","34841","34841","34841","0.646895700390403","0.5796081025846191","0.8728408064674502","44841.4","44840","44842","0.8679093566339049","0.7604479078719374","0.9527559808004652","44841.2","44840","44842"
"24751","0.1360449688619756","0.07745320335756012","0.24150024902237038","35094","35094","35094","0.6420494897983482","0.5682437805185292","0.875653669933179","45094.4","45093","45095","0.8679170843346432","0.7616856025277434","0.9523072701186066","45094.2","45093","45095"
"25001","0.13815873471865275","0.08598703456457546","0.21768618925364452","35347","35347","35347","0.6379167355822651","0.5808160741317904","0.8782909080875306","45347.4","45346","45348","0.8699278016567839","0.7658986728901268","0.9511711481116609","45347.2","45346","45348"
"25251","0.1379482498436773","0.08393576716158982","0.18839082687049777","35600","35600","35600","0.6341170023782077","0.5353285510586855","0.8793649246405225","45600.4","45599","45601","0.8715530306634804","0.770658074773035","0.9512533437059651","45600.2","45599","45601"
"25501","0.1378477636307029","0.07730569747596631","0.23175175952290578","35853","35853","35853","0.6338336087737828","0.5358351188609749","0.885828239766205","45853.4","45852","45854","0.8734167489787807","0.7733053202391199","0.951040423498983","45853.2","45852","45854"
"25751","0.14307756984952286","0.08477959112778306","0.2761247130696129","36106","36106","36106","0.6393514814474474","0.5405376747843429","0.8839762663740147","46106.4","46105","46107","0.8732728445116434","0.769287643251084","0.9528068567463915","46106.2","46105","46107"
"26001","0.13641714885246897","0.09373664506949654","0.2830919842305679","36359","36359","36359","0.6379568349576202","0.5346109411232363","0.8855650317760304","46359.4","46358","46360","0.8752139150264598","0.7741073564100662","0.9523737959050653","46359.2","46358","46360"
"26251","0.1332728947780798","0.08127511089437064","0.19412988556459668","36612","36612","36612","0.6434264302919503","0.5409845754238499","0.8878785350753386","46612.4","46611","46613","0.8743193745024838","0.7707212719456811","0.9533709729161428","46612.2","46611","46613"
"26501","0.12852786404805083","0.09044871467029568","0.24024648326574974","36865","36865","36865","0.6488813564876642","0.5507320375094008","0.8921884495657189","46865.4","46864","46866","0.8747624344388727","0.7768068069246055","0.9529355458002922","46865.2","46864","46866"
"26751","0.16440834732106632","0.08248901926543126","0.29175247216940187","37118","37118","37118","0.6513788003916873","0.5479624759723152","0.8946348110252849","47118.4","47117","47119","0.8759032168821896","0.779129544835296","0.9541439305783539","47118.2","47117","47119"
"27001","0.15897465183829698","0.0971466262467368","0.25315322368422966","37371","37371","37371","0.6520670566462262","0.5405564895598554","0.8927056141372471","47371.4","47370","47372","0.8766708806118961","0.784111955622514","0.9519660034200278","47371.2","47370","47372"
"27251","0.1576812107780063","0.07454540824794159","0.33432474062998674","37624","37624","37624","0.6614543574739877","0.5593896725048448","0.892773870086389","47624.4","47623","47625","0.8770147700755487","0.7859974612528526","0.9520328172832262","47624.2","47623","47625"
"27501","0.15061262222645694","0.08556079256445584","0.2367152210446946","37877","37877","37877","0.663540215627777","0.5535832691944116","0.8924403496480696","47877.4","47876","47878","0.8792817046185111","0.7876417271739475","0.9541248607327484","47877.2","47876","47878"
"27751","0.13845106235154156","0.07525001036139238","0.21780211416722914","38130","38130","38130","0.6433601687682496","0.5374528926779747","0.8984868996562645","48130.4","48129","48131","0.8800685786738429","0.7911765105605408","0.9521523575411782","48130.2","48129","48131"
"28001","0.13877253110292392","0.08008337523316734","0.2532509149559069","38383","38383","38383","0.6481400743319246","0.549082948705164","0.8974484366376959","48383.4","48382","48384","0.8811503220255889","0.7923472615565117","0.9502622334251314","48383.2","48382","48384"
"28251","0.14312229046202626","0.07753608323824926","0.2636810173084265","38636","38636","38636","0.6564560129259045","0.5608076880564019","0.8994138657976677","48636.4","48635","48637","0.8814235583601245","0.7932338017420629","0.9522743978174757","48636.2","48635","48637"
"28501","0.12202247091181509","0.0852024148518598","0.16600641543914108","38889","38889","38889","0.6599305807072995","0.5719171038778719","0.8983347471877762","48889.4","48888","48890","0.8826961548313672","0.7949308263358617","0.9525125078100214","48889.2","48888","48890"
"28751","0.1365396840429756","0.07722751313214689","0.19629336187708907","39142","39142","39142","0.6635837136873256","0.576483269057871","0.8985834502826873","49142.4","49141","49143","0.882523150855674","0.7958065922274213","0.953291317966257","49142.2","49141","49143"
"29001","0.15138955540410953","0.09616756310937623","0.2529943225510898","39395","39395","39395","0.665274737179307","0.5893548002131559","0.8985659099475007","49395.4","49394","49396","0.8847049564579507","0.7987422195553582","0.9530520387625284","49395.2","49394","49396"
"29251","0.13633674508350832","0.08924117142932038","0.2268719238838594","39648","39648","39648","0.6645368998992548","0.5876090123943245","0.8991506756710278","49648.4","49647","49649","0.8834095623729279","0.7999975763472953","0.9520472788347446","49648.2","49647","49649"
"29501","0.1773234504931896","0.09248862681505102","0.2699264145867786","39901","39901","39901","0.6678089717682026","0.5855108398183086","0.8958089000272604","49901.4","49900","49902","0.8852889366311786","0.8029333811183286","0.9533736211369709","49901.2","49900","49902"
"29751","0.12090283158266368","0.07946932769711315","0.16075984965163806","40154","40154","40154","0.6679357323283961","0.5909171957232879","0.896657520610933","50154.4","50153","50155","0.8854246168550144","0.8025846732307326","0.9507769618076429","50154.2","50153","50155"
"30001","0.12551078578225142","0.0722178749810328","0.23238279557031727","40407","40407","40407","0.669200368262556","0.5758255669684106","0.8926685284522018","50407.4","50406","50408","0.886068036788101","0.8061549743099541","0.9521748745762363","50407.2","50406","50408"
"30251","0.13980556465687116","0.08719166104390784","0.23810937451873088","40660","40660","40660","0.656603032741621","0.5110529830281771","0.8948170881393793","50660.4","50659","50661","0.8862893369046546","0.7998307344115761","0.9523072852687365","50660.2","50659","50661"
"30501","0.16895410984877918","0.07845924899457161","0.28909989085418586","40913","40913","40913","0.658557770485579","0.5735747702423333","0.8949633814515012","50913.4","50912","50914","0.8878500486386894","0.8083922563737929","0.952909356490576","50913.2","50912","50914"
"30751","0.12591723108208464","0.07519968387383909","0.23867129854836105","41166","41166","41166","0.6620401066512456","0.5793512569682697","0.8923626251125333","51166.4","51165","51167","0.8883440632315539","0.8089563385804224","0.9536776468585593","51166.2","51165","51167"
"31001","0.12629342231270071","0.08683085479398753","0.21755576076049427","41419","41419","41419","0.6615570892009035","0.5791871816784446","0.8932080544790388","51419.4","51418","51420","0.8887155712208099","0.8146848463468943","0.9517415945107031","51419.2","51418","51420"
"31251","0.12815326049064912","0.07538780535999086","0.20735635191627627","41672","41672","41672","0.6634775993066566","0.5784929024451958","0.8904844241417307","51672.4","51671","51673","0.8884889426416832","0.8134522945060286","0.9526301106224135","51672.2","51671","51673"
"31501","0.12608785325844746","0.07074072792144344","0.25788118907949903","41925","41925","41925","0.6663935237392408","0.5792434924907415","0.8884106254276357","51925.4","51924","51926","0.889965997180259","0.8125193379173034","0.9502846979589306","51925.2","51924","51926"
"31751","0.12073634208251496","0.08016557755027656","0.20639425377942552","42178","42178","42178","0.6732310511302666","0.5911459654520957","0.887596556891447","52178.4","52177","52179","0.8910877716389163","0.8171508273219505","0.9512176566975432","52178.2","52177","52179"
"32001","0.13525340259010563","0.08181510141256312","0.25286530203186847","42431","42431","42431","0.6661433102319037","0.597467264249486","0.8849540386143451","52431.4","52430","52432","0.8910557995885924","0.8165172620397338","0.9540802413049135","52431.2","52430","52432"
"32251","0.15139285576834158","0.08660455640117197","0.23574605510446595","42684","42684","42684","0.6720208309289636","0.6010425442133451","0.8843281391455697","52684.4","52683","52685","0.891223063478234","0.8173226962275427","0.9518183801106506","52684.2","52683","52685"
"32501","0.16385009222106564","0.08754998354656415","0.3127217248268054","42937","42937","42937","0.664915253669641","0.5917456095472792","0.8814221489025031","52937.4","52936","52938","0.8913878270187527","0.818004010376278","0.95178726977925","52937.2","52936","52938"
"32751","0.11688707547585683","0.08454839058501408","0.1528964369558185","43190","43190","43190","0.6703499243420029","0.5955068541511463","0.8813863776668382","53190.4","53189","53191","0.8925020907074183","0.81760845021448","0.9527395947007952","53190.2","53189","53191"
"33001","0.13956322455505138","0.09885577457989479","0.24104097154732837","43443","43443","43443","0.6730206775150861","0.5967192198181851","0.8792152080836481","53443.4","53442","53444","0.8924166924486965","0.8190021417105143","0.9521996695007491","53443.2","53442","53444"
"33251","0.114831196304463","0.09741758170271454","0.1486583721225666","43696","43696","43696","0.6773321805066088","0.6013930798786358","0.8792880927825607","53696.4","53695","53697","0.893839365944246","0.8198262410659444","0.9518650820514282","53696.2","53695","53697"
"33501","0.14882537734488188","0.08968647634512478","0.3169764847250965","43949","43949","43949","0.6818366989984617","0.6020883711311779","0.8745335090580879","53949.4","53948","53950","0.8935771690640364","0.8202710182147557","0.9528749515325716","53949.2","53948","53950"
"33751","0.16397495474060275","0.09907850518008535","0.26284979713872764","44202","44202","44202","0.6757411552271375","0.5954035185822143","0.8728543073965845","54202.4","54201","54203","0.8948859688498395","0.8218205423857377","0.9508611714281603","54202.2","54201","54203"
"34001","0.14005376915880494","0.10359605927435392","0.1812198460682039","44455","44455","44455","0.6662546630475331","0.5539790148222804","0.8701164381986178","54455.4","54454","54456","0.8949157427749371","0.8222479162081374","0.9513886785083508","54455.2","54454","54456"
"34251","0.14002958560637815","0.07522990501585612","0.2161365186001012","44708","44708","44708","0.669608173106187","0.5588718237143601","0.8687804818687406","54708.4","54707","54709","0.8950253838099627","0.8229346426270695","0.9496608687932","54708.2","54707","54709"
"34501","0.10983453339415572","0.08300092363365578","0.16355619817410888","44961","44961","44961","0.67298881941634","0.5516677856989576","0.8684994213279362","54961.4","54960","54962","0.8951957604299394","0.820555240317596","0.9526987923370408","54961.2","54960","54962"
"34751","0.16013856106975818","0.07765201623547803","0.3290650320422037","45214","45214","45214","0.6686167646393292","0.5550347568476846","0.8644463568334194","55214.4","55213","55215","0.8938957472177886","0.8084675190548838","0.952573655551556","55214.2","55213","55215"
"35001","0.16005787218681133","0.09762168784937744","0.2679352483884029","45467","45467","45467","0.6675664361490428","0.5716871515909375","0.8649616687400655","55467.4","55466","55468","0.8955626634903571","0.8178908331332699","0.9537371544407357","55467.2","55466","55468"
"35251","0.13762842097553263","0.08438136317726777","0.2513944175442897","45720","45720","45720","0.6543295894269547","0.5744576332980783","0.8619186418350255","55720.4","55719","55721","0.895597604887112","0.8196057703039183","0.9512945504866623","55720.2","55719","55721"
"35501","0.14258859332868648","0.07054542985640525","0.2764797731932448","45973","45973","45973","0.6584971531075486","0.5641469214718531","0.8594161822011049","55973.4","55972","55974","0.8974846844238108","0.8228436194857827","0.9516202599666901","55973.2","55972","55974"
"35751","0.12450765121458436","0.0869070210611407","0.17647133293984874","46226","46226","46226","0.6537321148539408","0.5718754460520131","0.85777465405576","56226.4","56225","56227","0.8975897839216967","0.8255284538157561","0.9517703321738228","56226.2","56225","56227"
"36001","0.14332228555324747","0.10465635209736204","0.22600571165474753","46479","46479","46479","0.6593971344359113","0.5676866883781326","0.8559687788123036","56479.4","56478","56480","0.8979431402471212","0.8249612983164681","0.9501157264389208","56479.2","56478","56480"
"36251","0.16086636118693437","0.09412111569551315","0.23883815439524306","46732","46732","46732","0.6562795138148261","0.5776114057719058","0.8518715917352218","56732.4","56731","56733","0.8993803169966748","0.8249674298289156","0.9537764462163688","56732.2","56731","56733"
"36501","0.14860869375088875","0.08736385739462382","0.2439833681172975","46985","46985","46985","0.6552396354138909","0.5786093062971014","0.8499215421138304","56985.4","56984","56986","0.8985393407130505","0.8238312112013713","0.9521174432295897","56985.2","56984","56986"
"36751","0.15618373861181944","0.0957103536370488","0.3001521840407896","47238","47238","47238","0.6626763662968425","0.5909327480791557","0.8468872014705398","57238.4","57237","57239","0.8995428855546184","0.8267182485793377","0.9520350857861335","57238.2","57237","57239"
"37001","0.18149420291813015","0.10622107599056548","0.29493648893599583","47491","47491","47491","0.6646321446244396","0.589149907803235","0.8460744452164976","57491.4","57490","57492","0.8985825347633203","0.8248383047514919","0.9526014206593233","57491.2","57490","57492"
"37251","0.14962974005994595","0.07980319959966362","0.2506131817904182","47744","47744","47744","0.6562188586283406","0.5912651842316955","0.8410449952008829","57744.4","57743","57745","0.8998884728939153","0.8303179691363203","0.9526919607772504","57744.2","57743","57745"
"37501","0.15830213481638133","0.08700762762014087","0.33458856480541915","47997","47997","47997","0.661113112570603","0.5873023559156537","0.8398453345899339","57997.4","57996","57998","0.8998514581057002","0.8261397729980884","0.9514552994668879","57997.2","57996","57998"
"37751","0.1533218726995813","0.08981337500510395","0.26903463902509805","48250","48250","48250","0.6685915659817455","0.5978499879950243","0.8371150213910227","58250.4","58249","58251","0.9001630974428142","0.8301729412225385","0.9527491649677223","58250.2","58249","58251"
"38001","0.1131780792715245","0.08432438720733534","0.18584716246822494","48503","48503","48503","0.6650048946256091","0.555024140388159","0.8332010185461677","58503.4","58502","58504","0.8994478017568064","0.827208448213337","0.9538976270657459","58503.2","58502","58504"
"38251","0.14653091138860663","0.09304634409120521","0.3244246733125823","48756","48756","48756","0.6686279865117035","0.5153691559443303","0.8339178998531735","58756.4","58755","58757","0.9000187358918883","0.8266864625307144","0.9529295572769575","58756.2","58755","58757"
"38501","0.12390877954210977","0.08561053912553682","0.20105981360967906","49009","49009","49009","0.6778929420971848","0.5566397262324898","0.8456846043022532","59009.4","59008","59010","0.9017361117366025","0.8318053849220076","0.9531329433292083","59009.2","59008","59010"
"38751","0.1398692860136046","0.0784629460655422","0.2373120983873615","49262","49262","49262","0.6877190833641514","0.5696791937035426","0.8576258619181971","59262.4","59261","59263","0.9013375568848987","0.8303603849995854","0.9514432043564366","59262.2","59261","59263"
"39001","0.14612437426229508","0.09467455502164089","0.23938084664884976","49515","49515","49515","0.6937895329507557","0.5668720961121994","0.8669666036888912","59515.4","59514","59516","0.901206443371068","0.8289106831830029","0.9506639384947375","59515.2","59514","59516"
"39251","0.1593480189074614","0.09496629244619102","0.3089332676247166","49768","49768","49768","0.6867570685984077","0.5661253532630997","0.8149074936514019","59768.4","59767","59769","0.901667404264645","0.8284638496356813","0.9526336035554157","59768.2","59767","59769"
"39501","0.15407537273080235","0.11138357952097588","0.2738810095452556","50021","50021","50021","0.6911547522121133","0.5626460780594674","0.809721275221125","60021.4","60020","60022","0.9016935346892099","0.8304066784286557","0.9527894200128589","60021.2","60020","60022"
"39751","0.1325677659214927","0.08774450049014271","0.1658704281631767","50274","50274","50274","0.6941509880054457","0.5716346273450376","0.8079360089758959","60274.4","60273","60275","0.9018219182975372","0.8308522955294443","0.9512580220060773","60274.2","60273","60275"
"40001","0.11484622242656131","0.0885930212345679","0.14572299938372563","50527","50527","50527","0.6925670628342862","0.5668945008134274","0.8066567494763788","60527.4","60526","60528","0.9021147379144543","0.8297103915960827","0.952641344400935","60527.2","60526","60528"
"40251","0.14740537690271563","0.08868063408670591","0.21254278175223798","50780","50780","50780","0.6933155624468393","0.5745759426917513","0.8007135046543332","60780.4","60779","60781","0.9028847083812973","0.8307906052053686","0.9528452437026909","60780.2","60779","60781"
"40501","0.15524332544283523","0.09188463102440822","0.2649932422537398","51033","51033","51033","0.699053882930936","0.5963583353187941","0.7992993403580014","61033.4","61032","61034","0.9034436374895197","0.8323723050655589","0.9499759916903232","61033.2","61032","61034"
"40751","0.1512691356933638","0.08224834639041564","0.2635757358165537","51286","51286","51286","0.6906893095857617","0.5874471698083443","0.7971578776165797","61286.4","61285","61287","0.9028963000191552","0.8322944203098459","0.9531933293193531","61286.2","61285","61287"
"41001","0.15536520851491678","0.09687435611490672","0.24847687196909013","51539","51539","51539","0.6936872206671018","0.5951233868927803","0.8020108844437608","61539.4","61538","61540","0.903795304985346","0.8311738582601436","0.9518356879535418","61539.2","61538","61540"
"41251","0.15560658461768861","0.09249990629058429","0.3064651094363795","51792","51792","51792","0.6916484293247164","0.5936306330859857","0.8033001625480642","61792.4","61791","61793","0.9033484795936481","0.8328441742531918","0.9533422550464363","61792.2","61791","61793"
"41501","0.14951397603973296","0.08618831833641377","0.3187780105608916","52045","52045","52045","0.6847895210883558","0.5956012010717909","0.8048588359173208","62045.4","62044","62046","0.9029179439129227","0.8332447584980741","0.9533123603082178","62045.2","62044","62046"
"41751","0.15604622400426713","0.1037708910086925","0.2763506360483586","52298","52298","52298","0.6851540475536233","0.5862999632668341","0.8005421148615417","62298.4","62297","62299","0.903296158236377","0.8334678296914066","0.9504051353855228","62298.2","62297","62299"
"42001","0.16015546058073865","0.07188726118421346","0.25171102155010827","52551","52551","52551","0.6932060428575995","0.6005588072875236","0.8049289588731575","62551.4","62550","62552","0.9047009975754747","0.8328374431377288","0.9525146516546726","62551.2","62550","62552"
"42251","0.14985725561657232","0.10362054720812064","0.27120627840962985","52804","52804","52804","0.6915677420055357","0.603302639094179","0.8182358264515004","62804.4","62803","62805","0.9044250732751846","0.8309666634283186","0.9541661017726767","62804.2","62803","62805"
"42501","0.14191434864640018","0.0873608585377856","0.22668951810759363","53057","53057","53057","0.692814125272861","0.5854097255482318","0.8190042431317742","63057.4","63056","63058","0.9050975315298683","0.8358085956614023","0.9533173900768818","63057.2","63056","63058"
"42751","0.13465491998793486","0.09789689032901644","0.20505736659303703","53310","53310","53310","0.7017168728061025","0.6194035738025502","0.8245198905575739","63310.4","63309","63311","0.9043590304450275","0.8346351905347988","0.95145206458124","63310.2","63309","63311"
"43001","0.12437814708175406","0.07640520674273157","0.20191584886841812","53563","53563","53563","0.6966922377337652","0.5858127185633129","0.8269186874903373","63563.4","63562","63564","0.9049212912825517","0.8346648839190076","0.9516130783617698","63563.2","63562","63564"
"43251","0.19164527302223205","0.10969023223099084","0.3333232862394099","53816","53816","53816","0.6979417151787504","0.5843740236851548","0.8326360066671971","63816.4","63815","63817","0.9047124404063791","0.8357061153304921","0.9534129357096539","63816.2","63815","63817"
"43501","0.14123319642222656","0.09419457288101533","0.20242620790760504","54069","54069","54069","0.7074935744917294","0.5988449546050629","0.8450200390989974","64069.4","64068","64070","0.9045146066804026","0.8327716244609892","0.9504814335056324","64069.2","64068","64070"
"43751","0.1490337391980201","0.10115552290024783","0.24975393343653432","54322","54322","54322","0.6995019858952973","0.5891396644846282","0.8484485100329078","64322.4","64321","64323","0.9046039919419302","0.8341694960907857","0.9510088626839679","64322.2","64321","64323"
"44001","0.16443527073549555","0.08646756444486409","0.29376748836205807","54575","54575","54575","0.6990524115996795","0.5899752855178761","0.7810980822163387","64575.4","64574","64576","0.9048767243839284","0.8339267399242185","0.9517208314848424","64575.2","64574","64576"
"44251","0.14114891663615087","0.11787904818180248","0.22556054163740757","54828","54828","54828","0.6972148962389157","0.5925195971723249","0.7841979332438991","64828.4","64827","64829","0.9057003100704908","0.8363191114975252","0.9506399063659666","64828.2","64827","64829"
"44501","0.14503838860452958","0.08894565546107494","0.3177906823502106","55081","55081","55081","0.6862807018765995","0.5901753677694258","0.768276636011148","65081.4","65080","65082","0.9060234949148098","0.8391478627802449","0.9529980619812599","65081.2","65080","65082"
"44751","0.14879166816570033","0.1106949199035849","0.24368442440385935","55334","55334","55334","0.687750587046076","0.5908688017147369","0.7721801685771249","65334.4","65333","65335","0.9056951523212353","0.832849686259846","0.952427426104441","65334.2","65333","65335"
"45001","0.16610953429902925","0.08679988622595387","0.2840004408267018","55587","55587","55587","0.6950820589157278","0.6073913061442261","0.7760040579292039","65587.4","65586","65588","0.9060019054710825","0.8370627664326558","0.9512172401237844","65587.2","65586","65588"
"45251","0.16452489417479293","0.09190802016318203","0.2689185592560098","55840","55840","55840","0.6983255443556695","0.5933168959908974","0.7946300257240011","65840.4","65839","65841","0.9063694249072094","0.8376946893239271","0.9519003522200407","65840.2","65839","65841"
"45501","0.1398481984771168","0.09009997756089322","0.22586025601028278","56093","56093","56093","0.6884711283433413","0.607234817502841","0.8002743878988339","66093.4","66092","66094","0.9059985145026189","0.8336610492375515","0.9509625282108957","66093.2","66092","66094"
"45751","0.14560551046885112","0.08493849730966022","0.21996858522825263","56346","56346","56346","0.6844648145883687","0.5933682985861274","0.7926386553626646","66346.4","66345","66347","0.907124316762405","0.8358235040547317","0.9523833093273444","66346.2","66345","66347"
"46001","0.1491783778293711","0.10575077388286684","0.26515464178800474","56599","56599","56599","0.6866368421821807","0.607235585426572","0.8197035157072164","66599.4","66598","66600","0.9068911444320091","0.8342367393846685","0.9529896126795414","66599.2","66598","66600"
"46251","0.1507549355790845","0.0898772629798108","0.26662091321262116","56852","56852","56852","0.6776795281274524","0.6090501390200386","0.8262560224765034","66852.4","66851","66853","0.9068939467273591","0.8350842682673016","0.9520235065479529","66852.2","66851","66853"
"46501","0.15041690393943846","0.09852708413255198","0.25173581981188625","57105","57105","57105","0.6837369948148535","0.6143224035850489","0.8372154906769899","67105.4","67104","67106","0.9075617935776357","0.8376051324690719","0.9540072089407812","67105.2","67104","67106"
"46751","0.1572856487928373","0.09632635636049854","0.2695846428999123","57358","57358","57358","0.681308549215031","0.5615511528307227","0.8444914732311662","67358.4","67357","67359","0.9077699963177459","0.8408406398358574","0.9530327316350764","67358.2","67357","67359"
"47001","0.11946296323157062","0.09513855210287599","0.17418573798274667","57611","57611","57611","0.6867644660209387","0.5963827550321368","0.8532798212480467","67611.4","67610","67612","0.907332854292169","0.8390235526182594","0.9522040674145755","67611.2","67610","67612"
"47251","0.171874996098518","0.09003707486784643","0.29318885783738013","57864","57864","57864","0.69096244002518","0.6018092792524858","0.8643605970754518","67864.4","67863","67865","0.9076907681233954","0.8381289826481989","0.9529624957184865","67864.2","67863","67865"
"47501","0.13499701733602076","0.09361320897671441","0.22540938383143283","58117","58117","58117","0.6991525059794933","0.6220891718907415","0.873569729356565","68117.4","68116","68118","0.9075470847409199","0.8424277816139906","0.9511413522232811","68117.2","68116","68118"
"47751","0.1565730453379768","0.10996384599215366","0.2356981309039658","58370","58370","58370","0.7010041772671673","0.6102298344035059","0.877409499574172","68370.4","68369","68371","0.9085425968532164","0.8411615756393893","0.9507014313462318","68370.2","68369","68371"
"48001","0.1244574672264018","0.09502000895892734","0.2096468150420093","58623","58623","58623","0.7076306573022857","0.6124066836980573","0.8853098150326233","68623.4","68622","68624","0.9080287385604449","0.8450653456731712","0.951776874678453","68623.2","68622","68624"
"48251","0.16976055122131606","0.12331051703588473","0.2873763782425066","58876","58876","58876","0.7096001524035049","0.6195889517803462","0.8920053517701799","68876.4","68875","68877","0.9081779449567862","0.8391852041490683","0.9511508929865758","68876.2","68875","68877"
"48501","0.16309565611031113","0.1018254742859696","0.2933104254365547","59129","59129","59129","0.6918563133273822","0.6192515149185571","0.7789344383788651","69129.4","69128","69130","0.9084211188526062","0.8393001685491035","0.9507388048949924","69129.2","69128","69130"
"48751","0.16873903957235867","0.10876910004050999","0.29890937227263975","59382","59382","59382","0.6933845153047613","0.6200559131980279","0.759794586791746","69382.4","69381","69383","0.9079903432119986","0.8385141079848889","0.951197995721625","69382.2","69381","69383"
"49001","0.16047436583666058","0.08732561740248443","0.3227215681318969","59635","59635","59635","0.696853832972878","0.6177759306610684","0.7764223079136354","69635.4","69634","69636","0.9088822474323811","0.8417265959121047","0.9529539063332256","69635.2","69634","69636"
"49251","0.17510053300532144","0.09244688981384401","0.2748341033147608","59888","59888","59888","0.6861794292978899","0.6169782249244627","0.7593333521775902","69888.4","69887","69889","0.907403949501626","0.8423539940281854","0.9529487762377027","69888.2","69887","69889"
"49501","0.15436079399767683","0.10616520723239267","0.263696843437085","60141","60141","60141","0.6811286475089989","0.5877494996783901","0.7788883376915566","70141.4","70140","70142","0.9079697470673181","0.8419581776194326","0.951278580156432","70141.2","70140","70142"
"49751","0.12027356816971546","0.07722086867368778","0.17163260390922203","60394","60394","60394","0.6871928296791572","0.5868956584789722","0.7878993927358493","70394.4","70393","70395","0.9080664144207411","0.8403818227465084","0.9509073707280853","70394.2","70393","70395"
"50001","0.1473872123638919","0.1076131038814258","0.2174467646492706","60647","60647","60647","0.689780007325335","0.5917620743604032","0.7805633185934064","70647.4","70646","70648","0.9078906844416851","0.8397087467379134","0.9524344997295675","70647.2","70646","70648"
"50251","0.15638215840811556","0.10035090113101967","0.29482722148748053","60900","60900","60900","0.6828367948704503","0.601124759087732","0.781834736137237","70900.4","70899","70901","0.9093890600073887","0.8415194594752877","0.9520298148222519","70900.2","70899","70901"
"50501","0.16242435661291416","0.0993428173547206","0.24817979179014152","61153","61153","61153","0.6891720728062478","0.6064640485169315","0.7940787916079473","71153.4","71152","71154","0.9085159299170306","0.8422040828296706","0.9518742727036781","71153.2","71152","71154"
"50751","0.18542580244371093","0.11320477522865371","0.34480276713350655","61406","61406","61406","0.6861906411253883","0.6096249915741161","0.7983303742395627","71406.4","71405","71407","0.9086918720297739","0.8400144667763467","0.9519214055653974","71406.2","71405","71407"
"51001","0.14980568977184336","0.07988665463898045","0.25130443992306706","61659","61659","61659","0.6891142317308809","0.6114644212508399","0.811072427735288","71659.4","71658","71660","0.9074178966827355","0.8419120107291311","0.9527038153182381","71659.2","71658","71660"
"51251","0.16097907416203278","0.0825620772323479","0.279910105131968","61912","61912","61912","0.6816595922390424","0.6213192793655964","0.7946197553963912","71912.4","71911","71913","0.9092811088989713","0.8430932544022713","0.9518025210687149","71912.2","71911","71913"
"51501","0.15327405191939425","0.09075468772626091","0.25816568967475784","62165","62165","62165","0.6841089890375149","0.626812632987513","0.7799289590776425","72165.4","72164","72166","0.909710128901659","0.8449520596981035","0.9518377163810714","72165.2","72164","72166"
"51751","0.1571874313751073","0.08093993364185093","0.2212433217314654","62418","62418","62418","0.6891580221309918","0.6285708845361927","0.8025908943939015","72418.4","72417","72419","0.9096474254588383","0.8444832896413423","0.9523181819230053","72418.2","72417","72419"
"52001","0.15312067863434636","0.09925701920304004","0.2645080171328965","62671","62671","62671","0.691955770556782","0.6307510423796497","0.8035329298267426","72671.4","72670","72672","0.9090312495273654","0.8430612484234474","0.9507146399176575","72671.2","72670","72672"
