"stage2/step","Group: VaDE_Simple_cauchy - stage2/mcc_pearson","Group: VaDE_Simple_cauchy - stage2/mcc_pearson__MIN","Group: VaDE_Simple_cauchy - stage2/mcc_pearson__MAX","Group: VaDE_Simple_cauchy - _step","Group: VaDE_Simple_cauchy - _step__MIN","Group: VaDE_Simple_cauchy - _step__MAX","Group: Danru_Simple_cauchy - stage2/mcc_pearson","Group: Danru_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Danru_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Danru_Simple_cauchy - _step","Group: Danru_Simple_cauchy - _step__MIN","Group: Danru_Simple_cauchy - _step__MAX","Group: Ours_Simple_cauchy - stage2/mcc_pearson","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MIN","Group: Ours_Simple_cauchy - stage2/mcc_pearson__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX"
"14501","0","0","0","24721","24721","24721","0.33602550802969816","0.18828313899289398","0.43102328106578164","34722","34722","34722","0.737012805597816","0.5100308929588938","0.9557642707724368","34722","34722","34722"
"14751","0","0","0","24974","24974","24974","0.39061173060192184","0.179809102857991","0.6297281412727115","34975","34975","34975","0.7554141323979502","0.5083017514927993","0.921226934974285","34975","34975","34975"
"15001","0","0","0","25227","25227","25227","0.40434258249856675","0.1473006833687917","0.6658796197598406","35228","35228","35228","0.6343101268587998","0.3603653337331305","0.8845074123285701","35228","35228","35228"
"15251","0","0","0","25480","25480","25480","0.3566556027859114","0.21307020819725728","0.5010515545055126","35481","35481","35481","0.7626179540611815","0.6451666082211849","0.9219225976479462","35481","35481","35481"
"15501","0","0","0","25733","25733","25733","0.389237656551997","0.18152151624650623","0.5938576889762495","35734","35734","35734","0.7368118327890344","0.4320450364505888","0.9131691444741931","35734","35734","35734"
"15751","0","0","0","25986","25986","25986","0.31601679290662976","0.08983328378797677","0.534618874092092","35987","35987","35987","0.688988798370314","0.38892336382890086","0.8942451495860403","35987","35987","35987"
"16001","0","0","0","26239","26239","26239","0.34571454224724363","0.1526244844992033","0.6144867708892504","36240","36240","36240","0.7330757591547681","0.4616026753872957","0.9221075729374073","36240","36240","36240"
"16251","0","0","0","26492","26492","26492","0.4270814754127252","0.22497478234617374","0.5927990332800561","36493","36493","36493","0.7808532232168549","0.6914834811867322","0.9239436566239291","36493","36493","36493"
"16501","0","0","0","26745","26745","26745","0.36491124797233304","0.1337913606306182","0.6273244101651209","36746","36746","36746","0.7343462284371318","0.5931327494961741","0.9037202104836718","36746","36746","36746"
"16751","0","0","0","26998","26998","26998","0.36469164775664775","0.2720321589729339","0.46711756178293884","36999","36999","36999","0.7055419801901353","0.3811347938943946","0.9773283223673834","36999","36999","36999"
"17001","0","0","0","27251","27251","27251","0.3652679993023071","0.2765208013775994","0.4719656103724086","37252","37252","37252","0.6538649567511271","0.4480335491283247","0.964769453985553","37252","37252","37252"
"17251","0","0","0","27504","27504","27504","0.39346322534354405","0.20417636642470396","0.5611853674974032","37505","37505","37505","0.7714878462905","0.47733185900088665","0.9528869479004823","37505","37505","37505"
"17501","0","0","0","27757","27757","27757","0.3370372095737879","0.09566371980909556","0.6782653951487863","37758","37758","37758","0.7631291092487794","0.5901970419848417","0.9182895922797001","37758","37758","37758"
"17751","0","0","0","28010","28010","28010","0.4355358286913294","0.31012391372068665","0.6513683714896287","38011","38011","38011","0.7597294986167956","0.45858555496532466","0.9398688803775284","38011","38011","38011"
"18001","0","0","0","28263","28263","28263","0.31999049501979654","0.08866430653900959","0.516567725829163","38264","38264","38264","0.7369513820428004","0.5474175686424397","0.944141866216207","38264","38264","38264"
"18251","0","0","0","28516","28516","28516","0.2917511938316587","0.06883060690414312","0.5514250723033799","38517","38517","38517","0.7106218697384818","0.36397943811698047","0.962473029021656","38517","38517","38517"
"18501","0","0","0","28769","28769","28769","0.31655022020762785","0.1483887945554115","0.45902050130571337","38770","38770","38770","0.6755797163708623","0.47828077548246384","0.904312939791487","38770","38770","38770"
"18751","0","0","0","29022","29022","29022","0.37043756491177204","0.26194638336886705","0.5261815793552898","39023","39023","39023","0.6758876758831618","0.38931366868962164","0.9665453306818975","39023","39023","39023"
"19001","0","0","0","29275","29275","29275","0.3170525244291071","0.12628682589535778","0.5153852098252242","39276","39276","39276","0.7091881734072765","0.3795591200474437","0.9727985703355758","39276","39276","39276"
"19251","0","0","0","29528","29528","29528","0.3236892494159722","0.18265379472049567","0.3975472979120658","39529","39529","39529","0.7253462346952191","0.3483846130441612","0.9247769126629378","39529","39529","39529"
"19501","0","0","0","29781","29781","29781","0.35367091823040575","0.14497771616957775","0.49860124839369585","39782","39782","39782","0.6915257154426467","0.429820074911963","0.9391869530079154","39782","39782","39782"
"19751","0","0","0","30034","30034","30034","0.44438967228039095","0.3377673422022022","0.6294263284911398","40035","40035","40035","0.6918667445521522","0.335996731472805","0.9473409405902319","40035","40035","40035"
"20001","0","0","0","30287","30287","30287","0.40246385966296294","0.27434818614548656","0.633723400412107","40288","40288","40288","0.7934808676377634","0.513780687501982","0.9674809200908209","40288","40288","40288"
"20251","0","0","0","30540","30540","30540","0.3745434324954933","0.04836308030598822","0.6087270979198691","40541","40541","40541","0.7555836785050738","0.449565421916168","0.9409051944025425","40541","40541","40541"
"20501","0","0","0","30793","30793","30793","0.3988764090818298","0.26927641186881446","0.5949172196743757","40794","40794","40794","0.7434525090766924","0.4435669492518899","0.9106165581002598","40794","40794","40794"
"20751","0","0","0","31046","31046","31046","0.36544788332265604","0.12531641847438812","0.5311747286988445","41047","41047","41047","0.7741498305972974","0.557676411344825","0.9283193236572561","41047","41047","41047"
"21001","0","0","0","31299","31299","31299","0.3557044478741164","0.20080922710315985","0.4654676372264002","41300","41300","41300","0.7176131115490486","0.49302560147736596","0.9633201869544158","41300","41300","41300"
"21251","0","0","0","31552","31552","31552","0.3976625416718751","0.2509003973282487","0.5134939220889524","41553","41553","41553","0.7190675518640777","0.5069990628665134","0.9831717187910365","41553","41553","41553"
"21501","0","0","0","31805","31805","31805","0.3786532508880763","0.13147197504659955","0.5819821861326384","41806","41806","41806","0.7890197882017527","0.6318127570338069","0.9751219181721407","41806","41806","41806"
"21751","0","0","0","32058","32058","32058","0.3310812381713155","0.22378135228001161","0.43405105330807126","42059","42059","42059","0.763407648941429","0.666358277169699","0.9915630194171885","42059","42059","42059"
"22001","0","0","0","32311","32311","32311","0.30423410569941123","0.03965500788026482","0.4626690703653112","42312","42312","42312","0.6918463178868727","0.38258898374182465","0.957355733220114","42312","42312","42312"
"22251","0","0","0","32564","32564","32564","0.38178288677196426","0.24047862925315774","0.5644949270932682","42565","42565","42565","0.6899777827311625","0.3712505110906443","0.9317296805979378","42565","42565","42565"
"22501","0","0","0","32817","32817","32817","0.32683052812471847","0.11359183530787154","0.5154347891423771","42818","42818","42818","0.7341243598747533","0.38739089582341263","0.9641734648606252","42818","42818","42818"
"22751","0","0","0","33070","33070","33070","0.41317177739063515","0.1634165613581809","0.6578338462417626","43071","43071","43071","0.7355429716268056","0.5401641784603021","0.9265740314066386","43071","43071","43071"
"23001","0","0","0","33323","33323","33323","0.3919784086877518","0.27397873271991063","0.599047544483274","43324","43324","43324","0.8046745573153598","0.5422263829871984","0.9740806454607543","43324","43324","43324"
"23251","0","0","0","33576","33576","33576","0.3047276858757487","0.0828097612492718","0.5752440651323035","43577","43577","43577","0.7548873219706838","0.49668418189179836","0.9727935694883844","43577","43577","43577"
"23501","0","0","0","33829","33829","33829","0.36795686547815754","0.12609580215949134","0.5349933057424182","43830","43830","43830","0.7761198397977215","0.5574899086313053","0.9612549806248728","43830","43830","43830"
"23751","0","0","0","34082","34082","34082","0.4046882989217472","0.31154537507135943","0.5416439771499815","44083","44083","44083","0.6838118239004405","0.37709683147068535","0.9616907692853314","44083","44083","44083"
"24001","0","0","0","34335","34335","34335","0.3588121474725975","0.021061134659294753","0.6715151835343858","44336","44336","44336","0.7579486503724273","0.46985194851880535","0.9824209973254394","44336","44336","44336"
"24251","0","0","0","34588","34588","34588","0.3523866653249691","0.14202679369199317","0.5591595780325166","44589","44589","44589","0.7581838633404535","0.5898546608776633","0.9454564756416343","44589","44589","44589"
"24501","0","0","0","34841","34841","34841","0.39035400417580246","0.19198615563720214","0.5611695172759236","44842","44842","44842","0.7558157023471523","0.45549388052335127","0.9767281687745166","44842","44842","44842"
"24751","0","0","0","35094","35094","35094","0.42164827527319426","0.2850399398141556","0.5736771234151901","45095","45095","45095","0.7360876629397048","0.3795597795300541","0.9803617036880571","45095","45095","45095"
"25001","0","0","0","35347","35347","35347","0.40942375160911865","0.16933751300711783","0.6370647556654248","45348","45348","45348","0.7834384662449089","0.5298347379630468","0.9787762460156456","45348","45348","45348"
"25251","0","0","0","35600","35600","35600","0.332998736574456","0.08875961710774545","0.489624995862972","45601","45601","45601","0.8214241296044174","0.6168447542812835","0.9761409712802752","45601","45601","45601"
"25501","0","0","0","35853","35853","35853","0.4120757457879953","0.20183603804524855","0.637238067953028","45854","45854","45854","0.7742355262045113","0.5511132482358372","0.9891184138228538","45854","45854","45854"
"25751","0","0","0","36106","36106","36106","0.4016177611644841","0.17592166739429638","0.5524371853373747","46107","46107","46107","0.7389150384579984","0.3399558346434401","0.9461601149926452","46107","46107","46107"
"26001","0","0","0","36359","36359","36359","0.39452794365908034","0.22621687418049508","0.5847373548533451","46360","46360","46360","0.7273894313756336","0.3914334491689156","0.9632553839618367","46360","46360","46360"
"26251","0","0","0","36612","36612","36612","0.42582430149796524","0.28000189082541566","0.6237364248774555","46613","46613","46613","0.7757108846847489","0.619632789810625","0.9342057384498085","46613","46613","46613"
"26501","0","0","0","36865","36865","36865","0.36757460477894943","0.15994696597457628","0.5974232889736141","46866","46866","46866","0.7410522763032494","0.3601111834800858","0.966726631298814","46866","46866","46866"
"26751","0","0","0","37118","37118","37118","0.386971839805896","0.2994644938053464","0.4689091238967409","47119","47119","47119","0.7640067749324981","0.4863873052541849","0.9845313927432945","47119","47119","47119"
"27001","0","0","0","37371","37371","37371","0.3013843286699572","0.1254891251871307","0.5520931934980163","47372","47372","47372","0.7747399530220056","0.41584794495098265","0.9636864550888958","47372","47372","47372"
"27251","0","0","0","37624","37624","37624","0.42689366472362494","0.27430827346658143","0.5811001263180777","47625","47625","47625","0.7939313013991643","0.48481034044853294","0.9638860151077804","47625","47625","47625"
"27501","0","0","0","37877","37877","37877","0.3464723136671524","0.16490631891460772","0.5575197940339982","47878","47878","47878","0.774697471445816","0.6354569233939236","0.9504887966063912","47878","47878","47878"
"27751","0","0","0","38130","38130","38130","0.33655439440214524","0.180897136696242","0.6353464093936502","48131","48131","48131","0.7081056904724913","0.3469960790326045","0.9201165503561418","48131","48131","48131"
"28001","0","0","0","38383","38383","38383","0.3341698143850992","0.08825143432972342","0.5215382251457787","48384","48384","48384","0.7544028533990568","0.4230713869253717","0.9563439979466395","48384","48384","48384"
"28251","0","0","0","38636","38636","38636","0.409785337638521","0.18915157908935473","0.535330304303249","48637","48637","48637","0.7104389071767669","0.42807406338266846","0.9746204128784003","48637","48637","48637"
"28501","0","0","0","38889","38889","38889","0.3883676585283475","0.17441116350701155","0.5366560132175974","48890","48890","48890","0.7483404892071377","0.49475695733124253","0.9525096720231246","48890","48890","48890"
"28751","0","0","0","39142","39142","39142","0.383387882707244","0.05147582756399472","0.5957003914944211","49143","49143","49143","0.7218288733875813","0.48515777195134685","0.9822977236456958","49143","49143","49143"
"29001","0","0","0","39395","39395","39395","0.36550219098476655","0.17551397812285954","0.561852418975826","49396","49396","49396","0.7502437280729499","0.3874560086669117","0.9782040131982966","49396","49396","49396"
"29251","0","0","0","39648","39648","39648","0.3376017914106349","0.057044903269931425","0.5390774979804004","49649","49649","49649","0.7536527503677147","0.44579323829734935","0.99385150657652","49649","49649","49649"
"29501","0","0","0","39901","39901","39901","0.381549215797387","0.18853405568462675","0.6445892616695721","49902","49902","49902","0.8145648244180457","0.5898720767337524","0.9786431255068462","49902","49902","49902"
"29751","0","0","0","40154","40154","40154","0.30031632185962975","0.19505087598134616","0.3840084320916142","50155","50155","50155","0.7981997342018528","0.5248203071921319","0.94991481106511","50155","50155","50155"
"30001","0","0","0","40407","40407","40407","0.37136218574185903","0.2659351019508437","0.654341444154716","50408","50408","50408","0.692331031664047","0.4458986496988415","0.8899039196384533","50408","50408","50408"
"30251","0","0","0","40660","40660","40660","0.3989479266079509","0.1455044404350577","0.6708008241616028","50661","50661","50661","0.8200110003308477","0.5663877089661387","0.9619094442723348","50661","50661","50661"
"30501","0","0","0","40913","40913","40913","0.3636499311228837","0.14401911355920285","0.5208807256136243","50914","50914","50914","0.8162874389698436","0.6433264712231728","0.9734008286567858","50914","50914","50914"
"30751","0","0","0","41166","41166","41166","0.3719730517007322","0.1231292665406717","0.5624016932358219","51167","51167","51167","0.7886723373581597","0.5810562304049105","0.9844650994247951","51167","51167","51167"
"31001","0","0","0","41419","41419","41419","0.3756342338760562","0.1327360493741285","0.6498061099991905","51420","51420","51420","0.6883434274287552","0.33632084328139267","0.9783018230306951","51420","51420","51420"
"31251","0","0","0","41672","41672","41672","0.453043113110276","0.2417451737224879","0.6373538101750311","51673","51673","51673","0.8127588465341548","0.39346521324714717","0.9674077464450063","51673","51673","51673"
"31501","0","0","0","41925","41925","41925","0.37657781264704726","0.1298463865965587","0.6260221354169009","51926","51926","51926","0.7377057604024235","0.35915971284839704","0.9474976883997482","51926","51926","51926"
"31751","0","0","0","42178","42178","42178","0.4107688661363472","0.10581367298953887","0.6404187414967141","52179","52179","52179","0.7593393775875075","0.4547743496505942","0.9809545956386385","52179","52179","52179"
"32001","0","0","0","42431","42431","42431","0.40351518708765743","0.2632299462139173","0.6412317625603053","52432","52432","52432","0.7127229611395889","0.43647146505021633","0.9296803530604274","52432","52432","52432"
"32251","0","0","0","42684","42684","42684","0.3607534625022555","0.23193971352214612","0.4904288147541341","52685","52685","52685","0.7860116605678431","0.49104377813065964","0.9256705456249069","52685","52685","52685"
"32501","0","0","0","42937","42937","42937","0.39908440253001987","0.28518843566072344","0.6092000058979278","52938","52938","52938","0.7768849243078179","0.5633498743800879","0.9891297564012543","52938","52938","52938"
"32751","0","0","0","43190","43190","43190","0.367036810562702","0.11486051231640186","0.537713200487766","53191","53191","53191","0.7151049883084425","0.3755617510272662","0.9564109242686971","53191","53191","53191"
"33001","0","0","0","43443","43443","43443","0.2965914837341088","0.07334833835250629","0.534714902209028","53444","53444","53444","0.8038412590572312","0.4921415081012342","0.9799707861177311","53444","53444","53444"
"33251","0","0","0","43696","43696","43696","0.3459181911184458","0.15986733012200183","0.5152284552154599","53697","53697","53697","0.7757978805980252","0.4057534681671531","0.982305723483166","53697","53697","53697"
